,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-19,15,-25,6,-18,15,-19,14,-20,14,-24,15
1,-23,18,-26,7,-20,18,-21,16,-20,16,-28,21
2,-26,22,-26,9,-21,21,-22,20,-20,18,-35,24
3,-28,27,-29,9,-23,24,-25,24,-21,19,-37,28
4,-32,29,-30,10,-26,27,-28,25,-25,19,-38,35
5,-35,32,-31,10,-31,32,-29,25,-25,23,-44,37
6,-39,35,-33,10,-34,36,-30,28,-27,24,-48,40
7,-42,39,-35,10,-37,39,-30,30,-29,30,-48,45
8,-43,41,-38,10,-43,43,-31,34,-30,30,-51,50
9,-45,42,-38,11,-45,47,-34,35,-35,34,-53,55
10,-46,44,-41,12,-51,49,-35,37,-36,36,-57,60
11,-49,44,-41,13,-59,55,-38,39,-40,36,-58,62
12,-53,46,-43,13,-61,60,-38,40,-47,37,-61,65
13,-54,49,-43,14,-70,64,-41,40,-49,38,-65,67
14,-55,53,-45,14,-72,67,-45,40,-53,42,-70,68
15,-55,55,-48,16,-74,68,-47,40,-57,49,-73,72
16,-59,58,-53,18,-75,71,-50,43,-58,50,-76,73
17,-59,60,-55,20,-79,78,-52,47,-61,50,-79,74
18,-63,61,-59,21,-83,83,-52,47,-62,53,-83,77
19,-67,62,-66,23,-88,83,-54,48,-65,55,-84,79
20,-69,62,-69,26,-91,91,-58,50,-67,56,-85,80
21,-70,68,-70,27,-96,97,-62,53,-68,57,-85,81
22,-75,70,-71,30,-101,100,-62,54,-72,59,-87,83
23,-78,70,-75,30,-104,104,-65,55,-74,62,-91,86
24,-81,74,-79,30,-108,107,-68,55,-79,66,-91,86
25,-83,78,-81,31,-111,110,-68,61,-79,66,-95,91
26,-84,79,-84,33,-112,113,-70,62,-82,66,-104,95
27,-86,80,-87,33,-114,118,-71,66,-86,66,-106,101
28,-93,83,-90,37,-115,123,-71,67,-87,68,-108,102
29,-93,86,-97,40,-120,127,-73,69,-89,68,-109,103
30,-96,89,-99,41,-125,128,-79,70,-91,69,-113,104
31,-99,90,-102,44,-126,133,-82,71,-92,72,-116,107
32,-103,90,-104,45,-129,136,-85,72,-98,76,-118,108
33,-105,94,-105,47,-130,136,-86,72,-105,79,-121,114
34,-107,97,-108,50,-133,139,-89,75,-107,80,-122,117
35,-107,100,-110,54,-134,141,-91,76,-114,80,-124,123
36,-111,101,-112,55,-138,143,-95,78,-118,82,-125,126
37,-114,103,-115,57,-141,145,-99,82,-121,83,-125,129
38,-116,105,-123,58,-144,149,-101,82,-126,85,-126,129
39,-117,105,-127,60,-150,155,-102,86,-127,87,-128,130
40,-118,107,-130,60,-154,160,-105,90,-131,89,-130,130
41,-120,108,-132,62,-158,161,-109,90,-135,92,-133,134
42,-123,108,-135,64,-158,163,-113,93,-140,94,-136,137
43,-125,109,-140,68,-164,164,-117,94,-141,95,-138,139
44,-128,109,-144,70,-168,167,-119,97,-144,97,-139,142
45,-131,112,-149,72,-169,167,-120,98,-149,103,-140,144
46,-136,114,-155,73,-172,168,-122,99,-153,103,-143,146
47,-141,117,-158,73,-174,169,-124,101,-158,105,-147,147
48,-145,120,-158,76,-177,173,-130,103,-160,108,-147,147
49,-151,121,-161,76,-177,173,-131,106,-163,112,-154,149
50,-153,123,-166,77,-179,173,-134,110,-166,113,-160,150
51,-159,124,-173,77,-183,174,-139,112,-169,113,-161,150
52,-163,125,-177,78,-185,176,-145,113,-174,113,-165,150
53,-166,125,-180,79,-191,182,-147,113,-179,115,-166,151
54,-168,125,-183,82,-194,187,-150,115,-183,116,-168,153
55,-172,126,-188,83,-196,189,-154,117,-186,117,-171,155
56,-179,127,-192,83,-200,192,-157,118,-191,117,-172,156
57,-181,128,-198,87,-202,194,-160,118,-197,118,-175,156
58,-182,128,-202,87,-208,197,-162,119,-202,121,-179,157
59,-190,129,-207,88,-209,199,-167,120,-205,123,-180,157
60,-196,129,-214,90,-209,200,-169,121,-213,123,-182,158
61,-202,131,-217,92,-211,202,-172,121,-220,123,-184,159
62,-207,132,-219,92,-215,207,-181,121,-222,124,-185,159
63,-211,134,-223,95,-220,207,-188,121,-224,125,-187,159
64,-213,135,-227,97,-222,208,-193,122,-232,128,-188,159
65,-216,135,-233,98,-224,212,-198,122,-238,129,-189,160
66,-223,135,-241,100,-225,212,-201,122,-242,130,-193,160
67,-231,135,-244,101,-225,212,-207,123,-245,131,-199,161
68,-236,135,-246,104,-231,213,-210,124,-248,131,-205,161
69,-239,137,-250,106,-233,214,-214,124,-251,135,-210,161
70,-244,140,-253,108,-234,218,-218,125,-255,135,-213,161
71,-252,141,-255,109,-238,218,-225,125,-258,135,-217,161
72,-254,145,-257,110,-243,219,-228,126,-263,135,-223,161
73,-257,146,-260,111,-244,224,-237,126,-266,135,-225,163
74,-262,146,-263,116,-245,225,-241,126,-273,135,-229,163
75,-268,147,-265,116,-249,226,-250,127,-276,135,-232,163
76,-273,148,-269,119,-253,228,-253,127,-279,136,-236,163
77,-279,148,-275,119,-253,228,-260,127,-285,136,-241,163
78,-283,148,-283,122,-254,229,-263,127,-288,136,-247,164
79,-288,149,-289,124,-258,229,-267,127,-292,136,-251,164
