,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-96,7,-92,3,-126,64,-96,18,-93,2,-94,4,-93,2,-93,2,-93,2,-93,2,-91,5,-95,6,-118,19,-92,5,-91,4,-103,18,-95,4,-91,4,-95,6,-97,4,-96,8,-91,4,-104,14,-92,3,-91,4
1,-96,7,-92,3,-248,134,-103,22,-93,2,-94,4,-93,2,-93,2,-93,2,-93,2,-91,5,-95,6,-119,22,-92,6,-91,4,-115,28,-95,4,-91,4,-98,7,-97,4,-96,8,-91,4,-114,20,-92,3,-91,4
2,-96,7,-92,3,-272,157,-113,30,-93,2,-94,4,-93,2,-93,2,-93,2,-93,2,-91,6,-95,7,-121,28,-92,7,-91,4,-189,71,-95,4,-91,4,-103,7,-97,4,-96,8,-91,4,-150,36,-92,3,-91,4
3,-96,7,-92,3,-306,171,-159,40,-93,2,-94,4,-93,2,-93,2,-93,2,-93,2,-91,6,-99,7,-128,30,-104,7,-91,4,-241,105,-95,4,-91,4,-103,7,-97,4,-96,8,-91,4,-164,57,-92,3,-91,4
4,-96,7,-92,3,-313,198,-172,66,-93,2,-94,4,-93,2,-93,2,-93,2,-93,2,-91,6,-99,7,-128,30,-104,8,-91,4,-360,116,-95,4,-91,4,-103,7,-97,4,-96,8,-91,4,-203,64,-92,3,-91,4
5,-96,7,-92,3,-352,204,-338,95,-93,2,-94,4,-93,2,-93,2,-93,2,-93,2,-91,6,-99,7,-129,30,-104,8,-91,4,-362,116,-95,4,-91,4,-103,7,-97,4,-96,8,-91,4,-210,64,-92,3,-91,4
6,-96,7,-92,3,-432,221,-489,96,-93,2,-94,4,-93,2,-93,2,-93,2,-93,2,-91,6,-100,7,-129,30,-104,8,-91,4,-362,116,-95,4,-91,4,-103,7,-97,4,-96,8,-91,4,-210,64,-92,3,-91,4
7,-96,7,-92,3,-497,224,-668,99,-93,2,-94,4,-93,2,-93,2,-93,2,-93,2,-91,6,-100,7,-129,30,-104,8,-91,4,-362,116,-95,4,-91,4,-103,7,-97,4,-96,8,-91,4,-210,64,-92,3,-91,4
8,-96,7,-92,3,-622,240,-774,102,-93,2,-94,4,-93,2,-93,2,-93,2,-93,2,-91,6,-100,7,-129,30,-104,8,-91,4,-362,116,-95,4,-91,4,-103,7,-97,4,-96,8,-91,4,-210,64,-92,3,-91,4
9,-106,10,-92,3,-631,250,-775,106,-93,2,-94,4,-93,2,-93,2,-93,2,-93,2,-91,7,-127,13,-164,30,-106,8,-91,4,-403,119,-95,4,-91,4,-105,11,-97,4,-108,21,-91,4,-269,66,-95,3,-93,5
