,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-62,4,-106,25,-61,5,-61,11,-58,18,-62,4,-60,6,-62,4,-64,2,-57,18,-59,7,-61,5,-62,4,-62,4,-60,6,-63,3,-63,3,-64,2
1,-62,4,-106,25,-61,5,-61,16,-61,19,-62,4,-60,6,-62,4,-64,2,-130,20,-63,9,-61,5,-62,4,-62,4,-60,6,-63,3,-63,3,-64,2
2,-62,4,-106,25,-61,5,-61,17,-121,27,-62,4,-60,6,-62,4,-64,2,-130,20,-83,10,-61,5,-62,4,-62,4,-60,6,-63,3,-63,3,-64,2
3,-62,4,-107,25,-61,5,-86,18,-121,27,-85,5,-85,7,-62,4,-64,2,-130,20,-83,10,-61,5,-62,6,-63,4,-62,6,-71,3,-63,3,-64,2
4,-62,5,-121,26,-61,7,-86,18,-122,27,-85,6,-85,7,-62,4,-64,2,-130,20,-85,10,-61,5,-85,14,-71,4,-84,6,-71,3,-67,5,-64,3
5,-67,21,-132,40,-61,8,-104,18,-122,27,-85,12,-85,7,-62,4,-64,2,-130,20,-85,10,-61,5,-88,14,-72,8,-86,6,-71,3,-67,11,-67,3
6,-94,71,-143,40,-61,8,-104,18,-122,27,-85,12,-85,7,-62,4,-64,2,-130,20,-85,10,-61,5,-88,14,-72,8,-86,6,-71,3,-69,11,-67,3
7,-184,71,-143,40,-61,8,-104,18,-122,27,-85,12,-85,7,-62,4,-64,2,-130,20,-85,10,-61,5,-88,14,-72,8,-86,6,-71,3,-69,11,-67,3
8,-265,71,-152,40,-61,8,-104,18,-122,27,-85,12,-85,7,-62,4,-64,2,-130,20,-85,10,-61,5,-88,14,-72,8,-86,6,-71,3,-69,11,-67,3
9,-331,71,-172,40,-61,8,-104,18,-122,27,-86,12,-85,7,-62,4,-64,2,-130,20,-85,10,-61,5,-88,14,-72,8,-86,6,-71,3,-69,14,-67,3
10,-366,71,-227,40,-61,8,-104,18,-122,27,-86,12,-85,7,-62,4,-64,2,-130,20,-85,10,-61,5,-88,14,-72,8,-86,6,-71,3,-69,14,-67,3
11,-443,71,-238,40,-61,8,-104,18,-122,27,-86,12,-85,7,-62,4,-64,2,-130,20,-85,10,-61,5,-88,14,-72,8,-86,6,-71,3,-71,14,-67,3
12,-518,71,-250,42,-61,8,-104,18,-122,27,-86,12,-85,8,-62,4,-64,2,-130,20,-85,10,-61,5,-88,14,-72,8,-86,6,-71,3,-71,14,-67,3
13,-523,71,-334,42,-61,8,-104,18,-122,27,-86,12,-85,8,-62,4,-64,2,-131,20,-85,10,-61,5,-88,14,-72,8,-86,6,-71,3,-71,14,-67,3
14,-525,71,-414,42,-61,8,-104,18,-122,27,-86,13,-86,8,-62,4,-64,2,-137,20,-85,10,-61,5,-88,14,-72,8,-86,6,-71,3,-71,14,-67,3
15,-525,71,-502,43,-61,8,-104,18,-122,27,-86,13,-86,8,-62,4,-64,2,-137,20,-85,10,-61,6,-88,14,-72,8,-86,6,-71,3,-71,14,-67,3
16,-525,71,-527,69,-61,8,-104,18,-122,27,-86,13,-86,8,-62,4,-64,2,-145,20,-85,10,-90,8,-88,14,-72,8,-86,6,-71,3,-71,14,-67,3
17,-525,71,-527,69,-61,8,-104,18,-122,27,-87,13,-86,8,-62,4,-64,2,-234,20,-85,10,-90,8,-88,14,-72,8,-86,6,-71,3,-71,14,-67,3
18,-525,71,-527,69,-61,8,-104,18,-122,27,-87,13,-86,8,-62,4,-64,2,-315,21,-85,10,-90,8,-88,14,-72,8,-86,6,-71,3,-75,18,-67,3
19,-525,71,-527,69,-61,8,-104,18,-122,27,-87,13,-86,8,-62,4,-64,2,-344,21,-85,10,-90,8,-88,14,-72,8,-86,6,-71,3,-136,18,-67,3
20,-525,71,-527,69,-61,8,-104,18,-122,27,-87,13,-86,8,-62,4,-64,2,-434,21,-85,10,-90,8,-88,14,-72,8,-86,6,-71,3,-136,18,-67,3
21,-525,71,-527,69,-61,8,-104,18,-122,27,-87,13,-86,8,-62,4,-64,2,-524,21,-85,10,-90,8,-88,14,-72,8,-86,6,-71,3,-136,18,-67,3
22,-525,71,-527,69,-61,8,-142,18,-122,27,-87,13,-86,8,-62,4,-64,2,-537,59,-85,10,-90,8,-88,14,-72,8,-86,6,-71,4,-136,18,-67,3
23,-525,71,-527,69,-61,8,-220,18,-122,27,-91,13,-86,8,-62,4,-64,2,-537,59,-86,10,-90,8,-90,14,-72,8,-86,6,-71,4,-141,18,-67,3
24,-525,71,-527,69,-61,8,-277,19,-122,27,-92,13,-86,8,-62,5,-64,2,-537,59,-86,10,-90,8,-93,14,-72,8,-86,6,-71,4,-142,18,-93,3
25,-525,71,-527,69,-61,8,-362,19,-122,27,-92,13,-86,8,-63,5,-64,2,-537,59,-86,10,-90,8,-93,14,-72,8,-86,6,-71,4,-146,18,-93,3
26,-525,71,-527,69,-61,8,-439,19,-122,27,-92,13,-86,8,-63,5,-64,2,-537,59,-86,10,-90,8,-105,14,-72,8,-86,6,-71,4,-147,18,-93,3
27,-525,71,-527,69,-61,8,-529,19,-122,27,-92,13,-86,8,-63,5,-64,2,-537,59,-86,10,-90,8,-105,14,-72,8,-86,6,-71,4,-147,18,-93,3
28,-525,71,-527,69,-61,8,-551,24,-122,27,-93,13,-86,8,-63,5,-64,2,-537,59,-110,10,-91,8,-105,14,-72,8,-86,6,-71,4,-183,19,-93,3
29,-525,71,-527,69,-61,8,-551,33,-122,27,-95,13,-86,8,-63,5,-64,2,-537,59,-110,10,-91,8,-105,14,-72,8,-86,6,-71,4,-262,19,-93,3
30,-525,71,-527,69,-66,10,-551,45,-122,27,-95,13,-86,8,-63,5,-64,2,-537,59,-110,10,-91,8,-105,14,-73,8,-86,6,-71,4,-331,20,-93,3
31,-525,71,-527,69,-89,10,-551,45,-122,27,-95,13,-88,8,-63,5,-64,2,-537,59,-111,10,-100,8,-115,14,-73,8,-86,6,-71,4,-376,20,-93,3
32,-525,71,-527,69,-90,10,-551,45,-122,27,-95,13,-88,8,-63,5,-64,2,-537,59,-111,10,-101,8,-122,14,-73,8,-86,6,-71,4,-457,20,-93,3
33,-525,71,-527,69,-90,10,-551,45,-122,27,-97,13,-91,14,-63,5,-64,2,-537,59,-111,10,-101,8,-124,14,-73,8,-86,6,-71,4,-534,20,-93,3
