,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-19,12,-21,11,-19,12,-22,11,-24,12,-23,18
1,-20,16,-24,11,-21,14,-23,13,-26,13,-26,27
2,-23,18,-26,13,-26,17,-25,16,-26,15,-29,30
3,-24,21,-27,17,-27,20,-26,21,-31,16,-31,33
4,-27,23,-29,19,-31,25,-26,21,-34,16,-34,39
5,-29,26,-31,21,-31,28,-28,24,-36,20,-38,42
6,-29,27,-31,22,-35,31,-30,29,-39,22,-41,48
7,-33,33,-34,26,-35,35,-31,30,-41,23,-42,51
8,-36,37,-36,28,-39,39,-32,31,-41,24,-45,56
9,-39,38,-39,31,-42,42,-34,34,-43,25,-47,60
10,-43,42,-39,31,-44,45,-38,37,-45,29,-47,64
11,-45,45,-40,32,-48,48,-38,39,-52,31,-49,67
12,-47,47,-42,32,-53,49,-43,41,-54,35,-52,69
13,-51,48,-44,33,-56,53,-46,43,-55,36,-56,73
14,-52,50,-45,33,-60,58,-50,47,-57,36,-60,76
15,-55,51,-47,35,-63,61,-57,49,-58,38,-64,76
16,-57,55,-50,39,-66,66,-58,51,-62,39,-64,77
17,-58,57,-53,41,-67,69,-58,55,-66,41,-70,79
18,-59,58,-57,43,-71,71,-59,55,-70,45,-74,82
19,-61,60,-61,45,-73,74,-60,60,-72,45,-78,85
20,-61,61,-61,48,-74,78,-61,64,-75,47,-82,92
21,-64,62,-63,48,-76,80,-66,66,-81,51,-84,93
22,-68,66,-63,49,-79,85,-67,70,-85,51,-85,96
23,-71,72,-64,49,-81,91,-69,71,-90,53,-85,98
24,-74,73,-69,52,-85,93,-70,71,-94,55,-86,102
25,-74,77,-74,52,-87,97,-73,72,-97,56,-88,107
26,-81,79,-81,55,-88,97,-76,72,-100,57,-89,109
27,-83,83,-87,56,-90,103,-78,72,-103,59,-90,110
28,-85,84,-91,56,-91,108,-80,73,-109,61,-92,114
29,-87,86,-92,59,-94,113,-80,73,-114,65,-95,116
30,-94,87,-96,61,-96,114,-83,74,-115,69,-98,117
31,-96,92,-98,62,-98,116,-86,76,-118,71,-104,117
32,-98,93,-103,62,-102,119,-90,79,-122,72,-105,119
33,-100,96,-107,64,-104,122,-91,82,-127,74,-106,121
34,-103,100,-107,65,-106,128,-91,82,-130,79,-109,124
35,-108,101,-111,68,-108,131,-94,85,-132,79,-112,125
36,-114,103,-112,68,-114,133,-99,86,-133,81,-115,126
37,-118,104,-114,68,-117,137,-102,90,-139,81,-116,128
38,-120,104,-122,71,-118,138,-106,93,-141,82,-119,130
39,-124,104,-124,74,-121,141,-108,94,-147,82,-121,134
40,-127,106,-126,75,-124,144,-108,99,-155,82,-122,136
41,-130,109,-130,77,-127,149,-110,101,-156,82,-126,137
42,-134,110,-136,79,-129,152,-112,101,-158,85,-127,141
43,-135,111,-140,80,-132,154,-116,104,-160,90,-131,141
44,-139,112,-146,81,-136,159,-120,104,-162,92,-132,141
45,-142,113,-148,81,-139,165,-121,106,-166,93,-137,143
46,-153,114,-152,82,-144,166,-123,108,-166,94,-139,143
47,-155,116,-160,84,-146,167,-128,109,-168,95,-143,143
48,-158,117,-169,85,-149,173,-129,109,-169,96,-146,144
49,-165,119,-170,86,-149,177,-133,111,-172,99,-148,145
50,-166,121,-173,89,-154,179,-136,111,-177,103,-149,146
51,-170,123,-178,90,-156,180,-141,112,-182,105,-151,146
52,-173,123,-178,90,-161,184,-148,112,-189,105,-155,146
53,-180,123,-183,92,-162,185,-154,112,-192,107,-157,147
54,-182,124,-188,92,-167,187,-156,114,-196,109,-160,149
55,-184,124,-192,95,-169,191,-158,115,-202,113,-162,149
56,-191,126,-197,95,-174,192,-162,116,-207,113,-162,149
57,-196,129,-204,96,-179,193,-164,117,-208,115,-164,149
58,-201,130,-207,96,-183,194,-167,119,-212,119,-167,149
59,-205,131,-212,99,-184,196,-170,120,-216,120,-171,150
60,-209,131,-217,100,-188,196,-174,120,-220,121,-176,152
61,-211,134,-220,101,-191,200,-176,120,-225,124,-180,152
62,-217,134,-223,103,-192,203,-178,121,-229,126,-183,155
63,-220,134,-228,105,-194,205,-185,121,-235,126,-186,155
64,-222,136,-232,106,-198,208,-189,121,-238,127,-191,156
65,-224,137,-236,108,-202,213,-193,121,-240,128,-194,158
66,-230,138,-240,109,-203,213,-198,122,-246,129,-198,158
67,-235,140,-245,111,-206,214,-202,122,-249,130,-200,160
68,-241,141,-249,113,-209,215,-207,123,-251,131,-204,160
69,-245,141,-256,116,-209,217,-211,124,-256,131,-207,161
70,-248,143,-263,117,-210,218,-213,125,-265,131,-210,161
71,-251,143,-266,119,-213,220,-217,126,-269,132,-215,163
72,-264,144,-275,120,-214,220,-218,126,-271,134,-215,163
73,-270,145,-280,120,-217,221,-222,127,-277,134,-218,163
74,-275,145,-282,121,-220,221,-226,128,-286,135,-222,163
75,-281,145,-289,121,-224,222,-230,130,-289,135,-225,163
76,-285,145,-293,121,-230,223,-239,131,-294,135,-225,163
77,-291,145,-297,121,-233,224,-242,131,-299,137,-229,165
78,-297,146,-299,123,-237,224,-246,131,-304,140,-232,165
79,-301,146,-303,125,-242,226,-251,131,-305,140,-239,165
