,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
15,-65,9,-527,69,-68,11,-162,13,-59,11,-90,8,-93,15,-62,5,-64,3,-539,57,-96,11,-82,12,-90,20,-61,7,-65,3,-71,2,-110,14,-69,3
16,-66,9,-527,69,-70,11,-247,13,-59,11,-90,9,-93,15,-62,6,-64,3,-539,57,-96,11,-82,12,-90,20,-61,7,-65,3,-71,2,-110,14,-69,3
17,-66,9,-527,69,-74,11,-332,14,-59,11,-90,9,-93,15,-62,6,-64,3,-539,57,-96,11,-82,12,-90,20,-61,7,-65,3,-71,2,-110,14,-69,3
18,-66,9,-527,69,-74,11,-422,14,-59,11,-90,9,-93,15,-62,6,-64,3,-539,57,-96,11,-82,12,-90,20,-61,7,-65,3,-71,2,-110,14,-69,3
19,-66,9,-527,69,-74,11,-507,14,-59,11,-90,9,-95,15,-62,6,-64,3,-539,57,-96,11,-84,12,-91,20,-61,7,-65,3,-71,2,-110,14,-69,3
20,-66,9,-527,69,-75,13,-552,17,-71,11,-90,9,-96,15,-62,6,-64,3,-539,57,-97,11,-96,12,-104,20,-61,7,-65,3,-71,2,-110,14,-69,3
21,-66,9,-527,69,-75,13,-552,17,-147,25,-90,9,-96,15,-62,6,-64,3,-539,57,-97,11,-96,12,-104,20,-61,7,-65,3,-71,2,-110,14,-69,3
22,-66,9,-527,69,-75,13,-552,17,-235,27,-90,9,-96,15,-62,6,-64,3,-539,57,-97,11,-96,12,-104,20,-61,7,-65,3,-71,2,-110,14,-69,3
23,-66,9,-527,69,-75,13,-552,17,-325,27,-90,9,-96,15,-62,6,-64,3,-539,57,-97,11,-96,12,-104,20,-61,7,-65,3,-71,2,-110,14,-69,3
24,-66,9,-527,69,-75,13,-552,17,-415,27,-90,9,-96,15,-62,6,-64,3,-539,57,-97,11,-96,12,-104,20,-61,7,-65,3,-71,2,-110,14,-69,3
25,-66,9,-527,69,-77,13,-552,17,-436,94,-90,9,-96,15,-62,6,-64,3,-539,57,-97,11,-96,12,-104,20,-61,7,-65,3,-71,2,-110,14,-69,3
26,-66,9,-527,69,-98,13,-552,17,-436,160,-90,9,-96,15,-62,6,-64,3,-539,57,-97,11,-96,12,-104,20,-64,7,-65,3,-71,2,-110,14,-69,3
27,-69,9,-527,69,-104,13,-552,44,-436,160,-92,9,-108,15,-63,6,-64,3,-539,57,-107,11,-96,12,-133,20,-64,7,-65,3,-71,2,-110,14,-69,3
28,-69,11,-527,69,-104,13,-552,44,-436,160,-96,9,-114,15,-63,6,-64,4,-539,57,-124,11,-117,12,-171,20,-64,7,-65,4,-71,2,-110,14,-69,3
29,-151,19,-527,69,-104,13,-552,44,-436,160,-96,9,-114,15,-63,6,-64,4,-539,57,-124,11,-117,12,-171,20,-64,7,-65,4,-71,2,-110,14,-69,3
30,-151,69,-527,69,-104,13,-552,44,-436,160,-96,9,-134,15,-64,6,-64,4,-539,57,-130,11,-117,12,-171,20,-64,7,-70,6,-71,2,-110,14,-75,3
31,-239,71,-527,69,-104,13,-552,44,-436,160,-96,9,-134,15,-64,6,-64,4,-539,57,-130,11,-117,12,-171,20,-64,7,-70,6,-71,2,-110,14,-75,3
32,-329,71,-527,69,-104,13,-552,44,-436,160,-96,9,-134,15,-64,6,-64,4,-539,57,-130,11,-117,12,-171,20,-64,7,-70,6,-71,2,-110,14,-75,3
33,-419,71,-527,69,-104,13,-552,44,-436,160,-96,9,-134,15,-64,6,-64,4,-539,57,-130,11,-117,12,-171,20,-64,7,-70,6,-71,2,-110,14,-75,3
34,-509,71,-527,69,-104,13,-552,44,-436,160,-96,9,-134,15,-64,6,-64,4,-539,57,-130,11,-117,12,-171,20,-64,7,-70,6,-71,2,-110,14,-75,3
35,-525,71,-527,69,-104,13,-552,44,-436,160,-96,9,-134,15,-64,6,-64,4,-539,57,-130,11,-117,12,-244,20,-64,7,-71,6,-71,2,-110,14,-75,3
36,-525,71,-527,69,-104,22,-552,44,-436,160,-123,9,-141,15,-64,6,-64,4,-539,57,-133,11,-120,12,-263,20,-64,7,-84,6,-80,2,-110,14,-75,3
37,-525,71,-527,69,-194,22,-552,44,-436,160,-123,9,-141,15,-64,6,-64,4,-539,57,-133,11,-120,12,-263,20,-64,7,-84,6,-80,2,-110,14,-75,3
38,-525,71,-527,69,-283,23,-552,44,-436,160,-123,9,-141,15,-64,6,-64,4,-539,57,-133,11,-120,12,-263,20,-64,7,-84,6,-80,2,-110,14,-75,3
39,-525,71,-527,69,-373,23,-552,44,-436,160,-123,9,-141,15,-64,6,-64,4,-539,57,-133,11,-120,12,-263,20,-64,7,-84,6,-80,2,-110,14,-75,3
40,-525,71,-527,69,-463,23,-552,44,-436,160,-123,9,-141,15,-64,6,-64,4,-539,57,-133,11,-120,12,-263,20,-64,7,-84,6,-80,2,-110,14,-75,3
41,-525,71,-527,69,-541,35,-552,44,-436,160,-123,9,-141,15,-64,6,-64,4,-539,57,-133,11,-120,12,-263,20,-64,7,-84,6,-80,2,-110,14,-75,3
42,-525,71,-527,69,-541,55,-552,44,-436,160,-123,9,-141,15,-64,6,-64,4,-539,57,-141,11,-120,12,-325,20,-64,7,-84,6,-80,2,-110,14,-75,3
43,-525,71,-527,69,-541,55,-552,44,-436,160,-123,9,-141,15,-65,6,-64,4,-539,57,-141,11,-120,12,-412,20,-64,7,-84,6,-80,2,-110,14,-75,5
44,-525,71,-527,69,-541,55,-552,44,-436,160,-123,9,-141,15,-65,6,-64,4,-539,57,-147,11,-128,14,-486,20,-64,7,-84,6,-80,2,-110,14,-75,5
45,-525,71,-527,69,-541,55,-552,44,-436,160,-123,9,-142,15,-65,6,-64,4,-539,57,-155,11,-138,14,-554,21,-65,7,-85,6,-80,2,-110,14,-75,5
46,-525,71,-527,69,-541,55,-552,44,-436,160,-123,9,-214,15,-65,6,-64,4,-539,57,-158,11,-138,24,-559,21,-65,7,-85,6,-80,2,-110,14,-75,5
47,-525,71,-527,69,-541,55,-552,44,-436,160,-123,9,-214,15,-65,6,-64,4,-539,57,-186,11,-187,24,-565,25,-65,8,-85,6,-80,2,-112,14,-75,5
48,-525,71,-527,69,-541,55,-552,44,-436,160,-123,9,-259,17,-65,6,-64,4,-539,57,-186,11,-187,24,-565,25,-93,8,-88,6,-92,2,-112,14,-75,5
49,-525,71,-527,69,-541,55,-552,44,-436,160,-123,9,-335,17,-65,6,-64,4,-539,57,-189,12,-187,24,-565,31,-93,8,-92,6,-92,2,-112,14,-75,5
50,-525,71,-527,69,-541,55,-552,44,-436,160,-123,9,-400,22,-65,6,-64,4,-539,57,-201,20,-187,24,-565,31,-93,8,-92,6,-92,2,-112,14,-75,5
51,-525,71,-527,69,-541,55,-552,44,-436,160,-123,11,-400,22,-65,6,-64,4,-539,57,-283,24,-187,24,-565,31,-93,10,-92,6,-92,2,-112,14,-75,5
52,-525,71,-527,69,-541,55,-552,44,-436,160,-125,11,-483,22,-65,6,-64,4,-539,57,-285,24,-187,24,-565,31,-93,11,-92,6,-92,2,-114,14,-75,5
53,-525,71,-527,69,-541,55,-552,44,-436,160,-126,11,-486,23,-66,6,-64,4,-539,57,-360,24,-196,24,-565,31,-93,11,-92,6,-92,2,-114,14,-75,5
54,-525,71,-527,69,-541,55,-552,44,-436,160,-126,11,-489,23,-66,6,-64,4,-539,57,-391,24,-246,24,-565,31,-93,11,-98,6,-92,2,-114,14,-75,5
55,-525,71,-527,69,-541,55,-552,44,-436,160,-126,11,-489,23,-66,6,-64,4,-539,57,-481,24,-246,24,-565,31,-93,11,-98,6,-92,2,-114,14,-75,5
56,-525,71,-527,69,-541,55,-552,44,-436,160,-136,11,-538,23,-66,6,-64,4,-539,57,-511,24,-246,24,-565,31,-93,11,-98,6,-92,2,-115,14,-75,5
57,-525,71,-527,69,-541,55,-552,44,-436,160,-136,11,-540,23,-66,6,-64,4,-539,57,-558,24,-286,24,-565,31,-94,11,-98,6,-92,2,-115,14,-75,5
58,-525,71,-527,69,-541,55,-552,44,-436,160,-139,11,-560,23,-72,6,-64,4,-539,57,-572,24,-333,24,-565,31,-94,11,-98,6,-92,2,-115,14,-75,5
59,-525,71,-527,69,-541,55,-552,44,-436,160,-140,11,-566,23,-72,6,-73,4,-539,57,-572,24,-407,24,-565,31,-94,11,-98,6,-92,2,-115,14,-75,5
60,-525,71,-527,69,-541,55,-552,44,-436,160,-140,11,-568,23,-72,6,-73,4,-539,57,-572,24,-489,24,-565,31,-94,11,-98,6,-92,2,-121,14,-75,5
61,-525,71,-527,69,-541,55,-552,44,-436,160,-142,11,-573,23,-72,6,-73,4,-539,57,-572,24,-557,24,-565,31,-96,11,-98,6,-93,2,-133,14,-75,5
62,-525,71,-527,69,-541,55,-552,44,-436,160,-153,11,-573,23,-72,12,-73,4,-539,57,-572,24,-572,24,-565,31,-115,11,-98,6,-94,2,-162,14,-84,5
63,-525,71,-527,69,-541,55,-552,44,-436,160,-153,11,-573,23,-162,12,-73,4,-539,57,-572,24,-572,24,-565,31,-115,11,-98,6,-94,2,-162,14,-84,5
64,-525,71,-527,69,-541,55,-552,44,-436,160,-153,11,-573,23,-252,12,-73,4,-539,57,-572,24,-572,24,-565,31,-115,11,-98,6,-94,2,-162,14,-84,5
65,-525,71,-527,69,-541,55,-552,44,-436,160,-153,11,-573,23,-342,12,-73,4,-539,57,-572,24,-572,24,-565,31,-115,11,-98,6,-94,2,-162,14,-84,5
66,-525,71,-527,69,-541,55,-552,44,-436,160,-153,11,-573,23,-432,12,-73,4,-539,57,-572,24,-572,24,-565,31,-115,11,-98,6,-94,2,-162,14,-84,5
67,-525,71,-527,69,-541,55,-552,44,-436,160,-153,11,-573,23,-486,48,-73,4,-539,57,-572,24,-572,24,-565,31,-115,11,-98,6,-94,2,-162,14,-84,5
68,-525,71,-527,69,-541,55,-552,44,-436,160,-157,11,-573,23,-548,48,-73,4,-539,57,-572,24,-572,24,-565,31,-115,11,-98,6,-94,2,-186,14,-84,5
69,-525,71,-527,69,-541,55,-552,44,-436,160,-159,11,-573,23,-548,48,-73,4,-539,57,-572,24,-572,24,-565,31,-115,11,-98,6,-94,5,-269,16,-84,5
70,-525,71,-527,69,-541,55,-552,44,-436,160,-159,11,-573,23,-548,48,-73,4,-539,57,-572,24,-572,24,-565,31,-115,11,-98,6,-94,5,-359,16,-84,5
71,-525,71,-527,69,-541,55,-552,44,-436,160,-159,11,-573,23,-548,48,-73,4,-539,57,-572,24,-572,24,-565,31,-115,11,-98,6,-94,5,-449,16,-84,5
72,-525,71,-527,69,-541,55,-552,44,-436,160,-159,11,-573,23,-548,48,-73,4,-539,57,-572,24,-572,24,-565,31,-115,11,-98,6,-94,5,-539,16,-84,5
73,-525,71,-527,69,-541,55,-552,44,-436,160,-174,11,-573,23,-548,48,-73,4,-539,57,-572,24,-572,24,-565,31,-121,11,-110,6,-100,5,-558,38,-94,5
74,-525,71,-527,69,-541,55,-552,44,-436,160,-189,14,-573,23,-548,48,-92,4,-539,57,-572,24,-572,24,-565,31,-160,11,-111,6,-111,5,-558,38,-96,5
75,-525,71,-527,69,-541,55,-552,44,-436,160,-278,15,-573,23,-548,48,-92,4,-539,57,-572,24,-572,24,-565,31,-160,11,-111,6,-111,5,-558,38,-96,5
76,-525,71,-527,69,-541,55,-552,44,-436,160,-362,16,-573,23,-548,48,-92,4,-539,57,-572,24,-572,24,-565,31,-160,11,-116,6,-111,5,-558,38,-96,5
77,-525,71,-527,69,-541,55,-552,44,-436,160,-451,16,-573,23,-548,48,-92,4,-539,57,-572,24,-572,24,-565,31,-160,11,-116,6,-111,5,-558,38,-97,5
78,-525,71,-527,69,-541,55,-552,44,-436,160,-532,16,-573,23,-548,48,-92,4,-539,57,-572,24,-572,24,-565,31,-169,11,-116,6,-111,5,-558,38,-97,5
79,-525,71,-527,69,-541,55,-552,44,-436,160,-580,16,-573,23,-548,48,-97,4,-539,57,-572,24,-572,24,-565,31,-201,11,-121,6,-111,5,-558,38,-97,5
