,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-60,8,-63,13,-64,4,-64,11,-67,19,-63,10,-62,10,-64,4,-66,2,-59,45,-59,12,-60,11,-63,10,-66,2,-65,3,-65,3,-63,5,-65,4
1,-60,8,-89,20,-64,4,-69,11,-100,21,-63,10,-63,10,-64,4,-66,2,-59,46,-59,12,-60,11,-76,12,-66,2,-65,3,-65,3,-63,5,-65,4
2,-60,8,-102,20,-64,4,-90,12,-100,21,-64,11,-66,11,-64,4,-66,2,-103,49,-59,12,-60,11,-78,12,-66,2,-65,3,-65,3,-63,5,-65,4
3,-60,8,-103,20,-64,7,-92,12,-100,21,-98,11,-97,11,-64,4,-66,2,-103,49,-59,14,-60,11,-90,12,-66,4,-65,5,-65,3,-63,6,-65,4
4,-64,11,-103,21,-71,8,-115,12,-100,21,-100,11,-97,12,-64,5,-66,2,-127,49,-72,15,-60,13,-90,12,-67,5,-65,5,-65,3,-64,10,-65,4
5,-72,11,-109,28,-73,8,-115,12,-100,21,-100,11,-97,12,-64,5,-66,2,-128,49,-80,15,-63,15,-92,12,-67,9,-65,5,-65,3,-107,14,-65,4
6,-72,11,-158,28,-73,8,-115,12,-100,21,-100,11,-97,12,-64,5,-66,2,-167,49,-80,15,-63,15,-92,12,-67,11,-65,5,-65,3,-107,14,-65,4
7,-72,11,-167,28,-73,8,-115,12,-100,21,-100,11,-97,12,-64,5,-66,2,-248,49,-80,15,-63,15,-92,12,-67,11,-65,5,-65,3,-107,14,-65,4
8,-72,11,-174,28,-73,8,-115,12,-100,21,-100,11,-97,12,-64,5,-66,2,-331,49,-80,15,-63,15,-92,12,-67,11,-65,5,-65,3,-107,14,-65,4
9,-72,11,-175,28,-73,8,-115,12,-100,21,-100,11,-97,12,-64,5,-66,2,-411,51,-82,16,-64,16,-92,14,-67,11,-65,5,-65,3,-107,14,-65,4
10,-72,11,-189,29,-73,8,-115,12,-100,21,-100,11,-97,12,-64,5,-66,2,-485,51,-82,16,-64,16,-93,14,-67,11,-65,5,-65,3,-107,14,-65,4
