,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-24,7,-23,12,-21,13,-24,9,-27,9,-26,9
1,-26,10,-25,13,-24,16,-26,11,-32,10,-31,10
2,-31,11,-28,13,-28,18,-27,13,-35,12,-36,12
3,-32,16,-31,14,-32,20,-29,14,-39,13,-40,14
4,-35,17,-34,14,-33,21,-34,15,-45,15,-46,15
5,-40,17,-39,15,-35,22,-38,17,-52,17,-46,16
6,-42,19,-45,16,-36,25,-40,18,-59,19,-48,17
7,-46,21,-47,18,-40,27,-41,18,-63,21,-53,19
8,-51,22,-51,19,-44,27,-46,18,-68,22,-57,19
9,-56,23,-53,19,-47,30,-49,20,-73,23,-60,21
10,-61,23,-55,19,-51,32,-53,21,-79,23,-64,23
11,-64,25,-58,22,-53,33,-56,22,-82,26,-69,24
12,-65,27,-62,25,-54,35,-59,26,-83,28,-74,26
13,-73,29,-64,25,-57,36,-62,27,-86,30,-77,28
14,-77,30,-69,26,-60,38,-66,27,-91,33,-78,29
15,-81,30,-71,28,-62,38,-68,28,-96,37,-85,30
16,-82,32,-75,31,-67,40,-73,29,-101,37,-87,30
17,-86,32,-76,33,-70,43,-76,30,-107,39,-90,32
18,-89,36,-84,34,-72,45,-78,30,-109,41,-92,34
19,-90,38,-87,36,-75,45,-80,33,-115,42,-95,38
20,-93,39,-91,38,-79,49,-82,34,-117,42,-100,40
21,-96,41,-93,40,-82,49,-86,35,-124,42,-104,42
22,-103,44,-95,42,-86,50,-89,37,-128,42,-105,43
23,-103,46,-97,42,-88,53,-96,39,-134,44,-108,44
24,-109,47,-102,42,-91,56,-99,40,-135,44,-112,47
25,-114,47,-107,43,-95,58,-102,40,-139,44,-114,51
26,-116,48,-113,47,-97,59,-106,41,-141,46,-118,52
27,-120,48,-118,47,-98,63,-109,41,-147,46,-123,54
28,-122,48,-121,47,-100,65,-113,42,-154,46,-129,57
29,-126,48,-125,48,-101,71,-116,45,-159,46,-131,58
30,-131,49,-128,48,-102,73,-119,47,-162,46,-138,61
31,-133,49,-132,50,-104,76,-124,49,-165,48,-140,64
32,-135,51,-137,53,-106,78,-124,51,-171,49,-143,66
33,-137,52,-146,53,-108,79,-126,54,-176,49,-146,68
34,-139,53,-150,55,-111,81,-130,56,-179,49,-151,70
35,-146,56,-155,56,-112,81,-134,59,-182,50,-153,70
36,-151,56,-160,57,-114,84,-137,61,-185,54,-155,70
37,-157,57,-162,59,-117,87,-143,62,-185,55,-157,73
38,-160,58,-167,59,-118,93,-147,62,-190,56,-160,74
39,-166,58,-171,61,-120,96,-148,64,-192,57,-164,77
40,-168,60,-173,63,-121,97,-152,67,-193,59,-169,82
41,-172,60,-178,63,-123,100,-156,68,-197,61,-172,84
42,-177,60,-180,64,-125,103,-158,72,-198,63,-176,88
43,-182,62,-183,65,-128,105,-160,73,-200,65,-183,88
44,-188,64,-188,67,-128,107,-160,73,-208,67,-186,88
45,-194,65,-193,67,-130,111,-167,73,-211,67,-188,88
46,-195,68,-199,69,-130,112,-174,75,-215,69,-190,88
47,-197,69,-205,71,-134,112,-177,77,-218,70,-195,89
48,-200,70,-206,71,-139,115,-180,77,-221,74,-200,91
49,-206,74,-208,73,-141,116,-184,78,-225,74,-204,91
50,-212,75,-209,74,-143,118,-191,79,-227,75,-210,91
51,-219,79,-213,76,-144,119,-195,79,-231,75,-213,91
52,-222,82,-217,79,-145,120,-200,81,-235,76,-216,91
53,-226,83,-220,83,-148,124,-201,83,-236,78,-221,91
54,-230,84,-220,85,-153,126,-204,85,-236,80,-226,95
55,-231,86,-226,85,-157,130,-210,86,-237,80,-229,97
56,-235,87,-230,86,-159,132,-216,86,-241,82,-233,97
57,-239,87,-234,88,-162,133,-219,88,-243,85,-236,100
58,-241,88,-238,90,-167,137,-225,89,-245,86,-238,100
59,-245,90,-243,91,-168,139,-229,91,-249,86,-241,102
60,-247,90,-246,94,-170,145,-232,92,-253,86,-245,104
61,-251,90,-252,96,-171,147,-235,93,-258,87,-247,107
62,-255,90,-256,100,-174,148,-241,93,-259,88,-251,109
63,-259,90,-259,100,-178,151,-246,95,-265,88,-254,109
64,-262,91,-262,100,-181,154,-248,97,-270,89,-259,111
65,-268,92,-264,101,-183,158,-252,98,-271,92,-261,114
66,-271,93,-267,103,-185,160,-259,98,-275,94,-263,116
67,-274,96,-269,106,-187,162,-261,99,-278,98,-266,118
68,-278,98,-271,107,-190,165,-264,101,-283,99,-267,121
69,-281,100,-276,108,-191,167,-266,101,-289,100,-272,123
70,-285,103,-280,108,-193,170,-271,102,-292,101,-276,123
71,-287,105,-284,109,-193,174,-277,102,-296,102,-279,126
72,-291,106,-285,112,-198,178,-282,102,-299,103,-282,126
73,-298,109,-289,114,-201,180,-287,103,-300,103,-282,128
74,-302,109,-294,115,-204,181,-289,103,-303,104,-289,131
75,-305,109,-296,118,-205,182,-292,107,-306,107,-293,134
76,-307,111,-302,118,-208,185,-293,111,-308,111,-296,134
77,-312,111,-305,120,-209,188,-298,113,-310,113,-299,136
78,-317,112,-306,120,-214,189,-304,113,-311,115,-303,140
79,-320,115,-308,120,-215,191,-313,114,-313,117,-307,141
