,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22
0,-40,72,-89,24,-105,10,-105,2,-100,8,-101,5,-110,2,-108,4,-103,5,-105,6,-104,10,-98,6,-112,5,-102,3,-101,5,-107,6,-107,3,-106,5,-105,5,-103,3,-110,2,-102,4,-109,3
1,-40,85,-99,26,-113,10,-113,2,-105,8,-117,5,-117,2,-123,4,-113,5,-109,7,-113,10,-109,6,-123,5,-112,3,-111,6,-118,6,-110,3,-119,5,-113,5,-118,3,-119,2,-115,4,-116,3
2,-40,92,-107,28,-126,10,-122,2,-115,8,-127,5,-125,2,-133,4,-127,5,-119,8,-122,10,-118,6,-137,5,-122,3,-123,6,-125,6,-114,3,-128,5,-124,5,-128,3,-131,2,-123,4,-129,3
3,-43,107,-109,31,-139,10,-132,2,-120,8,-132,5,-132,2,-142,4,-139,6,-129,9,-134,10,-125,6,-150,5,-131,3,-137,6,-140,6,-123,3,-141,5,-136,6,-131,3,-142,2,-130,4,-137,3
4,-43,122,-116,32,-152,11,-145,2,-123,10,-145,5,-143,2,-149,4,-144,6,-137,9,-143,10,-136,6,-158,5,-139,3,-151,6,-149,6,-133,3,-153,5,-144,6,-141,3,-155,2,-136,4,-150,3
5,-46,134,-125,34,-158,11,-157,2,-131,10,-155,6,-154,2,-159,4,-149,7,-144,10,-157,12,-149,6,-166,6,-154,3,-160,6,-161,6,-143,3,-159,5,-154,6,-150,3,-160,2,-144,4,-160,3
6,-48,143,-133,37,-164,12,-162,2,-138,10,-164,6,-163,2,-167,4,-165,8,-157,11,-166,12,-162,7,-178,6,-166,3,-169,6,-172,7,-153,3,-166,5,-164,6,-157,3,-175,2,-152,4,-167,3
7,-48,153,-137,37,-173,12,-174,2,-149,10,-176,6,-170,2,-179,4,-178,8,-162,12,-177,13,-179,7,-188,6,-174,3,-180,6,-180,7,-162,3,-177,5,-179,6,-163,3,-186,2,-160,5,-174,3
8,-48,156,-145,40,-182,12,-184,2,-160,10,-186,6,-180,2,-186,5,-188,9,-171,12,-185,13,-190,7,-201,6,-186,3,-189,6,-189,7,-173,3,-187,5,-185,6,-180,3,-195,2,-175,5,-182,3
9,-49,168,-150,43,-197,12,-197,2,-166,10,-196,6,-189,2,-201,5,-197,10,-173,12,-196,14,-201,8,-210,6,-201,3,-197,6,-198,7,-183,3,-196,5,-194,7,-193,3,-205,2,-179,5,-190,3
10,-50,176,-154,45,-208,13,-209,2,-176,11,-199,6,-199,3,-213,5,-201,10,-185,12,-207,14,-213,8,-223,6,-206,3,-211,6,-207,7,-192,3,-203,5,-209,8,-202,3,-214,2,-193,5,-200,3
11,-50,187,-162,47,-217,13,-217,2,-187,11,-203,6,-207,3,-220,5,-208,10,-200,14,-217,14,-223,9,-235,6,-223,3,-218,6,-218,7,-201,3,-216,6,-217,8,-213,3,-221,2,-203,5,-211,3
12,-53,194,-168,49,-222,14,-225,2,-198,11,-208,7,-216,3,-232,5,-221,11,-212,14,-226,14,-233,9,-246,6,-233,3,-233,6,-225,7,-211,3,-221,6,-230,8,-225,3,-230,2,-212,6,-224,3
13,-54,203,-176,51,-235,14,-232,2,-208,12,-214,7,-230,3,-237,5,-231,11,-220,15,-235,14,-240,9,-255,7,-242,3,-243,6,-231,8,-226,3,-225,6,-242,8,-232,3,-243,2,-232,6,-236,3
14,-55,212,-182,54,-243,14,-238,2,-212,12,-222,7,-242,3,-249,5,-240,11,-229,17,-242,14,-250,9,-262,7,-254,3,-246,6,-240,8,-238,3,-239,6,-261,8,-244,3,-255,2,-243,6,-249,3
15,-58,217,-192,54,-251,15,-249,2,-218,12,-234,7,-252,3,-261,5,-249,11,-235,18,-254,14,-262,9,-270,7,-264,3,-258,6,-246,8,-250,3,-245,6,-269,8,-258,4,-263,2,-257,6,-262,3
16,-59,223,-198,62,-265,15,-255,2,-227,12,-247,7,-263,3,-271,5,-256,11,-242,19,-260,15,-275,9,-279,7,-274,3,-271,7,-252,8,-261,3,-256,6,-276,8,-267,4,-271,2,-273,6,-272,3
17,-59,231,-210,69,-280,16,-262,2,-238,13,-253,7,-272,3,-278,5,-264,11,-252,19,-270,16,-284,9,-288,7,-281,3,-282,7,-264,8,-270,3,-264,6,-285,8,-274,4,-283,2,-287,6,-282,3
18,-59,244,-224,71,-296,17,-276,2,-249,13,-260,7,-285,3,-291,5,-270,12,-261,19,-279,16,-291,9,-299,7,-290,3,-290,8,-271,9,-277,3,-269,6,-292,8,-282,4,-293,2,-296,6,-293,3
19,-61,255,-231,71,-303,17,-284,2,-259,13,-271,7,-295,3,-304,5,-282,12,-271,19,-286,16,-300,9,-313,7,-295,3,-301,8,-280,10,-292,3,-282,6,-301,8,-288,5,-300,2,-309,6,-302,3
20,-61,263,-233,73,-312,18,-294,2,-266,13,-279,7,-301,4,-312,5,-292,13,-287,20,-293,17,-310,9,-325,7,-302,3,-305,8,-296,11,-305,3,-292,6,-311,8,-304,5,-313,2,-323,6,-308,3
21,-62,272,-240,75,-321,18,-304,2,-272,13,-287,7,-314,4,-327,5,-306,13,-297,22,-302,18,-320,9,-339,7,-308,4,-312,8,-310,11,-316,3,-302,6,-321,8,-309,5,-321,2,-335,6,-313,4
22,-65,281,-243,76,-331,19,-311,2,-281,13,-294,7,-328,4,-336,5,-320,13,-310,22,-315,19,-329,9,-353,7,-321,4,-320,8,-318,11,-322,3,-313,6,-328,8,-317,5,-332,2,-343,6,-326,4
23,-68,285,-255,82,-338,19,-322,3,-291,13,-307,8,-342,4,-345,5,-327,13,-314,24,-321,20,-337,9,-361,7,-330,4,-329,8,-332,11,-329,3,-321,6,-337,8,-332,5,-348,2,-351,6,-334,4
24,-68,293,-261,86,-347,19,-330,3,-299,13,-323,8,-352,4,-353,5,-333,13,-327,24,-329,20,-351,9,-369,7,-342,4,-340,9,-340,11,-337,3,-327,6,-348,8,-344,5,-364,2,-358,6,-346,4
25,-69,305,-266,89,-355,20,-338,3,-310,13,-332,8,-367,4,-358,5,-340,13,-337,25,-339,22,-366,9,-377,7,-350,4,-348,10,-351,12,-350,3,-335,6,-355,8,-351,6,-375,2,-366,6,-361,4
26,-70,316,-274,92,-367,20,-347,3,-318,15,-341,8,-375,5,-371,5,-350,13,-346,27,-342,23,-374,9,-386,7,-363,4,-358,10,-357,12,-358,3,-343,7,-372,8,-360,6,-383,2,-377,6,-373,4
27,-70,332,-279,96,-378,21,-357,3,-330,15,-352,8,-382,5,-381,5,-355,14,-351,27,-350,24,-386,9,-392,7,-377,4,-364,10,-368,12,-370,3,-353,7,-386,8,-367,6,-394,2,-387,6,-383,4
28,-71,343,-283,100,-387,21,-365,3,-340,15,-364,8,-393,5,-388,5,-368,14,-364,28,-363,24,-399,9,-403,7,-392,4,-369,10,-376,12,-379,3,-364,7,-391,8,-373,7,-402,2,-395,6,-396,4
29,-71,348,-289,102,-401,22,-374,3,-354,15,-376,8,-403,5,-398,5,-378,14,-375,29,-374,25,-406,9,-409,7,-405,4,-379,11,-387,12,-387,3,-375,7,-401,8,-387,7,-406,2,-404,6,-405,4
30,-71,358,-295,105,-415,22,-390,3,-360,16,-384,8,-412,5,-410,5,-388,15,-384,29,-384,25,-418,9,-420,7,-415,4,-388,11,-396,12,-395,3,-386,7,-415,8,-393,8,-413,2,-413,6,-413,4
31,-72,369,-302,106,-424,22,-401,3,-363,16,-395,8,-418,5,-415,5,-397,15,-395,30,-391,25,-430,9,-435,7,-428,4,-399,11,-408,12,-401,3,-393,7,-432,9,-403,9,-421,2,-429,7,-420,4
32,-73,375,-307,108,-439,22,-410,3,-375,16,-410,8,-425,5,-430,5,-403,16,-403,30,-398,26,-440,9,-447,7,-440,4,-413,11,-414,12,-409,3,-404,7,-436,9,-413,9,-433,2,-440,7,-430,4
33,-73,382,-312,110,-450,22,-420,3,-382,16,-424,8,-433,6,-440,5,-410,16,-412,30,-406,27,-455,9,-457,7,-448,4,-419,12,-425,12,-424,3,-416,7,-450,9,-426,9,-441,2,-449,7,-438,4
34,-73,392,-318,116,-460,22,-431,3,-394,16,-436,8,-441,6,-447,5,-417,16,-423,30,-414,28,-465,9,-464,7,-458,4,-432,13,-435,12,-432,3,-422,7,-459,9,-440,9,-452,2,-456,7,-453,4
35,-75,398,-324,119,-469,22,-441,3,-405,16,-444,8,-457,6,-458,5,-425,16,-430,30,-425,28,-478,10,-473,7,-472,4,-445,13,-442,12,-443,3,-435,7,-467,9,-452,9,-459,2,-464,7,-459,4
36,-76,413,-332,126,-477,22,-450,3,-413,16,-448,8,-470,6,-464,5,-430,16,-447,30,-434,28,-484,10,-486,7,-484,4,-458,13,-453,12,-453,3,-447,7,-475,9,-463,9,-467,2,-473,7,-466,4
37,-78,422,-338,131,-486,23,-458,3,-425,16,-458,8,-476,7,-474,5,-442,16,-455,30,-445,28,-495,10,-495,7,-496,4,-470,13,-468,12,-460,3,-456,7,-484,9,-469,10,-477,2,-481,7,-477,4
38,-78,429,-350,134,-495,23,-466,3,-432,17,-470,8,-489,7,-480,5,-456,16,-470,30,-458,28,-504,10,-501,7,-511,4,-480,13,-477,12,-466,3,-468,7,-493,9,-477,10,-486,2,-492,7,-483,4
39,-81,437,-358,138,-506,23,-480,3,-441,17,-476,8,-496,7,-490,5,-465,16,-481,31,-465,28,-515,10,-511,7,-520,4,-492,13,-491,12,-477,3,-474,7,-503,9,-489,10,-496,2,-501,7,-491,4
40,-82,444,-363,139,-515,24,-490,3,-449,17,-490,8,-501,7,-499,5,-480,16,-491,34,-476,28,-523,10,-522,7,-527,4,-509,13,-499,12,-492,3,-483,7,-511,9,-500,10,-505,2,-506,7,-504,4
41,-83,458,-368,143,-521,24,-499,3,-461,19,-502,8,-515,7,-508,5,-490,16,-500,35,-487,29,-536,10,-533,7,-537,4,-517,13,-508,13,-506,3,-485,7,-516,9,-512,10,-511,2,-513,7,-516,4
42,-83,465,-375,146,-530,26,-507,3,-471,20,-515,8,-529,7,-518,5,-502,16,-511,36,-498,29,-539,10,-541,7,-548,4,-530,13,-517,13,-516,3,-494,7,-523,9,-521,10,-521,2,-526,7,-525,4
43,-83,474,-380,149,-539,26,-515,3,-484,20,-522,8,-544,7,-530,5,-510,16,-517,36,-510,29,-551,10,-552,7,-561,4,-539,13,-525,13,-523,3,-501,7,-535,9,-535,10,-525,2,-536,7,-541,4
44,-85,478,-386,151,-551,26,-529,3,-496,21,-531,9,-550,7,-534,5,-527,16,-525,40,-517,32,-565,10,-556,7,-568,4,-549,13,-532,13,-527,3,-515,7,-546,9,-545,10,-541,2,-545,7,-553,4
45,-86,487,-394,154,-562,27,-537,3,-510,21,-542,9,-563,7,-540,5,-535,18,-530,41,-528,32,-572,10,-568,7,-579,4,-555,13,-546,13,-535,3,-530,7,-555,9,-551,10,-551,2,-555,7,-563,4
46,-89,499,-400,157,-569,28,-552,3,-518,21,-549,9,-574,7,-552,5,-545,18,-535,41,-537,32,-584,10,-581,7,-590,4,-566,13,-559,13,-541,4,-541,7,-564,9,-567,10,-557,2,-560,7,-570,4
47,-89,509,-409,162,-577,28,-564,4,-525,22,-556,9,-587,7,-565,5,-553,18,-545,41,-546,32,-590,10,-589,7,-601,4,-576,14,-567,13,-551,4,-553,7,-578,9,-574,10,-569,2,-568,7,-580,4
48,-90,516,-416,165,-585,28,-574,4,-535,22,-573,9,-596,7,-581,5,-565,19,-557,42,-556,33,-596,10,-598,7,-611,4,-583,14,-577,13,-558,5,-566,7,-583,10,-581,10,-577,2,-580,7,-589,4
49,-91,521,-424,168,-597,28,-586,4,-542,25,-585,9,-612,7,-588,5,-576,19,-564,43,-570,34,-605,10,-608,7,-624,4,-588,14,-593,14,-562,6,-577,7,-587,10,-590,10,-590,2,-585,7,-598,4
50,-91,525,-430,170,-606,28,-599,4,-556,27,-596,9,-627,7,-599,5,-584,21,-573,44,-581,36,-613,10,-620,7,-633,4,-599,14,-606,14,-570,6,-584,7,-594,10,-598,10,-597,2,-599,7,-604,4
51,-91,540,-436,173,-614,29,-612,4,-568,27,-603,9,-639,7,-611,5,-591,21,-575,45,-591,36,-624,10,-629,7,-645,4,-606,14,-610,14,-579,6,-596,7,-602,10,-605,10,-610,2,-611,7,-621,4
52,-91,546,-448,179,-622,30,-622,4,-579,28,-617,9,-654,7,-621,5,-598,21,-581,45,-599,37,-634,11,-640,7,-652,5,-618,14,-624,14,-588,6,-603,8,-608,10,-618,10,-619,2,-618,7,-627,4
53,-92,560,-449,182,-631,31,-638,4,-586,28,-624,9,-663,7,-631,5,-610,21,-589,46,-607,37,-645,11,-649,7,-664,5,-629,14,-630,14,-602,6,-611,8,-622,12,-620,10,-632,2,-628,7,-638,4
