,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
30,-527,69,-529,67,-81,14,-552,13,-111,22,-97,13,-89,18,-66,5,-69,2,-539,57,-92,8,-82,7,-121,23,-70,7,-86,6,-81,14,-371,38,-64,4
31,-527,69,-529,67,-81,14,-552,30,-111,22,-97,13,-89,18,-66,5,-69,2,-539,57,-92,8,-82,7,-138,23,-70,7,-86,6,-84,14,-424,38,-64,4
32,-527,69,-529,67,-81,14,-552,44,-111,22,-97,14,-89,18,-66,5,-69,2,-539,57,-92,8,-82,7,-138,23,-109,7,-86,6,-84,14,-460,38,-64,4
33,-527,69,-529,67,-81,14,-552,44,-111,22,-97,14,-91,18,-66,5,-69,2,-539,57,-92,8,-82,7,-144,23,-109,10,-86,6,-84,14,-539,38,-64,4
34,-527,69,-529,67,-81,14,-552,44,-111,22,-97,14,-101,18,-66,5,-69,2,-539,57,-96,8,-85,7,-193,23,-109,10,-86,6,-90,14,-557,38,-64,4
35,-527,69,-529,67,-81,14,-552,44,-111,22,-97,14,-102,18,-66,5,-86,2,-539,57,-96,8,-85,7,-265,23,-109,10,-86,6,-90,14,-557,38,-64,4
36,-527,69,-529,67,-86,14,-552,44,-113,22,-97,14,-103,18,-66,5,-86,2,-539,57,-98,8,-88,7,-341,23,-109,10,-86,6,-90,14,-557,39,-64,4
37,-527,69,-529,67,-86,14,-552,44,-113,22,-97,14,-105,18,-66,5,-86,2,-539,57,-102,8,-89,7,-413,23,-109,10,-86,6,-101,14,-557,39,-64,4
38,-527,69,-529,67,-86,14,-552,44,-113,22,-99,14,-154,18,-66,5,-86,2,-539,57,-102,8,-89,7,-452,23,-109,10,-86,6,-101,14,-557,39,-64,4
39,-527,69,-529,67,-86,14,-552,44,-113,22,-99,14,-154,18,-66,5,-86,2,-539,57,-115,8,-89,7,-529,23,-109,10,-86,6,-101,14,-557,39,-64,4
40,-527,69,-529,67,-90,14,-552,44,-113,22,-100,14,-154,18,-66,5,-86,2,-539,57,-137,8,-106,7,-564,30,-109,10,-86,6,-105,14,-557,39,-64,4
41,-527,69,-529,67,-93,14,-552,44,-113,22,-107,14,-185,22,-66,5,-86,2,-539,57,-146,9,-125,7,-564,32,-109,11,-86,6,-118,14,-557,39,-64,4
42,-527,69,-529,67,-93,14,-552,44,-113,22,-107,14,-266,22,-69,5,-86,2,-539,57,-146,9,-131,7,-564,32,-109,11,-86,6,-118,14,-557,39,-64,4
43,-527,69,-529,67,-93,14,-552,44,-117,22,-107,16,-316,22,-69,5,-86,2,-539,57,-180,9,-131,7,-564,32,-109,11,-86,6,-118,14,-557,39,-64,4
44,-527,69,-529,67,-93,14,-552,44,-117,22,-120,16,-356,22,-93,5,-86,2,-539,57,-180,9,-131,7,-564,32,-109,11,-99,6,-118,14,-557,39,-64,4
45,-527,69,-529,67,-100,14,-552,44,-117,22,-142,16,-387,22,-93,5,-87,2,-539,57,-180,9,-143,7,-564,32,-109,11,-99,6,-135,14,-557,39,-64,4
46,-527,69,-529,67,-100,14,-552,44,-117,22,-142,16,-477,22,-93,5,-87,2,-539,57,-180,9,-143,7,-564,32,-109,11,-99,6,-135,14,-557,39,-64,4
47,-527,69,-529,67,-100,14,-552,44,-117,22,-142,16,-523,23,-93,5,-87,2,-539,57,-214,13,-148,7,-564,32,-109,11,-99,6,-135,14,-557,39,-64,4
48,-527,69,-529,67,-100,14,-552,44,-129,22,-142,16,-523,23,-93,5,-87,2,-539,57,-288,14,-148,7,-564,32,-109,11,-99,6,-135,14,-557,39,-67,4
49,-527,69,-529,67,-117,14,-552,44,-129,22,-142,16,-548,23,-93,5,-87,2,-539,57,-288,14,-180,8,-564,32,-109,11,-99,6,-150,14,-557,39,-67,4
50,-527,69,-529,67,-117,14,-552,44,-129,22,-142,16,-567,23,-93,5,-87,2,-539,57,-331,17,-199,12,-564,32,-109,11,-99,6,-152,14,-557,39,-67,4
51,-527,69,-529,67,-117,14,-552,44,-129,22,-142,16,-567,23,-93,5,-87,2,-539,57,-416,22,-199,12,-564,32,-109,11,-99,6,-152,14,-557,39,-67,4
52,-527,69,-529,67,-117,14,-552,44,-129,22,-142,16,-567,23,-93,5,-87,2,-539,57,-476,22,-199,21,-564,32,-109,11,-99,6,-152,14,-557,39,-88,4
53,-527,69,-529,67,-117,14,-552,44,-143,23,-147,16,-573,23,-93,5,-87,2,-539,57,-506,22,-232,21,-564,32,-109,11,-99,6,-153,14,-557,39,-88,4
54,-527,69,-529,67,-117,14,-552,44,-143,23,-147,16,-573,23,-93,5,-87,2,-539,57,-574,22,-251,21,-564,32,-109,11,-99,6,-156,14,-557,39,-88,4
55,-527,69,-529,67,-117,14,-552,44,-143,23,-147,16,-573,23,-93,5,-90,2,-539,57,-574,22,-326,21,-564,32,-109,11,-99,6,-168,14,-557,39,-88,4
56,-527,69,-529,67,-118,14,-552,44,-143,23,-148,16,-573,23,-93,5,-90,2,-539,57,-574,22,-414,21,-564,32,-109,11,-99,6,-168,14,-557,39,-88,4
57,-527,69,-529,67,-118,14,-552,44,-146,23,-149,16,-573,23,-93,5,-90,2,-539,57,-574,22,-487,21,-564,32,-110,11,-104,6,-175,14,-557,39,-88,4
58,-527,69,-529,67,-121,14,-552,44,-146,23,-149,16,-573,23,-93,5,-90,2,-539,57,-574,22,-567,21,-564,32,-111,11,-104,6,-181,14,-557,39,-88,4
59,-527,69,-529,67,-130,14,-552,44,-146,23,-175,16,-573,23,-93,5,-93,2,-539,57,-574,22,-575,21,-564,32,-115,11,-108,6,-217,14,-557,39,-88,4
60,-527,69,-529,67,-131,14,-552,44,-203,23,-198,16,-573,23,-93,5,-94,2,-539,57,-574,22,-575,21,-564,32,-121,11,-108,6,-219,14,-557,39,-88,4
61,-527,69,-529,67,-151,14,-552,44,-203,23,-211,16,-573,23,-93,5,-95,2,-539,57,-574,22,-575,21,-564,32,-126,11,-108,6,-270,14,-557,39,-88,4
62,-527,69,-529,67,-154,14,-552,44,-204,23,-247,16,-573,23,-93,5,-95,2,-539,57,-574,22,-575,21,-564,32,-146,11,-118,6,-283,14,-557,39,-95,4
63,-527,69,-529,67,-154,14,-552,44,-204,23,-265,16,-573,23,-93,5,-95,2,-539,57,-574,22,-575,21,-564,32,-150,11,-118,6,-351,14,-557,39,-95,4
64,-527,69,-529,67,-160,14,-552,44,-204,23,-345,16,-573,23,-93,5,-96,2,-539,57,-574,22,-575,21,-564,32,-150,11,-118,6,-351,14,-557,39,-98,4
65,-527,69,-529,67,-162,14,-552,44,-206,23,-371,16,-573,23,-93,5,-96,2,-539,57,-574,22,-575,21,-564,32,-154,11,-118,6,-407,14,-557,39,-98,4
66,-527,69,-529,67,-162,15,-552,44,-208,23,-453,16,-573,23,-94,5,-96,2,-539,57,-574,22,-575,21,-564,32,-154,11,-118,6,-407,14,-557,39,-102,4
67,-527,69,-529,67,-165,15,-552,44,-208,23,-540,16,-573,23,-94,5,-96,2,-539,57,-574,22,-575,21,-564,32,-154,11,-118,6,-407,14,-557,39,-102,4
68,-527,69,-529,67,-171,15,-552,44,-209,23,-568,16,-573,23,-94,5,-97,2,-539,57,-574,22,-575,21,-564,32,-154,11,-137,6,-442,14,-557,39,-102,4
69,-527,69,-529,67,-171,15,-552,44,-298,23,-568,16,-573,23,-94,5,-98,2,-539,57,-574,22,-575,21,-564,32,-154,11,-137,6,-442,14,-557,39,-102,4
70,-527,69,-529,67,-171,15,-552,44,-388,23,-568,16,-573,23,-94,5,-98,2,-539,57,-574,22,-575,21,-564,32,-154,11,-137,6,-442,14,-557,39,-102,4
71,-527,69,-529,67,-171,15,-552,44,-432,69,-568,16,-573,23,-94,5,-98,2,-539,57,-574,22,-575,21,-564,32,-154,11,-137,6,-442,14,-557,39,-102,4
72,-527,69,-529,67,-171,15,-552,44,-432,159,-568,16,-573,23,-94,5,-98,2,-539,57,-574,22,-575,21,-564,32,-154,11,-137,6,-442,14,-557,39,-102,4
73,-527,69,-529,67,-178,15,-552,44,-432,164,-568,16,-573,23,-94,5,-98,2,-539,57,-574,22,-575,21,-564,32,-154,11,-137,6,-520,14,-557,39,-102,4
74,-527,69,-529,67,-182,15,-552,44,-432,164,-580,16,-573,23,-94,5,-98,2,-539,57,-574,22,-575,21,-564,32,-166,11,-137,6,-582,14,-557,39,-102,4
75,-527,69,-529,67,-252,15,-552,44,-432,164,-580,16,-573,23,-94,5,-99,2,-539,57,-574,22,-575,21,-564,32,-182,11,-139,6,-582,14,-557,39,-103,4
76,-527,69,-529,67,-342,15,-552,44,-432,164,-580,16,-573,23,-94,5,-99,2,-539,57,-574,22,-575,21,-564,32,-182,11,-139,6,-582,14,-557,39,-103,4
77,-527,69,-529,67,-431,16,-552,44,-432,164,-580,16,-573,23,-94,5,-99,2,-539,57,-574,22,-575,21,-564,32,-182,11,-139,6,-582,14,-557,39,-103,4
78,-527,69,-529,67,-520,17,-552,44,-432,164,-580,16,-573,23,-94,5,-99,2,-539,57,-574,22,-575,21,-564,32,-182,11,-139,6,-582,14,-557,39,-103,4
79,-527,69,-529,67,-540,56,-552,44,-432,164,-580,16,-573,23,-94,5,-129,3,-539,57,-574,22,-575,21,-564,32,-182,11,-139,6,-582,14,-557,39,-103,4
