,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-39,20,-23,6,-18,11,-19,10,-18,11,-20,9
1,-63,26,-23,6,-18,11,-19,10,-18,11,-20,9
2,-86,33,-23,6,-18,11,-19,10,-18,11,-20,9
3,-109,40,-23,6,-18,11,-19,10,-18,11,-20,9
4,-128,51,-23,6,-18,11,-19,10,-18,11,-20,9
5,-150,59,-23,6,-18,11,-19,10,-18,11,-20,9
6,-171,68,-23,6,-18,11,-19,10,-18,11,-20,9
7,-175,68,-40,15,-18,11,-19,10,-18,11,-20,9
8,-175,68,-65,20,-18,11,-19,10,-18,11,-20,9
9,-175,68,-87,28,-18,11,-19,10,-18,11,-20,9
10,-175,68,-108,37,-18,11,-19,10,-18,11,-20,9
11,-175,68,-133,42,-18,11,-19,10,-18,11,-20,9
12,-175,68,-158,47,-18,11,-19,10,-18,11,-20,9
13,-175,68,-180,55,-18,11,-19,10,-18,11,-20,9
14,-175,68,-185,57,-29,23,-19,10,-18,11,-20,9
15,-175,68,-185,57,-43,39,-19,10,-18,11,-20,9
16,-175,68,-185,57,-53,59,-19,10,-18,11,-20,9
17,-175,68,-185,57,-63,79,-19,10,-18,11,-20,9
18,-175,68,-185,57,-81,91,-19,10,-18,11,-20,9
19,-175,68,-185,57,-99,103,-19,10,-18,11,-20,9
20,-175,68,-185,57,-114,118,-19,10,-18,11,-20,9
21,-175,68,-185,57,-118,123,-35,15,-18,11,-20,9
22,-175,68,-185,57,-118,123,-52,28,-18,11,-20,9
23,-175,68,-185,57,-118,123,-76,34,-18,11,-20,9
24,-175,68,-185,57,-118,123,-95,45,-18,11,-20,9
25,-175,68,-185,57,-118,123,-119,51,-18,11,-20,9
26,-175,68,-185,57,-118,123,-142,58,-18,11,-20,9
27,-175,68,-185,57,-118,123,-163,67,-18,11,-20,9
28,-175,68,-185,57,-118,123,-168,72,-32,17,-20,9
29,-175,68,-185,57,-118,123,-168,72,-52,27,-20,9
30,-175,68,-185,57,-118,123,-168,72,-75,34,-20,9
31,-175,68,-185,57,-118,123,-168,72,-97,42,-20,9
32,-175,68,-185,57,-118,123,-168,72,-120,49,-20,9
33,-175,68,-185,57,-118,123,-168,72,-142,57,-20,9
34,-175,68,-185,57,-118,123,-168,72,-163,66,-20,9
35,-175,68,-185,57,-118,123,-168,72,-169,71,-35,13
36,-175,68,-185,57,-118,123,-168,72,-169,71,-57,21
37,-175,68,-185,57,-118,123,-168,72,-169,71,-78,30
38,-175,68,-185,57,-118,123,-168,72,-169,71,-104,34
39,-175,68,-185,57,-118,123,-168,72,-169,71,-123,45
40,-175,68,-185,57,-118,123,-168,72,-169,71,-144,54
41,-175,68,-185,57,-118,123,-168,72,-169,71,-167,61
42,-180,69,-190,57,-122,124,-169,72,-169,71,-178,63
43,-184,70,-193,58,-124,124,-174,73,-174,72,-180,68
44,-187,71,-197,60,-131,125,-177,74,-177,74,-182,69
45,-189,72,-201,60,-134,126,-181,75,-180,76,-187,73
46,-192,73,-204,62,-136,128,-187,76,-184,77,-189,76
47,-196,76,-205,66,-137,132,-192,76,-190,77,-190,77
48,-198,79,-206,69,-140,134,-195,77,-196,77,-196,77
49,-212,81,-209,69,-142,134,-198,77,-197,78,-197,80
50,-220,83,-221,77,-142,134,-198,77,-197,78,-197,80
51,-220,83,-224,77,-158,141,-202,77,-197,78,-197,80
52,-220,83,-224,77,-158,141,-215,83,-204,82,-197,80
53,-220,83,-224,77,-158,141,-215,83,-210,88,-209,86
54,-223,85,-226,79,-161,142,-218,84,-212,90,-214,90
55,-228,86,-230,80,-161,146,-221,86,-216,92,-218,90
56,-229,86,-232,83,-164,150,-226,87,-220,92,-222,93
57,-246,94,-233,83,-164,150,-227,87,-222,92,-222,94
58,-253,96,-249,88,-164,150,-227,87,-222,92,-222,94
59,-253,96,-257,92,-175,157,-227,87,-222,92,-222,94
60,-253,96,-257,92,-186,161,-238,91,-222,92,-222,94
61,-253,96,-257,92,-186,161,-252,95,-230,96,-222,94
62,-253,96,-257,92,-186,161,-252,95,-243,104,-229,96
63,-255,97,-258,92,-188,161,-253,95,-243,104,-244,104
64,-258,98,-262,94,-191,164,-256,95,-248,104,-248,106
65,-263,99,-265,94,-194,167,-261,95,-254,104,-252,106
66,-266,100,-271,94,-198,169,-266,95,-257,105,-254,109
67,-269,102,-273,95,-201,170,-270,97,-261,107,-258,111
68,-284,104,-281,97,-202,170,-270,97,-261,107,-259,112
69,-284,104,-286,99,-208,181,-273,100,-261,107,-259,112
70,-284,104,-286,99,-208,181,-278,105,-272,112,-261,114
71,-285,107,-289,100,-210,181,-281,105,-275,112,-272,117
72,-290,109,-290,102,-212,182,-286,105,-282,112,-275,119
73,-291,110,-295,103,-215,185,-289,107,-285,114,-278,122
74,-294,111,-300,103,-217,188,-290,111,-286,118,-283,123
75,-301,115,-307,107,-220,188,-292,111,-288,118,-283,124
76,-301,115,-307,107,-224,192,-298,115,-296,120,-284,125
77,-303,117,-312,108,-225,193,-301,115,-298,121,-290,131
78,-309,117,-312,111,-226,198,-305,116,-302,122,-293,133
79,-313,117,-315,113,-230,199,-310,116,-306,123,-297,135
