,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-308,37,-93,2,-80,15,-88,7,-92,3,-91,4,-93,2,-93,2,-93,2,-93,2,-93,2,-89,6,-89,6,-93,2,-92,3,-80,15,-92,3,-90,5,-92,3,-91,4,-93,2,-91,4,-86,9,-90,5,-92,3
1,-415,52,-220,3,-80,15,-88,7,-92,3,-91,4,-93,2,-93,2,-93,2,-93,2,-93,2,-89,6,-89,6,-93,2,-92,3,-80,15,-92,3,-90,5,-92,3,-91,4,-93,2,-91,4,-86,9,-90,5,-92,3
2,-415,52,-461,5,-86,16,-88,7,-92,3,-91,4,-93,2,-93,2,-93,2,-93,2,-93,2,-89,6,-89,6,-93,2,-92,3,-80,15,-92,3,-90,5,-92,3,-91,4,-93,2,-91,4,-86,9,-90,5,-92,3
3,-415,52,-461,5,-259,93,-88,7,-92,3,-91,4,-93,2,-93,2,-93,2,-93,2,-93,2,-89,6,-89,6,-93,2,-92,3,-80,15,-92,3,-90,5,-92,3,-91,4,-93,2,-91,4,-86,9,-90,5,-92,3
4,-415,52,-461,5,-340,126,-210,21,-92,3,-91,4,-93,2,-93,2,-93,2,-93,2,-93,2,-89,6,-89,6,-93,2,-92,3,-80,15,-92,3,-90,5,-92,3,-91,4,-93,2,-91,4,-86,9,-90,5,-92,3
5,-415,52,-461,5,-340,126,-415,52,-106,3,-91,4,-93,2,-93,2,-93,2,-93,2,-93,2,-89,6,-89,6,-93,2,-92,3,-80,15,-92,3,-90,5,-92,3,-91,4,-93,2,-91,4,-86,9,-90,5,-92,3
6,-415,52,-461,5,-340,126,-415,52,-354,5,-91,4,-93,2,-93,2,-93,2,-93,2,-93,2,-89,6,-89,6,-93,2,-92,3,-80,15,-92,3,-90,5,-92,3,-91,4,-93,2,-91,4,-86,9,-90,5,-92,3
7,-415,52,-461,5,-340,126,-415,52,-461,5,-234,4,-93,2,-93,2,-93,2,-93,2,-93,2,-89,6,-89,6,-93,2,-92,3,-80,15,-92,3,-90,5,-92,3,-91,4,-93,2,-91,4,-86,9,-90,5,-92,3
8,-415,52,-461,5,-340,126,-415,52,-461,5,-463,4,-113,3,-93,2,-93,2,-93,2,-93,2,-89,6,-89,6,-93,2,-92,3,-80,15,-92,3,-90,5,-92,3,-91,4,-93,2,-91,4,-86,9,-90,5,-92,3
9,-415,52,-461,5,-340,126,-415,52,-461,5,-463,4,-363,3,-93,2,-93,2,-93,2,-93,2,-89,6,-89,6,-93,2,-92,3,-80,15,-92,3,-90,5,-92,3,-91,4,-93,2,-91,4,-86,9,-90,5,-92,3
