,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-27,8,-23,11,-15,21,-23,11,-23,10,-25,7
1,-31,9,-25,11,-17,24,-26,13,-27,10,-33,8
2,-35,10,-25,11,-21,27,-31,14,-29,11,-38,12
3,-38,11,-30,14,-25,29,-35,15,-33,11,-41,12
4,-43,12,-37,14,-28,33,-36,17,-33,13,-45,13
5,-48,13,-39,16,-35,35,-38,17,-36,16,-47,14
6,-52,15,-42,17,-38,37,-43,19,-37,18,-50,16
7,-55,16,-46,18,-43,38,-46,21,-39,19,-55,18
8,-61,17,-50,18,-46,39,-48,21,-42,24,-58,20
9,-67,18,-52,18,-49,42,-50,24,-47,25,-60,22
10,-72,19,-55,20,-52,43,-55,26,-51,25,-64,22
11,-75,19,-59,21,-57,43,-60,28,-54,28,-68,22
12,-78,23,-60,22,-59,46,-65,29,-58,29,-72,23
13,-81,25,-66,22,-62,49,-71,29,-61,31,-73,24
14,-86,25,-70,24,-66,52,-74,30,-65,32,-73,27
15,-87,25,-73,26,-71,54,-77,30,-72,32,-77,30
16,-90,26,-75,27,-76,58,-78,31,-78,34,-81,30
17,-95,30,-79,29,-79,58,-82,32,-81,36,-82,31
18,-100,31,-84,32,-82,60,-84,32,-83,36,-88,32
19,-103,34,-91,32,-83,60,-87,32,-90,36,-93,33
20,-106,34,-95,34,-86,62,-91,32,-93,37,-98,36
21,-108,34,-99,37,-88,63,-98,34,-97,37,-102,37
22,-114,39,-101,40,-89,66,-102,34,-100,37,-105,37
23,-118,42,-102,40,-90,66,-104,37,-105,37,-112,41
24,-120,43,-103,43,-94,67,-109,38,-109,41,-113,44
25,-122,44,-105,44,-101,71,-114,40,-110,43,-114,46
26,-125,45,-108,45,-104,72,-118,43,-114,43,-118,49
27,-128,46,-111,46,-107,73,-120,44,-119,45,-124,51
28,-134,47,-114,48,-108,75,-125,45,-126,45,-124,53
29,-135,49,-114,50,-114,76,-128,46,-132,45,-130,55
30,-139,49,-116,52,-118,77,-133,47,-135,49,-134,55
31,-140,49,-120,54,-122,81,-135,48,-139,52,-139,55
32,-142,49,-126,55,-123,83,-142,50,-143,52,-140,59
33,-146,51,-128,55,-125,89,-145,50,-147,54,-142,62
34,-149,53,-131,55,-131,91,-148,54,-150,55,-143,64
35,-152,57,-132,56,-134,94,-152,57,-152,58,-146,64
36,-158,59,-136,57,-136,97,-157,59,-154,58,-148,65
37,-161,61,-140,61,-136,99,-159,60,-159,62,-150,66
38,-163,65,-142,65,-138,100,-163,62,-162,63,-153,68
39,-167,67,-144,65,-139,101,-168,63,-167,64,-160,69
40,-169,71,-149,65,-140,104,-173,64,-172,65,-161,71
41,-171,71,-156,66,-143,107,-179,65,-175,65,-165,71
42,-174,72,-161,67,-145,107,-183,68,-181,67,-168,71
43,-180,75,-163,69,-149,108,-186,70,-185,69,-169,71
44,-183,80,-168,71,-149,110,-191,71,-189,70,-171,71
45,-187,80,-170,74,-150,111,-194,73,-193,71,-177,74
46,-191,82,-174,74,-154,112,-196,75,-196,74,-182,74
47,-196,83,-180,75,-156,114,-198,76,-201,75,-184,76
48,-200,84,-183,76,-158,116,-201,76,-205,76,-192,77
49,-201,85,-188,79,-159,120,-205,76,-210,79,-195,77
50,-205,87,-193,81,-163,122,-208,78,-211,80,-198,78
51,-209,89,-198,83,-169,124,-209,78,-214,81,-202,78
52,-214,90,-201,85,-171,129,-212,79,-217,81,-206,79
53,-220,91,-204,89,-172,132,-214,80,-221,82,-209,80
54,-222,94,-208,92,-172,133,-218,83,-224,85,-210,83
55,-224,95,-211,96,-176,136,-220,84,-227,87,-213,85
56,-228,96,-216,98,-179,138,-222,87,-228,88,-216,88
57,-232,97,-221,99,-181,143,-225,87,-232,92,-217,88
58,-239,97,-225,100,-182,144,-230,88,-235,94,-221,89
59,-244,98,-228,102,-185,146,-233,91,-237,98,-222,90
60,-251,100,-232,103,-186,148,-239,91,-240,100,-224,90
61,-253,101,-237,105,-188,150,-243,91,-247,101,-227,91
62,-257,104,-238,107,-190,154,-245,92,-249,102,-233,93
63,-258,106,-243,108,-191,154,-253,93,-254,105,-236,93
64,-260,108,-246,110,-195,155,-260,94,-257,105,-239,95
65,-262,108,-250,114,-198,156,-263,96,-260,106,-245,96
66,-265,110,-252,114,-199,162,-265,97,-264,109,-249,98
67,-268,112,-256,114,-203,164,-268,97,-268,110,-253,101
68,-278,114,-258,114,-206,166,-272,97,-272,110,-255,102
69,-279,116,-262,115,-207,170,-277,97,-281,112,-256,102
70,-282,116,-266,116,-211,171,-282,98,-284,114,-260,104
71,-285,118,-269,117,-215,173,-286,99,-287,114,-265,106
72,-287,118,-273,119,-217,177,-292,101,-289,114,-268,109
73,-290,118,-274,121,-219,181,-297,102,-293,117,-271,111
74,-292,119,-279,121,-221,183,-301,102,-298,118,-274,116
75,-297,121,-283,122,-226,184,-305,103,-301,118,-275,119
76,-299,121,-288,123,-231,187,-309,103,-302,118,-281,122
77,-306,122,-292,124,-234,189,-312,103,-306,119,-283,124
78,-307,124,-295,125,-237,190,-315,106,-311,120,-289,125
79,-310,126,-297,127,-241,191,-323,106,-313,120,-293,127
