Adaptive n,Adaptive p,CVIRS n,CVIRS p,Greedy_sample n,Greedy_sample p,MMC n,MMC p,MML n,MML p,Random n,Random p,Random_sample n,Random_sample p,STM_stable_validation n,STM_stable_validation p
-369.2142857142857,160.78571428571428,-378.7857142857143,151.21428571428572,-366.07142857142856,163.92857142857142,-369.5,160.5,-359.92857142857144,170.07142857142858,-373.0,157.0,-368.7857142857143,161.21428571428572,-303.2857142857143,229.64285714285714
-375.42857142857144,164.57142857142858,-386.0,154.0,-372.57142857142856,167.42857142857142,-375.7857142857143,164.21428571428572,-366.57142857142856,173.42857142857142,-380.0,160.0,-376.0,164.0,-309.2857142857143,233.71428571428572
-382.5,167.5,-393.35714285714283,156.64285714285714,-379.7142857142857,170.28571428571428,-382.7857142857143,167.21428571428572,-373.2142857142857,176.78571428571428,-387.2857142857143,162.71428571428572,-383.14285714285717,166.85714285714286,-314.5,238.57142857142858
-389.7142857142857,170.28571428571428,-400.2857142857143,159.71428571428572,-386.7142857142857,173.28571428571428,-389.7857142857143,170.21428571428572,-380.14285714285717,179.85714285714286,-394.0,166.0,-389.07142857142856,170.92857142857142,-320.35714285714283,242.78571428571428
-396.7857142857143,173.21428571428572,-408.0,162.0,-394.07142857142856,175.92857142857142,-396.7857142857143,173.21428571428572,-387.2142857142857,182.78571428571428,-400.2857142857143,169.71428571428572,-396.2142857142857,173.78571428571428,-326.42857142857144,246.78571428571428
-404.14285714285717,175.85714285714286,-415.42857142857144,164.57142857142858,-400.64285714285717,179.35714285714286,-403.42857142857144,176.57142857142858,-393.92857142857144,186.07142857142858,-407.2142857142857,172.78571428571428,-403.35714285714283,176.64285714285714,-332.42857142857144,250.85714285714286
-410.7142857142857,179.28571428571428,-422.7857142857143,167.21428571428572,-407.14285714285717,182.85714285714286,-410.42857142857144,179.57142857142858,-400.42857142857144,189.57142857142858,-413.85714285714283,176.14285714285714,-409.7142857142857,180.28571428571428,-337.64285714285717,255.71428571428572
-417.57142857142856,182.42857142857142,-429.07142857142856,170.92857142857142,-414.0,186.0,-417.0,183.0,-407.57142857142856,192.42857142857142,-420.92857142857144,179.07142857142858,-416.92857142857144,183.07142857142858,-343.64285714285717,259.7857142857143
-424.64285714285717,185.35714285714286,-436.57142857142856,173.42857142857142,-420.85714285714283,189.14285714285714,-424.2857142857143,185.71428571428572,-414.85714285714283,195.14285714285714,-427.42857142857144,182.57142857142858,-424.42857142857144,185.57142857142858,-349.7857142857143,263.7142857142857
-431.42857142857144,188.57142857142858,-443.35714285714283,176.64285714285714,-427.85714285714283,192.14285714285714,-431.7857142857143,188.21428571428572,-421.2142857142857,198.78571428571428,-434.64285714285717,185.35714285714286,-431.2142857142857,188.78571428571428,-355.07142857142856,268.5
-438.7142857142857,191.28571428571428,-449.7857142857143,180.21428571428572,-434.64285714285717,195.35714285714286,-439.14285714285717,190.85714285714286,-427.42857142857144,202.57142857142858,-442.07142857142856,187.92857142857142,-438.35714285714283,191.64285714285714,-360.7857142857143,272.85714285714283
-444.85714285714283,195.14285714285714,-456.64285714285717,183.35714285714286,-441.7857142857143,198.21428571428572,-445.64285714285717,194.35714285714286,-434.35714285714283,205.64285714285714,-448.7142857142857,191.28571428571428,-445.14285714285717,194.85714285714286,-366.64285714285717,277.07142857142856
-452.2857142857143,197.71428571428572,-463.64285714285717,186.35714285714286,-448.2857142857143,201.71428571428572,-452.85714285714283,197.14285714285714,-441.2857142857143,208.71428571428572,-455.2857142857143,194.71428571428572,-452.2142857142857,197.78571428571428,-371.7857142857143,282.0
-459.5,200.5,-470.5,189.5,-455.64285714285717,204.35714285714286,-460.0,200.0,-448.14285714285717,211.85714285714286,-462.5,197.5,-458.7857142857143,201.21428571428572,-377.7857142857143,286.07142857142856
-466.14285714285717,203.85714285714286,-477.85714285714283,192.14285714285714,-462.57142857142856,207.42857142857142,-467.07142857142856,202.92857142857142,-454.92857142857144,215.07142857142858,-469.0,201.0,-465.2857142857143,204.71428571428572,-383.2142857142857,290.7142857142857
-473.2142857142857,206.78571428571428,-485.07142857142856,194.92857142857142,-469.5,210.5,-474.42857142857144,205.57142857142858,-462.42857142857144,217.57142857142858,-476.2142857142857,203.78571428571428,-472.5,207.5,-389.7142857142857,294.2857142857143
-480.5,209.5,-491.7142857142857,198.28571428571428,-476.57142857142856,213.42857142857142,-481.92857142857144,208.07142857142858,-468.92857142857144,221.07142857142858,-483.5,206.5,-479.42857142857144,210.57142857142858,-396.0,298.07142857142856
-487.7857142857143,212.21428571428572,-498.2857142857143,201.71428571428572,-483.85714285714283,216.14285714285714,-488.85714285714283,211.14285714285714,-475.2857142857143,224.71428571428572,-490.2857142857143,209.71428571428572,-486.14285714285717,213.85714285714286,-401.7857142857143,302.35714285714283
-494.92857142857144,215.07142857142858,-505.0,205.0,-491.07142857142856,218.92857142857142,-496.07142857142856,213.92857142857142,-482.42857142857144,227.57142857142858,-497.14285714285717,212.85714285714286,-493.14285714285717,216.85714285714286,-408.14285714285717,306.07142857142856
-502.0,218.0,-511.2857142857143,208.71428571428572,-497.57142857142856,222.42857142857142,-503.57142857142856,216.42857142857142,-489.92857142857144,230.07142857142858,-503.35714285714283,216.64285714285714,-499.5,220.5,-414.92857142857144,309.35714285714283
-508.2857142857143,221.71428571428572,-517.4285714285714,212.57142857142858,-504.5,225.5,-510.2857142857143,219.71428571428572,-497.35714285714283,232.64285714285714,-510.57142857142856,219.42857142857142,-507.0,223.0,-421.42857142857144,312.92857142857144
-514.3571428571429,225.64285714285714,-524.0714285714286,215.92857142857142,-511.35714285714283,228.64285714285714,-517.7857142857143,222.21428571428572,-504.14285714285717,235.85714285714286,-516.7857142857143,223.21428571428572,-514.4285714285714,225.57142857142858,-427.2142857142857,317.2142857142857
-521.3571428571429,228.64285714285714,-531.2142857142857,218.78571428571428,-518.2142857142857,231.78571428571428,-525.3571428571429,224.64285714285714,-511.2857142857143,238.71428571428572,-524.0,226.0,-520.6428571428571,229.35714285714286,-433.57142857142856,320.92857142857144
-527.5,232.5,-538.9285714285714,221.07142857142858,-524.8571428571429,235.14285714285714,-532.1428571428571,227.85714285714286,-518.2142857142857,241.78571428571428,-531.2857142857143,228.71428571428572,-527.7857142857143,232.21428571428572,-439.7142857142857,324.85714285714283
-534.2857142857143,235.71428571428572,-545.2857142857143,224.71428571428572,-531.2857142857143,238.71428571428572,-539.0,231.0,-525.5,244.5,-538.0714285714286,231.92857142857142,-535.2857142857143,234.71428571428572,-445.5,329.14285714285717
-541.2142857142857,238.78571428571428,-552.2857142857143,227.71428571428572,-537.7142857142857,242.28571428571428,-546.4285714285714,233.57142857142858,-532.5714285714286,247.42857142857142,-544.9285714285714,235.07142857142858,-541.8571428571429,238.14285714285714,-451.7857142857143,332.92857142857144
-548.7142857142857,241.28571428571428,-558.6428571428571,231.35714285714286,-544.2142857142857,245.78571428571428,-553.0,237.0,-539.9285714285714,250.07142857142858,-552.0,238.0,-548.5714285714286,241.42857142857142,-457.85714285714283,336.92857142857144
-555.7142857142857,244.28571428571428,-565.4285714285714,234.57142857142858,-550.5,249.5,-560.2857142857143,239.71428571428572,-547.0714285714286,252.92857142857142,-558.5714285714286,241.42857142857142,-555.2857142857143,244.71428571428572,-463.2857142857143,341.57142857142856
-562.9285714285714,247.07142857142858,-572.0,238.0,-557.5714285714286,252.42857142857142,-566.9285714285714,243.07142857142858,-554.2857142857143,255.71428571428572,-565.5714285714286,244.42857142857142,-562.7142857142857,247.28571428571428,-469.85714285714283,345.07142857142856
-570.2142857142857,249.78571428571428,-578.6428571428571,241.35714285714286,-564.4285714285714,255.57142857142858,-574.2857142857143,245.71428571428572,-561.1428571428571,258.85714285714283,-572.5,247.5,-570.0,250.0,-476.14285714285717,348.85714285714283
-577.8571428571429,252.14285714285714,-584.9285714285714,245.07142857142858,-571.6428571428571,258.35714285714283,-581.2142857142857,248.78571428571428,-568.3571428571429,261.64285714285717,-579.7142857142857,250.28571428571428,-577.3571428571429,252.64285714285714,-482.7857142857143,352.2857142857143
-584.5,255.5,-591.1428571428571,248.85714285714286,-578.0714285714286,261.92857142857144,-588.8571428571429,251.14285714285714,-575.5,264.5,-587.2142857142857,252.78571428571428,-584.2142857142857,255.78571428571428,-489.07142857142856,356.07142857142856
-592.0,258.0,-598.0714285714286,251.92857142857142,-585.0,265.0,-596.2142857142857,253.78571428571428,-583.3571428571429,266.64285714285717,-594.4285714285714,255.57142857142858,-591.7857142857143,258.2142857142857,-495.2142857142857,360.0
-599.0,261.0,-605.2142857142857,254.78571428571428,-591.9285714285714,268.07142857142856,-603.9285714285714,256.07142857142856,-590.5,269.5,-601.5,258.5,-599.0714285714286,260.92857142857144,-501.85714285714283,363.42857142857144
-605.2142857142857,264.7857142857143,-611.9285714285714,258.07142857142856,-598.8571428571429,271.14285714285717,-611.0714285714286,258.92857142857144,-596.6428571428571,273.35714285714283,-608.4285714285714,261.57142857142856,-606.5,263.5,-507.57142857142856,367.7857142857143
-611.9285714285714,268.07142857142856,-618.0714285714286,261.92857142857144,-605.7857142857143,274.2142857142857,-617.8571428571429,262.14285714285717,-603.6428571428571,276.35714285714283,-615.3571428571429,264.64285714285717,-613.0,267.0,-513.5,371.92857142857144
-619.0,271.0,-625.3571428571429,264.64285714285717,-612.5714285714286,277.42857142857144,-625.1428571428571,264.85714285714283,-610.6428571428571,279.35714285714283,-622.3571428571429,267.64285714285717,-619.9285714285714,270.07142857142856,-519.3571428571429,376.14285714285717
-626.3571428571429,273.64285714285717,-632.7142857142857,267.2857142857143,-619.2142857142857,280.7857142857143,-632.2857142857143,267.7142857142857,-617.5714285714286,282.42857142857144,-629.1428571428571,270.85714285714283,-627.0714285714286,272.92857142857144,-526.1428571428571,379.42857142857144
-633.1428571428571,276.85714285714283,-639.2142857142857,270.7857142857143,-626.0714285714286,283.92857142857144,-639.2142857142857,270.7857142857143,-625.4285714285714,284.57142857142856,-636.6428571428571,273.35714285714283,-634.2857142857143,275.7142857142857,-533.0,382.64285714285717
-640.3571428571429,279.64285714285717,-645.7142857142857,274.2857142857143,-633.5,286.5,-646.3571428571429,273.64285714285717,-632.6428571428571,287.35714285714283,-643.7142857142857,276.2857142857143,-640.7857142857143,279.2142857142857,-539.3571428571429,386.35714285714283
-647.3571428571429,282.64285714285717,-652.7857142857143,277.2142857142857,-640.5714285714286,289.42857142857144,-653.3571428571429,276.64285714285717,-638.6428571428571,291.35714285714283,-650.2857142857143,279.7142857142857,-648.2142857142857,281.7857142857143,-545.4285714285714,390.35714285714283
-654.7857142857143,285.2142857142857,-660.3571428571429,279.64285714285717,-647.7142857142857,292.2857142857143,-660.2857142857143,279.7142857142857,-645.7857142857143,294.2142857142857,-657.7857142857143,282.2142857142857,-654.7142857142857,285.2857142857143,-552.7142857142857,393.14285714285717
-661.4285714285714,288.57142857142856,-667.4285714285714,282.57142857142856,-654.6428571428571,295.35714285714283,-666.6428571428571,283.35714285714283,-652.7857142857143,297.2142857142857,-665.1428571428571,284.85714285714283,-662.0714285714286,287.92857142857144,-559.2857142857143,396.64285714285717
-667.8571428571429,292.14285714285717,-674.3571428571429,285.64285714285717,-661.5,298.5,-673.5714285714286,286.42857142857144,-659.3571428571429,300.64285714285717,-672.3571428571429,287.64285714285717,-669.0714285714286,290.92857142857144,-566.1428571428571,399.85714285714283
-674.2142857142857,295.7857142857143,-681.2142857142857,288.7857142857143,-668.2857142857143,301.7142857142857,-681.0,289.0,-665.5714285714286,304.42857142857144,-679.5,290.5,-675.1428571428571,294.85714285714283,-572.2857142857143,403.7857142857143
-681.0,299.0,-688.0,292.0,-675.8571428571429,304.14285714285717,-687.7857142857143,292.2142857142857,-672.5714285714286,307.42857142857144,-686.3571428571429,293.64285714285717,-682.7142857142857,297.2857142857143,-579.2857142857143,406.85714285714283
-687.7857142857143,302.2142857142857,-695.2142857142857,294.7857142857143,-683.1428571428571,306.85714285714283,-694.7142857142857,295.2857142857143,-679.7857142857143,310.2142857142857,-693.1428571428571,296.85714285714283,-690.0,300.0,-585.7142857142857,410.5
-694.7142857142857,305.2857142857143,-701.6428571428571,298.35714285714283,-690.2142857142857,309.7857142857143,-701.8571428571429,298.14285714285717,-686.5,313.5,-700.2857142857143,299.7142857142857,-697.4285714285714,302.57142857142856,-591.7857142857143,414.5
-701.9285714285714,308.07142857142856,-708.2857142857143,301.7142857142857,-696.9285714285714,313.07142857142856,-708.6428571428571,301.35714285714283,-693.4285714285714,316.57142857142856,-707.4285714285714,302.57142857142856,-704.8571428571429,305.14285714285717,-598.7857142857143,417.57142857142856
-708.5714285714286,311.42857142857144,-713.6428571428571,306.35714285714283,-703.9285714285714,316.07142857142856,-715.7142857142857,304.2857142857143,-700.3571428571429,319.64285714285717,-714.2142857142857,305.7857142857143,-712.0714285714286,307.92857142857144,-605.2142857142857,421.2142857142857
-714.7142857142857,315.2857142857143,-720.0,310.0,-711.0714285714286,318.92857142857144,-722.9285714285714,307.07142857142856,-706.9285714285714,323.07142857142856,-720.7857142857143,309.2142857142857,-718.9285714285714,311.07142857142856,-612.5,424.0
-720.7142857142857,319.2857142857143,-727.1428571428571,312.85714285714283,-717.6428571428571,322.35714285714283,-730.2142857142857,309.7857142857143,-714.2142857142857,325.7857142857143,-726.9285714285714,313.07142857142856,-725.5,314.5,-619.0714285714286,427.5
-727.8571428571429,322.14285714285717,-733.5714285714286,316.42857142857144,-723.9285714285714,326.07142857142856,-737.5,312.5,-720.5714285714286,329.42857142857144,-734.2142857142857,315.7857142857143,-732.1428571428571,317.85714285714283,-626.6428571428571,430.0
-735.5714285714286,324.42857142857144,-740.6428571428571,319.35714285714283,-730.7857142857143,329.2142857142857,-743.7857142857143,316.2142857142857,-727.6428571428571,332.35714285714283,-741.2857142857143,318.7142857142857,-739.0,321.0,-633.2857142857143,433.42857142857144
-742.4285714285714,327.57142857142856,-747.3571428571429,322.64285714285717,-737.2857142857143,332.7142857142857,-750.2857142857143,319.7142857142857,-734.7142857142857,335.2857142857143,-748.0,322.0,-745.6428571428571,324.35714285714283,-639.7142857142857,437.07142857142856
-749.4285714285714,330.57142857142856,-754.7857142857143,325.2142857142857,-744.2857142857143,335.7142857142857,-757.4285714285714,322.57142857142856,-741.7142857142857,338.2857142857143,-755.2142857142857,324.7857142857143,-752.2857142857143,327.7142857142857,-646.2857142857143,440.57142857142856
-755.4285714285714,334.57142857142856,-761.8571428571429,328.14285714285717,-751.7857142857143,338.2142857142857,-763.7857142857143,326.2142857142857,-748.8571428571429,341.14285714285717,-762.8571428571429,327.14285714285717,-758.8571428571429,331.14285714285717,-652.4285714285714,444.5
-761.6428571428571,338.35714285714283,-768.8571428571429,331.14285714285717,-758.5,341.5,-770.9285714285714,329.07142857142856,-756.0,344.0,-769.5714285714286,330.42857142857144,-765.5714285714286,334.42857142857144,-659.7142857142857,447.2857142857143
-768.6428571428571,341.35714285714283,-775.5714285714286,334.42857142857144,-765.3571428571429,344.64285714285717,-778.2857142857143,331.7142857142857,-762.5,347.5,-776.5714285714286,333.42857142857144,-772.6428571428571,337.35714285714283,-665.7857142857143,451.2857142857143
-776.3571428571429,343.64285714285717,-782.2857142857143,337.7142857142857,-772.5714285714286,347.42857142857144,-784.7857142857143,335.2142857142857,-769.0,351.0,-783.1428571428571,336.85714285714283,-779.9285714285714,340.07142857142856,-672.5,454.64285714285717
