,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-92,15,-93,2,-147,49,-92,10,-91,4,-96,4,-93,2,-92,3,-93,2,-93,3,-91,5,-91,4,-94,6,-91,8,-90,5,-87,8,-91,5,-93,2,-92,3,-92,3,-93,2,-90,5,-176,27,-91,4,-94,6
1,-128,39,-93,2,-197,80,-99,18,-91,4,-96,4,-93,2,-92,3,-93,2,-93,3,-91,6,-91,4,-95,6,-127,10,-90,5,-93,10,-91,5,-94,2,-92,3,-92,3,-93,2,-95,6,-190,47,-91,4,-97,8
2,-189,73,-93,2,-222,140,-129,31,-91,4,-96,4,-93,2,-92,3,-93,2,-93,3,-91,6,-91,4,-96,6,-127,10,-90,5,-93,10,-91,5,-94,2,-92,3,-92,3,-93,2,-96,6,-206,56,-91,4,-97,8
3,-217,79,-93,2,-356,222,-129,31,-91,4,-96,4,-93,2,-92,3,-93,2,-93,3,-91,6,-91,4,-96,6,-127,10,-90,5,-93,10,-91,5,-94,2,-92,3,-92,3,-93,2,-96,6,-206,56,-91,4,-97,8
4,-331,83,-93,2,-407,230,-175,47,-91,4,-96,4,-93,2,-92,3,-93,2,-93,3,-91,6,-91,4,-96,6,-127,10,-90,5,-93,12,-91,5,-94,2,-92,3,-92,3,-93,2,-96,6,-212,59,-91,4,-97,8
5,-408,86,-93,2,-428,231,-198,66,-91,4,-97,4,-93,2,-92,3,-93,2,-93,3,-97,6,-91,4,-103,6,-128,10,-90,5,-131,25,-91,6,-94,2,-92,3,-92,3,-93,2,-104,7,-225,59,-91,4,-114,8
6,-421,86,-93,2,-509,237,-263,86,-91,4,-97,4,-93,2,-92,3,-93,2,-93,3,-99,7,-91,4,-103,6,-128,10,-90,5,-167,44,-94,7,-94,2,-92,3,-92,3,-93,2,-104,8,-226,60,-91,4,-114,8
7,-421,86,-93,2,-509,237,-470,91,-91,4,-97,4,-93,2,-92,3,-93,2,-93,3,-99,7,-91,4,-103,6,-128,10,-90,5,-186,63,-94,7,-94,2,-92,3,-92,3,-93,2,-104,8,-226,60,-91,4,-114,8
8,-421,86,-93,2,-521,238,-575,95,-91,4,-97,4,-93,2,-92,3,-93,2,-93,3,-100,7,-91,4,-103,6,-128,10,-90,5,-269,106,-94,7,-94,2,-92,3,-92,3,-93,2,-104,8,-227,60,-91,4,-114,8
9,-421,86,-93,2,-585,244,-673,96,-91,4,-97,4,-93,2,-92,3,-93,2,-93,3,-100,7,-91,4,-103,6,-128,10,-90,5,-333,123,-94,7,-94,2,-92,3,-92,3,-93,2,-104,8,-227,60,-91,4,-114,8
10,-446,86,-93,2,-631,250,-773,108,-91,4,-97,4,-93,2,-92,3,-93,2,-93,3,-104,7,-91,4,-103,6,-128,10,-90,5,-386,125,-96,7,-94,2,-92,3,-92,3,-93,2,-104,8,-227,60,-91,4,-114,8
11,-622,88,-93,2,-631,250,-773,108,-91,4,-97,4,-93,2,-94,3,-93,2,-93,3,-104,7,-94,5,-103,6,-128,10,-90,5,-437,126,-105,8,-94,2,-92,3,-92,3,-93,2,-104,9,-230,60,-91,4,-114,8
12,-784,97,-96,2,-631,250,-773,108,-94,4,-102,4,-93,2,-95,3,-93,2,-94,3,-104,7,-99,11,-111,7,-128,10,-92,6,-437,126,-109,9,-95,2,-92,3,-95,3,-98,6,-118,11,-235,60,-95,4,-114,8
13,-784,97,-96,2,-631,250,-773,108,-96,4,-104,4,-93,2,-97,3,-96,2,-97,3,-104,8,-130,21,-123,8,-129,10,-98,6,-512,126,-115,10,-98,2,-95,3,-95,3,-117,13,-119,11,-277,65,-98,4,-123,10
14,-784,97,-96,2,-631,250,-773,108,-96,4,-104,4,-93,2,-97,4,-96,2,-97,3,-143,8,-178,32,-129,11,-129,10,-98,6,-556,126,-157,11,-98,2,-95,3,-95,3,-125,17,-119,11,-320,65,-98,4,-123,10
15,-784,97,-96,2,-631,250,-773,108,-96,4,-112,5,-93,2,-103,4,-96,2,-97,3,-143,8,-186,32,-135,18,-129,10,-98,6,-716,126,-157,11,-98,2,-95,3,-95,3,-170,26,-119,11,-320,65,-98,4,-123,10
16,-784,97,-100,2,-631,250,-773,108,-105,4,-122,5,-97,2,-104,4,-98,2,-101,3,-143,9,-189,32,-182,44,-129,10,-101,6,-754,127,-158,11,-112,4,-98,4,-98,3,-190,26,-119,11,-353,65,-100,4,-141,10
17,-784,97,-100,2,-631,250,-773,108,-105,4,-122,5,-98,2,-107,4,-99,2,-104,3,-143,9,-190,32,-332,44,-129,10,-113,6,-754,127,-159,11,-113,4,-112,5,-101,3,-190,26,-129,11,-394,65,-106,4,-143,10
18,-784,97,-100,2,-631,250,-773,108,-113,4,-123,5,-99,2,-113,4,-99,2,-106,3,-143,9,-204,32,-337,44,-129,10,-122,6,-754,127,-162,11,-118,4,-124,5,-103,3,-190,26,-130,11,-509,65,-152,23,-144,10
19,-784,97,-100,2,-631,250,-773,108,-113,4,-126,5,-99,2,-116,5,-101,2,-111,3,-143,9,-204,32,-345,44,-129,10,-123,6,-754,127,-163,11,-119,5,-124,5,-113,4,-190,26,-130,11,-692,68,-176,23,-147,10
20,-784,97,-103,3,-631,250,-773,108,-113,4,-134,5,-102,2,-127,5,-102,2,-113,3,-143,9,-213,32,-361,44,-129,10,-127,6,-754,127,-165,11,-133,8,-130,5,-133,9,-195,26,-130,11,-812,69,-180,24,-157,11
21,-784,97,-136,3,-631,250,-773,108,-113,4,-134,5,-105,2,-127,5,-105,2,-122,3,-143,9,-213,32,-377,44,-132,10,-140,6,-754,127,-165,11,-180,10,-134,5,-224,10,-195,26,-133,11,-812,69,-186,26,-171,11
22,-784,97,-137,4,-631,250,-773,108,-136,4,-144,5,-113,2,-127,5,-113,2,-126,3,-144,9,-235,32,-459,44,-132,10,-147,6,-754,127,-165,11,-181,10,-134,5,-228,10,-198,26,-194,11,-812,69,-188,26,-183,11
23,-784,97,-138,4,-631,250,-773,108,-136,4,-144,5,-116,2,-131,5,-114,2,-135,3,-144,9,-235,32,-577,44,-135,10,-149,6,-754,127,-181,12,-183,10,-146,5,-228,10,-233,27,-194,11,-812,69,-204,26,-196,24
24,-784,97,-143,4,-631,250,-773,108,-136,4,-145,5,-116,2,-140,6,-115,2,-135,3,-144,9,-235,32,-733,44,-135,10,-158,12,-754,127,-183,12,-184,10,-146,5,-228,10,-233,27,-194,11,-812,69,-204,26,-244,35
25,-784,97,-143,4,-631,250,-773,108,-136,4,-154,5,-124,2,-143,6,-124,2,-137,3,-144,9,-237,32,-837,44,-143,10,-220,33,-754,127,-191,12,-191,10,-146,5,-228,10,-233,27,-194,11,-812,69,-206,26,-249,35
26,-784,97,-143,4,-631,250,-773,108,-136,4,-154,5,-127,2,-143,6,-124,2,-138,3,-144,9,-237,32,-837,44,-145,10,-422,65,-754,127,-191,12,-191,10,-149,5,-228,10,-234,27,-194,11,-812,69,-206,26,-254,36
27,-784,97,-144,4,-631,250,-773,108,-145,4,-165,6,-144,2,-147,6,-131,2,-153,3,-147,9,-249,32,-837,44,-153,10,-482,67,-754,127,-195,12,-207,10,-183,7,-228,10,-260,28,-194,12,-812,69,-209,26,-267,36
28,-784,97,-144,4,-631,250,-773,108,-162,4,-184,6,-146,2,-154,6,-136,2,-158,3,-147,9,-249,32,-837,44,-153,10,-579,67,-754,127,-197,13,-218,12,-214,10,-229,10,-261,28,-200,12,-812,69,-248,26,-268,36
29,-784,97,-144,4,-631,250,-773,108,-162,4,-193,6,-156,2,-174,6,-138,2,-158,3,-156,9,-306,32,-837,44,-155,10,-629,67,-754,127,-206,13,-242,12,-247,30,-232,10,-261,28,-200,12,-812,69,-248,26,-270,36
30,-784,97,-144,4,-631,250,-773,108,-176,5,-196,6,-162,2,-174,6,-147,2,-163,3,-156,9,-306,32,-837,44,-164,10,-673,67,-754,127,-216,13,-242,12,-339,37,-234,10,-276,28,-222,12,-812,69,-248,26,-281,36
31,-784,97,-191,4,-631,250,-773,108,-206,5,-203,6,-163,2,-174,6,-148,2,-167,3,-161,9,-313,32,-837,44,-182,10,-730,67,-754,127,-234,13,-247,12,-365,37,-236,10,-276,28,-222,12,-812,69,-253,26,-298,36
32,-784,97,-191,4,-631,250,-773,108,-219,6,-216,7,-163,2,-175,6,-161,3,-175,3,-183,9,-313,32,-837,44,-182,10,-810,67,-754,127,-236,13,-272,13,-374,37,-237,10,-287,28,-222,12,-812,69,-283,26,-315,37
33,-784,97,-191,4,-631,250,-773,108,-254,7,-274,7,-164,2,-176,6,-182,3,-185,3,-183,9,-333,32,-837,44,-199,10,-814,67,-754,127,-245,13,-298,13,-391,37,-237,10,-287,28,-242,12,-812,69,-283,26,-325,37
34,-784,97,-191,4,-631,250,-773,108,-258,9,-274,7,-186,2,-197,6,-203,4,-192,3,-204,9,-333,32,-837,44,-199,10,-814,67,-754,127,-245,13,-298,13,-434,37,-281,11,-331,28,-242,12,-812,69,-288,26,-339,37
