,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-21,14,-30,6,-20,14,-22,12,-22,11,-21,11
1,-26,15,-35,7,-22,16,-25,12,-25,14,-25,12
2,-29,16,-38,10,-22,18,-30,14,-30,15,-29,13
3,-32,17,-43,12,-24,20,-33,17,-34,15,-32,15
4,-34,20,-50,13,-25,22,-40,17,-38,15,-34,16
5,-40,21,-54,14,-26,25,-45,18,-41,16,-37,17
6,-41,21,-59,16,-30,28,-49,19,-46,18,-38,19
7,-46,24,-63,17,-32,30,-51,20,-49,22,-39,21
8,-48,25,-69,20,-34,33,-54,21,-51,22,-42,25
9,-50,26,-70,21,-40,34,-57,21,-56,27,-45,27
10,-54,26,-72,25,-44,36,-60,22,-57,29,-50,29
11,-58,26,-75,26,-52,39,-65,22,-61,29,-51,30
12,-62,28,-81,27,-56,41,-66,23,-65,29,-54,32
13,-66,30,-82,28,-61,43,-73,25,-66,29,-56,35
14,-69,32,-88,31,-62,44,-78,26,-68,30,-60,36
15,-71,33,-93,34,-63,45,-82,26,-73,32,-64,38
16,-76,37,-95,38,-66,46,-89,26,-73,35,-65,38
17,-80,37,-103,38,-68,50,-90,27,-76,37,-70,38
18,-84,39,-107,39,-70,53,-94,28,-78,39,-74,39
19,-91,39,-112,40,-74,53,-97,28,-82,41,-75,42
20,-97,41,-114,42,-77,56,-98,29,-87,43,-77,43
21,-98,44,-116,44,-83,57,-104,30,-89,43,-82,44
22,-102,46,-121,46,-87,59,-107,30,-93,43,-86,44
23,-107,46,-124,49,-88,61,-112,32,-95,44,-91,45
24,-109,48,-129,50,-91,64,-117,33,-98,48,-91,46
25,-112,50,-132,52,-96,66,-119,40,-100,48,-91,48
26,-116,54,-135,53,-97,68,-126,40,-102,48,-96,49
27,-122,56,-137,54,-98,72,-127,42,-105,50,-98,53
28,-128,57,-145,54,-100,75,-129,42,-107,52,-102,53
29,-133,58,-146,56,-108,76,-129,43,-113,53,-105,54
30,-137,61,-150,57,-111,77,-133,44,-118,54,-108,54
31,-141,64,-153,57,-113,78,-138,45,-120,56,-113,56
32,-143,64,-156,59,-117,81,-145,46,-124,58,-114,57
33,-145,66,-160,60,-120,81,-150,47,-129,59,-118,59
34,-147,67,-163,61,-122,83,-159,51,-130,60,-121,60
35,-148,67,-167,64,-124,85,-161,51,-138,60,-124,65
36,-152,68,-174,64,-125,87,-165,51,-140,63,-127,68
37,-157,68,-175,65,-128,88,-170,53,-143,65,-133,69
38,-159,71,-178,66,-131,90,-171,55,-151,65,-136,71
39,-165,72,-182,66,-134,93,-175,56,-152,66,-140,73
40,-167,73,-185,66,-139,94,-178,59,-157,66,-145,75
41,-168,73,-187,68,-140,97,-187,60,-159,68,-147,80
42,-171,75,-191,69,-143,98,-190,66,-160,68,-151,82
43,-174,77,-193,70,-153,100,-193,67,-163,69,-152,83
44,-179,77,-199,71,-157,101,-199,68,-164,71,-154,84
45,-182,78,-204,72,-161,101,-200,69,-168,73,-158,88
46,-185,81,-213,73,-164,102,-201,69,-172,73,-161,90
47,-188,83,-215,75,-166,105,-206,70,-175,74,-165,92
48,-192,85,-216,78,-169,110,-210,71,-178,74,-168,93
49,-195,86,-219,78,-169,111,-212,74,-181,77,-174,98
50,-197,88,-225,78,-173,112,-216,76,-183,78,-178,100
51,-203,89,-227,79,-175,112,-221,77,-187,79,-184,101
52,-209,90,-229,79,-176,114,-227,77,-193,80,-187,103
53,-211,90,-236,80,-181,118,-229,77,-196,81,-191,104
54,-212,91,-240,81,-184,122,-231,79,-200,83,-196,105
55,-215,93,-243,82,-187,124,-235,80,-204,84,-200,107
56,-218,94,-247,86,-190,129,-238,81,-204,86,-204,107
57,-222,94,-248,88,-192,131,-246,84,-205,88,-207,109
58,-225,95,-252,91,-194,132,-249,84,-209,89,-212,112
59,-230,95,-257,92,-195,136,-252,84,-214,92,-215,112
60,-234,96,-259,96,-196,138,-254,86,-220,92,-219,114
61,-238,98,-260,98,-200,140,-257,87,-222,93,-225,116
62,-241,101,-262,98,-204,144,-263,88,-225,93,-228,117
63,-246,103,-267,100,-209,144,-267,89,-228,93,-231,117
64,-248,104,-269,100,-213,146,-270,90,-235,95,-235,119
65,-251,107,-276,101,-214,149,-272,91,-238,95,-239,121
66,-253,109,-280,101,-218,151,-275,91,-242,97,-246,121
67,-259,109,-283,104,-219,153,-278,93,-246,100,-248,122
68,-262,109,-287,106,-222,155,-280,95,-251,102,-252,123
69,-264,112,-288,107,-225,157,-283,96,-256,103,-258,125
70,-269,115,-293,107,-228,159,-286,97,-258,104,-262,126
71,-278,115,-297,110,-231,161,-292,97,-261,104,-262,126
72,-282,116,-302,111,-233,162,-295,99,-263,107,-265,129
73,-288,117,-302,113,-238,167,-298,100,-263,109,-269,130
74,-289,118,-305,114,-239,168,-306,103,-267,110,-274,131
75,-293,119,-308,114,-240,170,-312,104,-273,112,-278,131
76,-299,121,-313,114,-244,174,-315,106,-275,112,-280,131
77,-304,123,-314,117,-244,178,-320,107,-280,114,-282,131
78,-306,126,-317,118,-246,182,-323,107,-284,115,-288,132
79,-312,129,-322,118,-250,183,-328,108,-288,115,-289,132
