,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-68,9,-62,9,-63,9,-60,16,-61,8,-64,7,-63,6,-66,6,-67,2,-112,19,-63,6,-63,6,-64,8,-67,2,-67,2,-64,5,-66,3,-66,3
1,-68,9,-82,42,-63,11,-87,19,-61,8,-64,8,-63,6,-66,6,-67,2,-113,19,-63,7,-63,7,-64,9,-67,2,-67,2,-64,5,-66,3,-66,3
2,-68,9,-133,42,-63,12,-89,19,-61,8,-75,8,-85,7,-66,6,-67,2,-113,19,-63,7,-64,8,-64,9,-67,2,-67,2,-64,5,-66,3,-66,3
3,-68,9,-145,42,-68,13,-89,19,-61,8,-77,8,-85,8,-66,6,-67,2,-113,19,-101,9,-90,9,-64,11,-67,2,-67,2,-64,5,-66,3,-66,3
4,-72,9,-153,42,-134,15,-91,19,-61,8,-77,8,-85,10,-66,6,-67,2,-117,19,-101,9,-90,9,-64,13,-67,2,-67,2,-64,5,-66,3,-66,3
5,-75,10,-178,42,-134,15,-111,19,-61,10,-77,8,-86,15,-66,6,-67,2,-140,19,-104,9,-93,9,-64,14,-67,2,-67,2,-64,5,-66,6,-66,3
6,-75,10,-204,42,-134,15,-111,19,-61,10,-77,8,-86,15,-67,6,-67,2,-184,19,-104,9,-93,9,-67,18,-67,3,-67,3,-64,6,-72,9,-66,3
7,-75,10,-254,45,-134,15,-111,19,-62,13,-77,8,-86,15,-67,6,-67,2,-184,19,-104,9,-93,9,-92,20,-68,7,-67,3,-64,6,-72,10,-66,3
8,-75,10,-256,45,-134,15,-111,19,-62,13,-77,8,-86,15,-67,6,-67,2,-267,19,-104,9,-93,9,-92,20,-68,7,-67,3,-65,7,-75,10,-66,3
9,-75,10,-265,47,-134,15,-111,19,-64,14,-77,8,-86,15,-67,6,-67,2,-342,19,-104,9,-93,9,-92,20,-68,7,-68,3,-65,7,-75,10,-66,3
10,-75,10,-270,47,-134,15,-114,19,-72,14,-77,8,-86,15,-67,6,-67,2,-415,20,-104,9,-93,9,-92,20,-68,7,-68,3,-65,7,-75,10,-66,3
11,-75,10,-360,47,-134,15,-114,19,-72,14,-77,8,-86,15,-67,6,-67,2,-415,20,-104,9,-93,9,-92,20,-68,7,-68,3,-65,7,-75,10,-66,3
12,-75,10,-372,47,-134,15,-115,19,-72,14,-77,8,-86,15,-67,6,-67,2,-488,23,-104,9,-93,9,-92,20,-69,7,-68,3,-65,7,-75,10,-66,3
13,-75,10,-445,47,-134,15,-115,19,-72,14,-77,8,-86,15,-67,6,-67,2,-503,25,-104,9,-93,9,-92,20,-69,7,-68,3,-65,7,-75,10,-66,3
14,-75,10,-449,47,-134,15,-116,19,-72,14,-77,8,-86,15,-67,6,-67,2,-538,29,-104,9,-93,9,-92,20,-69,9,-94,3,-80,7,-77,11,-66,3
15,-75,10,-513,48,-134,15,-122,19,-72,14,-77,8,-86,15,-67,6,-67,2,-538,32,-104,9,-93,9,-92,20,-69,9,-94,3,-80,7,-90,14,-66,3
16,-75,10,-528,68,-134,15,-144,19,-72,14,-77,8,-86,15,-67,6,-67,2,-538,58,-104,9,-93,9,-92,20,-69,9,-94,3,-80,7,-97,14,-66,3
17,-75,15,-528,68,-134,15,-229,19,-72,14,-77,8,-86,15,-67,6,-67,2,-538,58,-104,9,-93,9,-92,20,-69,9,-94,3,-80,7,-97,14,-66,3
18,-150,30,-528,68,-134,15,-229,19,-72,14,-77,8,-86,15,-67,6,-67,2,-538,58,-104,9,-93,9,-92,20,-69,9,-94,3,-80,7,-97,14,-66,3
19,-236,34,-528,68,-134,15,-229,19,-72,14,-77,8,-86,15,-67,6,-67,2,-538,58,-104,9,-93,9,-92,20,-69,9,-94,3,-80,7,-97,14,-66,3
20,-289,71,-528,68,-134,15,-229,19,-72,14,-77,8,-86,15,-67,6,-67,2,-538,58,-104,9,-93,9,-92,20,-69,9,-94,3,-80,7,-97,14,-66,3
21,-379,71,-528,68,-134,15,-229,19,-72,14,-77,8,-86,15,-67,6,-67,2,-538,58,-104,9,-93,9,-92,20,-69,9,-94,3,-80,7,-97,14,-66,3
22,-469,71,-528,68,-134,15,-229,19,-72,14,-77,8,-86,15,-67,6,-67,2,-538,58,-104,9,-93,9,-92,20,-69,9,-94,3,-80,7,-97,14,-66,3
23,-525,71,-528,68,-134,15,-234,19,-73,15,-92,8,-90,15,-67,6,-67,2,-538,58,-104,9,-93,9,-100,20,-69,9,-94,3,-80,7,-97,14,-66,3
24,-525,71,-528,68,-134,15,-319,19,-73,20,-92,8,-90,15,-67,6,-67,2,-538,58,-104,9,-93,9,-100,20,-69,9,-94,3,-80,7,-97,14,-66,3
25,-525,71,-528,68,-134,15,-351,19,-122,20,-92,8,-90,15,-67,6,-67,2,-538,58,-105,9,-94,9,-100,20,-69,9,-94,3,-80,14,-97,14,-66,3
26,-525,71,-528,68,-134,15,-440,19,-122,20,-92,8,-90,15,-67,6,-67,2,-538,58,-105,9,-94,9,-100,20,-70,9,-94,3,-80,14,-97,14,-66,3
27,-525,71,-528,68,-134,15,-525,20,-122,20,-92,8,-90,15,-67,6,-67,2,-538,58,-105,9,-94,9,-100,20,-70,9,-94,3,-80,14,-101,14,-66,3
28,-525,71,-528,68,-134,15,-551,45,-122,20,-100,8,-95,15,-67,6,-67,2,-538,58,-105,9,-100,9,-113,21,-70,10,-94,3,-85,14,-101,14,-66,3
29,-525,71,-528,68,-134,15,-551,45,-123,20,-105,8,-108,15,-67,6,-67,2,-538,58,-119,9,-112,9,-145,22,-70,10,-94,3,-85,14,-111,16,-66,3
30,-525,71,-528,68,-134,15,-551,45,-123,20,-105,8,-108,15,-67,6,-67,2,-538,58,-119,9,-112,9,-208,22,-76,10,-94,3,-95,14,-122,16,-66,3
31,-525,71,-528,68,-134,15,-551,45,-124,20,-105,8,-122,15,-67,6,-67,2,-538,58,-121,9,-116,9,-276,22,-76,10,-94,3,-95,14,-122,16,-67,3
32,-525,71,-528,68,-134,15,-551,45,-124,110,-105,8,-122,15,-67,6,-67,2,-538,58,-121,9,-116,9,-276,22,-76,10,-94,3,-95,14,-122,16,-67,3
33,-525,71,-528,68,-134,15,-551,45,-213,111,-105,8,-122,15,-67,6,-67,2,-538,58,-121,9,-116,9,-276,22,-76,10,-94,3,-95,14,-122,16,-67,3
34,-525,71,-528,68,-134,15,-551,45,-303,111,-105,8,-122,15,-67,6,-67,2,-538,58,-121,9,-116,9,-276,22,-76,10,-94,3,-95,14,-122,16,-67,3
35,-525,71,-528,68,-134,15,-551,45,-393,111,-105,8,-122,15,-67,6,-67,2,-538,58,-121,9,-116,9,-276,22,-76,10,-94,3,-95,14,-122,16,-67,3
36,-525,71,-528,68,-134,15,-551,45,-436,158,-105,8,-122,15,-67,6,-67,2,-538,58,-121,9,-116,9,-276,22,-76,10,-94,3,-95,14,-122,16,-67,3
37,-525,71,-528,68,-134,15,-551,45,-436,160,-107,8,-126,15,-67,6,-67,2,-538,58,-121,9,-119,9,-355,22,-76,10,-94,3,-95,14,-122,16,-67,3
38,-525,71,-528,68,-134,15,-551,45,-436,160,-107,8,-126,15,-67,6,-67,2,-538,58,-122,9,-119,9,-444,22,-76,10,-94,3,-95,14,-122,16,-67,3
39,-525,71,-528,68,-135,15,-551,45,-436,160,-107,8,-127,15,-67,6,-67,2,-538,58,-124,9,-125,9,-521,22,-76,10,-94,3,-98,14,-122,16,-67,3
40,-525,71,-528,68,-135,15,-551,45,-436,160,-115,8,-138,15,-67,6,-67,2,-538,58,-141,9,-133,9,-564,24,-76,10,-94,3,-98,14,-123,16,-67,3
41,-525,71,-528,68,-135,15,-551,45,-436,160,-115,8,-171,15,-67,6,-67,2,-538,58,-149,9,-133,9,-565,30,-76,10,-95,3,-105,14,-127,16,-97,3
42,-525,71,-528,68,-135,15,-551,45,-436,160,-117,8,-207,15,-67,6,-67,2,-538,58,-162,9,-165,9,-565,31,-76,10,-95,3,-108,14,-130,16,-97,3
43,-525,71,-528,68,-135,15,-551,45,-436,160,-129,9,-207,15,-67,6,-68,2,-538,58,-174,11,-195,11,-565,31,-81,10,-95,3,-133,14,-130,16,-97,3
44,-525,71,-528,68,-135,15,-551,45,-436,160,-130,9,-282,15,-67,6,-68,2,-538,58,-175,11,-208,11,-565,31,-81,10,-95,3,-133,14,-130,16,-97,3
45,-525,71,-528,68,-135,15,-551,45,-436,160,-130,9,-285,15,-67,6,-68,2,-538,58,-198,13,-257,23,-565,31,-81,11,-95,3,-133,14,-130,16,-97,3
46,-525,71,-528,68,-135,15,-551,45,-436,160,-130,9,-285,15,-67,6,-68,2,-538,58,-269,24,-265,23,-565,31,-81,11,-95,3,-133,14,-130,16,-97,3
47,-525,71,-528,68,-135,15,-551,45,-436,160,-130,9,-285,15,-67,6,-68,2,-538,58,-357,24,-265,25,-565,31,-81,11,-95,3,-133,14,-130,16,-97,3
48,-525,71,-528,68,-135,15,-551,45,-436,160,-130,9,-285,15,-67,6,-68,2,-538,58,-360,24,-336,25,-565,31,-97,11,-95,3,-133,14,-130,16,-97,3
49,-525,71,-528,68,-135,16,-551,45,-436,160,-130,9,-285,15,-67,6,-68,2,-538,58,-449,24,-336,25,-565,31,-97,11,-95,3,-133,14,-130,16,-97,3
50,-525,71,-528,68,-136,16,-551,45,-436,160,-130,9,-285,15,-67,6,-68,2,-538,58,-501,24,-373,25,-565,31,-97,11,-95,3,-133,14,-130,16,-97,3
51,-525,71,-528,68,-136,16,-551,45,-436,160,-130,9,-372,15,-67,6,-68,2,-538,58,-501,24,-373,25,-565,31,-100,11,-95,3,-133,14,-130,16,-97,3
52,-525,71,-528,68,-136,16,-551,45,-436,160,-130,9,-372,15,-67,6,-68,2,-538,58,-563,24,-401,25,-565,31,-100,11,-95,3,-133,14,-130,16,-97,3
53,-525,71,-528,68,-136,16,-551,45,-436,160,-130,9,-372,15,-67,6,-68,2,-538,58,-563,24,-491,25,-565,31,-100,11,-95,3,-133,14,-130,16,-97,3
54,-525,71,-528,68,-136,16,-551,45,-436,160,-131,9,-386,15,-67,6,-68,2,-538,58,-572,24,-553,25,-565,31,-100,11,-95,3,-133,14,-134,16,-97,3
55,-525,71,-528,68,-136,16,-551,45,-436,160,-131,9,-452,17,-67,6,-68,2,-538,58,-572,24,-571,25,-565,31,-100,11,-95,3,-137,14,-134,16,-97,3
56,-525,71,-528,68,-136,16,-551,45,-436,160,-132,9,-537,18,-67,6,-68,2,-538,58,-572,24,-571,25,-565,31,-100,11,-95,3,-140,14,-134,16,-97,3
57,-525,71,-528,68,-136,16,-551,45,-436,160,-138,9,-572,22,-74,6,-72,3,-538,58,-572,24,-571,25,-565,31,-102,11,-95,3,-155,14,-150,16,-97,3
58,-525,71,-528,68,-137,16,-551,45,-436,160,-148,9,-573,23,-79,6,-112,3,-538,58,-572,24,-571,25,-565,31,-102,11,-96,3,-167,14,-169,16,-97,3
