,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-22,12,-29,10,-17,17,-25,8,-22,9,-18,15
1,-30,14,-33,13,-18,19,-26,10,-24,10,-20,17
2,-37,16,-36,15,-21,20,-30,11,-25,12,-23,18
3,-41,16,-40,17,-23,22,-34,12,-28,15,-28,18
4,-43,17,-45,17,-24,27,-36,12,-35,16,-33,19
5,-46,17,-49,17,-27,30,-40,13,-41,18,-35,21
6,-49,18,-54,19,-29,33,-43,14,-46,18,-40,21
7,-53,19,-57,19,-30,38,-46,15,-50,20,-45,22
8,-56,23,-60,19,-32,38,-47,17,-55,26,-49,22
9,-59,23,-61,21,-34,43,-49,17,-66,26,-52,23
10,-62,24,-66,24,-36,45,-53,20,-68,28,-52,26
11,-65,26,-70,25,-39,46,-55,22,-68,33,-57,28
12,-69,27,-71,27,-42,50,-59,26,-71,33,-59,30
13,-70,31,-73,28,-43,54,-60,30,-75,35,-63,32
14,-72,34,-76,30,-48,57,-63,32,-80,35,-65,32
15,-76,34,-78,32,-51,58,-66,33,-84,39,-68,35
16,-78,37,-80,34,-56,60,-71,36,-86,39,-71,36
17,-83,38,-82,35,-61,61,-73,37,-90,40,-77,37
18,-85,40,-85,35,-71,66,-75,39,-90,40,-79,39
19,-91,42,-90,35,-73,67,-78,42,-93,41,-83,39
20,-92,44,-97,36,-74,69,-82,43,-96,43,-87,41
21,-93,44,-101,37,-76,71,-90,45,-99,44,-91,43
22,-97,46,-104,38,-79,72,-94,46,-106,44,-93,45
23,-104,47,-106,40,-82,74,-99,47,-107,46,-97,45
24,-109,49,-112,40,-84,75,-101,49,-114,46,-99,46
25,-113,50,-117,42,-88,78,-103,49,-120,46,-102,46
26,-117,51,-120,45,-92,79,-109,50,-121,49,-104,47
27,-121,54,-125,46,-96,81,-112,50,-126,49,-105,49
28,-126,58,-127,48,-100,83,-112,53,-130,52,-105,50
29,-129,59,-129,48,-105,83,-119,53,-134,52,-109,54
30,-132,60,-132,49,-108,84,-123,54,-140,54,-114,54
31,-135,61,-134,53,-110,88,-129,57,-142,54,-117,54
32,-140,62,-138,54,-113,90,-132,60,-144,54,-121,56
33,-147,64,-142,54,-115,93,-133,61,-147,56,-124,58
34,-153,64,-146,56,-118,95,-138,63,-150,56,-126,59
35,-156,66,-150,61,-120,95,-142,63,-153,58,-129,61
36,-158,66,-155,63,-121,98,-144,64,-157,60,-134,64
37,-165,66,-159,63,-124,99,-149,64,-159,62,-136,68
38,-170,66,-163,66,-127,101,-151,66,-162,65,-138,69
39,-176,68,-164,67,-132,101,-153,67,-166,69,-142,69
40,-181,71,-164,68,-135,103,-156,69,-170,69,-148,70
41,-185,71,-166,70,-136,106,-162,70,-173,69,-155,71
42,-190,71,-169,71,-137,111,-166,74,-176,69,-158,72
43,-190,74,-174,71,-141,113,-174,74,-179,70,-161,73
44,-194,76,-179,73,-145,115,-175,75,-181,72,-164,75
45,-198,77,-182,75,-145,118,-182,76,-184,73,-166,78
46,-201,79,-183,79,-150,118,-186,77,-189,74,-168,80
47,-203,80,-187,79,-156,120,-190,79,-195,74,-169,82
48,-205,82,-188,79,-162,121,-195,80,-199,77,-171,85
49,-206,84,-194,81,-165,121,-201,80,-203,80,-172,87
50,-215,84,-195,81,-169,122,-207,81,-206,83,-173,88
51,-222,89,-198,81,-173,124,-209,81,-210,84,-175,88
52,-226,91,-200,83,-175,128,-214,82,-212,84,-179,90
53,-227,95,-205,86,-176,128,-215,84,-215,84,-185,94
54,-231,95,-210,87,-177,130,-219,84,-218,85,-191,97
55,-232,96,-213,87,-181,131,-226,85,-222,86,-196,99
56,-234,97,-217,90,-182,132,-231,85,-228,88,-201,99
57,-234,98,-219,91,-187,137,-233,86,-232,89,-207,101
58,-238,99,-220,92,-189,139,-238,87,-236,91,-213,102
59,-241,101,-226,94,-191,141,-241,87,-241,92,-216,103
60,-244,103,-228,96,-192,146,-246,89,-245,93,-218,104
61,-247,103,-233,96,-194,149,-249,89,-249,94,-222,109
62,-253,105,-239,98,-196,149,-250,92,-254,95,-223,110
63,-256,108,-239,100,-198,149,-256,94,-259,99,-225,111
64,-260,109,-244,100,-198,150,-264,96,-260,100,-229,114
65,-264,110,-251,101,-199,152,-268,98,-262,102,-231,116
66,-267,111,-255,104,-202,156,-270,99,-264,103,-234,119
67,-271,112,-256,105,-204,157,-278,100,-267,103,-240,121
68,-274,114,-258,105,-208,158,-287,100,-272,103,-243,122
69,-279,116,-263,105,-210,159,-290,100,-276,105,-247,124
70,-279,118,-266,106,-212,162,-294,101,-281,106,-252,127
71,-282,119,-270,107,-216,164,-298,101,-286,110,-253,128
72,-288,120,-273,108,-219,167,-302,103,-288,110,-257,129
73,-290,120,-275,109,-223,169,-304,106,-294,111,-262,131
74,-293,120,-276,115,-227,173,-305,108,-296,114,-265,132
75,-295,122,-278,115,-229,175,-310,109,-301,116,-271,133
76,-297,122,-282,116,-233,179,-317,109,-304,118,-272,135
77,-297,125,-289,117,-235,182,-320,109,-310,119,-273,138
78,-299,127,-292,117,-239,184,-322,111,-315,122,-277,139
79,-301,129,-296,118,-242,184,-330,111,-321,122,-280,140
