,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-21,12,-29,7,-16,17,-29,7,-23,9,-22,12
1,-22,13,-30,10,-19,20,-33,9,-26,11,-29,12
2,-25,17,-32,12,-21,20,-37,11,-28,12,-33,16
3,-28,17,-38,13,-24,23,-40,12,-32,13,-35,19
4,-35,17,-39,14,-26,24,-46,13,-34,17,-37,22
5,-35,19,-44,15,-29,24,-50,15,-38,19,-42,24
6,-40,20,-47,16,-29,29,-54,16,-42,19,-46,26
7,-43,21,-50,18,-33,29,-61,17,-46,21,-49,26
8,-45,24,-57,19,-34,30,-67,19,-46,22,-54,27
9,-50,25,-59,19,-41,30,-70,23,-47,25,-55,30
10,-54,27,-62,20,-45,31,-74,24,-49,28,-57,33
11,-56,27,-65,20,-50,34,-79,26,-53,30,-61,33
12,-59,29,-72,20,-52,35,-86,28,-56,30,-63,34
13,-65,31,-75,20,-54,38,-90,29,-57,32,-67,36
14,-70,33,-82,21,-56,39,-93,30,-58,32,-73,37
15,-76,33,-84,23,-59,42,-95,31,-60,34,-77,40
16,-80,35,-89,24,-63,43,-97,32,-65,35,-79,42
17,-84,37,-90,24,-65,46,-99,33,-69,35,-85,47
18,-87,38,-93,24,-68,48,-103,34,-71,37,-92,49
19,-93,39,-94,27,-69,52,-109,35,-75,39,-93,49
20,-96,41,-102,29,-70,55,-113,36,-78,39,-96,49
21,-98,44,-105,33,-72,58,-113,36,-84,41,-101,49
22,-104,45,-112,33,-72,60,-118,39,-86,42,-104,49
23,-108,49,-115,34,-76,61,-121,39,-90,42,-108,51
24,-113,50,-119,36,-83,63,-124,40,-90,43,-111,52
25,-116,51,-122,37,-86,66,-128,40,-94,44,-118,52
26,-121,52,-131,39,-86,69,-133,40,-98,45,-118,52
27,-123,54,-135,42,-90,72,-137,41,-101,46,-121,52
28,-124,54,-136,44,-92,74,-146,42,-105,47,-124,56
29,-128,54,-141,46,-96,77,-150,42,-107,50,-127,56
30,-134,54,-143,47,-101,80,-155,43,-111,51,-129,56
31,-138,56,-146,48,-102,81,-159,46,-116,53,-132,57
32,-146,56,-152,50,-102,84,-160,47,-120,53,-133,61
33,-150,57,-156,52,-106,86,-163,48,-124,57,-133,62
34,-152,57,-159,52,-113,88,-165,51,-129,60,-134,64
35,-155,60,-160,53,-115,91,-170,52,-134,62,-138,64
36,-161,63,-164,55,-118,93,-172,54,-136,63,-141,64
37,-165,65,-169,57,-120,96,-174,54,-141,64,-143,66
38,-167,65,-174,60,-122,97,-182,55,-144,65,-147,66
39,-174,66,-177,60,-123,99,-188,55,-146,66,-150,70
40,-176,69,-181,62,-126,101,-193,56,-149,66,-153,72
41,-178,69,-187,64,-130,102,-197,56,-151,70,-155,75
42,-180,70,-189,64,-132,107,-202,57,-154,71,-161,77
43,-184,70,-191,66,-138,108,-207,57,-158,72,-165,78
44,-188,71,-195,67,-140,111,-210,61,-159,73,-169,80
45,-194,72,-201,67,-143,113,-212,62,-160,75,-172,83
46,-196,74,-205,68,-145,116,-213,63,-165,76,-178,85
47,-198,78,-210,71,-147,119,-216,63,-166,78,-182,86
48,-200,79,-212,75,-153,122,-220,65,-168,78,-184,88
49,-203,79,-217,76,-156,123,-222,67,-175,80,-187,89
50,-209,79,-220,76,-159,126,-224,69,-177,81,-195,89
51,-215,80,-222,78,-161,130,-227,71,-181,83,-197,89
52,-218,81,-224,79,-162,134,-232,72,-187,84,-201,90
53,-224,84,-225,81,-167,135,-236,73,-191,85,-203,90
54,-230,85,-226,82,-172,136,-238,73,-196,88,-208,90
55,-232,88,-228,83,-179,137,-239,74,-198,90,-211,95
56,-235,88,-230,83,-184,140,-244,75,-203,90,-217,95
57,-242,88,-232,85,-188,141,-246,76,-208,91,-220,97
58,-245,89,-235,86,-191,142,-253,77,-216,91,-221,98
59,-248,90,-238,88,-194,144,-257,78,-220,92,-226,99
60,-251,91,-240,88,-200,147,-260,79,-223,94,-229,102
61,-254,93,-245,92,-201,148,-262,79,-228,95,-235,102
62,-260,94,-250,92,-201,150,-266,79,-236,96,-236,104
63,-264,94,-251,92,-201,157,-269,81,-242,98,-239,106
64,-266,96,-257,94,-203,158,-275,81,-244,98,-242,110
65,-268,99,-260,99,-206,159,-279,82,-249,98,-245,110
66,-270,103,-263,103,-209,162,-280,83,-252,100,-249,110
67,-275,104,-266,105,-211,164,-283,83,-258,101,-251,113
68,-279,105,-270,107,-212,165,-290,83,-260,103,-254,116
69,-285,106,-273,108,-216,169,-290,84,-262,106,-255,120
70,-285,106,-275,110,-222,172,-295,84,-269,107,-257,122
71,-287,107,-283,110,-224,175,-299,85,-273,108,-259,124
72,-289,108,-288,112,-227,176,-301,87,-274,108,-268,126
73,-292,112,-291,114,-229,179,-305,89,-279,108,-269,127
74,-296,115,-294,115,-233,182,-313,89,-282,108,-269,128
75,-303,118,-296,117,-233,183,-317,90,-285,109,-274,129
76,-306,119,-302,119,-235,187,-319,93,-287,111,-275,131
77,-310,121,-304,119,-237,192,-321,94,-289,113,-281,133
78,-315,122,-308,121,-238,193,-325,95,-294,115,-283,135
79,-320,124,-314,123,-239,193,-328,96,-299,116,-284,138
