,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-20,9,-23,6,-19,13,-21,8,-23,6,-25,31
1,-20,9,-23,6,-21,22,-21,8,-23,6,-34,41
2,-20,9,-23,6,-26,28,-21,8,-23,6,-48,46
3,-20,9,-23,6,-30,29,-21,8,-23,6,-52,67
4,-20,9,-23,6,-36,32,-21,8,-23,6,-67,73
5,-20,9,-23,6,-43,43,-21,8,-23,6,-77,75
6,-20,9,-23,6,-60,48,-21,8,-23,6,-83,77
7,-20,9,-23,6,-65,53,-21,8,-23,6,-96,84
8,-20,9,-23,6,-74,58,-21,8,-23,6,-99,97
9,-20,9,-23,6,-82,74,-21,8,-23,6,-105,97
10,-20,9,-23,6,-86,92,-21,8,-23,6,-107,103
11,-20,9,-23,6,-94,107,-21,8,-23,6,-111,106
12,-20,9,-23,6,-113,116,-21,8,-23,6,-113,106
13,-20,9,-23,6,-113,118,-21,8,-23,6,-126,121
14,-20,9,-23,6,-120,127,-21,8,-23,6,-138,123
15,-20,9,-23,6,-131,142,-21,8,-23,6,-140,125
16,-20,9,-23,6,-142,153,-21,8,-23,6,-146,127
17,-20,9,-23,6,-156,164,-21,8,-23,6,-149,129
18,-20,9,-23,6,-162,175,-21,8,-23,6,-160,131
19,-20,9,-23,6,-174,186,-21,8,-23,6,-163,135
20,-20,9,-23,6,-174,186,-21,8,-23,6,-181,147
21,-20,9,-23,6,-178,196,-21,8,-23,6,-190,154
22,-20,9,-23,6,-197,206,-21,8,-23,6,-191,154
23,-20,9,-23,6,-219,212,-21,8,-23,6,-193,154
24,-20,9,-23,6,-229,219,-21,8,-23,6,-203,157
25,-20,9,-23,6,-237,225,-21,8,-23,6,-216,160
26,-20,9,-23,6,-237,225,-21,8,-23,6,-242,164
27,-20,9,-23,6,-249,227,-21,8,-23,6,-257,165
28,-20,9,-23,6,-257,232,-21,8,-23,6,-274,165
29,-20,9,-23,6,-280,235,-21,8,-23,6,-278,165
30,-20,9,-23,6,-287,237,-21,8,-23,6,-298,166
31,-20,9,-23,6,-292,240,-21,8,-23,6,-320,166
32,-20,9,-23,6,-292,242,-21,8,-23,6,-347,167
33,-21,18,-23,6,-292,242,-21,8,-23,6,-367,167
34,-34,35,-23,6,-292,242,-21,8,-23,6,-367,167
35,-49,50,-23,6,-292,242,-21,8,-23,6,-367,167
36,-70,59,-23,6,-292,242,-21,8,-23,6,-367,167
37,-84,75,-23,6,-292,242,-21,8,-23,6,-367,167
38,-102,87,-23,6,-292,242,-21,8,-23,6,-367,167
39,-121,98,-23,6,-292,242,-21,8,-23,6,-367,167
40,-143,106,-23,6,-292,242,-21,8,-23,6,-367,167
41,-165,114,-23,6,-292,242,-21,8,-23,6,-367,167
42,-183,126,-23,6,-292,242,-21,8,-23,6,-367,167
43,-201,138,-23,6,-292,242,-21,8,-23,6,-367,167
44,-226,143,-23,6,-292,242,-21,8,-23,6,-367,167
45,-254,145,-23,6,-292,242,-21,8,-23,6,-367,167
46,-281,148,-23,6,-292,242,-21,8,-23,6,-367,167
47,-310,149,-23,6,-292,242,-21,8,-23,6,-367,167
48,-338,151,-23,6,-292,242,-21,8,-23,6,-367,167
49,-367,152,-23,6,-292,242,-21,8,-23,6,-367,167
50,-382,152,-23,6,-292,242,-26,18,-23,6,-367,167
51,-382,152,-23,6,-292,242,-37,37,-23,6,-367,167
52,-382,152,-23,6,-292,242,-53,51,-23,6,-367,167
53,-382,152,-23,6,-292,242,-67,67,-23,6,-367,167
54,-382,152,-23,6,-292,242,-89,75,-23,6,-367,167
55,-382,152,-23,6,-292,242,-104,90,-23,6,-367,167
56,-382,152,-23,6,-292,242,-124,100,-23,6,-367,167
57,-382,152,-23,6,-292,242,-152,102,-23,6,-367,167
58,-382,152,-23,6,-292,242,-176,108,-23,6,-367,167
59,-382,152,-23,6,-292,242,-206,108,-23,6,-367,167
60,-382,152,-23,6,-292,242,-231,113,-23,6,-367,167
61,-382,152,-23,6,-292,242,-257,117,-23,6,-367,167
62,-382,152,-23,6,-292,242,-286,118,-23,6,-367,167
63,-382,152,-23,6,-292,242,-312,122,-23,6,-367,167
64,-382,152,-23,6,-292,242,-341,123,-23,6,-367,167
65,-382,152,-23,6,-292,242,-368,126,-23,6,-367,167
66,-382,152,-23,6,-292,242,-393,131,-23,6,-367,167
67,-382,152,-26,23,-292,242,-397,137,-23,6,-367,167
68,-382,152,-45,34,-292,242,-397,137,-23,6,-367,167
69,-382,152,-64,45,-292,242,-397,137,-23,6,-367,167
70,-382,152,-83,56,-292,242,-397,137,-23,6,-367,167
71,-382,152,-107,62,-292,242,-397,137,-23,6,-367,167
72,-382,152,-130,69,-292,242,-397,137,-23,6,-367,167
73,-382,152,-154,75,-292,242,-397,137,-23,6,-367,167
74,-382,152,-173,86,-292,242,-397,137,-23,6,-367,167
75,-382,152,-187,102,-292,242,-397,137,-23,6,-367,167
76,-382,152,-206,113,-292,242,-397,137,-23,6,-367,167
77,-382,152,-230,119,-292,242,-397,137,-23,6,-367,167
78,-382,152,-254,125,-292,242,-397,137,-23,6,-367,167
79,-382,152,-277,132,-292,242,-397,137,-23,6,-367,167
