,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
43,-785,96,-260,7,-634,247,-773,108,-447,13,-312,8,-245,2,-301,6,-294,5,-271,3,-263,10,-678,32,-836,45,-261,8,-816,65,-755,126,-351,19,-523,17,-843,38,-338,11,-411,25,-385,12,-811,70,-443,27,-380,34
44,-785,96,-283,7,-634,247,-773,108,-447,13,-312,8,-245,2,-301,6,-296,6,-277,3,-263,10,-849,32,-836,45,-261,8,-816,65,-755,126,-351,19,-536,18,-843,38,-338,11,-411,25,-385,12,-811,70,-451,27,-405,34
45,-785,96,-324,7,-634,247,-773,108,-451,13,-312,8,-249,2,-301,6,-337,6,-288,4,-263,10,-849,32,-836,45,-261,8,-816,65,-755,126,-354,19,-537,18,-843,38,-338,11,-414,25,-413,12,-811,70,-480,27,-486,37
46,-785,96,-324,7,-634,247,-773,108,-451,13,-378,8,-259,2,-325,6,-337,6,-296,4,-279,10,-849,32,-836,45,-261,8,-816,65,-755,126,-364,19,-537,18,-843,38,-338,11,-480,25,-443,12,-811,70,-494,27,-492,37
47,-785,96,-336,7,-634,247,-773,108,-466,13,-378,8,-281,2,-326,6,-337,6,-335,4,-289,10,-849,32,-836,45,-261,8,-816,65,-755,126,-370,19,-556,18,-843,38,-360,11,-484,25,-443,12,-811,70,-577,27,-509,37
48,-785,96,-337,7,-634,247,-773,108,-466,13,-378,8,-281,2,-327,6,-337,6,-335,4,-290,10,-849,32,-836,45,-261,8,-816,65,-755,126,-383,19,-556,18,-843,38,-373,11,-484,25,-443,12,-811,70,-795,28,-511,37
49,-785,96,-337,7,-634,247,-773,108,-509,13,-378,8,-281,2,-341,6,-337,6,-335,4,-290,10,-849,32,-836,45,-261,8,-816,65,-755,126,-383,19,-561,18,-843,38,-492,11,-493,25,-443,12,-811,70,-852,29,-513,37
50,-785,96,-369,7,-634,247,-773,108,-509,13,-379,8,-296,2,-341,6,-345,6,-346,4,-326,10,-849,32,-836,45,-267,8,-816,65,-755,126,-396,19,-561,18,-843,38,-492,11,-530,25,-443,12,-811,70,-852,29,-604,37
51,-785,96,-369,7,-634,247,-773,108,-509,13,-379,8,-296,2,-343,6,-345,6,-346,4,-326,10,-849,32,-836,45,-267,8,-816,65,-755,126,-412,19,-561,18,-843,38,-492,11,-530,25,-496,12,-811,70,-852,29,-783,37
52,-785,96,-369,7,-634,247,-773,108,-557,13,-379,8,-296,2,-354,6,-345,6,-346,4,-326,10,-849,32,-836,45,-267,8,-816,65,-755,126,-474,20,-561,18,-843,38,-492,11,-597,25,-496,12,-811,70,-852,29,-840,41
53,-785,96,-407,7,-634,247,-773,108,-557,13,-379,8,-315,2,-354,6,-385,6,-348,4,-326,10,-849,32,-836,45,-270,8,-816,65,-755,126,-483,20,-593,19,-843,38,-492,11,-677,25,-522,12,-811,70,-852,29,-840,41
54,-785,96,-457,7,-634,247,-773,108,-583,13,-382,8,-326,2,-354,6,-436,6,-348,4,-364,10,-849,32,-836,45,-286,8,-816,65,-755,126,-512,20,-616,19,-843,38,-493,11,-678,26,-522,12,-811,70,-852,29,-840,41
55,-785,96,-458,7,-634,247,-773,108,-583,13,-386,8,-333,2,-387,6,-436,6,-348,4,-368,10,-849,32,-836,45,-293,8,-816,65,-755,126,-530,20,-616,19,-843,38,-493,11,-851,29,-522,12,-811,70,-852,29,-840,41
56,-785,96,-486,7,-634,247,-773,108,-604,13,-395,8,-351,3,-387,6,-436,6,-355,4,-434,10,-849,32,-836,45,-303,8,-816,65,-755,126,-556,20,-668,19,-843,38,-504,11,-851,30,-522,12,-811,70,-852,29,-840,41
57,-785,96,-486,7,-634,247,-773,108,-604,13,-441,8,-402,3,-387,6,-436,6,-500,4,-434,10,-849,32,-836,45,-311,8,-816,65,-755,126,-556,20,-668,19,-843,38,-504,11,-851,30,-522,12,-811,70,-852,29,-840,41
58,-785,96,-506,7,-634,247,-773,108,-638,13,-441,8,-428,3,-387,6,-436,6,-500,4,-435,10,-849,32,-836,45,-357,8,-816,65,-755,126,-559,20,-677,19,-843,38,-615,11,-851,30,-522,12,-811,70,-852,29,-840,41
59,-785,96,-530,7,-634,247,-773,108,-739,13,-441,8,-429,3,-473,6,-436,6,-500,4,-435,10,-849,32,-836,45,-394,8,-816,65,-755,126,-559,20,-677,19,-843,38,-616,11,-851,30,-522,12,-811,70,-852,29,-840,41
