,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-18,11,-21,8,-22,20,-22,7,-31,15,-18,11
1,-18,11,-21,8,-37,27,-22,7,-39,15,-18,11
2,-24,14,-21,8,-38,28,-22,7,-39,15,-26,22
3,-32,22,-21,8,-38,28,-22,7,-39,15,-31,31
4,-35,36,-21,8,-38,28,-22,7,-39,15,-37,38
5,-39,41,-21,8,-38,28,-22,7,-39,15,-47,49
6,-49,50,-21,8,-38,28,-22,7,-39,15,-53,54
7,-53,56,-21,8,-38,28,-22,7,-39,15,-62,65
8,-65,61,-21,8,-38,28,-22,7,-39,15,-70,70
9,-69,65,-21,8,-38,28,-22,7,-39,15,-84,78
10,-73,71,-21,8,-38,28,-22,7,-39,15,-101,81
11,-73,71,-21,8,-38,28,-22,7,-39,15,-106,106
12,-81,80,-21,8,-38,28,-22,7,-39,15,-110,115
13,-101,86,-21,8,-38,28,-22,7,-39,15,-111,118
14,-104,90,-21,8,-38,28,-22,7,-39,15,-130,122
15,-119,99,-21,8,-38,28,-22,7,-39,15,-132,126
16,-138,107,-21,8,-38,28,-22,7,-39,15,-132,129
17,-140,108,-21,8,-38,28,-22,7,-39,15,-147,141
18,-163,115,-21,8,-38,28,-22,7,-39,15,-147,141
19,-179,129,-21,8,-38,28,-22,7,-39,15,-147,141
20,-201,137,-21,8,-38,28,-22,7,-39,15,-147,141
21,-226,141,-21,8,-38,28,-22,7,-39,15,-148,141
22,-253,144,-21,8,-38,28,-22,7,-39,15,-148,141
23,-259,145,-21,8,-38,28,-22,7,-39,15,-166,146
24,-285,147,-21,8,-38,28,-22,7,-39,15,-167,147
25,-287,148,-21,8,-38,28,-22,7,-39,15,-187,154
26,-316,149,-21,8,-38,28,-22,7,-39,15,-187,154
27,-335,152,-21,8,-38,28,-22,7,-39,15,-193,156
28,-349,152,-21,8,-38,28,-22,7,-39,15,-206,159
29,-372,152,-21,8,-38,28,-22,7,-39,15,-213,159
30,-380,152,-21,8,-38,30,-22,7,-39,15,-228,164
31,-380,152,-21,8,-47,51,-22,7,-39,15,-228,164
32,-380,152,-21,8,-52,76,-22,7,-39,15,-228,164
33,-380,152,-21,8,-74,84,-22,7,-39,15,-228,164
34,-380,152,-21,8,-90,98,-22,7,-39,15,-228,164
35,-380,152,-21,8,-100,118,-22,7,-39,15,-228,164
36,-380,152,-21,8,-118,130,-22,7,-39,15,-228,164
37,-380,152,-21,8,-133,145,-22,7,-39,15,-228,164
38,-380,152,-21,8,-155,153,-22,7,-39,15,-228,164
39,-380,152,-21,8,-170,168,-22,7,-39,15,-228,164
40,-380,152,-21,8,-180,188,-22,7,-39,15,-228,164
41,-380,152,-21,8,-200,198,-22,7,-39,15,-228,164
42,-380,152,-21,8,-212,216,-22,7,-39,15,-228,164
43,-380,152,-21,8,-234,224,-22,7,-39,15,-228,164
44,-380,152,-21,8,-249,229,-22,7,-39,15,-235,167
45,-380,152,-21,8,-275,233,-22,7,-39,15,-235,167
46,-380,152,-21,8,-280,233,-22,7,-39,15,-255,172
47,-380,152,-21,8,-281,233,-22,7,-39,15,-282,174
48,-380,152,-21,8,-287,233,-22,7,-39,15,-306,174
49,-380,152,-21,8,-297,236,-22,7,-39,15,-323,174
50,-380,152,-21,8,-298,236,-22,7,-39,15,-352,174
51,-382,152,-21,8,-298,236,-22,7,-41,33,-360,174
52,-382,152,-21,8,-298,236,-22,7,-59,45,-360,174
53,-382,152,-21,8,-298,236,-22,7,-75,59,-360,174
54,-382,152,-21,8,-298,236,-22,7,-88,76,-360,174
55,-382,152,-21,8,-298,236,-22,7,-110,84,-360,174
56,-382,152,-21,8,-298,236,-22,7,-132,92,-360,174
57,-382,152,-21,8,-298,236,-22,7,-151,103,-360,174
58,-382,152,-21,8,-298,236,-22,7,-174,110,-360,174
59,-382,152,-21,8,-298,236,-22,7,-194,120,-360,174
60,-382,152,-21,8,-298,236,-22,7,-218,126,-360,174
61,-382,152,-21,8,-298,236,-22,7,-246,128,-360,174
62,-382,152,-21,8,-298,236,-22,7,-272,132,-360,174
63,-382,152,-21,8,-298,236,-22,7,-296,138,-360,174
64,-382,152,-21,8,-298,236,-22,7,-323,141,-360,174
65,-382,152,-21,8,-298,236,-22,7,-350,144,-360,174
66,-382,152,-21,8,-298,236,-22,7,-374,150,-360,174
67,-382,152,-21,8,-298,236,-27,22,-381,153,-360,174
68,-382,152,-21,8,-298,236,-40,39,-381,153,-360,174
69,-382,152,-21,8,-298,236,-53,56,-381,153,-360,174
70,-382,152,-21,8,-298,236,-70,69,-381,153,-360,174
71,-382,152,-21,8,-298,236,-90,79,-381,153,-360,174
72,-382,152,-21,8,-298,236,-103,96,-381,153,-360,174
73,-382,152,-21,8,-298,236,-129,100,-381,153,-360,174
74,-382,152,-21,8,-298,236,-156,103,-381,153,-360,174
75,-382,152,-21,8,-298,236,-179,110,-381,153,-360,174
76,-382,152,-21,8,-298,236,-209,110,-381,153,-360,174
77,-382,152,-21,8,-298,236,-235,114,-381,153,-360,174
78,-382,152,-21,8,-298,236,-262,117,-381,153,-360,174
79,-382,152,-21,8,-298,236,-288,121,-381,153,-360,174
