,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-71,16,-62,6,-60,12,-62,14,-111,16,-63,5,-63,5,-64,4,-66,2,-61,7,-61,7,-62,6,-62,6,-64,4,-64,4,-64,4,-65,3,-66,2
1,-143,19,-62,6,-60,15,-62,22,-115,16,-63,5,-63,5,-64,4,-66,2,-61,7,-61,7,-62,6,-62,6,-64,4,-64,4,-64,4,-65,3,-66,2
2,-143,19,-62,6,-116,17,-90,24,-115,17,-63,5,-63,5,-64,4,-66,2,-61,7,-61,7,-62,6,-62,7,-64,4,-64,4,-64,4,-65,3,-66,2
3,-143,19,-63,33,-116,17,-91,24,-115,17,-63,7,-73,9,-64,4,-66,2,-61,27,-61,11,-62,10,-64,12,-64,5,-64,4,-72,4,-65,4,-66,2
4,-143,19,-125,46,-116,17,-91,24,-115,17,-63,7,-73,9,-64,4,-66,2,-61,39,-61,11,-62,10,-66,13,-64,5,-64,4,-72,4,-65,4,-66,2
5,-143,19,-146,46,-116,17,-91,24,-171,22,-63,7,-73,9,-64,4,-66,2,-62,44,-61,11,-62,10,-66,15,-64,5,-64,4,-72,4,-65,4,-66,2
6,-143,19,-146,46,-116,17,-91,24,-171,22,-66,7,-73,9,-64,4,-66,2,-122,47,-61,11,-62,10,-89,16,-64,5,-64,4,-72,4,-65,4,-66,2
7,-143,19,-163,46,-116,17,-91,24,-171,22,-67,7,-74,10,-64,4,-66,2,-167,47,-65,12,-62,10,-91,16,-66,5,-65,4,-72,4,-65,19,-66,2
8,-143,19,-181,46,-116,17,-99,24,-171,22,-90,9,-74,10,-64,4,-66,2,-192,47,-66,12,-62,10,-91,16,-67,5,-65,5,-76,4,-66,25,-66,2
9,-143,20,-238,46,-116,17,-99,24,-171,22,-90,9,-74,13,-64,4,-66,2,-211,47,-75,12,-62,10,-91,16,-68,5,-65,5,-76,4,-66,25,-66,2
10,-147,20,-238,46,-116,17,-104,24,-171,22,-90,9,-74,13,-64,4,-66,2,-281,47,-84,12,-63,10,-91,16,-68,5,-65,5,-76,4,-66,25,-66,3
11,-147,21,-244,46,-116,17,-104,24,-171,22,-90,9,-74,13,-64,4,-66,2,-364,47,-84,12,-63,10,-91,16,-68,5,-65,5,-76,4,-66,25,-66,3
12,-147,21,-265,46,-116,17,-104,24,-171,22,-90,9,-91,13,-64,4,-66,2,-412,49,-84,12,-63,10,-91,16,-68,5,-65,5,-76,4,-66,25,-66,5
13,-147,21,-272,46,-116,17,-110,24,-171,22,-90,9,-91,13,-64,4,-66,2,-486,50,-84,12,-64,11,-91,16,-68,5,-65,5,-76,4,-66,25,-66,5
14,-147,21,-276,46,-116,17,-111,24,-171,22,-90,9,-91,13,-64,45,-66,2,-516,50,-84,12,-75,11,-91,16,-68,5,-65,5,-76,4,-66,28,-66,5
15,-147,21,-353,47,-116,17,-111,24,-171,22,-90,9,-91,13,-70,46,-66,2,-516,50,-84,12,-78,11,-91,16,-68,5,-65,5,-76,4,-68,28,-66,5
16,-147,21,-361,47,-116,17,-113,24,-171,22,-90,9,-91,13,-132,46,-66,2,-534,50,-84,12,-78,11,-91,16,-68,5,-65,5,-76,4,-68,28,-66,5
17,-147,21,-444,49,-116,17,-116,24,-171,22,-90,9,-91,13,-132,46,-66,2,-534,51,-84,12,-78,11,-91,16,-68,5,-65,5,-76,4,-68,29,-66,5
18,-147,22,-505,49,-116,17,-136,24,-171,22,-90,9,-91,13,-132,46,-66,2,-538,53,-84,12,-78,11,-93,16,-68,5,-65,5,-76,4,-68,29,-66,5
19,-147,22,-528,68,-116,17,-145,25,-171,22,-90,9,-91,13,-132,46,-66,2,-538,58,-84,12,-78,11,-93,16,-68,5,-65,5,-76,4,-70,29,-97,5
20,-147,22,-528,68,-116,17,-223,25,-171,22,-90,9,-91,13,-133,46,-66,2,-538,58,-95,12,-78,11,-93,16,-68,5,-65,5,-76,4,-70,29,-97,5
