,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-21,22,-23,9,-21,9,-23,8,-21,9,-21,17
1,-23,25,-23,9,-23,15,-23,9,-23,13,-25,23
2,-27,28,-26,11,-24,20,-24,12,-24,13,-28,27
3,-32,29,-27,13,-26,27,-25,12,-26,16,-29,32
4,-33,31,-27,15,-31,31,-32,15,-28,19,-29,33
5,-37,31,-28,21,-32,36,-33,18,-29,20,-30,39
6,-38,35,-32,23,-33,40,-35,22,-30,20,-33,43
7,-42,43,-34,24,-34,41,-35,24,-33,23,-34,47
8,-45,44,-40,25,-35,42,-35,28,-35,27,-37,51
9,-50,48,-43,26,-36,45,-36,29,-37,32,-39,53
10,-53,49,-47,28,-41,49,-37,29,-39,32,-41,59
11,-55,51,-52,30,-43,52,-38,30,-41,36,-45,61
12,-59,52,-55,33,-45,56,-40,32,-45,36,-49,62
13,-59,55,-57,34,-50,59,-42,33,-47,39,-52,67
14,-63,58,-61,38,-51,63,-43,34,-48,40,-56,69
15,-64,60,-64,39,-52,65,-44,36,-50,42,-65,73
16,-66,63,-65,40,-55,70,-45,37,-56,43,-66,78
17,-69,65,-71,42,-57,74,-45,39,-57,46,-70,79
18,-73,66,-75,45,-59,79,-48,39,-58,48,-73,81
19,-77,68,-80,48,-59,81,-48,45,-60,49,-77,82
20,-82,69,-84,49,-64,84,-51,45,-63,52,-77,84
21,-83,73,-84,50,-70,92,-52,47,-63,53,-80,87
22,-90,77,-87,50,-73,96,-52,48,-65,55,-83,88
23,-93,79,-93,51,-76,98,-53,50,-67,56,-86,92
24,-97,82,-96,51,-80,101,-55,52,-68,59,-89,94
25,-98,86,-99,54,-84,105,-57,54,-70,61,-91,95
26,-101,87,-99,55,-87,108,-59,54,-75,66,-97,96
27,-103,88,-101,57,-89,112,-63,55,-76,69,-99,102
28,-105,89,-104,57,-91,118,-67,56,-79,70,-100,108
29,-108,89,-107,59,-97,122,-70,58,-80,71,-101,112
30,-115,90,-110,61,-100,123,-72,63,-82,72,-102,114
31,-118,91,-118,65,-101,127,-73,64,-83,74,-104,116
32,-121,95,-125,65,-103,128,-76,65,-87,74,-106,119
33,-126,99,-126,68,-105,132,-77,66,-92,76,-108,119
34,-129,104,-131,71,-107,137,-79,67,-92,78,-110,119
35,-133,105,-134,74,-110,140,-81,68,-95,79,-114,121
36,-138,108,-136,75,-114,141,-84,72,-99,81,-115,121
37,-141,109,-140,77,-118,144,-87,72,-104,84,-115,123
38,-145,110,-142,78,-123,151,-87,72,-108,86,-117,125
39,-151,111,-146,79,-127,152,-89,73,-111,88,-120,127
40,-156,114,-150,80,-128,156,-93,77,-112,88,-122,128
41,-158,114,-155,84,-133,158,-96,78,-118,88,-123,129
42,-165,114,-157,87,-136,160,-99,80,-123,90,-123,130
43,-168,114,-161,90,-137,160,-101,80,-129,92,-127,135
44,-168,115,-167,91,-139,162,-107,82,-135,92,-129,137
45,-172,117,-173,91,-142,162,-110,83,-140,94,-131,139
46,-179,117,-178,93,-146,166,-111,83,-144,95,-132,140
47,-184,120,-182,95,-148,167,-112,84,-148,95,-137,142
48,-185,120,-184,99,-150,168,-113,88,-152,97,-141,147
49,-191,121,-187,100,-152,169,-115,90,-157,100,-142,150
50,-194,122,-193,101,-153,171,-117,94,-162,100,-145,152
51,-196,126,-195,103,-155,173,-120,97,-167,100,-150,152
52,-200,127,-199,103,-156,174,-124,99,-169,103,-156,154
53,-204,128,-202,106,-159,176,-126,101,-173,104,-161,154
54,-207,129,-209,108,-162,177,-132,102,-175,105,-164,154
55,-213,132,-214,108,-165,178,-135,106,-176,105,-166,156
56,-218,133,-215,108,-173,181,-138,106,-182,105,-168,157
57,-221,133,-219,109,-175,186,-140,108,-185,108,-172,158
58,-222,136,-226,109,-177,187,-145,108,-191,111,-174,158
59,-225,137,-230,111,-183,188,-148,111,-194,112,-177,158
60,-228,137,-238,111,-187,189,-151,112,-200,112,-180,159
61,-229,137,-242,112,-191,190,-155,116,-206,113,-184,159
62,-235,138,-243,115,-191,191,-164,117,-211,114,-186,159
63,-240,139,-246,115,-195,195,-171,117,-213,115,-189,159
64,-243,140,-252,115,-195,198,-173,117,-222,117,-192,160
65,-249,141,-257,118,-199,201,-176,117,-227,117,-192,160
66,-253,141,-258,121,-207,203,-182,118,-227,117,-197,160
67,-257,142,-260,123,-212,204,-185,118,-231,121,-201,160
68,-266,142,-265,123,-215,208,-188,118,-234,121,-204,160
69,-269,145,-270,126,-219,208,-194,118,-237,122,-206,160
70,-274,146,-276,128,-221,208,-198,119,-240,123,-211,160
71,-279,146,-279,130,-227,208,-202,120,-244,123,-215,161
72,-282,146,-281,132,-233,210,-208,120,-248,126,-217,161
73,-286,146,-286,133,-240,210,-215,120,-251,126,-220,161
74,-292,146,-292,133,-242,210,-220,120,-256,126,-226,161
75,-295,146,-295,133,-245,213,-226,122,-258,129,-230,162
76,-299,148,-303,133,-245,213,-232,122,-265,129,-233,162
77,-304,150,-306,134,-247,215,-237,124,-267,131,-237,162
78,-307,152,-312,135,-248,216,-243,125,-271,131,-241,163
79,-310,153,-314,135,-252,218,-249,126,-276,132,-246,163
