,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-134,17,-91,2,-143,50,-91,8,-91,2,-90,3,-91,2,-90,3,-91,2,-91,2,-90,3,-89,4,-113,8,-90,3,-87,6,-102,17,-91,2,-90,3,-88,5,-91,2,-88,5,-91,2,-107,18,-87,6,-89,4
1,-135,19,-91,2,-186,89,-93,8,-91,2,-90,3,-92,2,-90,3,-91,2,-91,2,-90,5,-92,6,-114,10,-90,7,-93,8,-149,30,-91,2,-90,3,-93,12,-91,2,-89,12,-94,2,-135,43,-87,6,-92,5
2,-135,20,-91,2,-261,196,-93,8,-91,2,-90,3,-92,2,-90,3,-91,2,-91,2,-90,5,-92,6,-114,10,-90,7,-93,8,-150,32,-91,2,-90,3,-93,12,-91,2,-89,12,-94,2,-183,59,-87,6,-92,5
3,-135,20,-91,2,-473,227,-93,8,-91,2,-90,3,-92,2,-90,3,-91,2,-91,2,-90,5,-92,6,-114,10,-90,7,-93,8,-150,32,-91,2,-90,3,-93,12,-91,2,-89,12,-94,2,-185,64,-87,6,-92,5
4,-152,28,-91,2,-518,235,-93,8,-91,2,-90,3,-92,2,-90,3,-91,2,-91,2,-91,6,-94,6,-117,16,-93,8,-95,9,-182,43,-91,2,-90,3,-108,19,-91,2,-97,16,-95,2,-250,67,-89,9,-92,6
5,-165,61,-91,2,-518,235,-102,22,-91,2,-90,3,-92,2,-90,3,-91,2,-91,2,-93,7,-94,6,-130,23,-96,9,-95,9,-218,65,-91,2,-90,3,-141,28,-91,2,-133,22,-95,2,-250,67,-92,10,-97,9
6,-357,89,-91,2,-518,235,-102,27,-91,2,-90,3,-92,2,-90,3,-91,2,-91,2,-93,7,-94,6,-130,23,-96,9,-95,9,-227,81,-91,2,-90,3,-141,28,-91,2,-133,22,-95,2,-250,67,-92,10,-97,9
7,-380,90,-91,2,-558,237,-179,53,-91,2,-90,3,-92,2,-90,3,-91,2,-91,2,-93,7,-94,6,-130,23,-96,9,-95,9,-274,114,-91,2,-90,3,-141,28,-91,2,-134,22,-95,2,-250,67,-92,10,-97,9
8,-414,90,-91,2,-558,237,-216,68,-91,2,-90,3,-92,2,-90,3,-91,2,-91,2,-93,7,-94,6,-130,23,-96,9,-95,9,-432,120,-91,2,-90,3,-141,28,-91,2,-134,22,-95,2,-250,67,-92,10,-97,9
9,-524,90,-91,2,-603,243,-268,92,-91,2,-90,3,-92,2,-90,3,-91,2,-91,2,-99,7,-94,6,-131,23,-96,9,-95,9,-434,120,-91,2,-90,3,-144,29,-91,2,-134,22,-95,2,-250,67,-92,10,-97,9
10,-524,90,-91,2,-603,243,-513,97,-91,2,-90,3,-92,2,-90,3,-91,2,-91,2,-99,7,-94,6,-131,23,-96,9,-95,9,-434,120,-91,2,-90,3,-144,29,-91,2,-134,22,-95,2,-250,67,-92,10,-97,9
11,-524,90,-91,2,-628,243,-734,101,-91,2,-90,3,-92,2,-90,3,-91,2,-91,2,-99,7,-94,6,-131,23,-96,9,-95,9,-434,120,-91,2,-90,3,-144,29,-91,2,-134,22,-95,2,-250,67,-92,10,-97,9
12,-708,91,-91,2,-636,245,-773,108,-91,2,-90,3,-92,2,-90,3,-91,2,-91,2,-99,8,-94,6,-131,24,-96,9,-95,9,-434,120,-91,2,-90,3,-146,31,-91,2,-136,23,-95,2,-250,67,-92,10,-97,9
13,-785,96,-91,2,-636,245,-773,108,-91,2,-96,3,-92,2,-91,3,-91,2,-91,2,-123,8,-99,7,-135,24,-99,9,-96,10,-459,121,-91,2,-92,3,-162,34,-91,2,-143,24,-95,3,-301,68,-93,14,-98,17
14,-785,96,-99,2,-636,245,-773,108,-93,2,-97,3,-94,2,-96,3,-96,2,-91,2,-123,8,-100,7,-137,24,-129,9,-115,11,-497,121,-95,2,-92,3,-165,35,-97,2,-145,24,-98,3,-342,68,-124,19,-134,21
15,-785,96,-99,2,-636,245,-773,108,-96,2,-98,3,-95,2,-97,3,-96,2,-91,2,-123,8,-102,7,-146,25,-129,9,-119,12,-520,121,-96,2,-96,3,-226,36,-97,2,-158,24,-99,3,-434,68,-141,19,-146,23
16,-785,96,-99,2,-636,245,-773,108,-96,2,-107,3,-97,2,-99,3,-96,2,-93,2,-123,8,-104,8,-146,25,-129,9,-119,13,-553,121,-96,2,-96,3,-226,36,-97,2,-158,24,-102,3,-581,71,-143,21,-182,28
17,-785,96,-99,2,-636,245,-773,108,-96,2,-108,3,-97,2,-99,3,-97,2,-93,2,-123,8,-105,12,-146,25,-129,9,-121,14,-553,121,-96,2,-96,3,-226,36,-98,2,-161,24,-105,3,-810,71,-144,21,-185,28
