,hamming_loss,f_beta,coverage,ranking_loss,average_precision,macro_averaging,micro_averaging,one_error
0,0.2050978067575578,0.5716834362649388,7.995850622406639,6.7012448132780085,0.3447118293590749,0.2596124258004606,0.5785627283800244,0.2572614107883817
1,0.2015411973918198,0.5922617894621334,7.991701244813278,6.730290456431535,0.35256838465794915,0.27803824497427015,0.5952380952380952,0.25311203319502074
2,0.1979845880260818,0.6152684583130511,7.726141078838174,6.485477178423237,0.358999145906641,0.2957146391525975,0.6143187066974596,0.24896265560165975
3,0.1967990515708358,0.6142051232990314,7.676348547717843,6.340248962655601,0.3606964104562033,0.3037382523336979,0.6139534883720931,0.24066390041493776
4,0.2000592768227623,0.6203871726351736,7.659751037344399,6.257261410788382,0.35544715761321594,0.3071615320921351,0.6131805157593124,0.23651452282157676
5,0.1982809721398933,0.6216908793029085,7.609958506224066,6.3070539419087135,0.3568616795351555,0.30352982599781914,0.6157380815623205,0.23236514522821577
6,0.1965026674570243,0.6245619554048836,7.622406639004149,6.269709543568465,0.3589828849328371,0.30954218366670067,0.6222222222222222,0.22406639004149378
7,0.1935388263189093,0.6377598236880215,7.576763485477178,6.348547717842323,0.3622041066866785,0.3256008535041279,0.6345831001678791,0.21991701244813278
8,0.19176052163604032,0.6445134985681035,7.535269709543568,6.232365145228216,0.3647802881078575,0.3330399134028767,0.641551246537396,0.2033195020746888
9,0.19205690574985182,0.6485119871756944,7.572614107883817,6.3029045643153525,0.3673853926721082,0.33827396781202873,0.641988950276243,0.17842323651452283
10,0.1947243627741553,0.6408356486215738,7.614107883817427,6.236514522821577,0.36280429166517836,0.32981649642799615,0.63681592039801,0.2033195020746888
11,0.19146413752222882,0.6438942131211318,7.609958506224066,6.4149377593361,0.3652097790773308,0.33247652627473745,0.6419068736141906,0.2157676348547718
12,0.19324244220509781,0.635224000937833,7.580912863070539,6.3029045643153525,0.36528331591560237,0.33313732175579575,0.6337078651685394,0.21161825726141079
13,0.1905749851807943,0.6418982460528266,7.5062240663900415,6.340248962655601,0.3693128902790562,0.34126241620910125,0.6421814134668892,0.2157676348547718
14,0.1893894487255483,0.64526426470917,7.4979253112033195,6.377593360995851,0.37114305176063267,0.34414330703623935,0.6451971127151582,0.2157676348547718
15,0.19176052163604032,0.6391229226324833,7.473029045643154,6.228215767634855,0.36802112545426685,0.3382068537778299,0.63794068270845,0.2157676348547718
