,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-24,15,-23,9,-21,13,-22,8,-23,15,-21,10
1,-28,20,-25,10,-21,16,-22,10,-30,17,-21,14
2,-29,22,-26,10,-24,21,-22,13,-33,18,-27,19
3,-35,26,-27,10,-29,21,-24,17,-33,21,-30,21
4,-36,30,-28,10,-33,25,-27,18,-34,25,-33,25
5,-40,33,-30,11,-37,27,-28,21,-37,29,-35,26
6,-41,37,-30,11,-40,33,-28,23,-38,31,-38,34
7,-42,39,-36,11,-45,39,-28,23,-41,34,-40,36
8,-49,41,-39,13,-46,43,-29,26,-45,34,-42,37
9,-54,43,-42,14,-47,49,-29,26,-48,36,-46,40
10,-58,48,-42,14,-54,51,-31,29,-50,38,-47,42
11,-59,51,-44,15,-58,55,-31,31,-52,41,-53,44
12,-60,53,-45,15,-61,56,-36,34,-56,44,-56,48
13,-62,55,-46,18,-64,58,-39,35,-59,45,-57,56
14,-63,57,-47,21,-68,60,-40,37,-65,49,-59,58
15,-64,60,-50,24,-72,65,-40,38,-65,51,-63,62
16,-64,63,-53,26,-79,67,-42,45,-65,52,-64,64
17,-68,64,-54,27,-79,68,-45,47,-67,56,-70,69
18,-71,67,-54,28,-82,73,-46,49,-72,57,-76,69
19,-72,67,-58,34,-87,75,-47,50,-74,62,-76,72
20,-75,71,-59,36,-90,79,-49,51,-78,63,-78,75
21,-78,75,-62,37,-94,87,-50,53,-80,63,-79,76
22,-79,77,-68,40,-94,92,-52,55,-82,65,-81,79
23,-81,78,-69,40,-95,99,-57,57,-86,65,-83,84
24,-87,80,-71,41,-96,103,-58,57,-88,66,-86,91
25,-87,81,-76,43,-101,108,-60,57,-91,68,-86,96
26,-92,83,-80,48,-102,109,-61,57,-96,71,-88,97
27,-95,85,-84,48,-106,114,-65,59,-99,73,-88,98
28,-97,88,-85,50,-109,118,-68,60,-100,75,-91,103
29,-99,88,-90,51,-114,120,-69,63,-106,79,-91,104
30,-103,93,-95,53,-114,127,-70,63,-109,79,-93,105
31,-106,94,-99,56,-119,130,-71,67,-109,79,-96,108
32,-109,96,-103,59,-120,133,-75,71,-110,79,-99,110
33,-110,97,-111,60,-125,136,-77,74,-112,79,-101,112
34,-113,97,-115,61,-131,140,-79,74,-114,81,-104,115
35,-113,100,-115,62,-136,145,-83,75,-119,84,-107,115
36,-115,100,-119,63,-140,148,-85,79,-122,86,-112,115
37,-117,100,-127,65,-143,152,-85,81,-125,86,-115,118
38,-123,103,-130,67,-145,153,-86,84,-127,89,-115,122
39,-124,104,-137,68,-150,155,-88,86,-132,91,-116,123
40,-126,104,-139,70,-155,158,-93,86,-136,93,-118,126
41,-128,105,-146,73,-157,161,-95,88,-138,95,-120,128
42,-135,106,-150,77,-157,164,-96,89,-143,96,-122,129
43,-139,108,-157,78,-159,164,-99,91,-146,97,-124,132
44,-140,110,-161,83,-159,164,-101,95,-152,97,-128,134
45,-142,110,-169,85,-162,168,-103,98,-154,98,-130,135
46,-143,112,-175,86,-167,172,-106,100,-154,99,-135,135
47,-149,112,-181,87,-171,173,-106,101,-158,102,-137,137
48,-154,112,-187,88,-173,176,-110,102,-160,103,-140,139
49,-157,113,-188,89,-179,180,-114,102,-163,104,-143,142
50,-162,114,-193,91,-182,183,-114,102,-166,104,-150,143
51,-169,117,-198,93,-185,184,-117,102,-170,106,-150,143
52,-173,117,-204,96,-185,188,-120,104,-174,108,-152,143
53,-179,119,-208,100,-188,191,-123,105,-176,109,-153,143
54,-182,121,-211,100,-190,192,-128,105,-180,113,-156,146
55,-187,122,-215,101,-193,194,-134,105,-182,115,-160,146
56,-189,127,-218,103,-194,197,-139,105,-184,116,-163,149
57,-193,128,-220,104,-196,198,-141,106,-191,120,-167,150
58,-195,130,-223,107,-200,199,-146,106,-195,122,-170,151
59,-201,132,-226,108,-202,200,-151,109,-195,122,-176,152
60,-206,136,-226,108,-206,201,-154,111,-204,123,-177,152
61,-210,138,-230,109,-207,203,-159,113,-208,123,-180,154
62,-214,139,-233,112,-208,208,-162,114,-213,124,-183,154
63,-215,139,-243,114,-211,208,-168,115,-215,125,-186,155
64,-218,142,-248,116,-215,209,-172,116,-218,125,-190,155
65,-222,142,-253,120,-218,209,-175,116,-224,127,-191,157
66,-227,143,-256,122,-218,209,-180,116,-231,129,-195,158
67,-230,144,-261,123,-222,210,-184,116,-235,130,-199,160
68,-235,148,-264,123,-224,211,-185,116,-240,132,-205,161
69,-238,149,-268,125,-226,213,-191,116,-246,133,-206,163
70,-243,150,-275,126,-226,214,-196,119,-247,133,-210,165
71,-247,150,-277,128,-231,216,-199,119,-252,134,-215,166
72,-251,151,-280,129,-234,219,-201,120,-259,135,-219,166
73,-255,152,-285,130,-238,219,-204,120,-268,135,-221,167
74,-258,154,-290,131,-241,219,-209,120,-274,135,-226,167
75,-262,154,-293,131,-243,221,-216,122,-278,135,-231,168
76,-269,154,-299,132,-245,221,-220,122,-284,136,-234,168
77,-275,156,-303,132,-246,223,-227,123,-288,136,-237,168
78,-280,156,-307,133,-248,224,-237,123,-290,136,-242,168
79,-284,156,-315,135,-251,224,-238,124,-296,138,-245,168
