,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22
0,-43,89,-100,31,-94,10,-101,2,-114,10,-99,5,-99,2,-97,4,-100,5,-100,7,-114,14,-105,8,-103,4,-108,3,-100,5,-122,9,-99,3,-100,5,-95,5,-97,3,-99,2,-96,4,-112,3
1,-45,116,-114,49,-112,11,-105,2,-123,10,-101,5,-100,2,-98,4,-105,6,-115,8,-133,24,-125,8,-107,4,-108,3,-109,5,-134,11,-107,3,-101,5,-96,5,-103,3,-99,2,-114,4,-113,3
2,-47,139,-128,59,-123,12,-112,2,-153,12,-104,5,-100,2,-100,4,-117,7,-137,13,-146,32,-130,8,-111,4,-113,3,-117,5,-147,11,-115,3,-107,5,-100,5,-110,3,-99,2,-117,4,-114,3
3,-55,183,-148,69,-130,15,-114,2,-165,15,-116,6,-100,2,-102,4,-127,9,-151,17,-158,35,-140,8,-114,5,-116,3,-121,6,-161,13,-120,3,-110,5,-107,5,-114,3,-100,2,-118,4,-116,3
4,-60,225,-171,82,-136,19,-117,2,-170,17,-128,6,-100,2,-104,4,-131,10,-167,19,-169,36,-154,8,-120,5,-118,3,-129,6,-174,17,-122,3,-120,5,-110,5,-119,3,-102,2,-123,5,-119,3
5,-64,261,-197,98,-146,26,-120,2,-196,17,-134,6,-100,2,-104,4,-136,10,-184,21,-180,39,-156,9,-122,5,-120,3,-133,6,-190,17,-128,3,-135,5,-115,5,-122,3,-102,2,-124,5,-120,3
6,-70,290,-219,114,-154,30,-120,2,-204,18,-140,6,-101,2,-104,4,-149,11,-197,22,-190,43,-166,10,-135,5,-127,3,-139,6,-206,20,-132,3,-145,5,-122,5,-123,3,-109,2,-126,5,-120,3
7,-70,311,-233,127,-162,31,-127,2,-216,19,-143,6,-102,2,-106,4,-164,16,-236,26,-204,45,-185,11,-138,6,-130,3,-143,6,-213,22,-138,3,-152,5,-125,5,-127,3,-111,2,-131,5,-121,3
8,-78,337,-243,140,-169,32,-130,2,-233,20,-151,6,-102,2,-108,4,-186,20,-265,31,-214,49,-193,11,-142,6,-136,3,-147,7,-222,22,-139,3,-163,5,-130,5,-130,3,-111,2,-136,5,-124,3
9,-85,369,-269,158,-173,33,-130,2,-257,20,-154,6,-102,2,-111,4,-201,20,-273,34,-219,50,-198,11,-160,6,-140,3,-152,8,-236,24,-145,3,-173,5,-135,5,-130,3,-114,2,-142,5,-125,3
10,-93,400,-281,166,-190,37,-132,2,-282,23,-158,6,-104,2,-114,4,-205,20,-283,37,-226,50,-212,11,-170,7,-145,3,-159,9,-243,26,-147,3,-189,5,-141,5,-134,3,-119,2,-146,5,-128,3
11,-98,432,-321,191,-196,38,-133,2,-298,24,-169,6,-104,2,-119,4,-214,20,-290,40,-234,50,-217,12,-172,7,-146,3,-161,9,-251,27,-152,3,-192,6,-151,5,-140,3,-119,2,-155,5,-134,3
12,-104,465,-353,208,-205,41,-134,2,-306,25,-178,7,-108,2,-124,4,-224,21,-311,44,-239,50,-231,13,-176,7,-152,3,-171,11,-256,27,-152,3,-194,6,-157,5,-141,3,-122,2,-158,5,-137,3
13,-108,488,-369,221,-216,42,-134,2,-324,27,-188,7,-109,2,-127,4,-254,22,-328,50,-249,52,-234,13,-179,7,-153,3,-171,13,-264,28,-153,3,-213,6,-170,5,-143,3,-126,2,-162,5,-138,3
14,-113,518,-403,236,-222,46,-135,2,-331,27,-204,8,-109,2,-133,4,-271,24,-346,53,-258,53,-246,15,-184,7,-155,4,-174,13,-269,28,-153,3,-217,6,-181,5,-146,3,-127,2,-167,6,-138,3
15,-117,547,-419,242,-239,49,-137,2,-350,27,-222,9,-109,2,-135,4,-279,25,-351,54,-264,53,-255,15,-195,7,-160,4,-187,13,-283,28,-155,3,-225,6,-189,6,-150,3,-128,2,-177,6,-144,3
16,-120,607,-441,255,-253,52,-142,2,-373,27,-227,10,-110,2,-139,4,-283,25,-357,56,-270,54,-259,15,-198,7,-164,4,-195,13,-292,28,-155,3,-234,6,-194,6,-155,3,-129,2,-184,6,-146,3
17,-126,620,-452,265,-269,52,-144,2,-396,28,-233,10,-114,2,-146,4,-293,25,-371,59,-282,56,-270,16,-205,7,-168,4,-214,14,-302,28,-157,3,-245,6,-204,6,-157,3,-135,2,-188,7,-147,3
18,-132,685,-471,275,-280,52,-144,2,-409,29,-240,10,-116,2,-150,4,-300,26,-383,59,-289,56,-278,16,-211,7,-177,4,-225,14,-312,28,-158,3,-248,6,-212,6,-159,3,-137,2,-190,7,-150,3
19,-138,725,-484,282,-287,52,-145,2,-424,32,-247,10,-121,2,-159,4,-311,26,-392,59,-293,57,-281,16,-218,7,-183,4,-240,14,-332,28,-165,3,-265,6,-218,6,-160,3,-138,2,-195,7,-154,3
20,-140,751,-521,295,-293,53,-145,2,-427,34,-262,10,-122,2,-161,4,-324,26,-422,63,-294,58,-285,16,-221,7,-184,4,-250,14,-341,28,-167,3,-273,6,-243,6,-164,3,-142,2,-197,7,-155,3
21,-142,788,-549,313,-312,55,-150,2,-431,35,-269,10,-125,2,-166,4,-339,26,-433,66,-307,59,-291,16,-227,7,-190,4,-254,14,-352,28,-168,3,-279,6,-254,6,-168,3,-142,2,-197,7,-156,3
22,-144,808,-574,323,-325,55,-150,2,-437,37,-274,10,-128,2,-174,4,-347,28,-461,72,-319,60,-300,16,-236,7,-194,4,-260,14,-368,28,-169,3,-284,6,-265,6,-178,3,-143,2,-200,7,-160,3
23,-147,823,-601,331,-334,57,-156,2,-463,38,-293,10,-129,2,-178,4,-353,29,-473,76,-323,63,-304,16,-247,8,-200,4,-275,15,-373,28,-171,3,-287,6,-279,6,-181,3,-150,2,-203,7,-163,4
24,-149,845,-617,342,-344,58,-159,2,-478,39,-317,10,-133,2,-185,4,-369,30,-485,79,-335,64,-310,16,-249,8,-204,4,-277,15,-387,28,-174,3,-295,6,-286,6,-192,3,-153,2,-205,7,-169,5
25,-154,857,-630,344,-351,60,-164,2,-508,40,-338,10,-136,2,-193,4,-384,32,-498,82,-345,64,-319,16,-255,8,-210,4,-281,15,-399,28,-181,3,-299,6,-297,6,-195,3,-154,2,-211,7,-178,5
26,-159,883,-644,346,-369,61,-169,2,-525,41,-353,10,-140,2,-201,4,-396,32,-510,86,-356,64,-328,16,-259,8,-213,4,-286,15,-406,29,-185,3,-305,7,-315,7,-197,3,-154,2,-213,7,-190,5
27,-165,915,-654,353,-375,63,-174,2,-538,43,-374,10,-142,2,-217,4,-405,32,-519,88,-364,65,-339,17,-263,8,-220,4,-290,16,-410,29,-190,3,-311,7,-332,7,-200,3,-158,2,-216,7,-199,5
28,-168,937,-671,355,-391,64,-179,2,-547,43,-393,11,-145,2,-227,4,-420,32,-535,89,-371,65,-350,18,-267,8,-223,4,-295,16,-420,30,-193,3,-322,7,-339,8,-212,3,-160,2,-221,7,-206,5
29,-168,954,-686,356,-403,65,-184,2,-553,43,-414,12,-148,2,-235,4,-456,33,-561,91,-377,65,-363,18,-270,8,-226,4,-304,17,-427,30,-196,3,-330,7,-345,8,-219,3,-162,2,-224,7,-210,5
30,-170,972,-694,361,-416,65,-185,2,-567,44,-429,12,-153,2,-241,4,-470,33,-589,94,-390,65,-371,18,-281,8,-232,4,-315,17,-434,30,-198,3,-339,7,-356,8,-223,3,-162,2,-225,7,-224,5
31,-174,986,-711,366,-439,66,-185,2,-581,44,-451,12,-154,2,-254,4,-478,33,-607,94,-399,65,-378,18,-292,8,-239,4,-324,18,-439,30,-200,3,-360,7,-363,8,-228,4,-163,2,-226,7,-227,5
32,-175,998,-725,368,-448,66,-187,2,-595,46,-472,12,-156,2,-259,4,-503,34,-632,96,-403,65,-383,18,-303,8,-246,4,-326,18,-454,32,-204,3,-369,8,-372,8,-231,4,-165,2,-237,7,-235,5
33,-175,1009,-734,372,-462,66,-191,2,-609,46,-485,12,-162,2,-267,4,-523,35,-652,97,-412,66,-387,18,-314,8,-257,4,-337,19,-468,33,-206,3,-383,8,-381,9,-233,4,-171,2,-238,7,-242,5
