,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-59,13,-61,5,-59,11,-61,7,-57,9,-60,6,-85,10,-62,4,-64,2,-80,29,-59,9,-60,6,-60,9,-63,3,-64,2,-63,4,-61,5,-63,3
1,-72,30,-61,5,-59,13,-91,10,-57,9,-60,6,-85,10,-62,4,-64,2,-101,29,-59,9,-60,6,-62,11,-63,3,-64,2,-63,4,-61,5,-63,3
2,-138,37,-61,5,-66,16,-92,10,-57,9,-60,6,-86,10,-62,4,-64,2,-105,29,-59,9,-60,6,-62,12,-63,3,-64,2,-63,4,-61,5,-63,3
3,-142,37,-62,5,-118,16,-92,10,-57,9,-62,8,-86,11,-62,4,-64,2,-116,29,-61,11,-60,6,-64,12,-63,3,-64,2,-74,4,-61,5,-63,3
4,-148,37,-62,5,-118,16,-92,10,-57,9,-88,9,-86,12,-62,4,-64,2,-118,29,-87,12,-60,6,-64,12,-63,5,-64,2,-74,4,-82,9,-63,3
5,-214,37,-62,8,-118,16,-92,10,-57,9,-89,9,-89,16,-62,4,-64,2,-125,29,-87,12,-60,9,-64,12,-63,5,-64,2,-74,4,-85,9,-63,3
6,-214,70,-68,20,-118,16,-92,10,-57,9,-89,9,-89,16,-62,4,-64,2,-131,29,-87,12,-61,10,-88,15,-63,5,-64,2,-74,4,-87,11,-63,3
7,-214,70,-109,55,-118,16,-92,10,-57,9,-89,9,-89,16,-62,4,-64,2,-131,29,-87,12,-73,11,-88,15,-63,5,-64,2,-74,4,-88,11,-63,3
8,-220,70,-193,55,-118,16,-92,10,-57,9,-89,9,-89,16,-62,4,-64,2,-131,29,-87,12,-73,11,-88,15,-63,5,-64,2,-74,4,-88,11,-63,3
9,-310,70,-193,55,-118,16,-92,10,-57,9,-89,9,-89,16,-62,4,-64,2,-131,29,-87,12,-73,11,-88,15,-63,5,-64,2,-74,4,-88,11,-63,3
10,-354,70,-239,55,-118,16,-92,10,-57,9,-89,9,-89,16,-62,4,-64,2,-131,29,-87,12,-73,11,-88,15,-63,5,-64,2,-74,4,-88,11,-63,3
11,-444,70,-239,55,-118,16,-92,10,-57,9,-89,9,-89,16,-62,4,-64,2,-131,29,-87,12,-73,11,-88,15,-63,5,-64,2,-74,4,-88,11,-63,3
12,-517,70,-255,56,-118,16,-92,10,-57,9,-89,9,-89,16,-62,4,-64,2,-131,29,-87,12,-73,11,-88,15,-63,5,-64,2,-74,4,-88,11,-63,3
13,-526,70,-335,56,-118,16,-92,10,-58,9,-89,9,-89,16,-62,4,-64,2,-131,29,-87,12,-73,11,-88,15,-63,5,-64,2,-74,4,-88,11,-63,3
14,-526,70,-418,56,-118,16,-92,10,-58,9,-89,9,-89,16,-62,4,-64,2,-132,29,-87,12,-73,11,-88,15,-63,5,-64,2,-74,4,-88,17,-63,3
15,-526,70,-489,57,-118,16,-92,10,-58,9,-89,9,-89,16,-67,4,-64,2,-134,29,-87,12,-73,11,-88,15,-63,5,-64,2,-74,4,-99,17,-63,3
16,-526,70,-528,68,-118,16,-92,10,-59,9,-89,9,-89,16,-67,4,-64,2,-170,29,-87,12,-73,11,-88,15,-64,7,-64,2,-74,4,-99,17,-63,3
17,-526,70,-528,68,-118,16,-97,10,-59,9,-89,9,-89,16,-67,4,-64,2,-254,29,-87,12,-73,11,-88,15,-64,7,-64,2,-74,4,-100,17,-63,3
18,-526,70,-528,68,-118,16,-97,10,-59,9,-89,9,-89,16,-67,4,-64,2,-343,30,-87,12,-73,11,-88,15,-64,7,-64,2,-74,4,-100,17,-63,3
19,-526,70,-528,68,-118,16,-97,10,-59,9,-89,9,-89,16,-67,4,-64,2,-426,30,-87,12,-73,11,-88,15,-64,7,-64,2,-74,4,-107,17,-63,3
20,-526,70,-528,68,-118,16,-104,10,-59,9,-89,9,-89,16,-67,4,-64,2,-507,32,-87,12,-73,11,-88,15,-64,7,-64,2,-74,4,-107,17,-63,3
21,-526,70,-528,68,-118,16,-105,10,-59,9,-89,9,-92,16,-67,4,-64,2,-538,53,-87,12,-86,11,-89,15,-64,7,-64,2,-76,4,-113,17,-75,3
22,-526,70,-528,68,-118,16,-145,10,-59,9,-89,9,-92,16,-67,4,-64,2,-538,58,-88,12,-86,11,-104,15,-64,7,-64,2,-76,4,-142,17,-75,3
23,-526,70,-528,68,-118,16,-187,10,-59,9,-92,9,-92,16,-67,4,-64,2,-538,58,-89,12,-87,11,-108,16,-64,7,-64,2,-76,4,-178,17,-77,3
24,-526,70,-528,68,-118,16,-221,10,-60,9,-92,9,-92,16,-67,4,-64,2,-538,58,-89,12,-88,11,-111,16,-79,7,-64,2,-76,4,-214,17,-77,3
25,-526,70,-528,68,-118,16,-311,10,-60,9,-92,9,-92,16,-67,4,-64,2,-538,58,-89,12,-88,11,-111,16,-79,7,-64,2,-76,4,-214,17,-77,3
26,-526,70,-528,68,-118,16,-311,10,-60,9,-92,9,-92,16,-67,4,-64,2,-538,58,-89,12,-88,11,-111,16,-79,7,-64,2,-76,4,-304,17,-77,3
27,-526,70,-528,68,-118,16,-363,10,-60,9,-92,9,-93,16,-67,4,-64,2,-538,58,-97,12,-88,11,-112,16,-79,7,-90,2,-77,5,-304,17,-77,3
28,-526,70,-528,68,-118,16,-443,10,-60,9,-92,9,-93,16,-67,4,-64,2,-538,58,-97,12,-88,11,-112,16,-79,7,-90,2,-86,6,-304,17,-77,3
29,-526,70,-528,68,-118,16,-481,11,-60,11,-92,9,-93,16,-67,4,-64,2,-538,58,-97,12,-90,11,-112,16,-79,7,-90,2,-95,6,-342,17,-77,3
30,-526,70,-528,68,-118,16,-481,11,-133,28,-92,9,-93,16,-67,4,-64,2,-538,58,-97,12,-90,11,-112,16,-79,7,-90,2,-95,6,-342,17,-77,3
31,-526,70,-528,68,-118,16,-481,11,-217,34,-92,9,-93,16,-67,4,-64,2,-538,58,-97,12,-90,11,-112,16,-79,7,-90,2,-95,6,-342,17,-77,3
32,-526,70,-528,68,-118,16,-481,11,-307,34,-92,9,-93,16,-67,4,-64,2,-538,58,-97,12,-90,11,-112,16,-79,7,-90,2,-95,6,-342,17,-77,3
33,-526,70,-528,68,-118,16,-481,11,-397,34,-92,9,-93,16,-67,4,-64,2,-538,58,-97,12,-90,11,-112,16,-79,7,-90,2,-95,6,-342,17,-77,3
34,-526,70,-528,68,-118,16,-481,11,-432,89,-92,9,-93,16,-67,4,-64,2,-538,58,-97,12,-90,11,-112,16,-79,7,-90,2,-95,6,-342,17,-77,3
35,-526,70,-528,68,-118,16,-496,11,-432,164,-92,9,-93,16,-67,4,-64,2,-538,58,-97,12,-90,11,-112,16,-79,7,-90,2,-95,6,-342,17,-77,3
36,-526,70,-528,68,-118,16,-552,12,-432,164,-92,9,-112,16,-69,5,-64,2,-538,58,-97,12,-90,11,-122,16,-79,7,-90,2,-95,6,-343,17,-77,3
37,-526,70,-528,68,-118,16,-552,12,-432,164,-92,9,-112,16,-69,5,-64,2,-538,58,-97,12,-90,11,-122,16,-79,7,-90,2,-95,6,-433,17,-77,3
