,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-23,10,-25,7,-17,18,-26,10,-19,10,-23,16
1,-25,12,-26,8,-20,22,-28,16,-23,11,-23,20
2,-27,16,-27,8,-24,29,-30,18,-24,11,-24,26
3,-28,17,-27,9,-33,32,-33,20,-27,11,-29,28
4,-30,21,-27,11,-34,36,-33,24,-31,12,-34,31
5,-30,25,-28,13,-38,42,-34,26,-33,16,-34,35
6,-35,26,-32,13,-44,48,-35,28,-33,17,-34,39
7,-35,29,-32,15,-48,52,-37,30,-35,18,-37,46
8,-37,31,-33,15,-51,56,-39,32,-36,19,-44,51
9,-39,35,-33,16,-53,65,-40,35,-36,19,-49,54
10,-39,37,-34,16,-56,72,-41,37,-38,20,-53,61
11,-39,37,-35,17,-65,74,-43,38,-45,23,-54,64
12,-40,39,-38,18,-66,78,-47,39,-47,25,-57,70
13,-42,40,-38,21,-70,83,-50,41,-50,25,-60,74
14,-42,45,-42,22,-73,86,-51,41,-53,29,-65,75
15,-46,48,-53,22,-75,87,-52,44,-53,31,-67,76
16,-47,49,-54,23,-81,93,-55,45,-56,33,-71,77
17,-49,53,-55,23,-83,98,-60,47,-57,35,-77,77
18,-51,54,-60,25,-85,103,-61,48,-59,38,-81,79
19,-53,56,-61,27,-88,104,-64,50,-64,38,-86,83
20,-55,57,-62,28,-92,106,-66,54,-67,40,-91,86
21,-61,61,-65,28,-95,109,-66,56,-70,41,-93,89
22,-65,63,-68,31,-101,110,-68,59,-72,42,-95,90
23,-69,64,-73,34,-102,112,-72,59,-74,42,-98,95
24,-71,65,-74,34,-105,117,-73,61,-77,46,-101,100
25,-78,69,-77,34,-107,117,-74,62,-81,48,-105,102
26,-87,73,-80,35,-111,117,-74,64,-84,50,-105,104
27,-88,77,-88,36,-111,119,-76,66,-85,55,-108,105
28,-91,80,-88,36,-113,121,-80,67,-92,56,-114,106
29,-92,81,-92,38,-117,123,-83,69,-96,57,-117,109
30,-94,83,-93,41,-120,128,-84,71,-99,59,-119,113
31,-98,84,-98,42,-121,131,-84,71,-101,64,-122,118
32,-102,84,-101,46,-126,134,-88,72,-102,67,-123,119
33,-102,88,-109,49,-130,138,-89,72,-104,69,-124,120
34,-104,90,-114,50,-135,143,-90,73,-105,70,-128,122
35,-106,94,-116,52,-137,149,-92,73,-112,70,-128,125
36,-109,99,-118,54,-141,154,-95,76,-113,71,-129,125
37,-111,100,-122,56,-142,163,-97,77,-116,71,-131,128
38,-114,101,-129,58,-146,166,-97,79,-120,72,-133,129
39,-121,102,-131,60,-147,169,-99,80,-125,74,-135,131
40,-122,107,-134,61,-150,172,-102,81,-127,76,-139,133
41,-124,108,-138,62,-155,174,-103,82,-133,79,-141,135
42,-125,111,-140,67,-160,174,-106,84,-138,79,-144,136
43,-132,114,-142,69,-163,175,-107,86,-140,80,-147,139
44,-136,116,-147,71,-164,180,-110,87,-141,84,-148,140
45,-136,116,-150,79,-168,184,-114,89,-143,86,-149,140
46,-138,117,-156,81,-170,187,-115,91,-146,89,-153,141
47,-140,119,-162,81,-172,190,-117,92,-149,96,-154,142
48,-144,120,-170,82,-175,190,-118,92,-153,97,-157,146
49,-148,121,-174,88,-176,191,-120,94,-157,97,-160,148
50,-153,121,-180,91,-177,193,-123,94,-163,99,-161,149
51,-157,123,-188,91,-180,194,-126,95,-167,100,-164,149
52,-162,124,-194,92,-184,194,-129,95,-173,102,-165,150
53,-167,126,-198,92,-186,194,-135,97,-178,104,-166,151
54,-170,127,-204,93,-190,194,-142,99,-183,105,-166,151
55,-174,128,-207,96,-191,196,-146,100,-186,105,-172,153
56,-179,131,-212,98,-193,200,-148,100,-189,106,-173,155
57,-181,133,-212,98,-193,203,-153,101,-197,107,-180,156
58,-186,135,-215,99,-194,204,-159,102,-202,108,-183,157
59,-188,135,-220,102,-198,206,-164,102,-204,110,-187,158
60,-190,135,-227,103,-201,209,-167,102,-211,110,-190,159
61,-191,136,-231,105,-202,214,-173,103,-216,113,-191,159
62,-194,136,-233,107,-203,216,-180,105,-220,116,-195,159
63,-198,139,-238,107,-207,218,-182,106,-224,120,-195,160
64,-203,139,-242,110,-209,219,-187,106,-228,122,-199,160
65,-210,140,-248,111,-212,220,-190,106,-234,123,-200,160
66,-216,140,-252,113,-213,221,-197,106,-241,123,-201,161
67,-221,140,-256,114,-216,223,-199,107,-244,125,-207,162
68,-225,140,-260,115,-219,223,-202,107,-252,126,-212,163
69,-228,142,-264,115,-222,224,-208,107,-258,126,-217,163
70,-234,142,-268,115,-224,225,-213,107,-263,129,-220,164
71,-241,143,-270,115,-226,225,-217,110,-268,132,-223,164
72,-247,143,-274,118,-228,226,-220,111,-275,133,-225,164
73,-249,144,-279,118,-228,226,-224,113,-288,133,-228,164
74,-254,144,-282,118,-233,229,-227,114,-292,134,-233,164
75,-256,144,-289,119,-235,229,-233,117,-293,135,-240,164
76,-261,145,-291,121,-238,230,-237,117,-297,138,-245,164
77,-264,145,-296,125,-241,230,-241,120,-300,139,-249,164
78,-267,145,-302,125,-246,232,-246,121,-303,139,-254,164
79,-271,146,-304,127,-249,232,-252,121,-307,141,-259,165
