,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23
16,-326,52,-374,77,-536,350,-114,3,-424,144,-120,2,-139,2,-176,3,-130,2,-129,4,-256,57,-113,2,-111,2,-406,145,-256,37,-285,135,-133,2,-116,3,-304,91,-176,3,-145,4,-173,6,-227,10,-172,3
17,-344,54,-404,79,-546,361,-115,3,-443,146,-120,2,-141,2,-179,3,-131,2,-133,5,-273,58,-114,2,-112,2,-428,150,-270,39,-294,141,-136,2,-118,3,-319,92,-180,3,-149,4,-174,6,-240,11,-184,3
18,-360,57,-432,84,-557,367,-116,3,-455,149,-121,3,-144,2,-184,3,-133,2,-137,5,-283,60,-118,2,-113,2,-451,155,-279,40,-306,144,-138,2,-122,3,-336,93,-191,3,-155,4,-182,6,-257,11,-187,3
19,-394,64,-458,93,-576,375,-118,3,-467,152,-121,3,-148,2,-186,3,-134,2,-142,5,-295,67,-121,2,-115,2,-467,162,-289,40,-324,145,-140,2,-124,3,-346,93,-195,3,-157,4,-183,6,-266,11,-189,3
20,-407,68,-481,95,-586,384,-120,3,-483,156,-121,3,-149,2,-189,3,-136,2,-144,5,-314,69,-123,2,-115,2,-482,168,-311,42,-340,149,-144,2,-128,3,-372,97,-201,3,-161,4,-187,6,-270,11,-194,3
21,-427,73,-495,99,-618,393,-121,3,-519,162,-123,3,-150,2,-192,3,-138,2,-147,5,-330,69,-126,2,-118,2,-494,174,-324,44,-350,151,-144,2,-132,3,-383,98,-203,3,-163,4,-191,6,-277,11,-198,3
22,-444,76,-515,106,-632,403,-121,4,-533,165,-124,3,-152,2,-196,3,-138,2,-149,5,-355,70,-126,2,-118,3,-523,177,-337,47,-360,154,-148,2,-136,3,-401,101,-210,3,-165,4,-196,6,-279,12,-206,3
23,-462,79,-528,109,-645,409,-125,4,-569,168,-127,3,-153,2,-198,3,-141,2,-155,5,-372,74,-127,2,-119,3,-544,179,-344,49,-369,158,-154,2,-136,3,-429,102,-212,3,-166,4,-198,6,-294,12,-209,3
24,-479,83,-550,116,-663,417,-127,4,-581,170,-128,3,-157,2,-208,4,-142,2,-158,5,-394,76,-130,2,-120,3,-563,181,-372,52,-373,161,-155,2,-140,3,-435,106,-213,3,-167,4,-207,6,-302,15,-213,3
25,-493,90,-584,121,-682,424,-132,4,-599,172,-130,3,-160,3,-214,4,-144,2,-169,5,-404,76,-130,2,-121,3,-582,182,-379,53,-392,166,-156,2,-144,3,-445,106,-218,3,-172,4,-211,6,-311,15,-216,3
26,-521,96,-606,126,-697,430,-136,4,-612,176,-131,4,-165,3,-216,4,-145,2,-172,5,-421,79,-133,2,-122,3,-597,185,-399,55,-405,169,-163,2,-149,3,-458,109,-219,3,-173,4,-215,6,-321,15,-216,3
27,-533,101,-623,129,-736,438,-140,4,-633,180,-133,4,-174,4,-224,4,-146,2,-175,5,-426,79,-134,2,-124,3,-629,186,-412,56,-418,171,-165,2,-154,3,-466,110,-220,3,-175,4,-225,6,-324,15,-217,3
28,-547,103,-647,133,-764,443,-144,4,-643,180,-133,4,-176,4,-230,4,-150,2,-178,5,-455,79,-134,2,-125,3,-641,190,-430,56,-427,173,-170,2,-159,3,-484,111,-221,3,-176,4,-231,6,-335,15,-228,3
29,-579,107,-673,134,-768,445,-145,4,-654,183,-137,4,-183,4,-237,4,-153,2,-181,5,-477,80,-138,2,-125,3,-661,194,-437,58,-440,176,-173,2,-161,3,-497,111,-224,3,-179,4,-233,6,-361,15,-232,3
30,-602,110,-686,138,-775,451,-150,4,-665,184,-146,4,-184,4,-240,4,-158,2,-185,6,-492,80,-141,2,-126,3,-688,201,-456,63,-450,179,-176,2,-166,3,-519,113,-224,3,-179,4,-239,6,-367,18,-239,3
31,-620,111,-718,145,-780,456,-151,4,-678,187,-147,4,-191,5,-257,4,-161,2,-190,7,-514,82,-141,2,-128,3,-708,203,-467,65,-456,180,-176,2,-170,3,-530,113,-231,3,-181,4,-246,6,-384,18,-243,3
32,-639,116,-750,150,-789,461,-154,4,-688,189,-150,4,-200,5,-258,4,-161,2,-201,7,-536,82,-141,2,-129,3,-719,204,-486,66,-472,186,-181,2,-173,3,-540,114,-235,3,-182,4,-252,6,-396,18,-250,3
33,-661,119,-781,150,-806,464,-157,4,-703,189,-150,4,-206,5,-261,4,-163,2,-205,8,-549,82,-141,2,-133,3,-732,205,-517,66,-487,190,-185,2,-178,3,-550,114,-239,3,-187,4,-254,6,-413,18,-252,3
34,-698,126,-798,154,-811,468,-165,4,-721,195,-151,4,-215,5,-267,4,-168,2,-211,8,-566,83,-143,2,-134,3,-741,207,-538,67,-495,191,-187,2,-183,3,-561,116,-244,3,-193,4,-256,6,-422,18,-254,3
35,-707,130,-836,160,-821,470,-168,4,-730,196,-155,4,-217,5,-273,4,-169,2,-216,8,-581,84,-156,2,-136,3,-757,210,-551,72,-515,199,-189,2,-187,3,-573,117,-247,3,-194,4,-260,7,-430,19,-261,3
36,-721,131,-859,161,-832,472,-178,4,-736,198,-161,4,-220,5,-278,4,-174,2,-229,9,-600,86,-157,2,-138,3,-770,212,-569,76,-522,203,-193,2,-190,3,-596,120,-254,3,-197,4,-266,7,-438,19,-269,3
37,-746,135,-878,163,-843,476,-187,4,-746,198,-162,4,-223,5,-279,4,-178,2,-243,9,-621,87,-159,2,-147,3,-787,213,-584,77,-534,205,-198,2,-198,3,-611,122,-260,3,-200,4,-271,7,-445,19,-270,3
38,-764,138,-894,164,-858,479,-191,4,-760,201,-162,4,-224,5,-282,4,-181,2,-247,9,-641,89,-163,2,-150,3,-812,215,-604,79,-548,207,-200,2,-203,3,-629,122,-261,3,-203,4,-277,7,-464,20,-273,3
39,-775,139,-915,165,-874,482,-195,4,-773,202,-165,4,-237,5,-287,4,-185,2,-261,9,-657,90,-166,2,-155,3,-822,215,-617,81,-563,211,-202,2,-210,3,-648,123,-267,3,-207,4,-283,7,-475,20,-278,3
40,-788,141,-940,168,-883,483,-200,4,-783,203,-171,4,-251,5,-289,4,-191,2,-265,9,-663,90,-169,2,-158,3,-842,215,-644,83,-575,215,-206,2,-223,3,-663,124,-273,3,-220,5,-287,7,-480,20,-278,3
41,-804,142,-957,170,-891,484,-212,4,-798,204,-178,5,-258,5,-295,4,-195,2,-271,9,-678,91,-169,2,-166,3,-854,216,-660,83,-600,224,-212,2,-228,3,-673,125,-274,3,-226,5,-292,7,-492,20,-281,3
42,-819,143,-986,172,-900,486,-220,4,-819,208,-178,5,-262,5,-299,4,-204,2,-276,9,-693,91,-170,2,-171,4,-867,218,-683,85,-615,224,-213,2,-234,3,-689,128,-277,3,-231,5,-295,7,-500,20,-286,3
43,-827,147,-999,175,-907,487,-225,4,-837,208,-180,5,-269,5,-304,4,-208,2,-281,9,-719,91,-175,2,-173,5,-884,219,-707,87,-628,225,-222,2,-240,3,-713,130,-287,3,-235,5,-297,7,-507,20,-288,3
44,-845,150,-1010,178,-914,490,-231,4,-851,208,-195,5,-274,5,-306,4,-213,2,-286,9,-727,91,-182,2,-179,6,-890,223,-726,87,-659,230,-228,2,-247,3,-732,133,-289,3,-237,5,-299,7,-521,21,-288,3
45,-864,152,-1017,179,-919,491,-238,4,-859,208,-199,6,-284,5,-309,4,-219,2,-290,9,-747,91,-185,2,-186,6,-902,226,-740,87,-676,237,-231,2,-260,3,-764,135,-297,3,-245,5,-302,7,-527,21,-292,3
46,-887,155,-1035,181,-926,493,-247,4,-871,209,-206,6,-288,5,-311,4,-229,2,-306,9,-778,92,-186,2,-190,6,-916,227,-748,88,-689,238,-237,2,-262,3,-776,135,-310,3,-247,5,-306,7,-535,22,-293,3
47,-898,156,-1045,181,-939,494,-256,4,-886,209,-223,6,-290,5,-315,4,-238,2,-320,11,-784,94,-190,2,-199,6,-928,228,-769,89,-707,241,-240,2,-270,3,-793,136,-313,3,-249,5,-310,7,-550,22,-295,3
48,-915,159,-1054,182,-947,498,-264,4,-897,210,-228,6,-296,5,-318,4,-239,2,-325,11,-799,94,-203,2,-206,6,-949,231,-792,92,-721,243,-244,2,-293,4,-802,136,-316,3,-252,5,-312,7,-555,22,-302,3
49,-928,161,-1077,184,-957,500,-272,5,-910,210,-235,6,-305,5,-320,5,-245,2,-338,11,-813,94,-210,2,-215,6,-959,233,-809,93,-727,245,-248,2,-312,4,-819,137,-321,3,-256,5,-314,7,-559,23,-305,3
50,-944,162,-1104,186,-965,500,-287,5,-925,211,-252,6,-308,5,-323,5,-256,2,-347,11,-821,95,-213,2,-227,6,-972,233,-823,95,-734,246,-252,2,-317,4,-825,138,-329,3,-259,5,-321,7,-564,24,-316,3
51,-951,162,-1114,188,-973,504,-296,5,-939,211,-260,6,-322,5,-329,5,-262,2,-352,11,-830,95,-216,2,-229,7,-997,235,-847,96,-749,248,-258,2,-338,4,-838,141,-331,3,-260,5,-321,7,-577,24,-320,3
52,-970,165,-1126,191,-979,506,-301,6,-948,212,-273,6,-327,5,-330,5,-271,2,-365,13,-840,96,-219,2,-239,7,-1004,237,-857,96,-766,254,-262,2,-351,4,-857,142,-341,3,-264,5,-328,7,-586,24,-323,3
53,-982,166,-1149,193,-986,508,-309,6,-957,212,-277,6,-335,5,-338,5,-280,2,-379,13,-854,98,-229,2,-246,7,-1017,239,-876,97,-772,255,-272,2,-357,4,-867,143,-347,3,-268,5,-337,7,-593,24,-328,3
54,-999,167,-1156,194,-993,511,-320,6,-969,212,-290,6,-348,5,-347,5,-286,2,-389,13,-873,101,-236,2,-253,7,-1024,240,-896,98,-783,259,-276,2,-368,4,-875,143,-356,3,-268,5,-341,7,-600,24,-335,3
55,-1003,169,-1165,197,-998,511,-334,6,-986,213,-294,6,-353,5,-349,5,-292,2,-400,14,-881,103,-244,2,-260,7,-1032,241,-916,99,-798,264,-285,2,-379,4,-887,145,-367,3,-276,5,-346,7,-617,24,-341,3
56,-1014,170,-1174,199,-1002,515,-348,6,-999,214,-297,6,-355,5,-355,5,-299,2,-410,14,-891,104,-250,2,-267,7,-1039,241,-941,100,-810,265,-290,3,-395,4,-902,145,-379,3,-278,5,-358,7,-628,24,-350,3
57,-1030,172,-1187,201,-1016,517,-360,6,-1008,215,-312,6,-359,5,-363,5,-310,2,-416,15,-917,104,-254,2,-272,7,-1049,241,-953,101,-821,265,-300,3,-403,4,-913,146,-384,3,-282,5,-361,7,-637,24,-354,3
58,-1046,172,-1209,203,-1021,519,-375,6,-1020,215,-323,6,-366,5,-367,5,-318,2,-420,16,-933,105,-263,2,-283,7,-1066,243,-963,103,-830,266,-313,3,-410,4,-915,146,-392,3,-284,5,-366,7,-648,25,-358,3
59,-1059,172,-1216,203,-1024,521,-389,6,-1029,218,-326,6,-372,5,-375,6,-328,2,-445,17,-945,105,-272,2,-286,7,-1077,244,-984,104,-842,269,-321,3,-423,4,-924,146,-401,3,-287,5,-371,7,-658,25,-363,3
60,-1063,172,-1226,204,-1028,525,-402,6,-1040,218,-336,6,-374,5,-383,6,-339,2,-455,18,-960,106,-277,2,-290,7,-1082,245,-1013,106,-858,271,-328,3,-443,4,-933,147,-414,3,-290,5,-377,7,-664,26,-368,3
61,-1078,174,-1230,204,-1035,525,-417,6,-1054,219,-353,6,-376,5,-385,6,-354,2,-482,18,-972,107,-282,2,-296,7,-1088,246,-1028,108,-867,273,-339,3,-455,4,-945,149,-422,3,-291,5,-378,7,-674,26,-371,3
62,-1089,177,-1247,204,-1040,525,-435,6,-1065,219,-365,6,-379,5,-387,6,-363,2,-495,18,-993,108,-291,2,-303,7,-1095,247,-1041,109,-873,274,-349,3,-471,4,-954,150,-436,3,-296,5,-383,7,-679,27,-374,3
63,-1102,181,-1257,205,-1046,526,-445,6,-1072,219,-368,6,-386,5,-391,6,-377,2,-508,19,-1008,109,-305,2,-318,7,-1101,247,-1059,111,-881,274,-354,3,-484,4,-964,151,-439,3,-299,5,-391,7,-698,28,-378,3
64,-1116,181,-1265,205,-1051,527,-463,6,-1079,219,-378,7,-398,5,-393,6,-386,2,-529,19,-1012,109,-312,2,-332,7,-1108,247,-1074,111,-897,276,-367,3,-497,5,-966,151,-447,3,-303,5,-400,7,-702,28,-391,3
65,-1126,182,-1271,207,-1058,527,-485,6,-1087,219,-384,7,-407,5,-393,6,-397,2,-547,21,-1020,109,-322,2,-343,7,-1121,247,-1085,111,-912,278,-369,3,-523,5,-972,151,-455,3,-304,5,-405,7,-713,28,-400,3
66,-1135,182,-1282,209,-1062,528,-501,7,-1099,220,-394,8,-424,5,-399,7,-401,2,-569,21,-1028,110,-330,2,-350,7,-1131,247,-1096,111,-917,279,-380,3,-540,5,-984,151,-459,3,-309,5,-412,7,-724,30,-402,3
67,-1146,182,-1288,209,-1067,528,-512,7,-1116,220,-404,8,-438,5,-403,7,-410,2,-589,21,-1045,112,-339,2,-359,7,-1136,251,-1117,113,-923,282,-385,3,-551,5,-990,152,-466,3,-317,5,-414,7,-733,30,-408,3
68,-1152,183,-1290,209,-1074,529,-528,7,-1128,221,-418,8,-449,5,-409,7,-420,2,-602,21,-1068,114,-347,2,-368,7,-1144,251,-1124,115,-932,284,-397,3,-567,5,-1003,153,-478,3,-318,5,-422,7,-739,30,-409,3
69,-1162,186,-1290,209,-1082,530,-536,9,-1133,221,-428,8,-459,5,-416,7,-434,3,-617,21,-1086,115,-357,2,-380,7,-1151,252,-1143,116,-940,287,-402,3,-581,5,-1012,153,-488,3,-321,5,-423,7,-758,30,-414,3
70,-1170,188,-1302,210,-1086,531,-546,9,-1138,221,-433,8,-462,5,-425,7,-452,4,-627,21,-1096,115,-371,2,-390,7,-1162,252,-1155,116,-954,292,-416,3,-600,5,-1024,153,-498,4,-323,5,-429,7,-765,30,-418,3
71,-1180,189,-1308,210,-1090,532,-555,9,-1145,221,-436,8,-470,5,-430,7,-479,4,-640,21,-1113,115,-378,2,-402,7,-1172,252,-1162,118,-963,293,-434,3,-616,5,-1032,154,-504,4,-326,5,-441,7,-776,30,-424,3
72,-1190,190,-1315,210,-1090,532,-581,9,-1150,221,-447,8,-479,5,-435,7,-496,4,-652,23,-1131,116,-382,3,-410,7,-1179,254,-1176,119,-968,295,-441,3,-632,5,-1045,155,-516,4,-329,5,-445,7,-785,30,-431,3
73,-1201,191,-1318,212,-1090,532,-592,9,-1154,222,-464,8,-492,5,-445,7,-517,4,-666,24,-1141,117,-390,3,-417,7,-1187,255,-1196,119,-977,297,-451,3,-649,5,-1054,155,-524,4,-338,5,-447,7,-791,30,-435,3
74,-1210,191,-1325,212,-1095,533,-607,9,-1166,223,-475,8,-503,5,-448,7,-533,4,-675,24,-1149,117,-413,3,-432,7,-1194,257,-1210,120,-984,300,-460,3,-656,5,-1060,155,-539,4,-342,5,-451,7,-799,31,-441,3
75,-1220,193,-1329,212,-1098,533,-616,9,-1170,223,-488,8,-514,5,-451,7,-551,4,-685,25,-1163,118,-428,3,-445,7,-1203,257,-1221,121,-996,302,-476,3,-667,5,-1070,156,-554,4,-345,5,-453,7,-812,32,-443,3
76,-1224,196,-1334,213,-1098,533,-628,9,-1174,223,-505,8,-533,5,-459,7,-565,4,-699,25,-1179,118,-443,3,-454,7,-1210,258,-1229,121,-1008,304,-492,3,-677,5,-1075,156,-562,4,-356,5,-458,7,-821,32,-448,3
77,-1228,196,-1337,214,-1100,533,-643,10,-1180,223,-510,9,-537,6,-467,8,-576,4,-715,25,-1187,118,-464,4,-464,7,-1216,258,-1237,122,-1020,305,-505,3,-702,5,-1082,157,-578,4,-363,5,-467,7,-828,32,-456,3
78,-1233,196,-1345,215,-1103,536,-661,10,-1189,223,-524,9,-546,6,-480,8,-589,4,-724,25,-1196,118,-482,4,-472,7,-1224,258,-1255,123,-1025,306,-512,3,-715,5,-1090,157,-590,4,-366,5,-475,7,-838,32,-462,3
79,-1241,196,-1348,215,-1107,536,-680,10,-1194,223,-533,9,-550,6,-486,8,-610,4,-738,25,-1209,120,-503,4,-488,7,-1235,259,-1264,124,-1027,307,-526,3,-724,5,-1100,157,-607,4,-368,5,-485,7,-841,32,-467,3
80,-1254,197,-1350,215,-1107,536,-697,11,-1200,223,-546,9,-562,6,-496,8,-630,4,-747,25,-1219,120,-531,4,-494,7,-1239,259,-1273,125,-1034,309,-536,3,-736,5,-1109,157,-613,4,-374,5,-489,7,-859,32,-471,3
81,-1259,198,-1354,215,-1110,536,-720,12,-1209,224,-560,9,-571,6,-500,8,-648,4,-768,25,-1222,121,-544,4,-511,7,-1246,260,-1282,125,-1043,310,-547,3,-744,5,-1121,158,-631,4,-376,5,-494,7,-862,32,-477,3
82,-1262,199,-1357,215,-1113,536,-740,12,-1219,224,-568,9,-597,6,-503,8,-669,4,-781,25,-1229,122,-553,4,-524,7,-1252,260,-1294,126,-1056,310,-552,3,-758,5,-1134,158,-635,4,-381,5,-501,7,-870,34,-486,3
83,-1273,201,-1361,216,-1116,536,-751,12,-1225,224,-582,9,-602,6,-510,8,-679,4,-801,26,-1236,122,-570,4,-539,7,-1259,261,-1303,129,-1065,311,-563,3,-773,5,-1143,158,-646,4,-383,5,-508,7,-882,34,-495,3
84,-1278,203,-1370,217,-1118,536,-765,12,-1233,225,-599,10,-610,6,-519,8,-701,4,-813,26,-1244,124,-594,4,-544,7,-1259,261,-1309,129,-1076,312,-569,3,-783,5,-1151,159,-660,4,-394,5,-516,7,-891,34,-500,3
85,-1284,203,-1371,217,-1122,537,-775,12,-1238,225,-615,10,-624,6,-528,8,-717,4,-824,26,-1254,126,-607,4,-555,7,-1265,261,-1318,129,-1090,313,-581,3,-811,5,-1156,159,-671,4,-397,5,-520,7,-900,34,-509,3
86,-1288,204,-1376,217,-1124,539,-785,12,-1242,225,-628,10,-643,6,-532,8,-736,4,-834,27,-1263,127,-631,4,-570,7,-1271,263,-1328,129,-1094,314,-592,3,-823,5,-1163,161,-681,4,-401,5,-531,7,-906,35,-519,3
87,-1297,204,-1381,217,-1129,540,-798,12,-1247,226,-642,10,-651,6,-538,8,-760,4,-853,27,-1274,128,-642,4,-582,7,-1278,264,-1339,131,-1099,314,-604,3,-837,5,-1169,161,-690,4,-407,5,-539,7,-913,35,-526,3
88,-1302,204,-1385,219,-1129,540,-814,12,-1256,226,-652,10,-666,6,-546,8,-785,4,-864,28,-1281,130,-654,4,-591,7,-1284,264,-1345,131,-1107,314,-617,3,-858,5,-1178,161,-701,4,-416,5,-545,7,-922,36,-531,3
89,-1305,207,-1391,219,-1129,540,-828,12,-1262,226,-664,10,-674,6,-551,8,-807,4,-882,28,-1289,130,-674,4,-608,7,-1289,265,-1353,134,-1115,316,-632,4,-873,5,-1183,161,-711,4,-423,5,-551,8,-932,36,-532,3
90,-1311,207,-1391,219,-1130,541,-841,12,-1271,226,-671,10,-694,6,-564,9,-824,4,-897,28,-1300,132,-691,4,-627,7,-1298,266,-1356,134,-1116,316,-643,4,-890,6,-1187,161,-724,4,-429,5,-560,8,-942,37,-534,3
91,-1323,207,-1396,219,-1134,541,-862,12,-1277,227,-695,10,-702,6,-577,10,-832,4,-916,29,-1305,132,-698,4,-637,7,-1301,268,-1362,134,-1121,318,-654,4,-901,6,-1194,162,-743,4,-431,5,-567,8,-953,37,-542,3
92,-1330,208,-1399,219,-1136,542,-881,12,-1285,228,-709,10,-711,6,-581,10,-841,4,-937,29,-1312,132,-718,4,-665,7,-1302,268,-1369,134,-1128,318,-671,4,-913,6,-1201,162,-755,4,-435,5,-569,8,-963,37,-549,3
93,-1337,210,-1403,220,-1143,542,-894,12,-1295,229,-719,10,-719,6,-594,10,-863,4,-953,29,-1315,133,-726,4,-677,7,-1309,268,-1378,134,-1136,318,-697,4,-919,6,-1210,162,-765,4,-441,5,-577,8,-970,37,-555,3
94,-1348,212,-1410,220,-1143,542,-907,13,-1300,229,-730,10,-730,6,-602,10,-876,4,-966,30,-1322,133,-743,4,-697,7,-1315,268,-1385,135,-1138,319,-704,4,-931,6,-1218,162,-786,4,-444,5,-588,8,-985,37,-561,3
95,-1351,212,-1412,220,-1146,543,-927,13,-1307,229,-745,10,-747,6,-617,10,-890,4,-984,30,-1330,133,-759,4,-708,7,-1320,268,-1389,136,-1143,321,-726,4,-945,6,-1227,163,-794,4,-447,5,-595,8,-987,37,-568,3
96,-1356,212,-1416,221,-1146,543,-940,13,-1311,230,-754,10,-756,6,-627,10,-906,4,-998,30,-1338,133,-782,4,-724,7,-1323,269,-1394,136,-1148,321,-757,4,-954,6,-1234,166,-807,4,-457,5,-601,8,-996,37,-573,3
97,-1362,212,-1416,221,-1146,543,-953,13,-1316,230,-772,10,-777,6,-638,10,-923,4,-1005,30,-1343,133,-799,5,-733,7,-1332,269,-1398,137,-1151,323,-769,4,-970,6,-1242,166,-827,4,-460,5,-606,8,-1013,37,-583,3
98,-1369,214,-1418,221,-1149,544,-963,13,-1326,230,-785,10,-792,6,-649,10,-948,4,-1015,31,-1343,133,-817,5,-748,7,-1340,269,-1401,137,-1163,323,-783,4,-977,6,-1249,167,-836,4,-469,5,-614,8,-1023,37,-592,3
99,-1377,214,-1424,222,-1153,545,-978,13,-1328,230,-798,10,-807,6,-668,10,-964,4,-1036,31,-1345,133,-832,5,-758,7,-1346,270,-1410,137,-1172,323,-794,4,-989,7,-1260,168,-841,4,-473,5,-621,8,-1033,37,-597,3
