,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-68,2,-67,14,-69,5,-68,3,-68,4,-67,3,-65,5,-68,7,-64,17,-72,12,-76,14,-74,4,-68,6,-68,3,-70,9,-67,4,-71,2,-68,2,-66,5
1,-70,2,-83,18,-73,6,-70,3,-69,4,-67,3,-66,5,-72,8,-70,19,-73,16,-97,18,-75,6,-72,6,-68,3,-78,10,-69,4,-72,2,-68,2,-68,5
2,-73,2,-89,20,-79,7,-75,3,-69,4,-67,3,-71,5,-78,9,-72,25,-77,16,-103,21,-76,6,-89,6,-73,4,-90,11,-69,4,-73,2,-69,2,-68,5
3,-74,2,-94,25,-85,9,-78,3,-70,4,-67,3,-81,7,-79,9,-76,27,-84,17,-112,25,-79,6,-97,6,-74,6,-97,12,-76,4,-74,2,-69,2,-69,6
4,-74,2,-109,29,-87,9,-79,3,-70,4,-75,3,-87,7,-82,9,-83,28,-85,19,-129,30,-82,6,-102,6,-74,6,-103,12,-79,4,-77,2,-70,2,-69,8
5,-76,2,-120,34,-90,10,-86,3,-73,4,-77,3,-95,9,-89,12,-89,28,-87,19,-130,31,-83,7,-109,6,-74,6,-105,14,-88,4,-82,2,-74,2,-69,8
6,-78,2,-129,36,-91,10,-88,3,-75,4,-79,3,-111,10,-99,12,-93,30,-91,21,-142,37,-85,7,-112,7,-74,6,-110,14,-89,4,-82,2,-76,2,-73,8
7,-79,2,-134,39,-93,11,-92,3,-76,4,-81,3,-125,12,-104,12,-98,31,-95,24,-149,42,-87,7,-114,8,-76,6,-122,14,-94,4,-83,2,-78,2,-76,8
8,-81,2,-137,45,-93,13,-93,3,-80,4,-84,3,-131,14,-107,12,-106,34,-95,24,-157,42,-89,7,-127,9,-78,6,-137,15,-96,4,-86,2,-81,2,-78,8
9,-82,2,-143,48,-99,13,-94,3,-93,4,-86,3,-141,16,-113,12,-111,35,-102,25,-166,43,-92,7,-134,9,-80,6,-140,15,-96,4,-87,2,-82,2,-80,10
10,-84,2,-148,50,-102,15,-96,3,-99,4,-87,3,-146,16,-113,12,-118,35,-108,27,-175,50,-92,7,-144,10,-82,6,-149,16,-100,4,-87,2,-86,2,-84,11
11,-84,2,-151,51,-103,15,-97,3,-108,4,-95,3,-149,17,-123,14,-127,35,-113,27,-182,51,-92,7,-149,12,-87,6,-160,17,-104,4,-87,2,-87,2,-88,12
12,-84,2,-154,53,-106,16,-97,3,-115,4,-98,3,-156,17,-125,15,-134,36,-118,29,-206,54,-92,7,-154,12,-93,6,-165,17,-108,4,-88,2,-87,2,-91,12
13,-85,2,-158,55,-110,18,-98,3,-117,5,-100,3,-160,17,-128,15,-143,36,-125,29,-218,55,-93,7,-162,13,-95,6,-173,18,-117,4,-89,2,-91,2,-96,12
14,-89,2,-171,55,-113,18,-100,3,-123,5,-102,3,-168,17,-135,16,-150,36,-129,29,-235,56,-93,7,-165,14,-96,6,-180,18,-121,4,-89,2,-91,2,-100,12
15,-90,2,-175,57,-117,19,-101,3,-124,5,-106,3,-177,20,-140,16,-151,36,-137,29,-247,56,-95,7,-171,14,-101,6,-194,19,-124,4,-90,2,-93,2,-104,13
16,-92,2,-187,60,-126,21,-102,3,-129,5,-111,3,-184,21,-144,17,-156,36,-139,30,-252,56,-98,7,-176,15,-101,6,-211,19,-128,4,-90,2,-93,2,-104,13
17,-92,2,-199,60,-133,23,-106,3,-132,5,-111,3,-187,21,-153,18,-158,37,-151,30,-256,57,-98,7,-184,16,-103,6,-217,19,-135,5,-91,2,-94,2,-111,13
18,-93,2,-205,63,-133,23,-107,3,-150,5,-116,3,-199,21,-155,19,-163,37,-154,30,-263,59,-98,10,-190,16,-106,6,-221,19,-137,5,-93,2,-97,2,-116,14
19,-95,2,-212,63,-137,23,-110,3,-153,5,-116,3,-208,21,-155,19,-177,37,-157,30,-264,61,-102,10,-209,16,-107,6,-231,21,-143,5,-93,2,-98,2,-120,14
20,-100,2,-219,63,-139,23,-110,3,-161,6,-125,3,-213,22,-161,20,-183,37,-161,30,-270,63,-102,10,-214,16,-111,6,-236,21,-148,5,-96,2,-100,2,-127,15
21,-100,2,-225,63,-144,24,-111,3,-165,8,-127,3,-214,22,-172,20,-187,37,-170,31,-277,63,-103,10,-227,17,-113,6,-243,22,-156,5,-98,2,-104,2,-129,15
22,-102,2,-230,63,-150,24,-115,3,-175,8,-131,3,-217,22,-175,21,-196,38,-176,31,-279,67,-106,10,-230,18,-114,6,-256,23,-163,5,-100,2,-105,2,-132,15
23,-104,2,-237,63,-153,24,-121,3,-179,8,-133,3,-221,23,-184,21,-206,40,-181,32,-286,68,-106,10,-238,19,-116,6,-265,24,-167,5,-100,2,-107,2,-136,15
24,-108,2,-237,64,-159,24,-125,3,-188,8,-137,3,-226,24,-193,21,-209,40,-188,32,-291,69,-110,10,-240,19,-120,6,-271,24,-171,5,-102,2,-117,2,-140,15
25,-112,2,-245,64,-162,27,-127,3,-192,8,-141,3,-240,24,-193,21,-211,40,-194,32,-298,69,-111,11,-247,20,-120,6,-285,25,-173,5,-108,2,-120,3,-141,15
26,-116,2,-251,64,-165,28,-129,3,-201,8,-144,3,-257,24,-202,21,-218,40,-202,32,-302,69,-112,11,-251,21,-124,6,-285,25,-176,5,-116,2,-121,3,-141,15
27,-119,2,-258,64,-166,28,-131,3,-214,8,-149,3,-266,25,-211,22,-224,41,-204,32,-309,70,-112,11,-259,22,-127,7,-288,25,-180,5,-117,2,-124,3,-144,15
28,-123,2,-263,65,-170,29,-136,4,-220,8,-152,3,-276,25,-219,22,-224,41,-209,32,-313,71,-114,11,-268,22,-133,7,-294,25,-183,5,-119,2,-125,3,-150,17
29,-129,2,-271,66,-179,29,-140,4,-224,8,-159,3,-277,25,-224,22,-232,42,-213,32,-324,71,-114,11,-272,23,-134,7,-302,26,-189,5,-119,2,-126,3,-153,18
30,-136,2,-273,66,-185,31,-146,4,-236,8,-162,3,-282,25,-232,23,-234,42,-216,32,-327,73,-115,11,-279,24,-136,7,-305,27,-197,5,-123,2,-128,3,-157,18
31,-142,2,-276,68,-188,31,-152,4,-242,8,-165,3,-286,25,-240,25,-237,42,-225,32,-330,73,-115,11,-285,24,-139,7,-311,27,-206,5,-123,2,-128,3,-170,18
32,-145,3,-284,69,-190,31,-163,4,-254,8,-175,3,-287,25,-240,25,-243,42,-231,32,-333,73,-115,11,-288,24,-146,7,-319,27,-211,5,-127,2,-130,3,-172,18
33,-148,3,-288,69,-195,32,-165,4,-257,9,-182,3,-290,26,-245,25,-252,42,-235,34,-345,75,-121,12,-297,24,-147,7,-319,27,-217,6,-129,2,-132,4,-174,18
34,-151,3,-289,69,-198,32,-168,4,-272,10,-191,3,-296,27,-252,25,-256,42,-239,34,-350,76,-125,13,-300,24,-152,7,-324,27,-223,6,-131,2,-134,4,-178,18
35,-153,3,-293,70,-200,33,-170,4,-280,11,-197,3,-301,28,-255,25,-260,42,-241,34,-355,77,-129,13,-302,24,-155,7,-329,27,-241,7,-140,2,-135,4,-182,18
36,-163,4,-301,70,-205,33,-178,4,-291,11,-202,4,-306,29,-259,25,-262,43,-245,34,-362,77,-130,13,-305,24,-161,7,-332,27,-245,7,-141,2,-136,4,-185,18
37,-176,5,-301,70,-212,34,-180,4,-304,11,-205,4,-309,30,-263,25,-272,44,-253,34,-362,77,-138,13,-308,24,-163,7,-339,27,-247,7,-141,2,-139,4,-188,18
38,-182,5,-306,70,-216,34,-186,4,-311,11,-212,4,-313,30,-276,25,-275,44,-257,35,-366,77,-141,13,-314,24,-166,7,-342,27,-256,7,-143,2,-142,4,-189,19
39,-190,5,-307,70,-217,34,-187,4,-319,11,-220,4,-323,30,-282,25,-285,44,-261,35,-372,77,-145,13,-316,24,-174,7,-344,27,-267,7,-145,2,-143,4,-191,19
40,-198,5,-309,70,-223,34,-192,4,-329,12,-227,4,-324,30,-293,25,-289,44,-262,36,-377,79,-148,13,-320,24,-175,7,-353,27,-267,7,-152,2,-146,4,-195,19
41,-207,5,-311,70,-225,34,-198,4,-337,12,-232,4,-329,30,-298,25,-291,45,-265,36,-380,79,-155,13,-322,24,-184,7,-357,27,-283,7,-154,2,-148,4,-197,19
42,-213,5,-315,70,-231,34,-203,4,-340,12,-239,4,-332,31,-304,25,-295,45,-267,36,-380,80,-157,13,-325,24,-187,7,-362,27,-297,7,-161,2,-153,5,-204,19
43,-221,5,-319,70,-234,35,-210,4,-350,12,-245,4,-335,31,-308,25,-301,45,-272,36,-386,80,-160,13,-329,24,-190,7,-362,27,-306,7,-164,3,-155,5,-211,19
44,-227,5,-322,70,-237,35,-216,4,-364,12,-249,4,-340,31,-313,25,-305,46,-276,36,-386,80,-161,13,-335,24,-196,7,-369,27,-318,7,-168,3,-155,5,-215,19
45,-230,6,-329,70,-240,35,-223,5,-373,12,-256,4,-345,32,-319,25,-311,46,-278,36,-391,80,-165,13,-337,24,-201,7,-374,27,-322,7,-170,3,-159,5,-220,20
46,-234,6,-335,70,-243,35,-230,5,-379,12,-259,4,-351,32,-325,25,-321,46,-285,37,-392,80,-166,13,-344,24,-205,7,-380,27,-327,7,-178,3,-162,5,-221,20
47,-243,6,-339,70,-246,36,-234,5,-382,13,-264,5,-361,32,-332,26,-325,46,-290,37,-393,80,-170,13,-346,24,-208,7,-384,27,-334,7,-188,3,-164,5,-225,20
