,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-58,5,-59,6,-59,4,-58,17,-53,11,-65,7,-71,7,-58,5,-61,2,-53,41,-54,14,-55,8,-55,17,-59,4,-60,4,-63,3,-58,7,-61,2
1,-58,5,-60,15,-59,4,-61,21,-53,11,-69,7,-74,10,-58,5,-61,2,-56,43,-54,14,-55,8,-107,20,-59,4,-60,4,-63,3,-58,8,-61,4
2,-58,5,-115,30,-59,4,-67,21,-53,11,-69,7,-74,10,-58,5,-61,2,-66,47,-54,14,-55,8,-107,20,-59,4,-60,4,-63,3,-58,8,-61,4
3,-58,5,-130,30,-59,4,-67,21,-53,11,-69,7,-74,10,-58,5,-61,2,-140,47,-54,14,-55,8,-107,20,-59,4,-60,4,-63,3,-59,8,-61,4
4,-58,5,-139,30,-59,7,-92,21,-55,11,-69,7,-74,12,-58,5,-61,2,-179,47,-54,14,-55,8,-107,20,-59,4,-60,4,-63,3,-66,11,-61,4
5,-58,8,-148,30,-59,7,-92,21,-55,11,-78,7,-74,12,-58,5,-61,2,-226,47,-56,17,-55,8,-107,20,-59,5,-60,4,-63,3,-82,11,-61,4
6,-60,8,-153,30,-59,9,-92,21,-56,15,-78,7,-74,12,-58,5,-61,2,-272,47,-79,18,-55,10,-107,20,-61,7,-60,4,-63,3,-82,11,-61,4
7,-60,12,-163,30,-59,9,-92,21,-56,15,-78,7,-74,14,-58,5,-61,2,-344,47,-79,18,-55,11,-107,20,-62,7,-60,4,-63,3,-82,11,-61,4
8,-60,12,-163,30,-61,9,-92,21,-56,15,-78,7,-74,14,-58,5,-61,2,-405,48,-79,18,-80,12,-107,20,-62,7,-60,4,-63,3,-82,11,-61,4
9,-60,12,-181,33,-61,9,-92,21,-56,15,-78,7,-74,14,-58,6,-61,2,-471,48,-79,18,-82,12,-107,20,-62,7,-60,4,-63,3,-82,11,-61,4
10,-60,12,-221,34,-61,9,-93,21,-56,15,-78,7,-74,14,-58,6,-61,2,-516,51,-79,18,-82,12,-107,20,-62,7,-60,4,-63,3,-82,11,-61,4
11,-60,12,-274,35,-61,9,-105,21,-56,15,-78,7,-74,14,-58,6,-61,2,-539,51,-79,18,-82,12,-107,20,-62,8,-60,4,-63,3,-82,11,-61,4
12,-60,12,-337,35,-61,9,-105,21,-56,15,-78,7,-74,14,-58,6,-61,2,-539,51,-79,18,-82,12,-107,20,-62,8,-86,5,-63,3,-82,11,-61,4
13,-60,12,-419,35,-61,9,-105,21,-56,15,-78,7,-74,14,-60,6,-61,2,-539,51,-81,18,-82,12,-107,20,-62,8,-86,7,-63,3,-84,11,-61,4
14,-60,12,-487,36,-75,11,-105,21,-56,16,-79,7,-74,14,-60,6,-61,2,-539,52,-81,18,-83,12,-107,20,-62,8,-87,7,-63,3,-84,11,-61,4
15,-61,12,-525,47,-75,13,-108,21,-83,19,-79,7,-74,14,-60,6,-61,2,-539,57,-81,18,-83,12,-107,20,-62,8,-87,7,-63,3,-84,11,-61,4
16,-92,71,-525,47,-75,13,-108,21,-83,19,-79,7,-74,14,-60,6,-61,2,-539,57,-81,18,-83,12,-107,20,-62,8,-87,7,-63,3,-84,11,-61,4
17,-182,71,-525,47,-75,13,-108,21,-83,19,-79,7,-74,14,-60,6,-61,2,-539,57,-81,18,-83,12,-107,20,-62,8,-87,7,-63,3,-84,11,-61,4
18,-272,71,-525,47,-75,13,-108,21,-83,19,-79,7,-74,14,-60,6,-61,2,-539,57,-81,18,-83,12,-107,20,-62,8,-87,7,-63,3,-84,11,-61,4
19,-362,71,-525,47,-75,13,-108,21,-83,19,-79,7,-74,14,-60,6,-61,2,-539,57,-81,18,-83,12,-107,20,-62,8,-87,7,-63,3,-84,11,-61,4
20,-452,71,-525,47,-75,13,-108,21,-83,19,-79,7,-74,14,-60,6,-61,2,-539,57,-81,18,-83,12,-107,20,-62,8,-87,7,-63,3,-84,11,-61,4
21,-525,71,-525,64,-75,13,-108,21,-83,19,-79,7,-74,14,-60,6,-61,2,-539,57,-81,18,-83,12,-107,20,-62,8,-87,7,-63,3,-84,11,-61,4
22,-525,71,-525,71,-75,13,-174,21,-83,19,-82,7,-86,14,-60,6,-61,2,-539,57,-81,18,-83,12,-107,20,-63,8,-87,7,-63,4,-84,11,-61,4
23,-525,71,-525,71,-75,13,-229,21,-83,19,-82,7,-102,14,-61,6,-63,3,-539,57,-92,18,-83,12,-111,20,-63,8,-87,7,-63,4,-84,11,-61,4
24,-525,71,-525,71,-75,13,-291,21,-83,24,-82,7,-102,14,-61,6,-86,3,-539,57,-92,18,-83,12,-111,20,-63,8,-87,7,-63,4,-84,11,-61,4
25,-525,71,-525,71,-75,13,-366,21,-83,24,-92,7,-102,14,-61,6,-86,3,-539,57,-97,18,-83,12,-111,20,-63,8,-87,7,-63,4,-84,11,-61,4
26,-525,71,-525,71,-75,13,-441,21,-83,24,-92,7,-102,14,-61,6,-86,3,-539,57,-105,18,-83,12,-118,20,-63,8,-87,7,-63,4,-84,11,-61,4
27,-525,71,-525,71,-89,13,-498,21,-90,25,-92,7,-102,14,-61,6,-86,3,-539,57,-111,22,-83,12,-119,20,-63,8,-87,7,-63,4,-84,11,-61,4
28,-525,71,-525,71,-89,13,-555,30,-91,25,-92,7,-103,14,-61,6,-86,3,-539,57,-111,22,-83,12,-141,20,-63,8,-87,7,-63,4,-84,11,-61,4
29,-525,71,-525,71,-89,13,-555,41,-114,26,-92,7,-105,14,-61,6,-86,3,-539,57,-132,22,-90,12,-162,20,-63,8,-87,7,-63,4,-84,11,-65,4
30,-525,71,-525,71,-89,13,-555,41,-114,26,-92,7,-128,14,-61,6,-86,3,-539,57,-132,23,-90,12,-228,20,-63,8,-87,7,-63,4,-84,11,-65,4
31,-525,71,-525,71,-89,13,-555,41,-114,26,-92,7,-128,14,-61,6,-86,3,-539,57,-132,23,-90,12,-302,21,-71,9,-87,7,-63,4,-90,11,-65,4
32,-525,71,-525,71,-89,13,-555,41,-114,26,-93,7,-128,14,-61,6,-86,3,-539,57,-170,23,-125,12,-302,21,-71,9,-87,7,-77,5,-90,11,-66,4
33,-525,71,-525,71,-90,13,-555,41,-114,26,-93,7,-128,14,-61,6,-86,3,-539,57,-170,23,-125,12,-390,21,-71,9,-87,7,-78,5,-90,11,-66,4
34,-525,71,-525,71,-90,13,-555,41,-114,26,-93,7,-133,14,-61,6,-86,3,-539,57,-170,23,-125,12,-462,21,-71,9,-87,7,-91,5,-90,11,-66,4
35,-525,71,-525,71,-90,13,-555,41,-114,26,-100,7,-140,14,-61,6,-86,3,-539,57,-173,23,-125,12,-522,22,-83,9,-87,7,-91,5,-90,11,-66,4
36,-525,71,-525,71,-90,13,-555,41,-114,26,-100,7,-144,14,-61,6,-86,3,-539,57,-189,23,-134,12,-564,27,-83,9,-87,7,-91,5,-99,11,-71,4
37,-525,71,-525,71,-90,13,-555,41,-114,26,-100,7,-234,14,-61,6,-86,3,-539,57,-189,23,-134,12,-564,27,-83,9,-87,7,-91,5,-99,11,-71,4
38,-525,71,-525,71,-90,13,-555,41,-116,26,-100,7,-234,14,-61,6,-86,3,-539,57,-261,23,-139,12,-564,32,-83,9,-87,7,-92,5,-101,14,-71,4
39,-525,71,-525,71,-95,13,-555,41,-116,26,-101,7,-234,14,-61,6,-86,3,-539,57,-273,23,-162,12,-564,32,-83,9,-87,7,-103,5,-139,14,-71,4
40,-525,71,-525,71,-95,13,-555,41,-145,26,-104,7,-237,14,-61,6,-86,3,-539,57,-318,23,-172,12,-564,32,-83,9,-87,7,-103,5,-139,14,-71,4
41,-525,71,-525,71,-95,13,-555,41,-145,26,-105,7,-237,14,-61,6,-86,3,-539,57,-403,23,-172,12,-564,32,-87,9,-87,7,-103,5,-139,14,-71,4
42,-525,71,-525,71,-95,13,-555,41,-145,26,-105,7,-321,14,-61,6,-86,3,-539,57,-403,23,-172,12,-564,32,-87,9,-87,7,-103,5,-139,14,-77,4
43,-525,71,-525,71,-95,13,-555,41,-145,26,-105,7,-406,14,-61,6,-86,3,-539,57,-403,23,-172,17,-564,32,-87,9,-87,7,-103,5,-139,14,-77,4
44,-525,71,-525,71,-95,13,-555,41,-145,26,-105,7,-408,16,-61,6,-86,3,-539,57,-428,23,-215,22,-564,32,-100,9,-87,7,-103,5,-139,14,-77,4
45,-525,71,-525,71,-95,13,-555,41,-145,26,-105,7,-498,16,-61,6,-86,3,-539,57,-428,23,-215,22,-564,32,-100,9,-87,7,-103,5,-139,14,-77,4
46,-525,71,-525,71,-95,13,-555,41,-145,26,-105,7,-538,21,-61,6,-86,3,-539,57,-472,23,-216,22,-564,32,-100,9,-87,7,-103,5,-139,14,-77,4
47,-525,71,-525,71,-95,13,-555,41,-145,26,-105,7,-538,21,-92,6,-86,3,-539,57,-531,23,-216,22,-564,32,-100,9,-87,7,-103,5,-139,14,-77,4
48,-525,71,-525,71,-97,13,-555,41,-145,26,-108,7,-565,21,-92,6,-86,3,-539,57,-552,23,-253,22,-564,32,-100,9,-87,7,-103,5,-139,14,-77,4
49,-525,71,-525,71,-98,13,-555,41,-145,26,-111,7,-572,24,-92,12,-87,3,-539,57,-573,23,-287,22,-564,32,-100,9,-87,7,-106,5,-143,14,-84,4
50,-525,71,-525,71,-98,13,-555,41,-145,26,-111,7,-572,24,-182,12,-87,3,-539,57,-573,23,-287,22,-564,32,-100,9,-87,7,-106,5,-143,14,-84,4
51,-525,71,-525,71,-98,13,-555,41,-145,26,-111,7,-572,24,-272,12,-87,3,-539,57,-573,23,-287,22,-564,32,-100,9,-87,7,-106,5,-143,14,-84,4
52,-525,71,-525,71,-98,13,-555,41,-145,26,-111,7,-572,24,-352,22,-87,3,-539,57,-573,23,-287,22,-564,32,-100,9,-87,7,-106,5,-143,14,-84,4
53,-525,71,-525,71,-98,13,-555,41,-145,26,-111,7,-572,24,-420,44,-87,3,-539,57,-573,23,-287,22,-564,32,-100,9,-87,7,-106,5,-143,14,-84,4
54,-525,71,-525,71,-98,13,-555,41,-145,26,-111,7,-572,24,-510,44,-87,3,-539,57,-573,23,-287,22,-564,32,-100,9,-87,7,-106,5,-143,14,-84,4
55,-525,71,-525,71,-103,13,-555,41,-145,26,-111,7,-572,24,-552,44,-87,3,-539,57,-573,23,-321,22,-564,32,-100,9,-91,7,-109,5,-145,14,-84,4
56,-525,71,-525,71,-108,13,-555,41,-145,26,-111,7,-572,24,-552,44,-87,3,-539,57,-573,23,-404,22,-564,32,-100,9,-91,7,-109,5,-147,14,-84,4
57,-525,71,-525,71,-110,13,-555,41,-145,26,-112,7,-572,24,-552,44,-87,3,-539,57,-573,23,-491,22,-564,32,-100,9,-91,7,-109,5,-147,14,-84,4
58,-525,71,-525,71,-110,13,-555,41,-145,26,-115,7,-572,24,-552,44,-88,3,-539,57,-573,23,-566,22,-564,32,-100,9,-91,7,-120,5,-147,14,-84,4
59,-525,71,-525,71,-111,13,-555,41,-159,26,-130,7,-572,24,-552,44,-88,3,-539,57,-573,23,-574,22,-564,32,-104,9,-106,7,-132,5,-162,16,-88,4
60,-525,71,-525,71,-111,13,-555,41,-159,26,-130,7,-572,24,-552,44,-88,3,-539,57,-573,23,-574,22,-564,32,-104,9,-106,7,-132,5,-252,16,-88,4
61,-525,71,-525,71,-111,13,-555,41,-159,26,-130,7,-572,24,-552,44,-88,3,-539,57,-573,23,-574,22,-564,32,-104,9,-106,7,-132,5,-342,16,-88,4
62,-525,71,-525,71,-111,13,-555,41,-159,26,-130,7,-572,24,-552,44,-88,3,-539,57,-573,23,-574,22,-564,32,-104,9,-106,7,-132,5,-430,18,-88,4
63,-525,71,-525,71,-111,13,-555,41,-159,26,-130,7,-572,24,-552,44,-88,3,-539,57,-573,23,-574,22,-564,32,-104,9,-106,7,-132,5,-520,18,-88,4
64,-525,71,-525,71,-127,13,-555,41,-159,26,-130,7,-572,24,-552,44,-88,3,-539,57,-573,23,-574,22,-564,32,-115,9,-106,7,-133,5,-560,36,-92,4
65,-525,71,-525,71,-142,13,-555,41,-173,26,-155,9,-572,24,-552,44,-88,3,-539,57,-573,23,-574,22,-564,32,-121,9,-106,7,-161,5,-560,36,-92,4
66,-525,71,-525,71,-142,13,-555,41,-263,26,-155,9,-572,24,-552,44,-88,3,-539,57,-573,23,-574,22,-564,32,-121,9,-106,7,-161,5,-560,36,-92,4
67,-525,71,-525,71,-142,13,-555,41,-353,26,-155,9,-572,24,-552,44,-88,3,-539,57,-573,23,-574,22,-564,32,-121,9,-106,7,-161,5,-560,36,-92,4
68,-525,71,-525,71,-142,13,-555,41,-432,37,-155,9,-572,24,-552,44,-88,3,-539,57,-573,23,-574,22,-564,32,-121,9,-106,7,-161,5,-560,36,-92,4
69,-525,71,-525,71,-142,13,-555,41,-432,127,-155,9,-572,24,-552,44,-88,3,-539,57,-573,23,-574,22,-564,32,-121,9,-106,7,-161,5,-560,36,-92,4
70,-525,71,-525,71,-142,13,-555,41,-432,164,-187,15,-572,24,-552,44,-94,3,-539,57,-573,23,-574,22,-564,32,-121,9,-114,7,-161,5,-560,36,-93,4
71,-525,71,-525,71,-142,13,-555,41,-432,164,-249,17,-572,24,-552,44,-95,3,-539,57,-573,23,-574,22,-564,32,-138,9,-114,7,-169,5,-560,36,-93,4
72,-525,71,-525,71,-142,13,-555,41,-432,164,-321,17,-572,24,-552,44,-95,3,-539,57,-573,23,-574,22,-564,32,-138,9,-119,7,-175,11,-560,36,-93,5
73,-525,71,-525,71,-150,13,-555,41,-432,164,-380,17,-572,24,-552,44,-95,3,-539,57,-573,23,-574,22,-564,32,-138,9,-125,7,-190,12,-560,36,-94,5
74,-525,71,-525,71,-150,13,-555,41,-432,164,-455,17,-572,24,-552,44,-95,3,-539,57,-573,23,-574,22,-564,32,-152,10,-125,7,-190,12,-560,36,-94,5
75,-525,71,-525,71,-150,13,-555,41,-432,164,-511,17,-572,24,-552,44,-95,3,-539,57,-573,23,-574,22,-564,32,-152,10,-125,7,-190,12,-560,36,-128,5
76,-525,71,-525,71,-151,13,-555,41,-432,164,-579,17,-572,24,-552,44,-95,3,-539,57,-573,23,-574,22,-564,32,-154,10,-125,7,-209,12,-560,36,-128,5
77,-525,71,-525,71,-157,13,-555,41,-432,164,-579,17,-572,24,-552,44,-95,3,-539,57,-573,23,-574,22,-564,32,-173,10,-125,7,-273,13,-560,36,-128,5
78,-525,71,-525,71,-157,13,-555,41,-432,164,-579,17,-572,24,-552,44,-110,3,-539,57,-573,23,-574,22,-564,32,-173,10,-125,7,-348,13,-560,36,-128,5
79,-525,71,-525,71,-157,13,-555,41,-432,164,-579,17,-572,24,-552,44,-110,3,-539,57,-573,23,-574,22,-564,32,-173,10,-153,7,-410,13,-560,36,-128,5
