,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-307,35,-90,2,-75,17,-84,8,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
1,-425,54,-202,3,-75,17,-84,8,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
2,-425,54,-451,4,-75,17,-84,8,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
3,-425,54,-473,4,-233,87,-84,8,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
4,-425,54,-473,4,-346,132,-161,23,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
5,-425,54,-473,4,-346,132,-384,50,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
6,-425,54,-473,4,-346,132,-422,58,-292,4,-89,3,-90,2,-90,2,-90,2,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
7,-425,54,-473,4,-346,132,-422,58,-473,5,-156,4,-90,2,-90,2,-90,2,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
8,-425,54,-473,4,-346,132,-422,58,-473,5,-405,5,-90,2,-90,2,-90,2,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
9,-425,54,-473,4,-346,132,-422,58,-473,5,-475,5,-270,2,-90,2,-90,2,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
10,-425,54,-473,4,-346,132,-422,58,-473,5,-475,5,-475,3,-133,3,-90,2,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
11,-425,54,-473,4,-346,132,-422,58,-473,5,-475,5,-475,3,-382,4,-90,2,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
12,-425,54,-473,4,-346,132,-422,58,-473,5,-475,5,-475,3,-475,5,-245,3,-90,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
13,-425,54,-473,4,-346,132,-422,58,-473,5,-475,5,-475,3,-475,5,-474,4,-110,2,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
14,-425,54,-473,4,-346,132,-422,58,-473,5,-475,5,-475,3,-475,5,-474,4,-359,3,-89,3,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
15,-425,54,-473,4,-346,132,-422,58,-473,5,-475,5,-475,3,-475,5,-474,4,-477,3,-219,5,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
16,-425,54,-473,4,-346,132,-422,58,-473,5,-475,5,-475,3,-475,5,-474,4,-477,3,-467,7,-88,4,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
17,-425,54,-473,4,-346,132,-422,58,-473,5,-475,5,-475,3,-475,5,-474,4,-477,3,-470,8,-322,16,-85,7,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
18,-425,54,-473,4,-346,132,-422,58,-473,5,-475,5,-475,3,-475,5,-474,4,-477,3,-470,8,-460,19,-190,11,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
19,-425,54,-473,4,-346,132,-422,58,-473,5,-475,5,-475,3,-475,5,-474,4,-477,3,-470,8,-460,19,-424,27,-90,2,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
20,-425,54,-473,4,-346,132,-422,58,-473,5,-475,5,-475,3,-475,5,-474,4,-477,3,-470,8,-460,19,-450,27,-311,5,-86,6,-83,9,-90,2,-90,2,-87,5,-88,4,-86,6,-90,2,-83,9,-90,2,-88,4
