,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-22,14,-21,12,-20,23,-24,6,-25,5,-22,10
1,-24,15,-26,14,-26,27,-26,10,-25,5,-22,14
2,-27,17,-26,14,-32,34,-28,15,-25,5,-23,18
3,-30,21,-29,15,-34,39,-28,17,-26,6,-25,24
4,-32,23,-34,17,-37,44,-30,23,-26,6,-27,25
5,-34,29,-34,17,-40,48,-31,26,-26,8,-30,31
6,-37,31,-37,20,-42,53,-33,28,-29,8,-32,34
7,-38,34,-39,21,-46,58,-33,31,-30,8,-36,40
8,-39,37,-42,24,-46,63,-36,33,-31,8,-41,44
9,-40,40,-49,27,-48,68,-37,35,-32,12,-41,45
10,-42,46,-54,30,-49,69,-41,37,-34,12,-44,46
11,-46,50,-57,32,-52,69,-43,38,-34,14,-47,52
12,-49,51,-67,34,-55,73,-43,40,-34,17,-48,53
13,-53,55,-68,36,-60,75,-45,41,-36,17,-52,56
14,-55,57,-76,37,-60,77,-47,42,-37,21,-58,57
15,-57,61,-80,39,-62,81,-50,43,-37,24,-60,60
16,-59,63,-81,40,-63,83,-52,47,-41,27,-65,63
17,-62,65,-84,42,-68,90,-52,48,-42,27,-66,68
18,-64,67,-84,44,-72,92,-53,51,-45,31,-68,73
19,-65,67,-87,48,-74,96,-54,53,-46,33,-74,77
20,-66,68,-89,49,-79,103,-54,53,-47,36,-81,79
21,-67,71,-95,51,-79,105,-54,53,-51,39,-87,82
22,-72,72,-101,53,-80,108,-55,53,-54,40,-90,86
23,-75,73,-101,55,-86,111,-55,56,-57,42,-96,87
24,-77,74,-103,58,-90,113,-56,61,-60,42,-100,90
25,-80,74,-107,58,-96,120,-56,63,-62,44,-104,90
26,-82,76,-113,60,-99,123,-58,67,-63,45,-106,92
27,-83,79,-115,61,-104,126,-61,71,-65,47,-108,94
28,-85,81,-122,63,-106,128,-62,72,-66,51,-110,98
29,-91,83,-128,66,-109,129,-65,73,-66,51,-113,100
30,-92,87,-130,67,-112,132,-69,74,-72,52,-115,102
31,-94,88,-133,69,-115,138,-73,76,-75,53,-117,103
32,-94,91,-137,70,-122,140,-75,77,-80,55,-117,106
33,-98,94,-141,71,-125,140,-76,77,-86,57,-121,108
34,-102,96,-144,73,-128,141,-78,80,-87,59,-123,113
35,-106,98,-147,75,-132,144,-81,81,-88,61,-125,116
36,-108,100,-151,77,-134,146,-82,84,-94,62,-126,120
37,-112,100,-153,78,-137,151,-85,85,-98,63,-130,122
38,-115,101,-154,79,-139,154,-89,90,-102,66,-133,122
39,-119,102,-158,80,-140,157,-91,91,-107,68,-139,122
40,-119,103,-162,83,-145,158,-92,92,-113,69,-144,124
41,-121,103,-164,86,-147,161,-97,93,-117,70,-145,130
42,-122,103,-171,90,-149,161,-101,95,-121,73,-148,130
43,-125,108,-174,91,-152,162,-104,96,-123,76,-151,132
44,-128,109,-176,91,-156,163,-110,99,-126,77,-152,137
45,-129,109,-183,92,-162,163,-114,101,-130,81,-153,137
46,-135,111,-186,94,-166,165,-116,101,-132,82,-158,138
47,-141,114,-188,94,-166,167,-119,101,-137,83,-165,139
48,-144,119,-191,97,-169,170,-123,102,-138,84,-167,140
49,-146,119,-199,98,-169,170,-127,103,-146,84,-172,141
50,-152,120,-203,100,-172,173,-127,105,-150,84,-175,143
51,-157,120,-203,100,-175,177,-131,106,-154,88,-179,144
52,-160,120,-210,101,-177,178,-133,106,-161,90,-182,146
53,-165,120,-213,104,-178,183,-135,106,-164,92,-184,150
54,-165,121,-218,105,-182,185,-139,107,-170,95,-186,151
55,-171,121,-223,105,-185,187,-144,109,-172,95,-189,153
56,-171,122,-228,107,-187,188,-146,113,-179,98,-190,155
57,-178,123,-232,109,-190,190,-151,114,-182,99,-191,155
58,-180,123,-237,111,-194,197,-153,116,-186,99,-193,155
59,-183,123,-242,111,-196,199,-157,118,-190,102,-198,155
60,-190,125,-242,111,-197,200,-163,119,-192,104,-205,156
61,-194,125,-254,112,-197,200,-167,121,-195,105,-207,157
62,-198,126,-256,114,-201,202,-172,121,-197,107,-211,159
63,-199,126,-261,117,-205,204,-176,122,-202,107,-216,159
64,-201,126,-267,118,-208,206,-178,122,-207,109,-222,160
65,-203,127,-274,120,-210,207,-183,122,-213,109,-226,160
66,-204,127,-282,122,-212,208,-185,122,-221,112,-229,160
67,-210,128,-287,122,-216,208,-187,123,-226,115,-232,160
68,-213,129,-295,122,-217,209,-189,124,-231,118,-234,163
69,-215,131,-301,123,-220,210,-191,124,-239,119,-238,163
70,-221,131,-305,124,-221,210,-195,127,-246,119,-242,163
71,-227,131,-305,124,-225,211,-202,127,-254,121,-244,163
72,-231,133,-307,124,-231,212,-207,128,-261,122,-245,163
73,-237,133,-309,124,-234,214,-211,128,-269,124,-248,163
74,-241,135,-313,126,-234,214,-219,128,-274,126,-250,164
75,-245,135,-320,126,-235,216,-224,129,-277,126,-256,165
76,-254,136,-324,126,-237,216,-228,129,-281,127,-260,166
77,-261,137,-327,129,-238,217,-234,130,-282,128,-265,166
78,-264,139,-329,133,-238,218,-243,130,-286,128,-269,167
79,-270,140,-333,133,-241,219,-247,131,-289,128,-275,168
