,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-71,3,-81,22,-71,11,-70,4,-72,2,-72,2,-68,6,-69,5,-68,8,-67,8,-80,35,-73,4,-68,6,-71,3,-67,7,-70,4,-71,3,-72,2,-77,8
1,-71,3,-94,31,-71,11,-70,4,-72,2,-72,2,-68,6,-69,5,-68,8,-67,8,-130,58,-73,4,-68,6,-71,3,-67,7,-70,4,-71,3,-72,2,-77,8
2,-71,3,-127,44,-71,11,-70,4,-72,2,-72,2,-68,6,-69,5,-68,8,-67,8,-168,69,-73,4,-68,6,-71,3,-67,7,-70,4,-71,3,-72,2,-77,8
3,-71,3,-161,50,-71,11,-70,4,-72,2,-72,2,-68,6,-69,5,-68,8,-67,8,-215,77,-73,4,-68,6,-71,3,-67,7,-70,4,-71,3,-72,2,-77,8
4,-71,3,-199,55,-71,11,-70,4,-72,2,-72,2,-68,6,-69,5,-68,8,-67,8,-263,81,-73,4,-68,6,-71,3,-67,7,-70,4,-71,3,-72,2,-77,8
5,-71,3,-209,60,-71,16,-70,4,-72,2,-72,2,-68,6,-69,5,-71,8,-67,8,-332,84,-73,4,-68,6,-71,3,-67,7,-70,4,-71,3,-72,2,-77,8
6,-71,3,-217,60,-74,18,-70,4,-72,2,-72,2,-68,6,-69,5,-71,8,-67,8,-412,86,-73,4,-68,6,-71,3,-67,7,-70,4,-71,3,-72,2,-77,8
7,-71,3,-280,60,-88,22,-70,4,-72,2,-72,2,-68,6,-69,5,-74,11,-67,8,-416,88,-73,4,-68,6,-71,3,-67,7,-70,4,-71,3,-72,2,-79,8
8,-71,3,-289,60,-96,24,-70,4,-72,2,-72,2,-68,6,-69,5,-76,17,-67,8,-478,92,-73,4,-68,6,-71,3,-67,7,-70,4,-72,3,-72,2,-80,8
9,-71,3,-351,62,-99,24,-70,4,-72,2,-72,2,-68,6,-69,5,-82,31,-69,8,-483,93,-73,4,-68,6,-71,3,-67,7,-70,4,-72,3,-72,2,-80,8
10,-71,3,-386,62,-99,24,-70,4,-72,2,-72,2,-70,7,-69,5,-122,37,-69,8,-486,93,-73,4,-72,9,-71,3,-67,7,-70,4,-72,3,-72,2,-81,8
11,-71,3,-450,63,-99,24,-70,4,-72,2,-72,2,-76,8,-69,5,-135,37,-69,8,-487,93,-73,4,-77,13,-71,3,-67,7,-70,4,-72,3,-72,2,-81,8
12,-71,3,-507,74,-105,26,-70,4,-72,2,-72,2,-85,9,-69,5,-135,37,-69,8,-488,93,-73,4,-80,16,-71,3,-67,7,-70,4,-72,3,-72,2,-81,10
13,-71,3,-507,74,-119,30,-70,4,-72,2,-72,2,-86,9,-69,5,-159,38,-75,10,-488,93,-73,4,-105,22,-71,3,-67,7,-70,4,-74,3,-72,2,-86,15
14,-71,3,-507,74,-153,32,-70,4,-72,2,-72,2,-86,9,-69,5,-159,38,-91,21,-488,93,-73,4,-109,23,-71,3,-67,7,-70,4,-74,3,-72,2,-110,18
15,-71,3,-507,74,-154,32,-70,4,-72,2,-72,2,-86,9,-69,5,-173,40,-148,39,-488,93,-73,4,-111,23,-71,3,-67,7,-70,4,-74,3,-72,2,-111,18
16,-71,3,-507,74,-154,32,-70,4,-72,2,-72,2,-86,9,-69,5,-176,41,-236,42,-488,93,-73,4,-111,23,-71,3,-67,7,-70,4,-74,3,-72,2,-111,18
17,-71,3,-507,74,-154,32,-70,4,-72,2,-72,2,-86,9,-69,5,-217,41,-240,43,-488,93,-73,4,-147,23,-71,3,-67,7,-70,4,-74,3,-72,2,-123,19
18,-71,3,-507,74,-154,32,-70,4,-74,2,-72,2,-86,9,-69,5,-229,41,-319,45,-488,93,-73,4,-147,23,-71,3,-67,7,-70,4,-74,3,-72,2,-123,19
19,-71,3,-507,74,-155,32,-70,4,-74,2,-72,2,-86,9,-69,5,-299,42,-341,46,-488,93,-73,4,-147,23,-71,3,-67,7,-70,4,-74,3,-72,2,-123,19
20,-71,3,-507,74,-172,33,-70,4,-74,2,-72,2,-105,11,-69,5,-299,42,-343,46,-488,93,-73,4,-147,23,-71,3,-113,15,-70,4,-74,3,-72,2,-123,19
21,-71,3,-507,74,-206,37,-70,4,-77,2,-72,2,-109,15,-69,5,-306,42,-355,46,-488,93,-73,4,-147,23,-71,3,-135,20,-70,4,-74,3,-72,2,-123,19
22,-71,3,-507,74,-206,37,-70,4,-77,2,-72,2,-120,23,-69,5,-368,44,-355,46,-488,93,-73,4,-147,23,-71,3,-144,20,-70,4,-74,3,-72,2,-126,19
23,-71,3,-507,74,-207,37,-70,4,-77,2,-72,2,-195,29,-69,5,-381,44,-355,46,-488,93,-73,4,-147,23,-71,3,-144,20,-70,4,-74,3,-72,2,-126,19
24,-72,3,-507,74,-215,37,-70,4,-77,2,-72,2,-225,32,-69,5,-411,44,-377,46,-488,93,-73,4,-147,23,-71,3,-144,20,-70,4,-74,3,-72,2,-127,19
25,-72,3,-507,74,-215,37,-70,4,-77,2,-72,2,-227,33,-114,5,-442,44,-387,46,-488,93,-73,4,-147,23,-71,3,-144,20,-70,4,-74,3,-72,2,-133,19
26,-72,3,-507,74,-215,37,-70,4,-77,2,-72,2,-248,33,-114,5,-477,44,-422,46,-488,93,-73,4,-147,23,-71,3,-145,20,-72,5,-74,3,-72,2,-133,19
27,-72,3,-507,74,-230,37,-73,4,-77,2,-72,2,-248,33,-114,5,-520,44,-424,46,-488,93,-73,4,-166,23,-71,3,-148,21,-79,7,-74,3,-72,2,-133,19
28,-72,3,-507,74,-282,38,-73,4,-77,2,-72,2,-248,33,-114,5,-523,48,-431,46,-488,93,-73,4,-166,23,-71,3,-159,23,-94,7,-74,3,-72,2,-133,19
29,-72,3,-507,74,-294,39,-77,4,-77,2,-72,2,-283,33,-114,5,-524,48,-458,46,-488,93,-73,4,-166,23,-78,4,-165,24,-94,7,-74,3,-72,2,-133,19
30,-72,3,-507,74,-294,39,-77,4,-77,2,-72,2,-283,33,-114,5,-527,48,-523,47,-488,93,-83,4,-166,23,-85,4,-166,24,-94,7,-74,3,-72,2,-141,19
31,-72,3,-507,74,-294,39,-77,4,-78,2,-72,2,-369,37,-114,5,-527,48,-526,47,-488,93,-83,4,-166,23,-85,4,-166,25,-94,7,-74,3,-72,2,-141,19
32,-72,3,-507,74,-294,39,-77,4,-78,2,-72,2,-372,37,-114,5,-527,48,-526,47,-488,93,-84,6,-166,23,-85,4,-252,28,-94,7,-74,3,-72,2,-141,19
33,-74,3,-507,74,-363,40,-77,4,-80,2,-72,2,-373,37,-114,5,-527,48,-534,47,-488,93,-95,6,-166,23,-85,4,-253,28,-94,7,-74,3,-72,2,-141,19
34,-74,3,-507,74,-385,40,-77,4,-80,2,-72,2,-373,37,-114,5,-527,48,-534,47,-488,93,-95,6,-228,25,-85,4,-253,28,-94,7,-74,3,-72,2,-149,20
35,-75,3,-507,74,-385,40,-77,4,-80,2,-72,2,-373,37,-114,5,-528,48,-534,47,-488,93,-95,6,-231,25,-85,4,-253,28,-94,7,-74,3,-72,2,-238,21
36,-75,3,-507,74,-470,40,-77,4,-80,2,-72,2,-373,37,-114,5,-530,48,-534,47,-488,93,-95,6,-233,25,-85,4,-253,28,-97,7,-74,3,-72,2,-241,21
37,-85,3,-507,74,-521,40,-77,4,-80,2,-72,2,-373,37,-114,5,-531,48,-534,47,-488,93,-95,6,-234,25,-102,4,-268,28,-97,7,-74,3,-72,2,-241,21
38,-85,3,-507,74,-535,41,-77,4,-80,2,-74,2,-390,38,-114,5,-533,48,-534,47,-488,93,-99,6,-234,25,-102,4,-268,28,-97,7,-128,3,-72,2,-241,21
