,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22
0,-31,107,-89,45,-110,15,-95,5,-103,10,-98,3,-98,2,-111,3,-99,4,-101,17,-92,11,-111,4,-98,2,-97,3,-105,6,-120,9,-106,5,-102,2,-97,3,-97,4,-98,2,-105,4,-98,3
1,-41,210,-109,51,-115,19,-101,5,-115,10,-98,3,-99,2,-113,3,-101,4,-107,20,-102,12,-118,5,-99,2,-97,3,-113,6,-131,9,-106,5,-108,2,-98,3,-98,4,-98,2,-108,4,-98,3
2,-43,239,-128,66,-127,25,-103,5,-135,11,-98,3,-101,2,-120,3,-106,4,-151,28,-112,12,-121,5,-103,3,-97,3,-116,6,-142,9,-110,5,-110,2,-103,3,-104,4,-98,2,-115,4,-100,3
3,-48,277,-158,88,-131,26,-104,5,-172,11,-100,3,-103,2,-127,3,-106,4,-167,30,-129,13,-122,6,-108,4,-99,3,-125,6,-145,9,-113,5,-112,2,-106,3,-109,4,-98,2,-123,4,-102,3
4,-57,318,-193,107,-144,29,-107,5,-183,12,-101,3,-104,2,-128,3,-111,4,-186,33,-144,14,-129,6,-115,4,-99,3,-131,6,-153,9,-123,5,-114,2,-107,3,-109,4,-98,2,-125,4,-108,3
5,-64,346,-228,122,-156,33,-110,5,-195,13,-104,3,-110,2,-132,3,-117,4,-195,35,-164,19,-139,7,-127,4,-100,3,-134,7,-158,10,-130,5,-117,2,-111,3,-114,4,-99,2,-129,4,-108,3
6,-67,374,-249,137,-171,35,-125,5,-203,15,-106,3,-114,2,-134,3,-120,4,-236,38,-170,22,-140,7,-131,4,-100,3,-141,7,-167,13,-136,5,-121,2,-121,3,-119,4,-100,2,-136,4,-108,3
7,-73,428,-293,164,-188,38,-129,5,-211,15,-107,3,-115,2,-134,3,-122,5,-253,40,-180,22,-143,7,-132,4,-100,3,-146,7,-169,13,-141,5,-123,2,-125,3,-123,4,-101,2,-141,4,-109,3
8,-79,458,-313,175,-193,41,-133,5,-229,16,-109,3,-122,2,-136,3,-128,5,-271,46,-196,25,-148,7,-141,4,-101,3,-167,7,-184,14,-148,5,-127,2,-125,3,-123,4,-103,2,-143,4,-114,3
9,-82,492,-358,200,-203,42,-139,5,-234,18,-113,3,-127,2,-141,3,-134,5,-299,50,-205,28,-149,8,-143,4,-103,3,-170,7,-192,15,-154,5,-130,2,-128,3,-124,4,-103,2,-145,5,-115,3
10,-88,535,-379,214,-224,44,-148,5,-244,19,-116,3,-129,2,-141,3,-138,5,-308,52,-212,31,-159,8,-155,4,-105,3,-182,7,-194,18,-159,5,-133,2,-135,3,-134,4,-106,2,-149,5,-115,3
11,-97,571,-409,230,-228,45,-161,5,-256,19,-123,3,-138,2,-143,3,-142,6,-319,54,-216,32,-169,8,-156,5,-105,3,-193,7,-201,19,-166,5,-133,2,-138,3,-141,5,-107,2,-166,6,-115,3
12,-107,625,-426,241,-234,46,-165,5,-265,19,-128,3,-142,2,-145,3,-145,6,-350,58,-219,34,-173,8,-161,5,-108,3,-208,7,-211,19,-174,6,-141,2,-139,3,-144,5,-108,2,-169,6,-117,3
13,-115,652,-443,248,-254,47,-167,5,-278,22,-131,3,-143,2,-151,3,-152,7,-375,59,-229,38,-180,10,-164,5,-109,3,-225,7,-227,22,-180,6,-142,2,-140,3,-156,5,-108,2,-172,6,-119,3
14,-119,676,-460,253,-259,49,-169,5,-298,24,-138,3,-149,2,-155,3,-169,8,-396,64,-242,42,-186,10,-165,5,-110,3,-236,7,-238,24,-191,6,-143,2,-144,3,-161,5,-110,2,-187,6,-120,3
15,-124,709,-472,263,-268,50,-172,5,-318,26,-139,3,-153,2,-157,3,-173,9,-411,65,-260,48,-205,10,-167,5,-115,3,-255,10,-255,25,-194,6,-144,2,-145,3,-161,5,-110,2,-198,6,-121,3
16,-129,739,-498,273,-276,52,-174,5,-344,28,-140,3,-153,2,-160,3,-180,9,-429,68,-282,51,-209,11,-170,5,-117,3,-272,10,-265,25,-199,6,-145,2,-150,3,-166,5,-111,2,-203,6,-124,3
