,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-67,3,-75,28,-63,7,-66,4,-66,4,-67,3,-62,8,-64,6,-59,11,-65,5,-100,32,-65,5,-67,3,-68,2,-64,6,-66,4,-68,2,-68,2,-67,3
1,-67,3,-110,37,-63,7,-66,4,-66,4,-67,3,-62,8,-64,6,-59,11,-65,5,-136,47,-65,5,-67,3,-68,2,-64,6,-66,4,-68,2,-68,2,-67,3
2,-67,3,-132,49,-63,7,-66,4,-66,4,-67,3,-62,8,-64,6,-59,11,-65,5,-177,67,-65,5,-67,3,-68,2,-64,6,-66,4,-68,2,-68,2,-67,3
3,-67,3,-180,54,-63,7,-66,4,-66,4,-67,3,-62,8,-65,6,-76,16,-65,5,-193,70,-65,5,-67,3,-68,2,-64,6,-66,4,-68,2,-68,2,-67,3
4,-67,3,-182,54,-63,7,-66,4,-66,4,-67,3,-63,10,-66,6,-83,22,-65,5,-266,72,-65,5,-67,3,-68,2,-64,6,-66,4,-68,2,-68,2,-67,4
5,-67,3,-208,60,-63,7,-66,4,-66,4,-67,3,-65,15,-68,6,-115,32,-66,5,-267,76,-65,5,-67,3,-68,2,-64,6,-72,4,-68,2,-68,2,-67,4
6,-67,3,-209,60,-63,7,-66,4,-66,4,-67,3,-83,20,-68,6,-121,33,-66,5,-324,81,-65,5,-67,3,-70,2,-64,6,-72,4,-68,2,-68,2,-67,4
7,-67,3,-248,60,-63,7,-66,4,-66,6,-67,3,-85,21,-68,6,-127,34,-66,5,-354,82,-65,10,-67,3,-72,4,-64,6,-74,4,-68,2,-68,2,-68,5
8,-67,3,-249,60,-63,7,-66,4,-69,7,-67,3,-86,21,-68,6,-128,35,-66,6,-435,84,-65,11,-67,3,-72,4,-64,6,-74,4,-68,2,-68,2,-68,7
9,-67,3,-300,62,-63,7,-66,4,-69,8,-67,3,-87,21,-68,6,-134,35,-68,7,-454,84,-66,12,-67,3,-72,4,-66,7,-74,4,-68,2,-68,2,-73,9
