,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-21,12,-27,11,-23,12,-21,13,-23,10,-24,7
1,-27,14,-31,11,-26,15,-22,14,-25,12,-28,9
2,-31,15,-34,11,-28,20,-25,14,-28,13,-34,11
3,-34,15,-42,11,-31,22,-31,15,-30,14,-38,11
4,-38,18,-44,11,-31,23,-37,15,-38,15,-43,11
5,-42,20,-48,11,-33,26,-43,15,-39,18,-48,11
6,-46,20,-49,12,-33,29,-54,16,-43,18,-52,12
7,-49,20,-50,14,-35,32,-58,18,-50,19,-57,12
8,-53,22,-52,14,-40,34,-60,20,-55,20,-59,15
9,-55,22,-54,18,-42,35,-64,23,-59,23,-63,16
10,-59,22,-57,19,-43,38,-66,25,-63,25,-67,20
11,-62,24,-59,22,-46,40,-69,26,-65,26,-71,24
12,-65,26,-62,24,-49,45,-71,26,-68,28,-74,26
13,-68,28,-66,27,-50,46,-75,27,-73,28,-78,28
14,-72,28,-70,29,-54,47,-78,28,-78,28,-84,28
15,-74,29,-74,30,-59,50,-81,29,-83,29,-87,29
16,-78,30,-77,31,-60,52,-86,31,-85,32,-91,31
17,-87,31,-78,31,-61,55,-92,31,-87,35,-93,33
18,-93,32,-79,32,-65,56,-96,31,-92,36,-97,35
19,-98,32,-83,33,-65,60,-99,32,-96,37,-101,38
20,-104,33,-84,35,-67,61,-104,34,-99,40,-104,39
21,-105,34,-90,37,-69,63,-107,34,-104,43,-107,41
22,-108,34,-94,39,-73,65,-114,34,-106,44,-110,43
23,-112,36,-96,42,-74,68,-118,35,-111,45,-112,45
24,-113,38,-101,44,-74,71,-122,36,-118,46,-115,46
25,-119,38,-105,48,-74,71,-126,36,-126,47,-117,47
26,-129,40,-109,48,-77,76,-128,36,-127,48,-118,48
27,-133,43,-112,50,-79,78,-131,37,-128,50,-125,48
28,-135,44,-113,53,-84,85,-136,37,-130,50,-129,48
29,-144,44,-115,53,-86,87,-139,40,-130,51,-135,50
30,-147,48,-116,55,-90,89,-142,40,-134,52,-139,52
31,-147,49,-119,56,-92,92,-148,43,-138,55,-140,55
32,-152,49,-120,57,-96,98,-151,45,-142,57,-142,55
33,-157,51,-123,59,-99,100,-153,48,-148,57,-144,55
34,-162,55,-127,59,-102,102,-156,49,-154,57,-145,56
35,-166,56,-128,60,-107,105,-160,51,-155,57,-151,58
36,-169,61,-132,61,-111,108,-165,51,-158,57,-152,59
37,-172,62,-135,62,-113,110,-168,52,-161,58,-159,62
38,-175,65,-140,64,-113,112,-170,54,-168,58,-161,64
39,-176,67,-143,67,-115,114,-173,55,-173,59,-166,66
40,-178,71,-146,68,-118,117,-179,55,-177,60,-168,67
41,-185,71,-150,68,-122,119,-183,55,-184,61,-169,67
42,-186,73,-153,68,-126,120,-186,55,-188,64,-175,70
43,-190,76,-156,69,-128,122,-191,55,-195,65,-177,70
44,-196,76,-160,70,-130,122,-196,55,-200,67,-181,71
45,-199,79,-165,70,-133,123,-200,56,-205,68,-183,73
46,-199,79,-173,74,-136,126,-202,56,-207,70,-187,75
47,-204,82,-175,76,-138,128,-203,61,-210,72,-189,76
48,-206,83,-176,77,-139,131,-212,62,-212,75,-193,78
49,-211,83,-180,79,-142,132,-215,66,-213,76,-197,80
50,-216,84,-182,79,-146,136,-218,66,-219,76,-199,83
51,-220,86,-185,79,-149,137,-222,67,-222,77,-205,85
52,-221,88,-189,79,-151,139,-226,69,-225,80,-208,89
53,-223,88,-195,81,-155,140,-230,70,-229,82,-211,90
54,-229,91,-198,81,-155,142,-233,71,-231,82,-218,93
55,-232,91,-203,82,-160,144,-237,72,-234,83,-221,95
56,-235,91,-205,84,-165,146,-239,75,-239,83,-225,97
57,-241,92,-210,85,-167,150,-242,76,-242,84,-228,97
58,-242,92,-216,87,-169,153,-245,78,-247,84,-231,100
59,-245,93,-217,88,-171,156,-246,81,-252,87,-237,101
60,-251,93,-220,88,-172,157,-250,83,-255,91,-242,102
61,-256,95,-221,90,-174,159,-256,85,-255,92,-246,105
62,-261,96,-225,94,-177,160,-257,86,-259,93,-248,108
63,-265,97,-230,94,-183,162,-259,86,-264,94,-252,108
64,-266,98,-232,97,-188,164,-262,87,-265,96,-256,113
65,-273,98,-235,98,-194,166,-267,88,-268,96,-258,113
66,-275,99,-242,104,-195,166,-270,89,-270,99,-260,115
67,-277,101,-246,107,-198,168,-272,89,-274,99,-262,121
68,-282,103,-253,109,-201,170,-273,89,-274,102,-266,122
69,-286,104,-256,109,-205,172,-276,90,-277,105,-269,125
70,-287,104,-262,110,-205,175,-279,95,-279,107,-274,127
71,-291,105,-265,111,-208,178,-284,98,-280,108,-279,127
72,-294,107,-268,111,-209,180,-287,99,-286,108,-285,130
73,-296,108,-273,112,-211,183,-294,99,-290,109,-288,131
74,-299,111,-276,112,-215,185,-300,99,-294,110,-291,132
75,-300,111,-281,114,-217,189,-302,99,-300,114,-294,133
76,-302,113,-284,114,-218,191,-308,100,-307,115,-297,135
77,-303,114,-287,119,-222,191,-310,103,-312,115,-300,138
78,-309,115,-290,120,-227,193,-313,106,-314,117,-302,138
79,-313,116,-296,121,-229,194,-315,108,-318,120,-304,140
