,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-68,3,-63,12,-71,14,-69,2,-65,6,-68,3,-65,6,-62,9,-78,20,-66,14,-78,33,-68,3,-68,4,-68,3,-64,7,-68,3,-68,3,-69,2,-69,2
1,-68,3,-77,24,-71,14,-69,2,-65,6,-68,3,-65,6,-62,9,-92,27,-66,15,-111,47,-68,3,-68,4,-68,3,-64,7,-68,3,-68,3,-69,2,-69,2
2,-68,3,-96,39,-71,14,-69,2,-65,6,-68,3,-65,6,-62,9,-99,28,-66,17,-144,65,-68,3,-68,4,-68,3,-64,7,-68,3,-68,3,-69,2,-69,2
3,-68,3,-130,49,-71,14,-69,2,-65,6,-68,3,-65,6,-62,9,-102,30,-66,17,-186,69,-68,3,-68,4,-68,3,-64,7,-68,3,-68,3,-69,2,-69,2
4,-68,3,-143,52,-71,14,-69,2,-65,6,-68,3,-65,6,-62,9,-103,30,-68,18,-259,71,-68,3,-68,4,-68,3,-64,7,-68,3,-68,3,-69,2,-69,2
5,-68,3,-194,57,-73,15,-69,2,-65,6,-68,3,-67,6,-62,9,-108,31,-80,27,-265,72,-68,3,-68,4,-68,3,-64,7,-68,3,-68,3,-69,2,-69,2
6,-68,3,-224,58,-75,19,-69,2,-65,7,-68,3,-67,6,-62,9,-108,31,-114,30,-283,74,-68,3,-68,4,-68,3,-64,7,-68,3,-68,3,-69,2,-69,2
7,-68,3,-224,58,-96,21,-69,2,-65,7,-68,3,-67,6,-62,9,-108,31,-115,30,-348,80,-68,3,-68,4,-68,3,-64,7,-68,3,-68,3,-69,2,-69,2
8,-68,3,-238,58,-96,22,-69,2,-65,7,-68,3,-67,6,-62,9,-108,31,-115,30,-417,86,-68,3,-68,5,-69,3,-64,7,-69,3,-68,3,-69,2,-70,3
9,-68,4,-277,58,-97,22,-69,2,-65,7,-68,3,-67,7,-62,9,-108,31,-115,30,-461,89,-68,3,-71,7,-69,3,-64,7,-70,3,-68,3,-69,2,-70,3
10,-71,5,-327,58,-98,22,-69,2,-65,7,-68,3,-70,7,-62,9,-109,31,-117,32,-482,91,-68,3,-78,8,-69,3,-64,7,-70,4,-68,3,-69,2,-70,3
11,-71,6,-398,62,-98,23,-69,2,-65,7,-68,3,-70,8,-62,9,-109,31,-121,32,-485,92,-68,3,-78,8,-69,3,-64,7,-71,4,-76,3,-69,2,-70,3
12,-72,6,-480,62,-103,23,-69,2,-65,7,-68,3,-71,9,-62,9,-113,31,-121,32,-486,92,-68,3,-78,8,-69,3,-64,7,-71,4,-76,3,-69,2,-70,3
13,-72,6,-509,71,-105,24,-69,2,-65,7,-68,3,-78,10,-65,9,-140,38,-125,32,-488,92,-68,3,-79,9,-69,3,-64,7,-72,4,-76,3,-69,2,-70,3
14,-73,6,-510,71,-116,29,-69,2,-77,7,-68,3,-82,10,-65,9,-187,39,-134,33,-489,92,-68,3,-79,10,-69,3,-64,7,-72,4,-76,3,-69,2,-70,4
15,-73,6,-510,71,-162,33,-69,2,-77,7,-68,3,-82,10,-65,9,-187,39,-149,36,-489,92,-68,3,-79,11,-69,3,-86,7,-72,4,-76,3,-69,2,-71,7
16,-73,6,-510,71,-165,33,-69,2,-77,7,-68,3,-82,10,-65,9,-188,39,-223,37,-489,92,-68,3,-86,13,-70,3,-86,7,-72,4,-76,3,-69,2,-75,9
17,-73,6,-510,71,-173,33,-69,2,-77,7,-68,3,-83,10,-128,10,-188,39,-224,37,-489,92,-68,3,-96,16,-70,3,-90,7,-72,4,-76,3,-69,2,-79,9
18,-73,6,-510,71,-173,33,-69,2,-77,7,-68,3,-86,10,-162,17,-227,42,-224,37,-489,92,-68,3,-101,18,-70,3,-90,7,-73,5,-76,3,-69,2,-79,9
19,-73,6,-510,71,-173,33,-69,2,-77,7,-68,3,-112,11,-182,19,-232,42,-224,37,-489,92,-68,3,-136,22,-70,3,-90,7,-75,5,-76,3,-69,2,-79,9
20,-73,6,-510,71,-173,33,-69,2,-77,7,-68,3,-112,11,-188,20,-234,42,-293,41,-489,92,-76,3,-137,22,-70,3,-90,7,-75,5,-77,3,-69,2,-81,10
21,-73,6,-510,71,-191,35,-69,2,-80,7,-68,3,-113,11,-201,20,-242,42,-328,42,-489,92,-76,3,-138,22,-70,3,-91,8,-76,5,-77,3,-69,2,-88,13
22,-73,6,-510,71,-194,36,-69,2,-80,7,-68,3,-113,11,-201,20,-273,42,-373,42,-489,92,-76,3,-138,22,-72,3,-93,8,-76,5,-77,3,-69,2,-97,15
23,-73,6,-510,71,-206,37,-71,2,-80,7,-68,3,-113,11,-201,20,-298,42,-398,43,-489,92,-76,3,-139,22,-72,4,-108,11,-76,5,-77,3,-69,2,-105,16
24,-73,6,-510,71,-248,37,-71,2,-80,7,-68,3,-113,11,-202,20,-298,42,-433,44,-489,92,-76,3,-139,22,-72,4,-119,14,-76,5,-77,3,-70,3,-105,16
25,-74,6,-510,71,-248,37,-71,2,-80,7,-68,3,-115,11,-202,20,-372,44,-433,44,-489,92,-76,3,-139,22,-72,4,-133,16,-76,5,-77,3,-70,3,-105,16
26,-74,6,-510,71,-248,37,-71,2,-80,7,-68,3,-115,11,-202,21,-422,45,-444,44,-489,92,-76,3,-139,22,-72,4,-136,16,-77,5,-77,3,-70,3,-129,20
27,-74,6,-510,71,-263,37,-71,2,-82,8,-68,3,-115,11,-213,23,-476,46,-444,44,-489,92,-76,3,-139,22,-72,4,-136,16,-77,5,-77,3,-72,3,-135,21
28,-74,6,-510,71,-263,37,-71,2,-109,10,-68,3,-115,11,-219,23,-523,47,-446,44,-489,92,-76,3,-139,22,-72,4,-140,16,-77,5,-77,3,-72,3,-141,21
29,-74,6,-510,71,-263,37,-71,2,-112,11,-68,3,-115,11,-228,23,-524,53,-495,45,-489,92,-76,3,-150,22,-74,4,-148,17,-80,5,-77,3,-72,3,-141,21
30,-110,6,-510,71,-263,37,-71,2,-115,11,-68,3,-115,11,-228,23,-526,53,-519,45,-489,92,-76,3,-150,22,-74,4,-149,17,-80,5,-77,3,-72,3,-170,21
31,-110,6,-510,71,-263,37,-71,2,-184,12,-93,3,-115,11,-228,23,-526,53,-519,45,-489,92,-76,3,-150,22,-74,4,-149,17,-80,5,-77,3,-72,3,-170,21
32,-110,6,-510,71,-277,37,-71,2,-184,12,-93,3,-119,11,-247,25,-528,53,-535,45,-489,92,-76,3,-150,22,-82,6,-157,17,-80,5,-97,3,-72,3,-170,21
33,-110,6,-510,71,-277,37,-71,2,-184,12,-93,3,-119,11,-254,26,-528,53,-535,45,-489,92,-76,3,-150,22,-88,6,-157,17,-83,5,-97,3,-72,3,-247,22
34,-110,6,-510,71,-299,37,-71,2,-185,12,-93,3,-122,11,-255,26,-528,53,-535,45,-489,92,-76,3,-150,22,-88,6,-218,22,-83,5,-97,3,-73,3,-248,22
35,-111,6,-510,71,-299,37,-71,2,-185,12,-93,3,-122,11,-267,26,-528,53,-536,45,-489,92,-78,3,-150,22,-88,6,-288,25,-84,5,-97,3,-73,3,-253,22
36,-111,6,-510,71,-299,37,-71,2,-185,12,-93,3,-122,11,-267,26,-528,53,-536,45,-489,92,-78,3,-238,24,-88,6,-293,25,-84,5,-97,3,-73,3,-253,22
37,-111,6,-510,71,-309,37,-71,2,-185,12,-99,4,-122,11,-316,26,-528,53,-536,45,-489,92,-83,4,-239,24,-95,6,-295,25,-86,6,-99,3,-75,3,-259,22
