,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-63,3,-60,6,-60,10,-61,7,-69,17,-61,5,-61,6,-60,7,-64,2,-58,11,-59,9,-60,6,-107,16,-62,4,-61,5,-64,2,-62,4,-62,4
1,-63,3,-60,6,-69,13,-65,9,-74,20,-61,6,-61,8,-60,7,-64,2,-59,36,-90,13,-60,6,-107,16,-62,4,-61,5,-64,2,-62,4,-62,4
2,-63,3,-60,6,-71,13,-66,10,-118,22,-61,6,-61,8,-60,7,-64,2,-96,39,-90,13,-60,6,-107,16,-62,4,-61,5,-64,2,-62,4,-62,4
3,-63,3,-60,6,-115,15,-102,11,-118,22,-61,6,-61,8,-60,7,-64,2,-102,39,-90,13,-60,6,-108,16,-62,4,-61,5,-64,2,-62,4,-62,4
4,-63,3,-62,12,-115,15,-102,11,-118,22,-87,10,-97,10,-60,7,-64,2,-102,39,-90,13,-60,6,-108,16,-64,4,-61,5,-75,2,-62,4,-63,4
5,-63,3,-105,25,-115,15,-102,11,-118,22,-87,10,-97,15,-60,7,-64,2,-102,39,-90,13,-60,6,-108,16,-65,5,-88,5,-75,2,-62,4,-63,4
6,-63,3,-105,40,-115,15,-102,11,-118,22,-93,10,-97,15,-86,7,-64,2,-116,39,-92,13,-66,9,-108,16,-81,5,-88,5,-75,2,-62,6,-63,4
7,-63,3,-143,40,-115,15,-102,11,-118,22,-93,10,-97,15,-86,7,-64,2,-135,39,-92,13,-96,10,-108,16,-81,5,-88,5,-75,2,-62,8,-63,4
8,-63,3,-164,40,-115,15,-102,11,-118,22,-93,10,-97,15,-86,7,-64,2,-196,39,-93,13,-98,10,-108,16,-81,5,-88,5,-75,2,-67,8,-63,4
9,-63,3,-181,40,-115,15,-102,11,-118,22,-93,10,-97,15,-86,7,-64,2,-269,39,-93,13,-98,10,-108,16,-81,5,-88,5,-75,2,-67,8,-63,4
10,-63,3,-181,40,-115,15,-102,11,-118,22,-93,10,-97,15,-86,7,-64,2,-358,40,-93,13,-98,10,-108,16,-81,5,-88,5,-75,2,-67,8,-63,4
11,-63,3,-237,40,-115,15,-102,11,-118,22,-93,10,-97,15,-86,7,-64,2,-392,40,-93,13,-98,10,-108,16,-81,5,-88,5,-75,2,-67,8,-63,4
12,-63,3,-246,42,-115,15,-107,11,-118,22,-93,10,-97,15,-86,7,-64,2,-464,42,-93,13,-98,10,-108,16,-81,5,-88,5,-75,2,-67,8,-63,4
13,-63,3,-282,43,-115,15,-107,11,-118,22,-93,10,-97,15,-86,7,-64,2,-517,42,-93,13,-98,10,-108,16,-81,5,-88,5,-75,2,-67,8,-63,4
14,-63,3,-314,43,-115,15,-107,11,-118,22,-93,10,-97,15,-86,7,-64,2,-539,46,-93,13,-98,10,-108,16,-81,5,-88,5,-75,2,-67,8,-95,4
15,-63,3,-403,43,-115,15,-107,11,-118,22,-93,10,-97,15,-86,7,-64,2,-539,47,-93,13,-98,10,-108,16,-81,5,-88,5,-75,2,-67,8,-95,4
16,-63,3,-484,44,-115,15,-113,11,-118,22,-93,10,-97,15,-86,7,-64,2,-539,49,-93,13,-98,10,-108,16,-81,5,-88,5,-75,2,-67,8,-95,4
17,-63,3,-527,69,-115,15,-115,11,-118,22,-93,10,-97,15,-86,7,-64,2,-539,57,-93,13,-98,10,-108,16,-81,5,-88,5,-75,2,-74,13,-95,4
18,-63,3,-527,69,-115,15,-159,11,-118,22,-93,10,-97,15,-86,7,-64,2,-539,57,-96,13,-98,10,-108,16,-81,5,-88,5,-75,2,-117,13,-95,4
19,-63,3,-527,69,-115,15,-247,11,-118,22,-93,10,-97,15,-86,7,-65,2,-539,57,-97,13,-98,10,-108,16,-81,5,-88,5,-75,2,-117,13,-95,4
20,-63,3,-527,69,-115,15,-299,11,-118,22,-93,10,-98,15,-86,7,-65,2,-539,57,-131,13,-99,10,-109,16,-81,6,-88,5,-75,2,-117,13,-95,4
21,-63,3,-527,69,-115,15,-389,11,-118,22,-93,10,-98,15,-86,7,-65,2,-539,57,-131,13,-99,10,-109,16,-81,6,-88,5,-75,2,-117,13,-95,4
22,-79,3,-527,69,-115,15,-463,11,-118,22,-93,10,-98,15,-86,7,-65,2,-539,57,-131,13,-99,10,-109,16,-81,6,-88,5,-75,2,-117,13,-95,4
23,-79,3,-527,69,-115,15,-550,11,-118,22,-94,10,-98,15,-86,7,-65,2,-539,57,-131,13,-99,10,-111,16,-81,6,-88,5,-75,2,-117,13,-95,4
24,-79,3,-527,69,-115,17,-552,44,-118,22,-97,10,-111,15,-86,7,-66,2,-539,57,-131,13,-102,10,-144,16,-81,6,-88,5,-75,2,-117,13,-95,4
25,-79,3,-527,69,-115,17,-552,44,-118,22,-98,10,-111,15,-86,7,-94,2,-539,57,-135,13,-102,10,-201,16,-81,6,-88,5,-75,2,-117,13,-95,4
26,-79,3,-527,69,-115,17,-552,44,-118,22,-98,10,-111,15,-86,7,-94,2,-539,57,-137,13,-103,10,-288,16,-81,6,-88,5,-75,2,-117,13,-95,4
27,-79,3,-527,69,-115,17,-552,44,-118,112,-98,10,-111,15,-86,7,-94,2,-539,57,-137,13,-103,10,-288,16,-81,6,-88,5,-75,2,-117,13,-95,4
28,-79,3,-527,69,-115,17,-552,44,-207,113,-98,10,-111,15,-86,7,-94,2,-539,57,-137,13,-103,10,-288,16,-81,6,-88,5,-75,2,-117,13,-95,4
29,-79,3,-527,69,-115,17,-552,44,-297,113,-98,10,-111,15,-86,7,-94,2,-539,57,-137,13,-103,10,-288,16,-81,6,-88,5,-75,2,-117,13,-95,4
30,-79,3,-527,69,-115,17,-552,44,-387,113,-98,10,-111,15,-86,7,-94,2,-539,57,-137,13,-103,10,-288,16,-81,6,-88,5,-75,2,-117,13,-95,4
31,-79,3,-527,69,-115,17,-552,44,-435,155,-98,10,-111,15,-86,7,-94,2,-539,57,-137,13,-103,10,-288,16,-81,6,-88,5,-75,2,-117,13,-95,4
32,-79,3,-527,69,-115,17,-552,44,-435,161,-98,10,-115,15,-86,7,-94,2,-539,57,-188,13,-103,10,-317,16,-81,6,-88,5,-75,2,-117,13,-95,4
33,-79,3,-527,69,-115,17,-552,44,-435,161,-99,10,-116,15,-86,7,-94,2,-539,57,-189,13,-103,10,-404,16,-81,6,-88,5,-75,2,-117,13,-95,4
34,-79,3,-527,69,-115,17,-552,44,-435,161,-113,10,-120,15,-86,7,-94,2,-539,57,-194,13,-126,10,-447,17,-81,6,-88,5,-75,2,-117,13,-95,4
35,-79,3,-527,69,-115,17,-552,44,-435,161,-113,10,-122,15,-86,7,-94,2,-539,57,-194,13,-126,10,-516,20,-94,6,-88,5,-75,2,-120,13,-95,4
36,-79,3,-527,69,-115,17,-552,44,-435,161,-113,10,-122,15,-86,7,-94,2,-539,57,-284,13,-126,10,-516,20,-94,6,-88,5,-75,2,-120,13,-95,4
37,-80,3,-527,69,-118,17,-552,44,-435,161,-113,10,-147,15,-86,7,-94,2,-539,57,-284,14,-128,10,-564,25,-94,6,-88,5,-75,2,-123,15,-95,4
38,-80,3,-527,69,-118,17,-552,44,-435,161,-113,10,-152,15,-86,7,-94,2,-539,57,-342,14,-144,10,-564,32,-97,7,-88,5,-75,2,-123,15,-95,4
39,-80,3,-527,69,-118,17,-552,44,-435,161,-113,10,-152,15,-86,7,-94,2,-539,57,-425,18,-146,10,-564,32,-97,7,-89,5,-75,2,-123,15,-95,4
40,-80,3,-527,69,-118,17,-552,44,-435,161,-113,10,-163,15,-86,7,-94,2,-539,57,-488,24,-155,10,-564,32,-97,7,-89,5,-75,2,-124,15,-95,4
41,-80,3,-527,69,-118,17,-552,44,-435,161,-116,10,-193,15,-86,7,-94,2,-539,57,-544,25,-155,10,-564,32,-97,7,-89,5,-75,2,-124,15,-95,4
42,-80,3,-527,69,-118,17,-552,44,-435,161,-116,10,-235,15,-86,7,-94,2,-539,57,-571,25,-176,10,-564,32,-97,7,-89,5,-75,2,-124,15,-95,4
43,-80,3,-527,69,-118,17,-552,44,-435,161,-116,10,-235,16,-175,7,-94,2,-539,57,-571,25,-176,10,-564,32,-97,7,-89,5,-75,2,-124,15,-95,4
44,-80,3,-527,69,-118,17,-552,44,-435,161,-127,11,-306,16,-175,7,-94,2,-539,57,-571,25,-176,10,-564,32,-97,7,-95,5,-75,2,-125,15,-95,4
45,-80,3,-527,69,-118,17,-552,44,-435,161,-127,11,-373,16,-175,7,-94,2,-539,57,-571,25,-197,10,-564,32,-98,7,-95,5,-75,2,-126,15,-95,4
46,-80,3,-527,69,-118,17,-552,44,-435,161,-141,11,-443,16,-175,7,-94,2,-539,57,-571,25,-202,10,-564,32,-98,7,-95,5,-75,2,-127,15,-95,4
47,-94,3,-527,69,-130,17,-552,44,-435,161,-141,11,-501,20,-175,7,-94,2,-539,57,-571,25,-202,10,-564,32,-98,7,-95,5,-75,2,-127,15,-97,4
48,-94,3,-527,69,-130,17,-552,44,-435,161,-141,11,-560,21,-175,7,-94,2,-539,57,-571,25,-229,12,-564,32,-99,7,-95,5,-75,2,-127,15,-97,4
49,-95,3,-527,69,-130,17,-552,44,-435,161,-141,11,-572,21,-175,7,-94,2,-539,57,-571,25,-242,12,-564,32,-161,9,-95,5,-75,2,-127,15,-97,4
50,-95,3,-527,69,-130,17,-552,44,-435,161,-141,11,-572,21,-175,7,-94,2,-539,57,-571,25,-332,12,-564,32,-161,9,-95,5,-75,2,-127,15,-97,4
51,-95,3,-527,69,-130,17,-552,44,-435,161,-141,11,-572,22,-175,7,-94,2,-539,57,-571,25,-416,17,-564,32,-161,9,-95,5,-75,2,-127,15,-97,4
52,-95,3,-527,69,-130,17,-552,44,-435,161,-141,11,-572,22,-175,7,-94,2,-539,57,-571,25,-499,23,-564,32,-161,9,-95,5,-75,2,-128,15,-97,4
53,-95,3,-527,69,-130,17,-552,44,-435,161,-144,11,-572,23,-175,7,-94,2,-539,57,-571,25,-573,23,-564,32,-161,9,-98,5,-75,2,-137,15,-97,4
54,-95,3,-527,69,-131,17,-552,44,-435,161,-156,14,-573,23,-175,7,-97,2,-539,57,-571,25,-573,23,-564,32,-161,9,-99,5,-76,3,-204,15,-97,4
55,-95,3,-527,69,-131,17,-552,44,-435,161,-156,14,-573,23,-175,7,-97,2,-539,57,-571,25,-573,23,-564,32,-161,9,-99,5,-76,3,-294,15,-97,4
56,-95,3,-527,69,-131,17,-552,44,-435,161,-156,14,-573,23,-175,7,-97,2,-539,57,-571,25,-573,23,-564,32,-161,9,-99,5,-76,3,-384,15,-97,4
