STM,STM_stable,STM_stable_validation,STM_validation
0.06772083833533413,0.06772083833533413,0.06772083833533413,0.06772083833533413
0.06794117647058823,0.0661264505802321,0.0656982793117247,0.06716536614645859
0.0677923669467787,0.06553796518607444,0.06515256102440976,0.06670293117246898
0.06786514605842338,0.06428796518607442,0.06456532613045218,0.06591236494597838
0.06727365946378552,0.0638875550220088,0.06313200280112045,0.06566976790716286
0.06739420768307322,0.06375425170068028,0.06292992196878752,0.06552521008403361
0.06724664865946378,0.06266306522609044,0.06283238295318128,0.06544017607042817
0.06707908163265307,0.062496998799519796,0.06252901160464186,0.06523234293717486
0.06669142657062825,0.06212034813925571,0.06245498199279712,0.06534238695478191
0.06673994597839136,0.062060324129651866,0.06205532212885155,0.06492722088835534
0.06665441176470588,0.06179496798719488,0.06188425370148061,0.06485644257703081
0.06642507002801121,0.0617577030812325,0.06180097038815526,0.06485744297719089
0.06641081432573029,0.061817476990796316,0.06142231892757103,0.06477490996398559
0.06618122248899559,0.06176895758303321,0.06159113645458183,0.06448254301720688
0.06616946778711484,0.06152561024409764,0.061653411364545815,0.06453181272509004
0.06620498199279712,0.06153886554621848,0.061569127651060415,0.0643857543017207
0.06604441776710684,0.061621148459383754,0.06161814725890356,0.06437449979991997
0.0659593837535014,0.06159763905562225,0.06133728491396558,0.06400010004001601
0.06575255102040817,0.061621398559423765,0.06151985794317727,0.06410839335734293
0.0657890656262505,0.06165816326530612,0.06138655462184874,0.06390181072428971
0.06576380552220888,0.0615593737494998,0.061606142456982795,0.06350040016006403
0.06583883553421369,0.06165516206482593,0.061751700680272116,0.06362469987995198
0.06574029611844737,0.06159363745498199,0.0617624549819928,0.06351615646258504
0.0657157863145258,0.061534863945578236,0.06190951380552222,0.06333308323329331
0.06564475790316127,0.06137705082032813,0.06192126850740296,0.06324829931972789
0.0655954881952781,0.061571128451380554,0.062102841136454576,0.06308898559423769
0.0656310024009604,0.06146233493397359,0.06215261104441777,0.06306347539015605
0.06565351140456183,0.06143707482993198,0.0621891256502601,0.06285814325730292
0.06548519407763105,0.06160664265706284,0.06215261104441777,0.06281087434973989
0.06543792517006802,0.0615578731492597,0.062273409363745494,0.06281062424969988
0.06551070428171268,0.06155837334933974,0.062163865546218486,0.06273834533813524
0.06541366546618647,0.06157087835134054,0.06220063025210084,0.06272534013605442
0.06540391156462586,0.0616439075630252,0.06218862545018007,0.06277435974389756
0.06508703481392558,0.06164265706282514,0.062139855942376955,0.0628111244497799
0.06507528011204482,0.061630152060824325,0.06217662064825931,0.06277586034413765
0.06497624049619848,0.06164340736294518,0.06228541416566626,0.06298094237695077
0.06495048019207683,0.061667667066826734,0.062213385354141656,0.06283613445378151
0.06484293717486996,0.06165516206482594,0.062200630252100854,0.06288415366146458
0.06494947979191676,0.06178846538615447,0.062187875150060024,0.06282387955182073
0.06484268707482994,0.06175120048019208,0.062224639855942385,0.06276285514205683
0.06452731092436975,0.06175120048019208,0.062249149659863945,0.06278736494597839
0.06457733093237294,0.061776460584233694,0.06232242897158864,0.06272684073629452
0.06452706082432973,0.06180022008803522,0.06227390956382554,0.06273934573829532
0.06445578231292516,0.06183648459383754,0.062261904761904775,0.06265481192476992
0.06441926770708283,0.06182397959183674,0.06224964985994398,0.0627516006402561
0.0644797919167667,0.06187374949979992,0.06221363545418167,0.06263030212084834
0.0644422769107643,0.06175245098039216,0.06223814525810324,0.06266681672669068
0.06428471388555422,0.06178971588635455,0.06224964985994398,0.06266706682673069
0.06412765106042417,0.06186249499799921,0.06227415966386555,0.0625342637054822
