,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-47,12,-22,7,-15,14,-21,8,-21,8,-19,10
1,-67,22,-22,7,-15,14,-21,8,-21,8,-19,10
2,-87,32,-22,7,-15,14,-21,8,-21,8,-19,10
3,-104,45,-22,7,-15,14,-21,8,-21,8,-19,10
4,-128,51,-22,7,-15,14,-21,8,-21,8,-19,10
5,-147,62,-22,7,-15,14,-21,8,-21,8,-19,10
6,-173,66,-22,7,-15,14,-21,8,-21,8,-19,10
7,-179,69,-37,13,-15,14,-21,8,-21,8,-19,10
8,-179,69,-61,19,-15,14,-21,8,-21,8,-19,10
9,-179,69,-86,24,-15,14,-21,8,-21,8,-19,10
10,-179,69,-109,31,-15,14,-21,8,-21,8,-19,10
11,-179,69,-129,41,-15,14,-21,8,-21,8,-19,10
12,-179,69,-153,47,-15,14,-21,8,-21,8,-19,10
13,-179,69,-174,56,-15,14,-21,8,-21,8,-19,10
14,-179,69,-187,59,-23,20,-21,8,-21,8,-19,10
15,-179,69,-187,59,-40,33,-21,8,-21,8,-19,10
16,-179,69,-187,59,-57,46,-21,8,-21,8,-19,10
17,-179,69,-187,59,-74,59,-21,8,-21,8,-19,10
18,-179,69,-187,59,-91,72,-21,8,-21,8,-19,10
19,-179,69,-187,59,-101,92,-21,8,-21,8,-19,10
20,-179,69,-187,59,-118,105,-21,8,-21,8,-19,10
21,-179,69,-187,59,-129,117,-24,12,-21,8,-19,10
22,-179,69,-187,59,-129,118,-47,18,-21,8,-19,10
23,-179,69,-187,59,-129,118,-67,28,-21,8,-19,10
24,-179,69,-187,59,-129,118,-92,33,-21,8,-19,10
25,-179,69,-187,59,-129,118,-114,41,-21,8,-19,10
26,-179,69,-187,59,-129,118,-133,52,-21,8,-19,10
27,-179,69,-187,59,-129,118,-154,61,-21,8,-19,10
28,-179,69,-187,59,-129,118,-180,64,-22,8,-19,10
29,-179,69,-187,59,-129,118,-180,64,-45,15,-19,10
30,-179,69,-187,59,-129,118,-180,64,-63,27,-19,10
31,-179,69,-187,59,-129,118,-180,64,-84,36,-19,10
32,-179,69,-187,59,-129,118,-180,64,-106,44,-19,10
33,-179,69,-187,59,-129,118,-180,64,-128,52,-19,10
34,-179,69,-187,59,-129,118,-180,64,-147,63,-19,10
35,-179,69,-187,59,-129,118,-180,64,-168,72,-19,10
36,-179,69,-187,59,-129,118,-180,64,-173,72,-38,16
37,-179,69,-187,59,-129,118,-180,64,-173,72,-53,31
38,-179,69,-187,59,-129,118,-180,64,-173,72,-74,40
39,-179,69,-187,59,-129,118,-180,64,-173,72,-93,51
40,-179,69,-187,59,-129,118,-180,64,-173,72,-116,58
41,-179,69,-187,59,-129,118,-180,64,-173,72,-139,65
42,-179,69,-187,59,-129,118,-180,64,-173,72,-162,72
43,-182,72,-192,61,-135,118,-181,64,-173,72,-167,77
44,-188,74,-192,61,-135,118,-188,64,-179,73,-170,82
45,-188,74,-197,62,-139,121,-192,66,-183,76,-172,84
46,-192,75,-199,65,-143,122,-197,67,-185,77,-177,85
47,-196,77,-203,65,-146,123,-200,68,-190,78,-181,87
48,-197,77,-207,67,-151,125,-205,69,-194,79,-183,90
49,-203,78,-212,67,-153,126,-208,70,-198,81,-186,92
50,-219,83,-217,71,-153,126,-208,70,-198,81,-186,92
51,-219,83,-224,75,-160,138,-208,70,-198,81,-186,92
52,-219,83,-224,75,-160,139,-221,78,-204,83,-186,92
53,-219,83,-224,75,-160,139,-221,78,-211,88,-202,94
54,-222,85,-228,76,-164,142,-223,79,-213,90,-207,95
55,-224,87,-231,80,-165,144,-227,79,-217,90,-211,99
56,-248,93,-231,80,-165,144,-227,79,-217,90,-211,99
57,-254,95,-249,84,-165,144,-227,79,-217,90,-211,99
58,-254,95,-260,88,-176,148,-227,79,-217,90,-211,99
59,-254,95,-260,88,-187,158,-235,80,-217,90,-211,99
60,-254,95,-260,88,-187,158,-254,88,-220,90,-211,99
61,-254,95,-260,88,-187,158,-254,88,-237,103,-211,99
62,-254,95,-260,88,-187,158,-254,88,-240,103,-226,111
63,-257,97,-263,89,-189,160,-258,88,-243,103,-234,113
64,-260,98,-267,89,-191,163,-260,90,-247,104,-240,115
65,-262,99,-270,91,-193,165,-264,92,-251,106,-244,117
66,-267,101,-274,94,-198,166,-270,93,-252,107,-245,117
67,-269,101,-278,94,-199,169,-273,94,-255,112,-251,119
68,-288,105,-280,94,-201,169,-274,94,-256,112,-252,119
69,-288,105,-298,97,-205,174,-274,94,-256,112,-252,119
70,-288,105,-298,97,-212,180,-282,103,-256,112,-252,119
71,-288,105,-298,97,-212,180,-286,104,-267,123,-255,119
72,-288,107,-299,98,-214,181,-288,104,-268,123,-270,124
73,-290,109,-299,102,-217,183,-293,105,-273,124,-275,124
74,-294,110,-302,104,-221,185,-296,106,-277,126,-278,125
75,-295,112,-306,104,-224,188,-300,107,-283,127,-279,129
76,-299,114,-309,105,-226,190,-306,107,-289,127,-281,131
77,-301,118,-313,105,-229,191,-309,108,-292,128,-284,136
78,-305,118,-317,107,-233,195,-312,111,-297,129,-284,136
79,-308,119,-319,109,-235,197,-316,112,-299,131,-293,136
