,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-143,37,-103,17,-100,20,-99,21,-99,21,-99,21
1,-196,44,-103,17,-100,20,-99,21,-99,21,-99,21
2,-242,58,-103,17,-100,20,-99,21,-99,21,-99,21
3,-289,71,-103,17,-100,20,-99,21,-99,21,-99,21
4,-337,83,-103,17,-100,20,-99,21,-99,21,-99,21
5,-388,92,-103,17,-100,20,-99,21,-99,21,-99,21
6,-443,97,-103,17,-100,20,-99,21,-99,21,-99,21
7,-494,106,-103,17,-100,20,-99,21,-99,21,-99,21
8,-540,120,-103,17,-100,20,-99,21,-99,21,-99,21
9,-589,131,-103,17,-100,20,-99,21,-99,21,-99,21
10,-643,137,-103,17,-100,20,-99,21,-99,21,-99,21
11,-694,146,-103,17,-100,20,-99,21,-99,21,-99,21
12,-745,155,-103,17,-100,20,-99,21,-99,21,-99,21
13,-792,168,-103,17,-100,20,-99,21,-99,21,-99,21
14,-840,180,-103,17,-100,20,-99,21,-99,21,-99,21
15,-892,188,-103,17,-100,20,-99,21,-99,21,-99,21
16,-946,194,-103,17,-100,20,-99,21,-99,21,-99,21
17,-995,205,-103,17,-100,20,-99,21,-99,21,-99,21
18,-1045,215,-103,17,-100,20,-99,21,-99,21,-99,21
19,-1093,227,-103,17,-100,20,-99,21,-99,21,-99,21
20,-1139,241,-103,17,-100,20,-99,21,-99,21,-99,21
21,-1187,253,-103,17,-100,20,-99,21,-99,21,-99,21
22,-1239,261,-103,17,-100,20,-99,21,-99,21,-99,21
23,-1285,275,-103,17,-100,20,-99,21,-99,21,-99,21
24,-1334,286,-103,17,-100,20,-99,21,-99,21,-99,21
25,-1382,298,-103,17,-100,20,-99,21,-99,21,-99,21
26,-1430,310,-103,17,-100,20,-99,21,-99,21,-99,21
27,-1481,319,-103,17,-100,20,-99,21,-99,21,-99,21
28,-1530,330,-103,17,-100,20,-99,21,-99,21,-99,21
29,-1581,339,-103,17,-100,20,-99,21,-99,21,-99,21
30,-1628,352,-103,17,-100,20,-99,21,-99,21,-99,21
31,-1672,368,-103,17,-100,20,-99,21,-99,21,-99,21
32,-1724,376,-103,17,-100,20,-99,21,-99,21,-99,21
33,-1764,385,-113,18,-100,20,-99,21,-99,21,-99,21
34,-1767,385,-157,31,-100,20,-99,21,-99,21,-99,21
35,-1769,385,-202,44,-100,20,-99,21,-99,21,-99,21
36,-1773,385,-251,51,-100,20,-99,21,-99,21,-99,21
37,-1777,385,-298,60,-100,20,-99,21,-99,21,-99,21
38,-1778,385,-346,71,-100,20,-99,21,-99,21,-99,21
39,-1780,385,-399,76,-100,20,-99,21,-99,21,-99,21
40,-1782,385,-451,82,-100,20,-99,21,-99,21,-99,21
41,-1782,385,-503,90,-100,20,-99,21,-99,21,-99,21
42,-1782,385,-555,98,-100,20,-99,21,-99,21,-99,21
43,-1782,385,-605,108,-100,20,-99,21,-99,21,-99,21
44,-1782,385,-654,119,-100,20,-99,21,-99,21,-99,21
45,-1782,385,-709,124,-100,20,-99,21,-99,21,-99,21
46,-1782,385,-759,134,-100,20,-99,21,-99,21,-99,21
47,-1782,385,-809,144,-100,20,-99,21,-99,21,-99,21
48,-1782,385,-860,153,-100,20,-99,21,-99,21,-99,21
49,-1782,385,-913,160,-100,20,-99,21,-99,21,-99,21
50,-1782,385,-964,169,-100,20,-99,21,-99,21,-99,21
51,-1782,385,-1014,179,-100,20,-99,21,-99,21,-99,21
52,-1782,385,-1062,191,-100,20,-99,21,-99,21,-99,21
53,-1782,385,-1116,197,-100,20,-99,21,-99,21,-99,21
54,-1782,385,-1168,205,-100,20,-99,21,-99,21,-99,21
55,-1782,385,-1222,211,-100,20,-99,21,-99,21,-99,21
56,-1782,385,-1271,222,-100,20,-99,21,-99,21,-99,21
57,-1782,385,-1324,229,-100,20,-99,21,-99,21,-99,21
58,-1782,385,-1372,241,-100,20,-99,21,-99,21,-99,21
59,-1782,385,-1422,251,-100,20,-99,21,-99,21,-99,21
60,-1782,385,-1472,261,-100,20,-99,21,-99,21,-99,21
61,-1782,385,-1523,270,-100,20,-99,21,-99,21,-99,21
62,-1782,385,-1573,280,-100,20,-99,21,-99,21,-99,21
63,-1782,385,-1626,287,-100,20,-99,21,-99,21,-99,21
64,-1782,385,-1672,301,-100,20,-99,21,-99,21,-99,21
65,-1782,385,-1728,305,-100,20,-99,21,-99,21,-99,21
66,-1782,385,-1782,311,-100,20,-99,21,-99,21,-99,21
67,-1782,385,-1828,321,-103,21,-99,21,-99,21,-99,21
68,-1782,385,-1831,321,-152,29,-99,21,-99,21,-99,21
69,-1782,385,-1833,321,-200,39,-99,21,-99,21,-99,21
70,-1782,385,-1835,323,-246,49,-99,21,-99,21,-99,21
71,-1782,385,-1839,323,-294,57,-99,21,-99,21,-99,21
72,-1782,385,-1840,323,-340,70,-99,21,-99,21,-99,21
73,-1782,385,-1842,323,-390,78,-99,21,-99,21,-99,21
74,-1782,385,-1844,323,-437,89,-99,21,-99,21,-99,21
75,-1782,385,-1844,323,-482,104,-99,21,-99,21,-99,21
76,-1782,385,-1844,323,-534,112,-99,21,-99,21,-99,21
77,-1782,385,-1844,323,-583,123,-99,21,-99,21,-99,21
78,-1782,385,-1844,323,-630,136,-99,21,-99,21,-99,21
79,-1782,385,-1844,323,-680,146,-99,21,-99,21,-99,21
