,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22
0,-35,107,-101,47,-93,10,-99,3,-120,11,-98,3,-97,3,-98,3,-112,8,-100,12,-105,12,-100,5,-100,3,-111,4,-97,6,-100,4,-95,5,-103,2,-99,3,-96,4,-100,2,-106,5,-100,3
1,-42,138,-131,71,-109,13,-101,3,-131,11,-98,3,-98,3,-100,3,-123,9,-116,12,-114,17,-110,7,-103,3,-111,4,-124,7,-105,5,-96,5,-105,2,-99,3,-97,4,-100,2,-114,5,-100,3
2,-49,165,-155,83,-129,18,-103,3,-140,11,-98,3,-100,3,-101,3,-130,12,-157,16,-120,21,-129,9,-107,3,-114,4,-132,7,-114,5,-96,5,-105,2,-101,3,-100,4,-102,2,-117,5,-101,3
3,-52,207,-175,94,-131,24,-104,3,-162,12,-98,3,-101,3,-101,3,-141,14,-176,18,-133,23,-152,9,-109,3,-121,4,-153,8,-124,5,-96,5,-105,2,-102,3,-104,4,-102,2,-118,5,-103,3
4,-54,233,-209,111,-142,28,-107,3,-176,13,-98,3,-102,3,-103,3,-144,16,-198,19,-141,26,-162,10,-116,3,-125,4,-179,11,-130,5,-100,5,-106,2,-105,3,-107,4,-104,2,-122,5,-105,3
5,-59,279,-231,128,-158,34,-116,3,-194,14,-102,3,-102,3,-103,3,-156,19,-208,20,-157,29,-167,10,-120,3,-128,4,-188,13,-135,6,-101,5,-107,2,-106,3,-112,4,-104,2,-126,5,-105,3
6,-70,332,-240,135,-174,35,-123,3,-211,14,-102,3,-106,3,-104,3,-178,21,-222,26,-161,31,-172,11,-125,3,-136,4,-195,13,-148,7,-106,5,-107,2,-106,3,-115,4,-106,2,-130,5,-105,3
7,-72,350,-259,147,-184,38,-128,3,-218,15,-104,3,-111,3,-109,3,-191,24,-261,30,-172,36,-185,12,-128,3,-140,4,-210,15,-161,8,-111,5,-108,2,-106,3,-121,4,-107,2,-131,5,-105,3
8,-83,377,-276,160,-197,42,-132,3,-241,16,-104,3,-114,3,-110,3,-196,26,-284,33,-181,38,-197,12,-134,3,-143,4,-228,15,-172,9,-115,5,-108,2,-107,3,-123,4,-108,2,-141,5,-105,3
9,-84,414,-312,175,-206,45,-138,3,-252,16,-104,3,-115,3,-110,3,-202,26,-325,39,-191,41,-204,13,-136,3,-143,4,-233,15,-183,11,-121,5,-109,2,-108,3,-124,4,-110,2,-146,5,-106,3
10,-87,448,-353,196,-211,49,-141,3,-261,18,-105,3,-116,3,-112,3,-208,27,-347,46,-193,44,-217,13,-141,3,-147,4,-246,15,-187,14,-126,5,-110,2,-109,3,-129,4,-110,2,-154,5,-107,3
11,-98,478,-366,201,-222,52,-145,3,-278,19,-107,3,-117,3,-112,3,-217,27,-380,53,-195,47,-230,13,-152,3,-160,4,-251,16,-198,14,-130,5,-111,2,-112,3,-134,4,-111,2,-163,5,-108,3
12,-101,502,-386,204,-232,55,-147,3,-301,20,-107,3,-124,3,-116,3,-221,27,-409,57,-207,49,-235,14,-155,3,-174,4,-260,17,-214,16,-134,5,-111,2,-113,3,-137,4,-112,2,-181,5,-109,3
13,-112,543,-399,212,-236,56,-153,3,-320,23,-107,3,-128,3,-118,3,-237,30,-430,57,-216,52,-242,14,-162,3,-177,4,-267,18,-229,17,-137,5,-112,2,-114,3,-140,4,-116,2,-191,5,-112,3
14,-115,574,-417,219,-248,56,-155,3,-335,24,-107,3,-132,3,-120,3,-249,31,-461,60,-229,55,-255,14,-165,3,-181,4,-272,19,-248,18,-143,5,-113,2,-115,3,-147,4,-116,2,-199,5,-115,3
15,-117,600,-439,235,-259,58,-157,3,-347,25,-108,3,-133,3,-122,3,-271,31,-479,65,-237,56,-264,16,-168,3,-195,4,-282,19,-252,18,-161,5,-114,2,-117,3,-149,4,-119,2,-209,5,-115,3
16,-132,660,-464,248,-264,59,-161,3,-357,26,-109,3,-135,3,-127,3,-283,32,-486,68,-244,56,-271,16,-169,3,-203,4,-287,19,-261,18,-166,5,-115,2,-120,3,-152,4,-122,2,-220,5,-117,3
17,-133,695,-494,264,-275,60,-166,3,-366,26,-110,3,-139,3,-131,3,-290,33,-515,73,-250,59,-280,16,-172,3,-205,4,-294,19,-265,18,-176,5,-117,2,-127,3,-155,4,-124,2,-233,5,-117,3
18,-136,727,-529,274,-283,60,-170,3,-382,27,-111,3,-141,3,-140,3,-301,33,-540,75,-254,60,-295,16,-172,3,-208,4,-311,20,-268,18,-188,5,-117,2,-128,3,-156,4,-125,2,-244,5,-118,3
19,-143,777,-543,281,-288,60,-172,3,-396,27,-113,3,-144,3,-140,3,-318,33,-557,78,-264,63,-300,16,-178,3,-210,4,-326,20,-270,18,-194,5,-119,2,-129,3,-163,4,-128,2,-267,6,-121,3
20,-145,793,-561,291,-302,62,-177,3,-423,29,-115,3,-148,3,-142,3,-336,34,-569,82,-270,63,-301,16,-183,3,-223,4,-338,21,-280,19,-201,5,-120,2,-134,3,-175,4,-130,2,-279,6,-124,3
21,-150,809,-582,305,-308,64,-179,3,-453,32,-117,4,-153,3,-142,3,-351,36,-585,85,-281,66,-306,16,-187,3,-225,4,-350,21,-289,20,-207,5,-124,2,-136,3,-185,4,-133,2,-292,6,-126,3
22,-154,838,-605,317,-313,64,-184,3,-464,33,-120,4,-158,3,-146,3,-357,36,-620,90,-284,67,-314,16,-190,3,-240,4,-357,22,-297,20,-215,5,-125,2,-144,3,-189,5,-136,2,-300,6,-129,3
23,-157,861,-628,327,-322,64,-194,3,-482,34,-123,4,-161,3,-149,3,-370,37,-636,91,-286,67,-318,16,-198,3,-255,4,-371,23,-302,20,-221,5,-130,2,-147,3,-193,5,-137,2,-324,6,-130,3
24,-163,904,-646,331,-329,64,-209,3,-511,36,-126,4,-163,3,-150,3,-375,37,-652,96,-296,67,-324,16,-204,3,-261,4,-376,24,-310,20,-224,5,-132,2,-151,3,-199,5,-139,2,-336,6,-133,3
25,-166,937,-663,338,-341,66,-217,3,-536,36,-131,4,-165,3,-153,3,-395,37,-664,96,-302,67,-329,16,-211,3,-265,4,-385,26,-316,21,-235,5,-135,2,-160,3,-204,5,-141,2,-344,6,-136,3
