,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-57,4,-56,5,-58,3,-54,11,-72,12,-55,8,-55,8,-55,7,-59,2,-52,9,-52,9,-53,9,-105,13,-59,2,-59,2,-57,4,-57,4,-58,3
1,-57,4,-56,6,-58,3,-63,15,-73,13,-83,9,-87,9,-58,7,-59,2,-52,17,-52,9,-53,9,-105,13,-59,2,-59,2,-57,4,-57,4,-59,3
2,-57,4,-78,16,-58,3,-85,16,-76,13,-83,9,-87,9,-58,7,-59,2,-65,36,-52,9,-53,9,-105,13,-59,2,-59,2,-57,4,-57,4,-59,3
3,-57,4,-78,36,-58,3,-85,16,-77,13,-83,9,-87,9,-58,7,-59,2,-134,36,-52,9,-53,9,-105,13,-59,2,-59,2,-57,4,-57,4,-59,3
4,-57,4,-160,44,-58,3,-85,16,-77,13,-83,9,-87,9,-58,7,-59,2,-134,36,-52,9,-53,9,-105,13,-59,2,-59,2,-57,4,-57,4,-59,3
5,-57,4,-185,45,-58,3,-85,16,-138,13,-83,9,-87,9,-58,7,-59,2,-134,36,-52,12,-53,9,-105,13,-59,2,-59,2,-57,4,-57,4,-59,3
6,-57,4,-238,45,-58,3,-85,16,-148,13,-83,9,-87,10,-58,7,-59,2,-134,36,-78,12,-53,9,-105,13,-59,2,-59,2,-57,4,-57,4,-59,3
7,-57,4,-256,47,-58,3,-85,16,-208,21,-83,9,-87,10,-58,7,-59,2,-134,36,-79,12,-53,9,-105,13,-59,2,-59,2,-57,4,-57,5,-59,3
8,-57,4,-256,47,-58,3,-85,16,-277,24,-83,9,-87,10,-76,7,-59,2,-134,36,-79,12,-53,9,-105,13,-59,2,-59,2,-57,4,-57,5,-59,3
9,-57,4,-258,47,-58,3,-85,16,-361,25,-83,9,-87,10,-76,7,-59,2,-136,36,-79,12,-53,9,-105,13,-59,2,-59,2,-57,4,-57,6,-59,3
10,-57,4,-278,48,-58,3,-85,16,-423,26,-83,9,-87,10,-76,7,-59,2,-136,36,-79,12,-53,9,-105,13,-59,3,-59,2,-57,4,-59,9,-59,3
11,-57,4,-360,48,-58,3,-85,16,-423,26,-83,9,-87,10,-76,7,-59,2,-144,36,-79,12,-53,9,-105,13,-59,3,-59,2,-57,4,-59,9,-59,3
12,-57,4,-424,48,-58,3,-85,16,-431,39,-83,9,-87,10,-76,7,-59,2,-144,36,-79,12,-53,9,-105,13,-59,5,-59,2,-57,4,-62,9,-59,3
13,-57,4,-503,51,-58,3,-85,16,-431,39,-84,9,-87,10,-76,7,-59,2,-147,36,-79,12,-53,9,-105,13,-59,9,-59,2,-57,4,-62,9,-59,3
14,-57,4,-527,69,-58,3,-87,16,-431,71,-88,9,-87,10,-76,7,-59,2,-157,36,-79,12,-53,9,-105,13,-59,9,-59,2,-57,4,-62,9,-59,3
15,-57,4,-527,69,-58,3,-87,16,-431,152,-88,9,-87,14,-76,7,-59,2,-157,36,-79,12,-56,11,-105,13,-59,9,-59,2,-57,4,-62,9,-59,3
16,-57,4,-527,69,-58,4,-90,16,-431,165,-88,9,-87,14,-76,7,-59,2,-230,36,-79,12,-56,11,-105,13,-59,9,-59,2,-57,4,-62,9,-59,3
17,-57,53,-527,69,-58,5,-101,16,-431,165,-88,9,-87,14,-76,7,-59,2,-259,36,-79,12,-56,11,-105,13,-59,9,-59,2,-57,4,-62,9,-59,3
18,-133,67,-527,69,-58,5,-101,16,-431,165,-88,9,-87,14,-76,7,-59,2,-259,36,-79,12,-56,11,-105,13,-59,9,-59,2,-57,4,-62,9,-59,3
19,-223,67,-527,69,-58,5,-101,16,-431,165,-88,9,-87,14,-76,7,-59,2,-259,36,-79,12,-56,11,-105,13,-59,9,-59,2,-57,4,-62,9,-59,3
20,-313,67,-527,69,-58,5,-101,16,-431,165,-88,9,-87,14,-76,7,-59,2,-259,36,-79,12,-56,11,-105,13,-59,9,-59,2,-57,4,-62,9,-59,3
21,-403,67,-527,69,-58,5,-101,16,-431,165,-88,9,-87,14,-76,7,-59,2,-259,36,-79,12,-56,11,-105,13,-59,9,-59,2,-57,4,-62,9,-59,3
22,-493,67,-527,69,-58,5,-101,16,-431,165,-88,9,-87,14,-76,7,-59,2,-259,36,-79,12,-56,11,-105,13,-59,9,-59,2,-57,4,-62,9,-59,3
23,-529,67,-527,69,-58,6,-101,16,-431,165,-88,9,-87,14,-76,7,-59,2,-312,36,-79,12,-56,11,-105,13,-59,9,-59,2,-57,4,-62,9,-59,3
24,-529,67,-527,69,-88,8,-103,16,-431,165,-88,9,-87,14,-76,7,-59,2,-361,43,-79,12,-56,11,-105,13,-59,9,-59,2,-57,4,-62,9,-59,3
25,-529,67,-527,69,-90,38,-103,16,-431,165,-88,9,-87,14,-76,7,-59,2,-413,43,-79,12,-56,11,-105,13,-63,9,-59,2,-57,4,-62,9,-59,5
26,-529,67,-527,69,-177,41,-103,16,-431,165,-88,9,-87,14,-76,7,-59,2,-413,43,-79,12,-56,11,-105,13,-63,9,-59,2,-57,4,-62,9,-59,5
27,-529,67,-527,69,-264,41,-103,16,-431,165,-88,9,-90,14,-76,7,-59,2,-413,43,-79,12,-56,11,-105,13,-63,9,-59,2,-57,4,-62,9,-59,5
28,-529,67,-527,69,-339,41,-103,16,-431,165,-88,9,-90,14,-76,7,-59,2,-413,43,-79,12,-71,11,-105,13,-63,9,-59,2,-57,4,-62,9,-59,5
29,-529,67,-527,69,-339,41,-103,16,-431,165,-88,9,-90,14,-76,7,-59,2,-502,44,-79,12,-71,11,-105,13,-63,9,-59,2,-57,4,-62,9,-59,5
30,-529,67,-527,69,-403,41,-120,16,-431,165,-88,9,-90,14,-76,7,-59,2,-502,53,-79,12,-71,11,-105,13,-63,9,-59,2,-57,4,-62,9,-59,5
31,-529,67,-527,69,-464,41,-120,16,-431,165,-88,9,-90,14,-76,7,-59,2,-529,55,-79,12,-71,11,-105,13,-63,9,-59,2,-57,4,-62,9,-59,5
32,-529,67,-527,69,-540,41,-122,16,-431,165,-88,9,-90,14,-76,7,-59,2,-539,57,-79,12,-71,11,-105,13,-63,9,-59,2,-57,4,-62,9,-59,5
33,-529,67,-527,69,-542,54,-189,16,-431,165,-88,9,-90,14,-76,7,-59,2,-539,57,-87,12,-71,11,-105,13,-63,9,-59,2,-57,4,-62,9,-59,5
34,-529,67,-527,69,-542,54,-276,16,-431,165,-88,9,-90,14,-76,7,-59,2,-539,57,-87,12,-71,12,-105,13,-63,9,-59,2,-57,4,-62,11,-59,5
35,-529,67,-527,69,-542,54,-276,16,-431,165,-88,9,-90,14,-76,7,-59,2,-539,57,-87,12,-71,12,-108,13,-63,9,-65,2,-57,4,-138,16,-59,5
36,-529,67,-527,69,-542,54,-364,16,-431,165,-88,9,-90,14,-76,7,-59,2,-539,57,-87,12,-71,12,-108,13,-63,10,-65,3,-57,4,-138,16,-59,5
37,-529,67,-527,69,-542,54,-454,16,-431,165,-88,9,-90,14,-76,7,-59,2,-539,57,-87,12,-71,12,-108,13,-63,10,-65,3,-57,4,-138,16,-59,5
38,-529,67,-527,69,-542,54,-543,16,-431,165,-88,9,-90,14,-76,7,-59,2,-539,57,-87,12,-71,12,-109,13,-63,10,-65,3,-57,4,-138,16,-59,5
39,-529,67,-527,69,-542,54,-552,23,-431,165,-89,9,-90,14,-76,7,-59,2,-539,57,-117,12,-71,12,-142,18,-63,10,-65,3,-58,6,-138,16,-61,5
40,-529,67,-527,69,-542,54,-552,44,-431,165,-90,9,-91,14,-76,7,-59,2,-539,57,-117,12,-73,12,-145,18,-70,10,-65,3,-113,6,-138,16,-61,5
41,-529,67,-527,69,-542,54,-552,44,-431,165,-90,9,-91,14,-76,7,-59,2,-539,57,-117,12,-73,16,-229,19,-71,10,-65,3,-113,6,-138,16,-61,5
42,-529,67,-527,69,-542,54,-552,44,-431,165,-91,9,-96,14,-76,7,-59,2,-539,57,-117,12,-84,18,-297,19,-71,10,-65,3,-113,6,-138,16,-64,5
43,-529,67,-527,69,-542,54,-552,44,-431,165,-91,9,-96,15,-76,7,-59,2,-539,57,-117,12,-84,22,-381,20,-71,10,-65,3,-113,6,-138,16,-64,5
44,-529,67,-527,69,-542,54,-552,44,-431,165,-91,9,-110,15,-76,7,-59,2,-539,57,-146,12,-111,22,-381,20,-91,10,-65,3,-113,6,-138,16,-64,5
45,-529,67,-527,69,-542,54,-552,44,-431,165,-91,9,-110,15,-76,7,-59,2,-539,57,-146,12,-111,22,-469,20,-91,10,-65,3,-115,6,-138,16,-64,5
46,-529,67,-527,69,-542,54,-552,44,-431,165,-91,9,-110,15,-76,7,-59,2,-539,57,-153,14,-124,22,-535,22,-91,10,-65,3,-115,6,-138,16,-64,5
47,-529,67,-527,69,-542,54,-552,44,-431,165,-98,9,-146,15,-76,7,-59,2,-539,57,-153,14,-127,22,-564,32,-91,10,-65,6,-117,6,-138,16,-64,5
48,-529,67,-527,69,-542,54,-552,44,-431,165,-103,9,-158,15,-76,7,-61,2,-539,57,-187,16,-130,22,-564,32,-91,10,-96,6,-117,6,-138,16,-65,5
49,-529,67,-527,69,-542,54,-552,44,-431,165,-103,9,-158,15,-76,7,-61,2,-539,57,-275,16,-130,22,-564,32,-91,11,-96,6,-117,6,-139,16,-65,5
50,-529,67,-527,69,-542,54,-552,44,-431,165,-103,9,-159,15,-76,7,-61,2,-539,57,-310,16,-158,22,-564,32,-91,11,-96,6,-117,6,-140,16,-90,5
51,-529,67,-527,69,-542,54,-552,44,-431,165,-103,11,-232,15,-76,7,-61,2,-539,57,-310,16,-171,22,-564,32,-93,11,-96,6,-117,6,-140,16,-90,5
52,-529,67,-527,69,-542,54,-552,44,-431,165,-134,11,-233,16,-76,7,-61,3,-539,57,-360,17,-173,22,-564,32,-93,11,-96,6,-117,6,-143,16,-90,5
53,-529,67,-527,69,-542,54,-552,44,-431,165,-134,12,-252,16,-76,7,-110,3,-539,57,-371,24,-173,22,-564,32,-93,11,-96,6,-120,6,-143,16,-90,5
54,-529,67,-527,69,-542,54,-552,44,-431,165,-134,12,-252,16,-76,7,-110,3,-539,57,-413,24,-221,22,-564,32,-93,11,-96,6,-120,6,-143,16,-90,5
55,-529,67,-527,69,-542,54,-552,44,-431,165,-134,12,-341,16,-76,7,-110,3,-539,57,-413,24,-221,22,-564,32,-94,11,-96,6,-120,6,-143,16,-90,5
56,-529,67,-527,69,-542,54,-552,44,-431,165,-134,12,-431,16,-76,7,-110,3,-539,57,-413,24,-221,22,-564,32,-94,11,-96,6,-120,6,-143,16,-90,5
57,-529,67,-527,69,-542,54,-552,44,-431,165,-134,12,-484,16,-76,7,-110,3,-539,57,-440,24,-222,22,-564,32,-94,11,-105,6,-120,6,-143,16,-90,5
58,-529,67,-527,69,-542,54,-552,44,-431,165,-134,12,-495,16,-76,7,-110,3,-539,57,-517,24,-222,22,-564,32,-94,11,-105,6,-120,6,-145,16,-90,5
59,-529,67,-527,69,-542,54,-552,44,-431,165,-134,12,-511,19,-76,7,-110,3,-539,57,-572,24,-222,22,-564,32,-95,11,-105,6,-122,6,-156,18,-90,5
60,-529,67,-527,69,-542,54,-552,44,-431,165,-134,12,-511,19,-76,7,-110,3,-539,57,-572,24,-222,22,-564,32,-95,11,-105,6,-122,6,-246,18,-90,5
61,-529,67,-527,69,-542,54,-552,44,-431,165,-134,12,-511,19,-76,7,-110,3,-539,57,-572,24,-222,22,-564,32,-95,11,-105,6,-122,6,-336,18,-90,5
