,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-154,26,-100,20,-99,21,-98,22,-84,36,-105,15
1,-203,37,-100,20,-99,21,-98,22,-84,36,-105,15
2,-253,47,-100,20,-99,21,-98,22,-84,36,-105,15
3,-304,56,-100,20,-99,21,-98,22,-84,36,-105,15
4,-354,66,-100,20,-99,21,-98,22,-84,36,-105,15
5,-408,72,-100,20,-99,21,-98,22,-84,36,-105,15
6,-460,80,-100,20,-99,21,-98,22,-84,36,-105,15
7,-505,95,-100,20,-99,21,-98,22,-84,36,-105,15
8,-555,105,-100,20,-99,21,-98,22,-84,36,-105,15
9,-601,119,-100,20,-99,21,-98,22,-84,36,-105,15
10,-644,136,-100,20,-99,21,-98,22,-84,36,-105,15
11,-691,149,-100,20,-99,21,-98,22,-84,36,-105,15
12,-737,163,-100,20,-99,21,-98,22,-84,36,-105,15
13,-788,172,-100,20,-99,21,-98,22,-84,36,-105,15
14,-834,186,-100,20,-99,21,-98,22,-84,36,-105,15
15,-886,194,-100,20,-99,21,-98,22,-84,36,-105,15
16,-938,202,-100,20,-99,21,-98,22,-84,36,-105,15
17,-992,208,-100,20,-99,21,-98,22,-84,36,-105,15
18,-1042,218,-100,20,-99,21,-98,22,-84,36,-105,15
19,-1088,232,-100,20,-99,21,-98,22,-84,36,-105,15
20,-1140,240,-100,20,-99,21,-98,22,-84,36,-105,15
21,-1188,252,-100,20,-99,21,-98,22,-84,36,-105,15
22,-1237,263,-100,20,-99,21,-98,22,-84,36,-105,15
23,-1290,270,-100,20,-99,21,-98,22,-84,36,-105,15
24,-1341,279,-100,20,-99,21,-98,22,-84,36,-105,15
25,-1389,291,-100,20,-99,21,-98,22,-84,36,-105,15
26,-1433,307,-100,20,-99,21,-98,22,-84,36,-105,15
27,-1484,316,-100,20,-99,21,-98,22,-84,36,-105,15
28,-1530,330,-100,20,-99,21,-98,22,-84,36,-105,15
29,-1571,349,-100,20,-99,21,-98,22,-84,36,-105,15
30,-1627,353,-100,20,-99,21,-98,22,-84,36,-105,15
31,-1675,365,-100,20,-99,21,-98,22,-84,36,-105,15
32,-1729,371,-100,20,-99,21,-98,22,-84,36,-105,15
33,-1774,379,-106,21,-99,21,-98,22,-84,36,-105,15
34,-1778,380,-148,34,-99,21,-98,22,-84,36,-105,15
35,-1780,380,-195,45,-99,21,-98,22,-84,36,-105,15
36,-1784,380,-244,52,-99,21,-98,22,-84,36,-105,15
37,-1786,380,-299,55,-99,21,-98,22,-84,36,-105,15
38,-1786,380,-350,64,-99,21,-98,22,-84,36,-105,15
39,-1786,380,-400,74,-99,21,-98,22,-84,36,-105,15
40,-1786,380,-452,82,-99,21,-98,22,-84,36,-105,15
41,-1786,380,-504,90,-99,21,-98,22,-84,36,-105,15
42,-1786,380,-555,99,-99,21,-98,22,-84,36,-105,15
43,-1786,380,-610,104,-99,21,-98,22,-84,36,-105,15
44,-1786,380,-659,115,-99,21,-98,22,-84,36,-105,15
45,-1786,380,-706,128,-99,21,-98,22,-84,36,-105,15
46,-1786,380,-754,140,-99,21,-98,22,-84,36,-105,15
47,-1786,380,-801,153,-99,21,-98,22,-84,36,-105,15
48,-1786,380,-829,158,-123,24,-98,22,-84,36,-105,15
49,-1786,380,-836,159,-168,31,-98,22,-84,36,-105,15
50,-1786,380,-842,160,-214,38,-98,22,-84,36,-105,15
51,-1786,380,-850,160,-259,45,-98,22,-84,36,-105,15
52,-1786,380,-856,161,-304,53,-98,22,-84,36,-105,15
53,-1786,380,-861,163,-350,60,-98,22,-84,36,-105,15
54,-1786,380,-868,163,-389,74,-98,22,-84,36,-105,15
55,-1786,380,-876,163,-430,85,-98,22,-84,36,-105,15
56,-1786,380,-882,164,-475,93,-98,22,-84,36,-105,15
57,-1786,380,-889,165,-518,102,-98,22,-84,36,-105,15
58,-1786,380,-896,165,-562,111,-98,22,-84,36,-105,15
59,-1786,380,-902,167,-607,118,-98,22,-84,36,-105,15
60,-1786,380,-908,168,-653,125,-98,22,-84,36,-105,15
61,-1786,380,-913,171,-698,132,-98,22,-84,36,-105,15
62,-1786,380,-920,171,-743,140,-98,22,-84,36,-105,15
63,-1786,380,-926,173,-783,152,-98,22,-84,36,-105,15
64,-1786,380,-931,175,-833,155,-98,22,-84,36,-105,15
65,-1786,380,-939,175,-877,163,-98,22,-84,36,-105,15
66,-1786,380,-946,175,-919,174,-98,22,-84,36,-105,15
67,-1786,380,-954,175,-960,185,-98,22,-84,36,-105,15
68,-1786,380,-958,178,-1001,197,-98,22,-84,36,-105,15
69,-1786,380,-965,179,-1044,206,-98,22,-84,36,-105,15
70,-1786,380,-970,181,-1093,210,-98,22,-84,36,-105,15
71,-1786,380,-978,181,-1134,221,-98,22,-84,36,-105,15
72,-1786,380,-984,182,-1176,232,-98,22,-84,36,-105,15
73,-1786,380,-989,185,-1219,241,-98,22,-84,36,-105,15
74,-1786,380,-996,185,-1264,249,-98,22,-84,36,-105,15
75,-1786,380,-1004,185,-1303,262,-98,22,-84,36,-105,15
76,-1786,380,-1009,187,-1350,268,-98,22,-84,36,-105,15
77,-1786,380,-1015,189,-1395,275,-98,22,-84,36,-105,15
78,-1786,380,-1022,189,-1434,289,-98,22,-84,36,-105,15
79,-1786,380,-1028,191,-1477,298,-98,22,-84,36,-105,15
