,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-91,8,-92,2,-116,61,-88,11,-92,2,-92,2,-92,2,-92,2,-92,2,-94,2,-93,3,-92,2,-115,15,-92,5,-89,5,-95,29,-92,3,-92,2,-91,5,-91,3,-90,6,-92,3,-140,32,-92,2,-89,5
1,-91,8,-92,2,-225,129,-88,11,-92,2,-92,2,-92,2,-92,2,-92,2,-94,2,-93,3,-92,2,-115,15,-92,5,-89,5,-143,38,-92,3,-92,2,-91,5,-91,3,-90,6,-92,3,-144,44,-92,2,-89,5
2,-91,8,-92,2,-329,207,-88,11,-92,2,-92,2,-92,2,-92,2,-92,2,-94,2,-93,3,-92,2,-115,15,-92,5,-89,5,-159,49,-92,3,-92,2,-91,5,-91,3,-90,6,-92,3,-170,59,-92,2,-89,5
3,-91,8,-92,2,-411,219,-89,11,-92,2,-92,2,-92,2,-92,2,-92,2,-94,2,-93,4,-92,2,-122,21,-97,6,-89,5,-204,87,-92,3,-92,2,-91,5,-91,3,-90,7,-92,3,-215,64,-92,3,-89,5
4,-91,8,-92,2,-412,219,-89,11,-92,2,-92,2,-92,2,-92,2,-92,2,-94,2,-93,4,-92,2,-130,21,-97,6,-89,5,-400,113,-92,3,-92,2,-91,5,-91,3,-90,7,-92,3,-229,64,-94,3,-91,6
5,-114,18,-92,2,-426,220,-103,27,-92,2,-92,2,-102,2,-92,2,-92,2,-95,2,-97,6,-94,2,-136,25,-97,6,-89,5,-443,115,-99,6,-93,2,-97,9,-91,3,-103,13,-94,3,-282,65,-94,3,-93,6
6,-169,40,-93,2,-427,220,-117,55,-92,2,-92,2,-102,2,-92,2,-92,2,-97,3,-99,8,-95,2,-136,25,-100,6,-91,5,-462,119,-101,7,-93,2,-150,9,-91,3,-103,15,-95,3,-294,66,-96,3,-112,6
7,-185,58,-93,2,-427,220,-302,85,-92,2,-92,2,-102,2,-92,2,-92,2,-97,3,-99,8,-95,2,-136,25,-100,6,-91,5,-462,120,-101,7,-93,2,-150,9,-91,3,-103,15,-95,3,-294,66,-96,3,-112,6
8,-339,82,-94,2,-434,220,-352,85,-92,2,-92,2,-102,2,-92,2,-92,2,-97,3,-102,9,-95,2,-136,25,-100,6,-92,5,-462,120,-105,8,-93,2,-150,10,-91,3,-104,16,-95,3,-294,66,-96,4,-112,6
9,-460,86,-94,2,-504,225,-354,85,-92,2,-92,2,-102,2,-92,2,-92,2,-97,3,-121,9,-95,2,-137,25,-117,6,-93,5,-462,120,-105,9,-93,2,-153,11,-91,3,-105,16,-95,3,-296,66,-98,4,-112,6
