,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-68,6,-65,11,-67,9,-78,2,-68,2,-68,6,-67,10,-74,4,-63,8,-69,9,-67,17,-68,2,-68,4,-67,3,-70,8,-72,6,-70,3,-68,3,-72,3
1,-70,6,-66,14,-76,9,-78,2,-68,2,-69,7,-82,10,-79,4,-68,10,-80,10,-75,17,-70,2,-68,4,-70,3,-76,9,-75,6,-72,3,-70,4,-80,6
2,-70,6,-71,18,-78,10,-91,2,-70,2,-71,7,-99,12,-79,4,-68,11,-96,13,-80,20,-70,2,-69,4,-70,3,-80,10,-82,7,-72,3,-70,4,-84,7
3,-75,6,-74,24,-86,13,-91,2,-70,2,-74,7,-103,15,-81,4,-70,12,-110,17,-90,24,-70,2,-71,4,-70,3,-85,10,-87,8,-76,3,-73,4,-85,9
4,-77,6,-83,30,-95,14,-92,2,-71,2,-76,7,-106,18,-88,5,-71,13,-119,18,-94,25,-70,3,-73,4,-78,3,-93,10,-92,8,-78,3,-80,4,-85,9
5,-80,6,-92,31,-98,15,-97,2,-74,2,-76,8,-113,18,-89,5,-71,15,-136,18,-98,30,-71,4,-74,4,-79,3,-106,11,-94,9,-81,3,-82,4,-92,9
6,-83,6,-98,36,-108,17,-101,3,-74,2,-79,8,-119,18,-91,6,-73,16,-140,19,-103,33,-71,4,-76,5,-79,3,-120,12,-99,9,-81,3,-89,4,-96,11
7,-87,7,-107,41,-118,18,-103,3,-78,2,-82,8,-119,19,-95,6,-74,17,-154,20,-108,36,-71,4,-76,5,-79,3,-127,13,-111,9,-82,3,-93,4,-97,11
8,-92,7,-115,41,-125,19,-106,3,-78,2,-85,8,-128,19,-95,6,-74,18,-157,22,-124,40,-74,5,-81,6,-81,3,-140,13,-115,9,-83,3,-94,4,-99,11
9,-93,7,-121,42,-132,20,-113,3,-82,2,-89,9,-136,19,-96,6,-76,19,-164,22,-137,43,-75,5,-84,7,-83,3,-140,13,-125,9,-85,3,-98,4,-101,14
10,-96,7,-126,45,-139,24,-120,3,-84,2,-92,9,-145,19,-99,6,-81,20,-164,22,-146,47,-77,5,-90,7,-87,3,-144,13,-133,10,-86,3,-98,4,-104,15
11,-99,7,-131,47,-142,24,-121,3,-84,2,-96,9,-152,20,-104,6,-84,22,-177,23,-155,49,-77,5,-93,7,-92,3,-155,13,-143,10,-86,3,-99,4,-107,16
12,-104,7,-133,52,-143,26,-126,3,-85,2,-100,9,-166,23,-109,6,-85,22,-186,23,-169,51,-77,5,-95,7,-93,3,-165,14,-147,10,-89,3,-99,4,-108,16
13,-112,7,-140,53,-149,26,-130,3,-86,2,-106,9,-172,23,-109,6,-88,24,-188,25,-179,51,-78,6,-100,8,-100,3,-175,14,-148,10,-91,3,-105,4,-110,17
14,-115,7,-145,53,-162,26,-138,3,-86,2,-106,9,-175,23,-116,7,-91,25,-196,26,-193,55,-78,6,-101,9,-103,3,-184,15,-150,10,-94,3,-107,4,-112,17
15,-120,7,-150,55,-169,26,-139,3,-86,2,-108,9,-180,24,-123,8,-92,27,-198,27,-202,58,-79,6,-102,9,-109,3,-195,15,-158,10,-100,3,-114,4,-113,17
16,-123,7,-153,55,-172,27,-141,3,-88,2,-114,9,-187,25,-128,9,-93,29,-199,28,-215,59,-82,6,-109,9,-114,3,-200,15,-161,10,-111,3,-120,4,-115,17
17,-127,7,-156,56,-181,28,-146,3,-92,2,-116,9,-194,26,-133,9,-97,30,-207,28,-226,61,-83,7,-110,10,-117,3,-206,15,-166,10,-114,3,-124,4,-117,17
18,-131,7,-166,58,-186,29,-149,3,-98,2,-122,9,-204,28,-141,9,-101,31,-213,29,-233,62,-85,7,-110,11,-118,3,-212,15,-168,10,-115,3,-126,4,-119,18
19,-134,7,-169,58,-189,30,-152,3,-100,2,-124,10,-211,28,-143,10,-105,32,-215,29,-242,64,-87,7,-117,11,-123,3,-229,15,-177,10,-117,3,-128,4,-124,18
20,-138,7,-173,58,-193,30,-157,3,-104,2,-127,11,-218,28,-149,10,-113,34,-219,31,-250,66,-90,8,-119,11,-125,3,-234,16,-184,10,-123,3,-131,4,-125,18
21,-142,7,-178,59,-204,30,-161,3,-105,2,-133,11,-226,29,-151,10,-114,34,-228,31,-260,66,-92,8,-119,11,-133,3,-241,16,-189,10,-124,3,-138,4,-127,18
22,-147,7,-182,59,-209,31,-163,3,-109,2,-138,11,-230,29,-153,11,-118,36,-232,32,-265,66,-99,8,-124,11,-135,3,-250,18,-196,11,-129,3,-140,4,-133,18
