,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-71,4,-68,16,-71,7,-69,2,-73,4,-67,4,-79,11,-68,7,-64,14,-65,10,-66,11,-65,6,-68,6,-68,2,-67,6,-67,3,-69,2,-68,2,-70,5
1,-74,4,-74,27,-85,7,-69,2,-74,4,-68,5,-87,12,-71,7,-76,17,-75,10,-74,12,-68,6,-69,6,-69,2,-67,6,-68,3,-70,2,-72,2,-71,5
2,-77,6,-83,29,-90,7,-70,2,-76,4,-69,6,-100,13,-78,7,-81,20,-84,11,-82,13,-71,7,-73,6,-69,2,-70,6,-69,3,-73,2,-75,2,-73,6
3,-81,6,-87,31,-93,7,-71,2,-80,4,-74,6,-108,15,-84,7,-88,24,-91,12,-93,15,-74,8,-76,6,-69,2,-79,6,-71,3,-73,2,-75,2,-76,9
4,-89,6,-96,36,-98,7,-71,2,-85,5,-75,6,-108,16,-91,8,-90,25,-98,14,-101,19,-74,10,-80,7,-71,2,-84,7,-71,3,-74,2,-77,2,-85,10
5,-96,6,-101,38,-102,7,-71,3,-86,5,-75,6,-113,19,-102,8,-91,29,-102,17,-114,21,-77,11,-87,10,-73,2,-89,7,-71,3,-74,2,-80,2,-90,10
6,-96,6,-101,38,-106,7,-75,3,-89,5,-78,6,-118,22,-109,8,-97,32,-107,17,-132,28,-82,12,-89,10,-74,2,-94,7,-71,3,-75,2,-81,2,-100,11
7,-104,7,-106,45,-110,8,-77,3,-90,6,-78,6,-124,22,-113,10,-104,36,-113,17,-138,30,-86,12,-90,11,-75,2,-100,7,-74,4,-78,2,-83,2,-103,14
8,-113,7,-114,47,-110,8,-79,4,-93,6,-78,6,-134,23,-116,10,-109,37,-117,21,-148,32,-90,12,-92,12,-79,2,-108,7,-74,4,-80,2,-86,3,-107,15
9,-116,8,-123,48,-113,8,-82,4,-96,6,-80,6,-139,23,-123,10,-110,38,-123,21,-168,42,-95,12,-94,12,-79,2,-113,8,-75,4,-84,2,-87,3,-108,15
10,-123,8,-131,50,-116,8,-83,4,-97,6,-80,6,-149,23,-128,10,-114,41,-131,24,-175,44,-99,12,-97,13,-79,2,-119,8,-76,4,-85,2,-88,3,-121,16
11,-124,8,-138,51,-118,8,-85,4,-102,6,-81,6,-149,23,-130,10,-119,41,-134,25,-195,51,-108,12,-107,16,-81,2,-128,8,-76,5,-87,2,-89,3,-122,16
12,-127,8,-141,53,-124,8,-86,5,-106,6,-82,6,-159,24,-135,10,-123,41,-142,25,-210,53,-115,12,-108,17,-84,2,-130,8,-81,5,-91,2,-90,3,-127,16
13,-133,8,-147,55,-133,8,-89,5,-109,6,-84,6,-161,24,-145,10,-126,42,-143,25,-219,57,-118,12,-114,17,-84,2,-135,8,-85,5,-94,2,-90,3,-138,18
14,-135,8,-151,56,-137,8,-93,5,-111,6,-89,6,-164,25,-148,11,-131,43,-148,26,-236,59,-125,13,-120,18,-85,2,-140,9,-86,5,-94,2,-91,3,-148,18
15,-140,8,-157,56,-142,9,-95,5,-113,6,-92,6,-175,25,-155,12,-133,43,-150,27,-243,59,-139,13,-125,18,-88,2,-148,9,-87,5,-94,2,-95,3,-153,18
16,-143,8,-161,56,-148,9,-97,6,-117,7,-95,6,-185,26,-166,12,-141,43,-155,27,-250,60,-146,13,-129,18,-90,2,-155,9,-90,5,-94,2,-97,3,-156,18
17,-145,10,-164,60,-152,10,-99,6,-119,8,-103,6,-193,26,-173,12,-146,43,-157,29,-254,60,-149,13,-132,19,-92,2,-164,9,-95,5,-95,2,-102,3,-165,18
18,-146,10,-174,60,-160,11,-103,6,-124,8,-104,6,-205,26,-177,13,-148,43,-165,31,-259,62,-153,14,-141,20,-93,2,-169,9,-99,5,-95,2,-102,3,-169,18
19,-147,10,-179,62,-173,12,-103,6,-127,8,-107,6,-209,28,-187,15,-153,44,-173,31,-264,63,-157,14,-147,20,-95,2,-177,9,-101,5,-96,2,-103,3,-173,19
20,-153,11,-187,63,-175,12,-108,6,-129,8,-111,6,-220,28,-196,17,-156,44,-184,31,-264,63,-160,15,-152,20,-99,2,-177,9,-105,5,-99,2,-107,3,-179,19
21,-155,11,-189,63,-180,14,-108,6,-135,10,-113,6,-229,28,-200,18,-157,44,-187,31,-269,65,-162,16,-156,21,-101,2,-189,11,-112,5,-103,2,-112,3,-188,19
22,-157,11,-196,63,-184,14,-110,6,-138,10,-113,6,-234,30,-211,20,-162,44,-195,32,-273,66,-167,17,-157,21,-101,3,-196,11,-119,5,-103,2,-114,3,-201,20
