STM n,STM p,STM_stable n,STM_stable p,STM_stable_validation n,STM_stable_validation p,STM_validation n,STM_validation p
-489.55555555555566,32.66666666666667,-440.42129629629625,81.80092592592591,-434.5416666666667,89.39351851851852,-456.62500000000017,67.31018518518518
-500.0648148148148,33.26851851851851,-450.55092592592587,82.78240740740739,-444.587962962963,90.50462962962962,-466.1018518518519,68.99074074074075
-510.56481481481484,33.87962962962963,-460.69907407407413,83.74537037037034,-454.7777777777778,91.47222222222219,-475.73148148148147,70.51851851851852
-520.949074074074,34.60648148148148,-470.9351851851852,84.62037037037037,-464.95833333333326,92.44907407407408,-485.3981481481482,72.00925925925925
-531.4351851851853,35.23148148148149,-481.23148148148147,85.43518518518518,-475.1805555555556,93.38425925925924,-495.18055555555566,73.38425925925925
-541.8749999999999,35.90277777777778,-491.4675925925926,86.31018518518518,-485.39351851851853,94.3287037037037,-505.18518518518516,74.53703703703701
-552.3101851851851,36.57870370370371,-501.6805555555558,87.20833333333336,-495.61111111111103,95.26851851851852,-515.0185185185186,75.8611111111111
-562.7222222222222,37.27777777777778,-512.037037037037,87.96296296296298,-505.8564814814815,96.18055555555556,-525.013888888889,77.02314814814814
-573.1203703703704,37.99074074074074,-522.3379629629629,88.77314814814817,-515.9259259259259,97.26851851851848,-534.8888888888889,78.30555555555553
-583.6481481481482,38.57407407407407,-532.5833333333334,89.6388888888889,-526.2453703703703,98.10648148148147,-544.8101851851852,79.54166666666664
-594.0787037037038,39.254629629629626,-543.0324074074074,90.30092592592594,-536.4629629629628,99.04629629629626,-554.6898148148149,80.81944444444444
-604.4305555555554,40.01388888888889,-553.4166666666666,91.02777777777779,-546.6157407407408,100.05092592592588,-564.6157407407408,82.05092592592591
-614.8888888888888,40.666666666666664,-563.7407407407408,91.81481481481482,-556.9583333333335,100.86574074074069,-574.5277777777778,83.29629629629628
-625.2453703703703,41.42129629629628,-574.0555555555558,92.6111111111111,-567.3842592592594,101.59722222222217,-584.4907407407409,84.49074074074072
-635.7175925925926,42.06018518518518,-584.4537037037037,93.32407407407408,-577.837962962963,102.30092592592588,-594.425925925926,85.71296296296295
-646.1620370370371,42.726851851851855,-594.9537037037038,93.93518518518518,-588.3564814814815,102.93981481481477,-604.3333333333334,86.96296296296295
-656.5879629629632,43.41203703703704,-605.425925925926,94.57407407407408,-598.9629629629629,103.49074074074072,-614.1944444444445,88.25925925925924
-666.8888888888888,44.22222222222223,-615.9027777777778,95.2083333333333,-609.4212962962962,104.1898148148148,-624.2037037037038,89.40740740740739
-677.3564814814814,44.86574074074074,-626.375,95.84722222222217,-620.0601851851852,104.70833333333331,-634.2546296296297,90.5138888888889
-687.8472222222223,45.48611111111111,-636.8981481481482,96.43518518518518,-630.6064814814815,105.31944444444444,-644.2592592592592,91.66666666666667
-698.3009259259258,46.14351851851851,-647.4537037037037,96.99074074074075,-641.2222222222222,105.86111111111107,-654.2361111111112,92.84722222222223
-708.7083333333334,46.84722222222222,-657.9675925925926,97.58796296296295,-651.8287037037038,106.41203703703702,-664.236111111111,94.00462962962962
-719.1342592592595,47.53240740740741,-668.4305555555555,98.2361111111111,-662.4074074074073,106.99074074074075,-674.1388888888888,95.25925925925925
-729.6157407407409,48.16203703703704,-678.9166666666666,98.8611111111111,-673.037037037037,107.51851851851849,-684.1759259259258,96.37962962962963
-740.0740740740739,48.81481481481482,-689.4120370370371,99.47685185185186,-683.6249999999999,108.08796296296295,-694.212962962963,97.49999999999999
-750.5740740740742,49.42592592592593,-700.0324074074074,99.96759259259261,-694.2638888888888,108.60648148148147,-704.287037037037,98.58333333333333
-761.0092592592591,50.10185185185185,-710.7222222222223,100.38888888888887,-704.9907407407408,109.03703703703705,-714.3796296296297,99.64814814814815
-771.5046296296296,50.7175925925926,-721.3657407407408,100.85648148148147,-715.6157407407409,109.56944444444446,-724.5277777777778,100.6574074074074
-781.9027777777778,51.43055555555555,-731.9537037037036,101.37962962962963,-726.2962962962962,110.0462962962963,-734.6435185185187,101.69907407407409
-792.4305555555557,52.013888888888886,-742.6481481481482,101.79629629629629,-737.037037037037,110.46296296296298,-744.824074074074,102.67592592592592
-802.9722222222222,52.583333333333336,-753.3657407407409,102.18981481481478,-747.7361111111112,110.92129629629632,-755.0000000000001,103.6574074074074
-813.412037037037,53.254629629629626,-764.0648148148149,102.60185185185185,-758.4398148148148,111.37500000000004,-765.2546296296294,104.56018518518522
-823.736111111111,54.041666666666664,-774.7638888888888,103.01388888888886,-769.2037037037036,111.76851851851853,-775.5185185185187,105.45370370370371
-834.2592592592595,54.62962962962964,-785.4351851851851,103.4537037037037,-779.9490740740739,112.18055555555554,-785.7222222222222,106.4074074074074
-844.699074074074,55.300925925925924,-796.0833333333335,103.91666666666669,-790.7129629629632,112.57407407407408,-796.0231481481482,107.26388888888887
-855.2037037037038,55.90740740740742,-806.8148148148148,104.29629629629632,-801.5092592592592,112.9351851851852,-806.4074074074075,108.03703703703702
-865.6712962962962,56.55092592592593,-817.5324074074074,104.68981481481484,-812.3009259259261,113.30092592592597,-816.8703703703706,108.73148148148147
-876.125,57.208333333333336,-828.3194444444445,105.01388888888891,-823.1435185185186,113.61574074074078,-827.3472222222223,109.41203703703701
-886.537037037037,57.90740740740741,-838.9953703703704,105.44907407407412,-833.9722222222222,113.94444444444446,-837.7870370370371,110.12962962962963
-896.9953703703703,58.56018518518516,-849.7546296296296,105.80092592592597,-844.8055555555558,114.26851851851852,-848.2777777777778,110.7962962962963
-907.4537037037038,59.212962962962955,-860.5231481481482,106.14351851851853,-855.6527777777779,114.57870370370371,-858.7592592592592,111.47222222222223
-917.8981481481483,59.87962962962964,-871.2407407407408,106.53703703703705,-866.4814814814813,114.90740740740743,-869.2824074074077,112.10648148148148
-928.361111111111,60.52777777777779,-882.0324074074075,106.85648148148147,-877.3842592592591,115.16203703703707,-879.8657407407405,112.68055555555556
-938.9074074074073,61.09259259259261,-892.8564814814816,107.14351851851853,-888.2824074074075,115.42129629629632,-890.3472222222223,113.35648148148148
-949.3055555555557,61.80555555555557,-903.6666666666666,107.44444444444444,-899.1851851851852,115.67592592592597,-900.9444444444443,113.91666666666667
-959.7546296296294,62.46759259259259,-914.4398148148149,107.7824074074074,-910.0925925925926,115.92592592592594,-911.7453703703704,114.27314814814815
-970.2962962962964,63.03703703703704,-925.3009259259258,108.0324074074074,-921.0462962962961,116.12962962962963,-922.6064814814818,114.56944444444444
-980.6064814814816,63.83796296296296,-936.0740740740739,108.37037037037034,-931.9953703703703,116.33796296296295,-933.5138888888891,114.81944444444444
-991.0694444444445,64.48611111111111,-946.9074074074075,108.64814814814814,-942.9907407407409,116.49999999999999,-944.4953703703703,114.99537037037038
-1001.5231481481479,65.14351851851852,-957.7314814814814,108.93518518518518,-953.9814814814814,116.66666666666667,-955.513888888889,115.13425925925925
-1012.0416666666665,65.73611111111111,-968.5787037037036,109.19907407407409,-964.925925925926,116.87962962962963,-966.4953703703706,115.31018518518518
-1022.4953703703703,66.39351851851852,-979.4120370370371,109.47685185185186,-975.9212962962964,117.04166666666664,-977.5277777777778,115.43518518518518
-1032.9120370370372,67.08796296296296,-990.2546296296297,109.7453703703704,-986.9398148148148,117.18055555555554,-988.5231481481482,115.59722222222223
-1043.4074074074072,67.7037037037037,-1001.0694444444445,110.04166666666669,-997.9953703703706,117.2824074074074,-999.5740740740742,115.70370370370371
-1053.7592592592594,68.46296296296298,-1011.8518518518521,110.37037037037037,-1009.0416666666669,117.39351851851849,-1010.611111111111,115.82407407407409
-1064.2685185185187,69.06481481481481,-1022.7268518518521,110.60648148148148,-1020.0370370370371,117.55555555555556,-1021.6527777777777,115.93981481481484
-1074.7314814814815,69.71296296296296,-1033.6435185185185,110.80092592592594,-1031.0879629629628,117.66203703703705,-1032.7129629629628,116.03703703703702
-1085.1435185185185,70.41203703703704,-1044.5462962962963,111.00925925925924,-1042.1620370370372,117.7453703703704,-1043.7083333333333,116.19907407407406
-1095.6574074074074,71.00925925925925,-1055.4814814814818,111.18518518518518,-1053.166666666667,117.89814814814815,-1054.740740740741,116.32407407407406
-1106.1388888888887,71.63888888888889,-1066.398148148148,111.37962962962963,-1064.203703703704,118.01851851851853,-1065.7175925925926,116.5046296296296
-1116.5648148148148,72.32407407407406,-1077.2592592592594,111.6296296296296,-1075.2546296296298,118.12500000000001,-1076.7731481481485,116.60648148148148
-1127.0509259259259,72.94907407407408,-1088.1342592592594,111.86574074074075,-1086.3009259259259,118.23611111111113,-1087.8148148148148,116.72222222222221
-1137.4907407407409,73.62037037037038,-1099.0370370370372,112.07407407407406,-1097.3657407407409,118.32870370370375,-1098.861111111111,116.83333333333331
-1147.888888888889,74.33333333333333,-1109.962962962963,112.25925925925928,-1108.4351851851854,118.41666666666669,-1109.898148148148,116.9537037037037
