,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-137,43,-107,13,-100,20,-103,17,-94,26,-99,21
1,-184,56,-107,13,-100,20,-103,17,-94,26,-99,21
2,-236,64,-107,13,-100,20,-103,17,-94,26,-99,21
3,-284,76,-107,13,-100,20,-103,17,-94,26,-99,21
4,-331,89,-107,13,-100,20,-103,17,-94,26,-99,21
5,-377,103,-107,13,-100,20,-103,17,-94,26,-99,21
6,-428,112,-107,13,-100,20,-103,17,-94,26,-99,21
7,-478,122,-107,13,-100,20,-103,17,-94,26,-99,21
8,-528,132,-107,13,-100,20,-103,17,-94,26,-99,21
9,-579,141,-107,13,-100,20,-103,17,-94,26,-99,21
10,-627,153,-107,13,-100,20,-103,17,-94,26,-99,21
11,-680,160,-107,13,-100,20,-103,17,-94,26,-99,21
12,-733,167,-107,13,-100,20,-103,17,-94,26,-99,21
13,-780,180,-107,13,-100,20,-103,17,-94,26,-99,21
14,-828,192,-107,13,-100,20,-103,17,-94,26,-99,21
15,-876,204,-107,13,-100,20,-103,17,-94,26,-99,21
16,-927,213,-107,13,-100,20,-103,17,-94,26,-99,21
17,-973,227,-107,13,-100,20,-103,17,-94,26,-99,21
18,-1024,236,-107,13,-100,20,-103,17,-94,26,-99,21
19,-1068,252,-107,13,-100,20,-103,17,-94,26,-99,21
20,-1115,265,-107,13,-100,20,-103,17,-94,26,-99,21
21,-1171,269,-107,13,-100,20,-103,17,-94,26,-99,21
22,-1224,276,-107,13,-100,20,-103,17,-94,26,-99,21
23,-1276,284,-107,13,-100,20,-103,17,-94,26,-99,21
24,-1323,297,-107,13,-100,20,-103,17,-94,26,-99,21
25,-1373,307,-107,13,-100,20,-103,17,-94,26,-99,21
26,-1426,314,-107,13,-100,20,-103,17,-94,26,-99,21
27,-1469,331,-107,13,-100,20,-103,17,-94,26,-99,21
28,-1522,338,-107,13,-100,20,-103,17,-94,26,-99,21
29,-1575,345,-107,13,-100,20,-103,17,-94,26,-99,21
30,-1625,355,-107,13,-100,20,-103,17,-94,26,-99,21
31,-1674,366,-107,13,-100,20,-103,17,-94,26,-99,21
32,-1727,373,-107,13,-100,20,-103,17,-94,26,-99,21
33,-1772,379,-114,15,-100,20,-103,17,-94,26,-99,21
34,-1777,379,-158,26,-100,20,-103,17,-94,26,-99,21
35,-1782,379,-204,35,-100,20,-103,17,-94,26,-99,21
36,-1782,379,-251,48,-100,20,-103,17,-94,26,-99,21
37,-1782,379,-301,58,-100,20,-103,17,-94,26,-99,21
38,-1782,379,-353,66,-100,20,-103,17,-94,26,-99,21
39,-1782,379,-405,74,-100,20,-103,17,-94,26,-99,21
40,-1782,379,-457,82,-100,20,-103,17,-94,26,-99,21
41,-1782,379,-514,85,-100,20,-103,17,-94,26,-99,21
42,-1782,379,-568,91,-100,20,-103,17,-94,26,-99,21
43,-1782,379,-620,99,-100,20,-103,17,-94,26,-99,21
44,-1782,379,-670,109,-100,20,-103,17,-94,26,-99,21
45,-1782,379,-720,119,-100,20,-103,17,-94,26,-99,21
46,-1782,379,-773,126,-100,20,-103,17,-94,26,-99,21
47,-1782,379,-824,135,-100,20,-103,17,-94,26,-99,21
48,-1782,379,-875,144,-100,20,-103,17,-94,26,-99,21
49,-1782,379,-929,150,-100,20,-103,17,-94,26,-99,21
50,-1782,379,-979,160,-100,20,-103,17,-94,26,-99,21
51,-1782,379,-1035,164,-100,20,-103,17,-94,26,-99,21
52,-1782,379,-1087,172,-100,20,-103,17,-94,26,-99,21
53,-1782,379,-1137,182,-100,20,-103,17,-94,26,-99,21
54,-1782,379,-1191,188,-100,20,-103,17,-94,26,-99,21
55,-1782,379,-1235,204,-100,20,-103,17,-94,26,-99,21
56,-1782,379,-1277,222,-100,20,-103,17,-94,26,-99,21
57,-1782,379,-1330,229,-100,20,-103,17,-94,26,-99,21
58,-1782,379,-1380,239,-100,20,-103,17,-94,26,-99,21
59,-1782,379,-1426,253,-100,20,-103,17,-94,26,-99,21
60,-1782,379,-1481,258,-100,20,-103,17,-94,26,-99,21
61,-1782,379,-1529,270,-100,20,-103,17,-94,26,-99,21
62,-1782,379,-1581,278,-100,20,-103,17,-94,26,-99,21
63,-1782,379,-1632,287,-100,20,-103,17,-94,26,-99,21
64,-1782,379,-1684,295,-100,20,-103,17,-94,26,-99,21
65,-1782,379,-1733,306,-100,20,-103,17,-94,26,-99,21
66,-1782,379,-1784,315,-100,20,-103,17,-94,26,-99,21
67,-1782,379,-1827,324,-108,20,-103,17,-94,26,-99,21
68,-1782,379,-1832,324,-154,29,-103,17,-94,26,-99,21
69,-1782,379,-1837,324,-201,37,-103,17,-94,26,-99,21
70,-1782,379,-1837,324,-254,44,-103,17,-94,26,-99,21
71,-1782,379,-1837,324,-305,53,-103,17,-94,26,-99,21
72,-1782,379,-1837,324,-353,65,-103,17,-94,26,-99,21
73,-1782,379,-1837,324,-399,79,-103,17,-94,26,-99,21
74,-1782,379,-1837,324,-452,86,-103,17,-94,26,-99,21
75,-1782,379,-1837,324,-498,100,-103,17,-94,26,-99,21
76,-1782,379,-1837,324,-546,112,-103,17,-94,26,-99,21
77,-1782,379,-1837,324,-598,120,-103,17,-94,26,-99,21
78,-1782,379,-1837,324,-645,133,-103,17,-94,26,-99,21
79,-1782,379,-1837,324,-690,148,-103,17,-94,26,-99,21
