,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-60,6,-62,4,-63,3,-80,9,-54,12,-61,7,-98,9,-60,7,-64,2,-58,17,-58,14,-60,6,-63,11,-63,3,-63,3,-63,3,-63,3,-64,2
1,-60,6,-62,4,-63,3,-80,9,-54,12,-71,8,-99,11,-61,7,-64,2,-97,21,-85,16,-60,6,-64,13,-63,3,-63,3,-63,3,-63,3,-64,2
2,-60,6,-62,4,-63,3,-92,9,-54,12,-72,8,-99,11,-65,7,-64,2,-97,21,-85,16,-60,8,-106,19,-68,5,-63,3,-78,3,-63,3,-64,3
3,-63,10,-64,8,-63,6,-105,9,-57,12,-72,8,-99,11,-107,7,-64,2,-100,24,-86,16,-62,12,-107,19,-68,5,-63,4,-78,3,-63,3,-64,4
4,-63,10,-64,27,-63,6,-105,9,-90,20,-72,8,-99,12,-107,7,-64,2,-100,24,-86,16,-89,12,-107,19,-68,5,-63,6,-78,3,-63,3,-64,4
5,-63,10,-132,43,-63,7,-105,9,-90,20,-72,8,-99,12,-107,7,-64,2,-100,24,-86,16,-89,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
6,-64,49,-167,43,-63,7,-105,9,-90,20,-72,8,-99,12,-107,7,-64,2,-114,24,-86,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
7,-133,70,-167,43,-63,7,-105,9,-90,20,-72,8,-99,12,-107,7,-64,2,-114,24,-86,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
8,-222,71,-167,43,-63,7,-105,9,-90,20,-72,8,-99,12,-107,7,-64,2,-114,24,-86,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
9,-302,71,-177,43,-63,7,-105,9,-90,20,-72,8,-99,12,-107,7,-64,2,-114,24,-86,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
10,-336,71,-233,43,-63,7,-105,9,-90,20,-72,8,-99,12,-107,7,-64,2,-114,24,-86,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
11,-425,71,-234,43,-63,7,-105,9,-90,20,-72,8,-99,12,-107,7,-64,2,-114,24,-86,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
12,-494,71,-255,43,-63,7,-105,9,-90,20,-72,8,-99,12,-107,7,-64,2,-114,24,-86,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
13,-509,71,-330,43,-63,7,-105,9,-90,20,-72,8,-99,12,-107,7,-64,2,-114,24,-86,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
14,-524,71,-400,43,-68,7,-105,9,-90,20,-72,8,-99,12,-107,7,-64,2,-114,24,-86,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
15,-525,71,-489,43,-68,7,-105,9,-90,20,-72,8,-99,12,-107,7,-64,2,-114,24,-86,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
16,-525,71,-529,67,-68,7,-108,9,-90,20,-72,8,-99,12,-107,7,-64,2,-137,24,-86,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
17,-525,71,-529,67,-68,7,-122,9,-90,20,-88,8,-101,12,-107,7,-91,3,-166,24,-87,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
18,-525,71,-529,67,-68,7,-122,9,-90,20,-91,8,-101,12,-107,7,-91,3,-253,24,-87,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
19,-525,71,-529,67,-68,7,-122,9,-90,20,-91,8,-101,12,-107,7,-91,3,-343,24,-87,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
20,-525,71,-529,67,-68,7,-122,9,-90,20,-91,8,-101,12,-107,7,-91,3,-433,24,-87,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
21,-525,71,-529,67,-68,7,-122,9,-90,20,-91,8,-101,12,-107,7,-91,3,-523,24,-87,16,-90,12,-107,19,-68,5,-68,6,-78,3,-63,3,-64,4
22,-525,71,-529,67,-68,7,-150,9,-97,20,-91,8,-101,12,-107,7,-91,3,-538,58,-88,16,-90,12,-107,19,-68,5,-71,6,-78,3,-63,3,-66,4
23,-525,71,-529,67,-68,7,-229,9,-97,20,-91,8,-101,12,-107,7,-91,3,-538,58,-88,16,-99,12,-109,19,-68,5,-71,6,-78,3,-63,3,-66,4
24,-525,71,-529,67,-68,7,-297,9,-97,20,-91,8,-101,14,-107,7,-91,3,-538,58,-88,16,-99,12,-109,19,-68,5,-91,6,-78,3,-63,3,-66,4
25,-525,71,-529,67,-68,7,-387,9,-97,20,-91,8,-101,14,-107,7,-91,3,-538,58,-88,16,-99,12,-109,19,-68,5,-91,6,-78,3,-63,3,-66,4
26,-525,71,-529,67,-68,7,-468,9,-97,20,-91,8,-107,14,-107,7,-91,3,-538,58,-88,16,-99,12,-109,19,-68,5,-91,6,-78,3,-64,3,-68,4
27,-525,71,-529,67,-68,8,-522,10,-97,20,-91,8,-107,14,-107,7,-91,3,-538,58,-95,16,-99,12,-109,19,-76,6,-91,6,-78,3,-66,19,-68,4
28,-525,71,-529,67,-69,8,-522,10,-97,20,-91,8,-107,14,-107,7,-91,3,-538,58,-95,16,-99,12,-109,19,-76,6,-91,6,-78,3,-135,39,-68,4
29,-525,71,-529,67,-94,10,-522,10,-97,20,-91,8,-107,14,-107,7,-91,3,-538,58,-95,16,-99,12,-109,19,-76,6,-91,6,-78,3,-198,39,-68,4
30,-525,71,-529,67,-94,49,-522,10,-97,20,-91,8,-107,14,-107,7,-91,3,-538,58,-95,16,-99,12,-109,19,-76,6,-91,6,-78,3,-249,39,-68,4
31,-525,71,-529,67,-183,50,-522,10,-97,20,-91,8,-107,14,-107,7,-91,3,-538,58,-95,16,-99,12,-109,19,-76,6,-91,6,-78,3,-249,39,-68,4
32,-525,71,-529,67,-273,50,-522,10,-97,20,-91,8,-107,14,-107,7,-91,3,-538,58,-95,16,-99,12,-109,19,-76,6,-91,6,-78,3,-249,39,-68,4
