,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-42,17,-25,4,-16,13,-19,10,-15,14,-21,8
1,-68,21,-25,4,-16,13,-19,10,-15,14,-21,8
2,-86,33,-25,4,-16,13,-19,10,-15,14,-21,8
3,-107,42,-25,4,-16,13,-19,10,-15,14,-21,8
4,-125,54,-25,4,-16,13,-19,10,-15,14,-21,8
5,-147,62,-25,4,-16,13,-19,10,-15,14,-21,8
6,-170,69,-25,4,-16,13,-19,10,-15,14,-21,8
7,-171,69,-46,12,-16,13,-19,10,-15,14,-21,8
8,-171,69,-65,23,-16,13,-19,10,-15,14,-21,8
9,-171,69,-87,31,-16,13,-19,10,-15,14,-21,8
10,-171,69,-111,37,-16,13,-19,10,-15,14,-21,8
11,-171,69,-127,51,-16,13,-19,10,-15,14,-21,8
12,-171,69,-150,58,-16,13,-19,10,-15,14,-21,8
13,-171,69,-171,67,-16,13,-19,10,-15,14,-21,8
14,-171,69,-173,67,-27,30,-19,10,-15,14,-21,8
15,-171,69,-173,67,-40,47,-19,10,-15,14,-21,8
16,-171,69,-173,67,-56,61,-19,10,-15,14,-21,8
17,-171,69,-173,67,-73,74,-19,10,-15,14,-21,8
18,-171,69,-173,67,-86,91,-19,10,-15,14,-21,8
19,-171,69,-173,67,-100,107,-19,10,-15,14,-21,8
20,-171,69,-173,67,-118,119,-19,10,-15,14,-21,8
21,-171,69,-173,67,-120,120,-38,18,-15,14,-21,8
22,-171,69,-173,67,-120,120,-62,24,-15,14,-21,8
23,-171,69,-173,67,-120,120,-83,33,-15,14,-21,8
24,-171,69,-173,67,-120,120,-102,44,-15,14,-21,8
25,-171,69,-173,67,-120,120,-129,47,-15,14,-21,8
26,-171,69,-173,67,-120,120,-153,53,-15,14,-21,8
27,-171,69,-173,67,-120,120,-174,62,-15,14,-21,8
28,-171,69,-173,67,-120,120,-176,64,-32,23,-21,8
29,-171,69,-173,67,-120,120,-176,64,-52,33,-21,8
30,-171,69,-173,67,-120,120,-176,64,-75,40,-21,8
31,-171,69,-173,67,-120,120,-176,64,-96,49,-21,8
32,-171,69,-173,67,-120,120,-176,64,-124,51,-21,8
33,-171,69,-173,67,-120,120,-176,64,-148,57,-21,8
34,-171,69,-173,67,-120,120,-176,64,-169,66,-21,8
35,-171,69,-173,67,-120,120,-176,64,-171,69,-40,14
36,-171,69,-173,67,-120,120,-176,64,-171,69,-63,21
37,-171,69,-173,67,-120,120,-176,64,-171,69,-85,29
38,-171,69,-173,67,-120,120,-176,64,-171,69,-106,38
39,-171,69,-173,67,-120,120,-176,64,-171,69,-127,47
40,-171,69,-173,67,-120,120,-176,64,-171,69,-144,60
41,-171,69,-173,67,-120,120,-176,64,-171,69,-162,72
42,-175,69,-176,67,-122,122,-178,65,-175,70,-169,76
43,-178,72,-182,67,-127,122,-183,66,-178,71,-171,77
44,-183,73,-186,67,-130,125,-186,68,-182,72,-173,79
45,-186,74,-189,70,-131,128,-190,68,-186,73,-179,80
46,-190,76,-191,73,-132,132,-195,68,-190,74,-182,81
47,-204,82,-199,75,-132,132,-195,68,-190,74,-182,81
48,-204,82,-209,78,-142,139,-195,68,-190,74,-182,81
49,-204,82,-209,78,-145,141,-208,78,-190,76,-182,81
50,-204,82,-209,78,-145,141,-208,78,-203,85,-189,82
51,-209,82,-213,78,-146,145,-210,79,-203,85,-196,88
52,-213,82,-215,80,-147,147,-214,80,-206,87,-204,89
53,-218,82,-218,82,-149,150,-219,81,-209,89,-207,90
54,-239,85,-218,82,-149,150,-219,81,-210,90,-211,90
55,-246,89,-231,88,-149,150,-219,81,-210,90,-211,90
56,-246,89,-244,90,-156,158,-219,81,-210,90,-211,90
57,-246,89,-244,90,-167,165,-229,83,-210,90,-211,90
58,-246,89,-244,90,-167,165,-243,90,-218,91,-211,90
59,-246,89,-244,90,-167,165,-243,90,-232,101,-217,90
60,-248,90,-244,90,-167,165,-243,90,-232,101,-237,97
61,-250,90,-245,94,-172,167,-249,90,-238,101,-237,101
62,-254,91,-249,94,-175,168,-251,93,-239,105,-242,103
63,-258,92,-253,95,-177,172,-255,93,-242,108,-245,104
64,-272,96,-255,95,-178,173,-257,94,-244,108,-247,105
65,-278,102,-269,99,-178,173,-257,94,-244,108,-247,105
66,-278,102,-275,102,-194,178,-257,94,-244,108,-247,105
67,-278,102,-275,102,-199,179,-272,103,-244,108,-247,105
68,-278,102,-275,102,-199,179,-274,104,-259,120,-247,105
69,-279,102,-276,102,-200,179,-274,104,-259,120,-268,111
70,-283,104,-281,103,-202,181,-276,106,-260,123,-273,112
71,-291,104,-286,103,-204,183,-280,107,-262,126,-275,113
72,-292,105,-292,103,-208,186,-284,109,-267,127,-277,114
73,-293,107,-297,103,-212,187,-288,109,-272,127,-279,120
74,-301,110,-299,103,-214,188,-293,110,-275,128,-279,124
75,-303,110,-307,105,-220,192,-298,113,-275,128,-279,124
76,-303,112,-309,105,-221,192,-301,113,-284,130,-284,130
77,-306,113,-313,105,-222,197,-303,116,-288,131,-289,131
78,-311,114,-318,106,-227,197,-307,117,-293,131,-290,133
79,-314,116,-322,106,-229,200,-310,118,-296,134,-294,135
