STM n,STM p,STM_stable n,STM_stable p,STM_stable_validation n,STM_stable_validation p,STM_validation n,STM_validation p
-745.0096618357488,54.99033816425122,-685.9999999999999,114.0,-673.3429951690821,129.65217391304347,-680.8647342995167,122.13043478260872
-755.3864734299517,55.72463768115942,-696.5893719806763,114.5217391304348,-684.4106280193237,129.74396135265704,-691.7246376811595,122.42995169082131
-765.7487922705315,56.47342995169081,-707.1642512077294,115.05797101449274,-695.4202898550724,129.8937198067633,-702.5314009661837,122.78260869565216
-776.096618357488,57.236714975845416,-717.782608695652,115.55072463768117,-706.4396135265702,130.0338164251208,-713.3719806763286,123.10144927536234
-786.5169082125605,57.92753623188406,-728.4734299516907,115.97101449275362,-717.5120772946862,130.12077294685992,-724.2705314009661,123.3623188405797
-796.8019323671498,58.75362318840578,-739.0966183574877,116.45893719806767,-728.5652173913041,130.22705314009664,-735.1449275362319,123.64734299516907
-807.096618357488,59.570048309178745,-749.8357487922706,116.83091787439615,-739.6328502415458,130.31884057971013,-746.0386473429951,123.91304347826085
-817.5024154589372,60.2753623188406,-760.4830917874397,117.29468599033822,-750.7004830917875,130.41062801932364,-756.9661835748794,124.14492753623188
-827.8888888888888,61.00000000000002,-771.2753623188405,117.61352657004828,-761.7632850241547,130.50724637681162,-767.8695652173913,124.4009661835749
-838.24154589372,61.7584541062802,-781.903381642512,118.09661835748788,-772.8599033816427,130.57004830917876,-778.8019323671498,124.62801932367147
-848.6280193236719,62.48309178743961,-792.6328502415461,118.4782608695652,-783.9468599033814,130.64251207729475,-789.7294685990338,124.8599033816425
-859.0096618357486,63.212560386473434,-803.3864734299515,118.83574879227056,-795.0048309178743,130.743961352657,-800.6328502415462,125.11594202898546
-869.3574879227053,63.97584541062803,-814.1690821256041,119.16425120772945,-806.0676328502417,130.84057971014497,-811.5652173913045,125.34299516908207
-879.6231884057974,64.82125603864735,-824.975845410628,119.46859903381645,-817.1256038647343,130.94202898550725,-822.4685990338164,125.59903381642512
-889.9855072463769,65.57004830917874,-835.816425120773,119.73913043478265,-828.1594202898551,131.06763285024158,-833.2995169082126,125.92753623188405
-900.4251207729468,66.24154589371983,-846.6859903381643,119.98067632850245,-839.1835748792271,131.20289855072463,-844.2125603864735,126.17391304347822
-910.830917874396,66.94685990338165,-857.5169082125601,120.26086956521739,-850.2222222222222,131.32367149758457,-855.0628019323672,126.48309178743958
-921.1304347826087,67.7584541062802,-868.3816425120773,120.5072463768116,-861.280193236715,131.42512077294688,-865.9855072463769,126.71980676328504
-931.5797101449276,68.42028985507245,-879.1545893719808,120.84541062801932,-872.3236714975844,131.54106280193236,-876.9178743961356,126.94685990338162
