STM,STM_stable,STM_stable_validation,STM_validation
8.12563775510204,8.192283163265307,8.319196428571429,8.22735969387755
8.292091836734693,8.208545918367347,7.856186224489796,8.41358418367347
8.239158163265307,8.083545918367347,7.564732142857143,8.237244897959183
7.952168367346939,8.006696428571429,7.369260204081633,8.026785714285714
7.814732142857143,7.869260204081633,7.269451530612245,8.018176020408163
7.743303571428571,7.787946428571429,7.017538265306122,7.873405612244898
7.713329081632653,7.605548469387755,6.941007653061225,7.791772959183674
7.567602040816326,7.496811224489796,6.85969387755102,7.619579081632653
7.490114795918367,7.4375,6.706951530612245,7.574936224489796
7.460140306122449,7.309630102040816,6.581951530612245,7.510522959183674
7.333864795918367,7.224170918367347,6.470982142857143,7.4936224489795915
7.223533163265306,7.229910714285714,6.464285714285714,7.378507653061225
7.224489795918367,7.136160714285714,6.371492346938775,7.295918367346939
7.172831632653061,7.075255102040816,6.32047193877551,7.184948979591836
7.033163265306122,6.925382653061225,6.252551020408164,7.2095025510204085
7.03922193877551,6.860969387755102,6.253507653061225,7.093112244897959
7.057716836734694,6.781887755102041,6.19515306122449,7.0845025510204085
7.000637755102041,6.777742346938775,6.133928571428571,6.99202806122449
6.922831632653061,6.7407525510204085,6.07844387755102,7.027423469387755
6.877869897959184,6.720663265306122,6.076530612244898,6.9448341836734695
6.787308673469388,6.619897959183674,6.055803571428571,6.887436224489796
6.707908163265306,6.668048469387755,6.020408163265306,6.792729591836735
6.671875,6.586734693877551,6.000637755102041,6.792091836734694
6.640625,6.572704081632653,6.01530612244898,6.708227040816326
6.582908163265306,6.530612244897959,5.996811224489796,6.682716836734694
6.613201530612245,6.511160714285714,5.934948979591836,6.672831632653061
6.5229591836734695,6.418367346938775,5.921875,6.6498724489795915
6.540816326530612,6.393813775510204,5.887436224489796,6.645408163265306
6.474489795918367,6.373405612244898,5.876913265306122,6.582270408163265
6.462691326530612,6.308673469387755,5.858099489795919,6.526147959183674
6.465880102040816,6.299107142857143,5.801658163265306,6.471301020408164
6.367984693877551,6.259885204081633,5.798150510204081,6.566326530612245
6.35905612244898,6.279017857142857,5.830038265306122,6.494260204081633
6.34343112244898,6.19547193877551,5.742984693877551,6.439094387755102
6.292091836734694,6.196109693877551,5.759566326530612,6.485012755102041
6.241071428571429,6.1489158163265305,5.796237244897959,6.4145408163265305
6.272321428571429,6.1167091836734695,5.746492346938775,6.440369897959184
6.25,6.082908163265306,5.693558673469388,6.369260204081633
6.206951530612245,6.079719387755102,5.74202806122449,6.354910714285714
6.191964285714286,6.020727040816326,5.77359693877551,6.358418367346939
6.183673469387755,5.978954081632653,5.706632653061225,6.299107142857143
6.19515306122449,5.930484693877551,5.6948341836734695,6.319515306122449
6.157206632653061,5.947385204081633,5.703125,6.31218112244898
6.098852040816326,5.89030612244898,5.675063775510204,6.20344387755102
6.071109693877551,5.948341836734694,5.643813775510204,6.210140306122449
6.058673469387755,5.871811224489796,5.615433673469388,6.177933673469388
6.086734693877551,5.849808673469388,5.651147959183674,6.224170918367347
6.052295918367347,5.831313775510204,5.618303571428571,6.170280612244898
6.053571428571429,5.746811224489796,5.684630102040816,6.103954081632653
5.985012755102041,5.775510204081633,5.592793367346939,6.041454081632653
5.98469387755102,5.841198979591836,5.599808673469388,6.047512755102041
6.019770408163265,5.817283163265306,5.56218112244898,6.1029974489795915
5.932079081632653,5.762436224489796,5.57780612244898,6.052295918367347
5.940688775510204,5.751913265306122,5.590242346938775,6.005739795918367
5.925063775510204,5.754464285714286,5.549744897959184,6.000637755102041
5.926339285714286,5.750637755102041,5.608418367346939,6.017219387755102
5.871811224489796,5.705676020408164,5.568239795918367,6.02359693877551
5.855548469387755,5.686224489795919,5.51530612244898,5.970663265306122
5.8823341836734695,5.69547193877551,5.533801020408164,5.85969387755102
5.777742346938775,5.667729591836735,5.506696428571429,5.854591836734694
5.779017857142857,5.672512755102041,5.516262755102041,5.93781887755102
5.816645408163265,5.665178571428571,5.4438775510204085,5.8813775510204085
5.80484693877551,5.6635841836734695,5.473533163265306,5.909119897959184
5.801020408163265,5.643176020408164,5.475765306122449,5.897321428571429
5.775510204081633,5.660076530612245,5.490433673469388,5.835140306122449
5.756696428571429,5.629145408163265,5.425063775510204,5.831951530612245
5.763711734693878,5.544642857142857,5.458227040816326,5.857142857142857
5.751913265306122,5.558035714285714,5.478316326530612,5.839285714285714
5.744897959183674,5.543367346938775,5.479591836734694,5.827487244897959
5.754145408163265,5.516900510204081,5.395408163265306,5.784438775510204
5.689732142857143,5.534438775510204,5.4375,5.781887755102041
5.64094387755102,5.501594387755102,5.430803571428571,5.760204081632653
5.678571428571429,5.519132653061225,5.422831632653061,5.792410714285714
5.651785714285714,5.501275510204081,5.402423469387755,5.78125
5.607461734693878,5.501594387755102,5.386160714285714,5.722895408163265
5.610012755102041,5.512755102040816,5.403061224489796,5.697704081632653
5.618303571428571,5.489158163265306,5.371173469387755,5.639987244897959
5.584821428571429,5.452168367346939,5.37468112244898,5.631696428571429
5.587053571428571,5.4623724489795915,5.363520408163265,5.622767857142857
5.559630102040816,5.480548469387755,5.372130102040816,5.645089285714286
5.561224489795919,5.488520408163265,5.3345025510204085,5.614795918367347
