,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-20,9,-24,5,-17,20,-22,7,-20,9,-26,25
1,-20,9,-24,5,-23,24,-22,7,-20,9,-40,31
2,-20,9,-24,5,-23,25,-22,7,-20,9,-52,48
3,-20,9,-24,5,-23,25,-22,7,-20,9,-65,65
4,-20,9,-24,5,-25,31,-22,7,-20,9,-75,77
5,-20,9,-24,5,-37,39,-22,7,-20,9,-82,80
6,-20,9,-24,5,-49,42,-22,7,-20,9,-87,90
7,-20,9,-24,5,-58,51,-22,7,-20,9,-94,95
8,-20,9,-24,5,-66,65,-22,7,-20,9,-99,98
9,-20,9,-24,5,-85,75,-22,7,-20,9,-100,98
10,-20,9,-24,5,-97,83,-22,7,-20,9,-107,101
11,-20,9,-24,5,-100,86,-22,7,-20,9,-114,118
12,-20,9,-24,5,-105,92,-22,7,-20,9,-129,122
13,-20,9,-24,5,-121,100,-22,7,-20,9,-131,126
14,-20,9,-24,5,-125,115,-22,7,-20,9,-135,133
15,-20,9,-24,5,-130,123,-22,7,-20,9,-151,134
16,-20,9,-24,5,-140,129,-22,7,-20,9,-161,138
17,-20,9,-24,5,-152,141,-22,7,-20,9,-164,141
18,-20,9,-24,5,-158,143,-22,7,-20,9,-181,146
19,-20,9,-24,5,-167,164,-22,7,-20,9,-181,146
20,-20,9,-24,5,-180,181,-22,7,-20,9,-181,146
21,-20,9,-24,5,-184,189,-22,7,-20,9,-191,154
22,-20,9,-24,5,-200,201,-22,7,-20,9,-192,155
23,-20,9,-24,5,-211,220,-22,7,-20,9,-192,155
24,-20,9,-24,5,-220,226,-22,7,-20,9,-205,157
25,-20,9,-24,5,-228,228,-22,7,-20,9,-220,162
26,-20,9,-24,5,-239,228,-22,7,-20,9,-236,165
27,-20,9,-24,5,-264,233,-22,7,-20,9,-236,165
28,-20,9,-24,5,-274,233,-22,7,-20,9,-255,166
29,-20,9,-24,5,-275,233,-22,7,-20,9,-283,167
30,-20,9,-24,5,-275,233,-22,7,-20,9,-312,168
31,-20,9,-24,5,-287,237,-22,7,-20,9,-326,168
32,-20,9,-24,5,-294,240,-22,7,-20,9,-345,169
33,-20,9,-24,5,-294,240,-22,11,-25,10,-365,169
34,-20,9,-24,5,-294,240,-36,27,-25,10,-365,169
35,-20,9,-24,5,-294,240,-52,41,-25,10,-365,169
36,-20,9,-24,5,-294,240,-69,54,-25,10,-365,169
37,-20,9,-24,5,-294,240,-85,68,-25,10,-365,169
38,-20,9,-24,5,-294,240,-101,82,-25,10,-365,169
39,-20,9,-24,5,-294,240,-119,94,-25,10,-365,169
40,-20,9,-24,5,-294,240,-146,97,-25,10,-365,169
41,-20,9,-24,5,-294,240,-171,102,-25,10,-365,169
42,-20,9,-24,5,-294,240,-197,106,-25,10,-365,169
43,-20,9,-24,5,-294,240,-224,109,-25,10,-365,169
44,-20,9,-24,5,-294,240,-249,114,-25,10,-365,169
45,-20,9,-24,5,-294,240,-278,115,-25,10,-365,169
46,-20,9,-24,5,-294,240,-304,119,-25,10,-365,169
47,-20,9,-24,5,-294,240,-331,122,-25,10,-365,169
48,-20,9,-24,5,-294,240,-359,124,-25,10,-365,169
49,-20,9,-24,5,-294,240,-385,128,-25,10,-365,169
50,-20,10,-24,5,-294,240,-401,133,-28,15,-365,169
51,-20,10,-24,5,-294,240,-401,133,-42,31,-365,169
52,-20,10,-24,5,-294,240,-401,133,-56,47,-365,169
53,-20,10,-24,5,-294,240,-401,133,-73,60,-365,169
54,-20,10,-24,5,-294,240,-401,133,-96,67,-365,169
55,-20,10,-24,5,-294,240,-401,133,-111,82,-365,169
56,-20,10,-24,5,-294,240,-401,133,-133,90,-365,169
57,-20,10,-24,5,-294,240,-401,133,-154,99,-365,169
58,-20,10,-24,5,-294,240,-401,133,-179,104,-365,169
59,-20,10,-24,5,-294,240,-401,133,-205,108,-365,169
60,-20,10,-24,5,-294,240,-401,133,-227,116,-365,169
61,-20,10,-24,5,-294,240,-401,133,-254,119,-365,169
62,-20,10,-24,5,-294,240,-401,133,-279,124,-365,169
63,-20,10,-24,5,-294,240,-401,133,-304,129,-365,169
64,-20,10,-24,5,-294,240,-401,133,-329,134,-365,169
65,-20,10,-24,5,-294,240,-401,133,-357,136,-365,169
66,-20,10,-24,5,-294,240,-401,133,-380,143,-365,169
67,-29,20,-24,5,-294,240,-401,133,-386,148,-365,169
68,-55,24,-24,5,-294,240,-401,133,-386,148,-365,169
69,-61,48,-24,5,-294,240,-401,133,-386,148,-365,169
70,-78,61,-24,5,-294,240,-401,133,-386,148,-365,169
71,-97,72,-24,5,-294,240,-401,133,-386,148,-365,169
72,-107,92,-24,5,-294,240,-401,133,-386,148,-365,169
73,-127,102,-24,5,-294,240,-401,133,-386,148,-365,169
74,-144,115,-24,5,-294,240,-401,133,-386,148,-365,169
75,-166,123,-24,5,-294,240,-401,133,-386,148,-365,169
76,-188,131,-24,5,-294,240,-401,133,-386,148,-365,169
77,-207,142,-24,5,-294,240,-401,133,-386,148,-365,169
78,-233,146,-24,5,-294,240,-401,133,-386,148,-365,169
79,-261,148,-24,5,-294,240,-401,133,-386,148,-365,169
