,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-97,8,-93,3,-109,55,-135,19,-93,4,-93,3,-93,3,-94,2,-99,4,-93,3,-93,3,-94,2,-95,5,-91,7,-95,8,-89,11,-96,3,-94,2,-93,3,-96,5,-93,5,-93,3,-150,26,-94,2,-94,2
1,-97,8,-93,3,-208,177,-141,25,-93,4,-93,3,-93,3,-94,2,-99,4,-93,3,-93,3,-94,2,-95,5,-94,7,-95,8,-89,11,-96,3,-94,2,-93,3,-96,5,-93,5,-93,3,-153,37,-94,2,-94,2
2,-97,8,-93,3,-420,196,-141,26,-93,4,-93,3,-93,3,-94,2,-99,4,-93,3,-93,3,-94,2,-95,5,-94,7,-95,8,-89,11,-96,3,-94,2,-93,3,-96,5,-93,5,-93,3,-162,46,-94,2,-94,2
3,-97,8,-93,3,-481,223,-157,58,-93,5,-93,3,-99,3,-94,2,-100,4,-93,3,-94,5,-94,2,-95,5,-95,7,-97,9,-91,17,-99,4,-94,2,-93,3,-103,5,-96,7,-93,3,-216,64,-95,4,-94,2
4,-97,8,-93,3,-491,225,-345,96,-93,5,-93,3,-99,3,-94,2,-100,4,-93,3,-95,5,-94,2,-95,5,-95,7,-97,9,-91,17,-99,4,-94,2,-93,3,-103,5,-96,7,-93,3,-226,65,-95,4,-94,2
5,-97,8,-93,3,-551,234,-522,100,-93,5,-93,3,-99,3,-94,2,-100,4,-93,3,-95,5,-94,2,-95,5,-95,7,-97,9,-91,17,-99,4,-94,2,-93,3,-103,5,-96,7,-93,3,-226,65,-95,4,-94,2
6,-97,8,-93,3,-616,240,-699,102,-93,5,-93,3,-99,3,-94,2,-100,4,-93,3,-95,5,-94,2,-95,5,-95,7,-97,9,-91,17,-99,4,-94,2,-93,3,-103,5,-96,7,-93,3,-226,65,-95,4,-94,2
7,-97,8,-95,4,-636,245,-774,107,-96,7,-96,3,-99,3,-94,2,-102,5,-93,3,-109,6,-96,3,-98,5,-102,7,-102,12,-114,45,-104,5,-94,2,-93,3,-103,5,-96,13,-93,3,-253,65,-97,7,-94,2
8,-97,8,-96,4,-636,245,-774,107,-97,7,-96,3,-99,3,-94,2,-103,5,-93,3,-109,7,-97,3,-98,5,-108,7,-109,16,-261,99,-106,6,-94,2,-93,3,-108,5,-101,16,-95,3,-253,65,-100,13,-94,2
9,-101,8,-97,6,-636,245,-774,107,-100,7,-97,3,-99,3,-94,2,-105,5,-93,3,-121,8,-97,3,-99,5,-109,7,-117,27,-407,113,-108,12,-94,2,-95,4,-108,5,-121,20,-95,3,-255,65,-103,16,-94,2
10,-108,9,-112,6,-636,245,-774,107,-102,7,-99,3,-101,3,-94,2,-107,5,-93,3,-123,8,-105,7,-99,5,-109,7,-138,36,-425,117,-110,14,-95,2,-98,6,-120,5,-171,24,-97,3,-301,65,-128,20,-94,2
11,-111,10,-112,6,-636,245,-774,107,-106,7,-100,3,-108,3,-96,2,-111,5,-93,3,-123,8,-109,11,-122,6,-109,7,-228,49,-451,118,-113,14,-97,2,-107,15,-120,5,-174,24,-99,3,-320,65,-143,22,-96,2
12,-145,19,-112,6,-636,245,-774,107,-108,7,-102,3,-108,3,-96,2,-118,5,-97,3,-125,8,-118,19,-122,6,-110,7,-244,52,-457,118,-115,14,-98,2,-208,36,-120,5,-175,24,-99,3,-338,65,-145,22,-97,2
13,-241,56,-112,6,-636,245,-774,107,-108,7,-102,3,-108,3,-97,2,-118,5,-97,3,-125,8,-151,26,-122,6,-112,7,-254,54,-504,119,-115,14,-98,2,-211,39,-120,5,-175,24,-101,3,-341,66,-146,22,-98,2
14,-438,82,-112,6,-636,245,-774,107,-108,7,-102,3,-108,3,-97,2,-118,5,-97,3,-125,8,-172,30,-122,6,-112,7,-255,54,-504,119,-115,14,-98,2,-212,39,-120,5,-175,24,-101,3,-341,66,-146,22,-98,2
15,-684,86,-112,6,-636,245,-774,107,-108,7,-102,3,-108,3,-97,2,-118,5,-97,3,-125,8,-172,30,-122,6,-112,7,-255,54,-504,119,-115,14,-98,2,-212,39,-120,5,-175,24,-101,3,-341,66,-146,22,-98,2
16,-785,96,-115,6,-636,245,-774,107,-108,7,-103,3,-110,3,-98,2,-118,5,-98,3,-125,8,-177,30,-122,6,-121,7,-258,54,-555,119,-125,15,-98,2,-231,39,-127,6,-175,24,-104,3,-363,66,-146,22,-98,2
17,-785,96,-115,6,-636,245,-774,107,-108,7,-103,3,-110,3,-101,4,-118,5,-98,3,-125,8,-177,30,-122,6,-123,7,-275,55,-687,122,-125,15,-98,2,-231,39,-127,7,-175,24,-104,3,-451,67,-146,22,-98,2
18,-785,96,-115,6,-636,245,-774,107,-108,7,-104,3,-111,3,-106,5,-118,5,-98,3,-135,8,-202,30,-122,6,-123,7,-317,58,-757,124,-126,15,-100,2,-231,39,-130,7,-175,24,-104,3,-535,67,-146,22,-98,2
19,-785,96,-115,6,-636,245,-774,107,-108,7,-104,3,-111,3,-107,5,-118,5,-98,3,-135,8,-202,30,-122,6,-123,7,-319,58,-757,124,-126,15,-100,2,-231,39,-131,7,-175,24,-104,3,-776,71,-146,22,-99,2
20,-785,96,-123,6,-636,245,-774,107,-118,8,-117,3,-121,3,-114,6,-137,5,-114,3,-135,8,-202,30,-128,6,-132,7,-343,58,-757,124,-138,15,-107,2,-251,40,-137,7,-175,24,-122,3,-810,71,-165,23,-106,3
21,-785,96,-123,6,-636,245,-774,107,-156,11,-125,3,-134,3,-141,6,-137,5,-115,3,-135,8,-207,30,-150,7,-132,7,-405,64,-757,124,-145,15,-114,3,-269,40,-162,8,-178,24,-122,3,-810,71,-165,23,-108,3
22,-785,96,-136,6,-636,245,-774,107,-187,12,-129,3,-138,3,-144,6,-155,5,-126,3,-155,8,-207,30,-204,13,-134,7,-434,64,-757,124,-146,15,-114,3,-281,40,-176,9,-191,24,-124,3,-810,71,-165,23,-119,3
23,-785,96,-136,6,-636,245,-774,107,-189,12,-137,3,-146,3,-145,6,-155,5,-135,3,-155,8,-219,30,-236,40,-134,7,-449,64,-757,124,-155,15,-116,3,-295,40,-178,11,-247,24,-143,3,-810,71,-166,23,-148,5
24,-785,96,-136,6,-636,245,-774,107,-189,12,-137,3,-146,3,-147,6,-155,5,-135,3,-155,8,-219,30,-460,40,-134,7,-449,64,-757,124,-155,15,-116,3,-295,40,-187,11,-247,24,-143,3,-810,71,-166,23,-162,6
25,-785,96,-136,6,-636,245,-774,107,-202,12,-139,4,-147,3,-147,6,-155,5,-139,3,-155,8,-219,30,-548,41,-167,7,-488,64,-757,124,-155,15,-125,3,-311,40,-188,11,-247,24,-143,3,-810,71,-180,23,-190,6
26,-785,96,-136,6,-636,245,-774,107,-202,12,-153,6,-147,3,-148,6,-155,5,-139,3,-155,8,-219,30,-768,42,-167,7,-488,64,-757,124,-156,15,-128,3,-311,40,-190,11,-247,24,-143,3,-810,71,-186,23,-190,6
27,-785,96,-140,6,-636,245,-774,107,-202,12,-179,6,-153,3,-165,6,-158,5,-148,3,-155,8,-245,30,-837,44,-167,7,-500,64,-757,124,-166,15,-138,3,-358,40,-190,11,-247,24,-144,3,-810,71,-188,23,-196,6
28,-785,96,-151,6,-636,245,-774,107,-223,12,-180,6,-165,3,-170,6,-182,6,-156,3,-155,8,-280,30,-837,44,-167,7,-553,64,-757,124,-166,15,-154,3,-358,40,-207,11,-249,24,-151,3,-810,71,-188,23,-224,15
29,-785,96,-157,6,-636,245,-774,107,-224,12,-195,6,-169,3,-184,6,-200,6,-157,3,-161,8,-280,30,-837,44,-167,7,-556,64,-757,124,-205,16,-166,3,-372,40,-208,11,-252,24,-158,4,-810,71,-209,23,-284,38
30,-785,96,-158,6,-636,245,-774,107,-224,12,-195,6,-175,3,-184,6,-200,6,-174,3,-170,8,-280,30,-837,44,-167,7,-582,65,-757,124,-205,16,-167,3,-400,40,-208,11,-252,24,-214,4,-810,71,-224,23,-372,40
