,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-72,3,-69,8,-81,11,-87,4,-71,4,-73,3,-76,6,-75,6,-65,11,-73,7,-63,18,-72,3,-69,5,-73,3,-70,12,-75,8,-73,2,-73,2,-73,2
1,-76,3,-71,15,-90,11,-94,4,-79,4,-75,3,-77,7,-77,7,-67,15,-78,7,-66,22,-75,3,-70,5,-77,3,-78,13,-89,8,-73,2,-73,2,-75,2
2,-78,3,-75,21,-96,13,-100,4,-79,4,-75,3,-80,10,-80,7,-73,18,-96,8,-72,26,-76,3,-71,5,-79,3,-81,14,-102,8,-73,2,-73,2,-75,3
3,-80,3,-79,26,-98,13,-110,4,-82,4,-76,3,-83,10,-85,7,-77,20,-107,9,-87,29,-77,3,-73,7,-83,3,-84,14,-105,8,-74,2,-73,2,-83,3
4,-80,3,-84,27,-105,16,-110,4,-87,4,-76,4,-89,11,-94,10,-82,23,-109,10,-99,30,-80,3,-78,10,-87,4,-90,15,-109,8,-74,2,-73,2,-86,3
5,-83,3,-87,30,-122,16,-113,4,-89,4,-79,4,-94,11,-98,10,-84,26,-112,13,-108,34,-81,3,-85,10,-88,4,-94,16,-117,8,-75,2,-74,2,-90,3
6,-85,4,-89,30,-124,16,-115,4,-94,4,-85,5,-97,13,-103,11,-88,27,-118,14,-126,38,-83,3,-86,10,-89,4,-101,16,-130,8,-77,2,-74,2,-92,4
7,-89,4,-90,34,-125,17,-125,4,-99,4,-86,6,-103,13,-108,13,-91,27,-125,14,-139,47,-83,3,-88,10,-93,4,-113,16,-133,8,-78,2,-74,2,-92,4
8,-97,4,-100,39,-130,17,-131,4,-104,4,-87,6,-106,15,-110,13,-101,29,-128,14,-147,50,-84,3,-90,10,-94,4,-121,16,-139,8,-79,2,-76,2,-93,4
9,-103,5,-108,42,-132,17,-135,4,-110,4,-87,6,-113,16,-111,13,-105,31,-138,17,-156,51,-85,3,-95,10,-94,4,-135,16,-141,8,-81,2,-76,2,-95,5
10,-114,5,-115,45,-134,18,-137,4,-113,4,-87,6,-118,17,-117,13,-110,34,-142,18,-167,53,-86,3,-98,10,-104,4,-141,16,-147,8,-81,2,-77,2,-96,5
11,-116,5,-117,48,-142,21,-140,4,-116,4,-89,7,-123,18,-119,13,-116,35,-148,19,-183,54,-89,3,-103,10,-107,4,-147,17,-153,8,-81,2,-80,2,-98,5
12,-125,5,-120,49,-148,21,-141,4,-122,4,-95,7,-124,19,-124,13,-118,36,-162,22,-187,54,-95,3,-110,10,-108,4,-152,18,-160,8,-82,2,-83,2,-98,6
13,-127,5,-123,50,-158,22,-141,4,-129,4,-96,7,-125,19,-129,13,-119,37,-166,23,-200,55,-99,3,-120,12,-114,4,-156,18,-166,9,-86,2,-83,2,-103,7
14,-131,5,-127,52,-169,23,-146,4,-139,4,-96,7,-125,19,-136,15,-121,38,-174,23,-207,58,-103,3,-126,12,-116,4,-160,18,-173,9,-88,2,-83,2,-105,8
15,-137,5,-133,58,-173,23,-149,4,-141,4,-96,7,-127,19,-139,15,-127,38,-179,23,-225,61,-105,3,-128,13,-122,4,-165,18,-184,9,-90,2,-84,2,-106,8
16,-142,5,-139,59,-178,23,-154,4,-146,4,-100,7,-129,20,-150,17,-132,38,-183,23,-236,62,-110,3,-129,13,-123,4,-168,18,-192,9,-94,2,-86,2,-109,8
17,-148,5,-146,59,-187,23,-157,4,-149,4,-100,7,-130,20,-158,18,-138,40,-191,24,-244,64,-115,4,-132,14,-124,4,-180,18,-194,9,-95,2,-86,2,-111,10
18,-156,5,-150,60,-190,23,-164,4,-160,4,-101,7,-134,20,-161,19,-144,40,-191,24,-254,68,-120,4,-135,15,-128,4,-191,18,-197,9,-96,2,-87,2,-114,10
19,-164,5,-153,61,-196,24,-171,4,-162,5,-107,7,-138,21,-165,20,-151,40,-197,24,-260,69,-121,4,-144,15,-129,4,-194,18,-206,9,-96,2,-90,2,-117,11
20,-170,6,-156,61,-203,24,-174,4,-166,5,-109,7,-145,22,-171,20,-162,40,-200,25,-266,74,-129,6,-147,15,-129,4,-203,18,-209,9,-97,2,-92,2,-118,11
21,-176,6,-157,62,-206,24,-179,4,-173,5,-109,7,-148,22,-177,20,-173,40,-213,26,-266,74,-142,6,-153,16,-131,4,-210,18,-212,9,-99,2,-93,2,-121,11
22,-180,6,-161,64,-208,24,-182,4,-183,6,-112,7,-153,23,-181,20,-178,40,-226,26,-275,75,-147,7,-156,16,-132,4,-215,18,-215,10,-101,2,-97,2,-124,11
23,-184,7,-163,65,-212,24,-183,4,-198,7,-114,7,-156,23,-193,22,-180,40,-229,26,-283,76,-150,7,-159,18,-134,4,-220,18,-229,11,-102,2,-98,2,-125,11
24,-187,7,-168,65,-222,24,-190,4,-210,7,-114,7,-162,23,-196,22,-186,41,-235,27,-289,77,-150,7,-164,18,-138,4,-225,18,-235,11,-106,2,-99,2,-127,12
25,-196,8,-171,66,-226,24,-192,4,-216,7,-114,7,-164,23,-198,22,-194,41,-243,27,-295,77,-161,7,-170,18,-145,4,-232,18,-246,11,-107,2,-99,2,-127,12
26,-201,8,-173,66,-234,25,-194,4,-225,8,-116,7,-168,23,-207,22,-206,41,-246,28,-302,78,-162,7,-171,19,-151,4,-234,18,-255,11,-112,2,-101,2,-128,12
27,-207,8,-176,66,-239,25,-197,4,-236,8,-117,7,-173,23,-213,22,-210,41,-252,28,-308,79,-171,7,-177,19,-158,4,-235,18,-261,11,-117,2,-102,2,-131,12
28,-217,8,-179,66,-242,25,-199,4,-245,8,-118,7,-183,24,-216,22,-218,43,-254,28,-322,80,-175,7,-182,19,-158,4,-237,19,-269,11,-118,2,-104,2,-134,12
29,-224,9,-180,66,-246,25,-199,4,-262,8,-121,8,-185,24,-224,23,-219,43,-260,28,-329,81,-183,7,-189,19,-163,4,-243,19,-271,11,-119,2,-108,2,-135,13
30,-226,9,-185,66,-251,26,-204,4,-269,8,-121,8,-187,24,-228,23,-226,43,-269,28,-334,81,-190,7,-192,19,-169,4,-249,19,-275,12,-124,2,-115,2,-139,13
31,-233,9,-188,66,-260,28,-206,4,-273,8,-122,8,-193,24,-237,23,-231,43,-273,28,-334,81,-193,8,-201,20,-169,4,-250,19,-284,13,-127,2,-121,2,-147,14
