,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-66,3,-63,6,-62,9,-60,19,-59,18,-64,5,-63,6,-64,5,-66,3,-116,21,-62,7,-62,7,-64,7,-67,2,-67,2,-66,3,-65,4,-66,3
1,-66,3,-63,6,-116,11,-60,21,-85,23,-64,5,-63,6,-64,5,-66,3,-117,21,-62,7,-62,7,-64,7,-67,2,-67,2,-66,3,-65,4,-66,3
2,-66,3,-79,19,-116,11,-112,25,-85,23,-64,6,-64,7,-64,6,-66,3,-117,21,-62,7,-62,7,-64,8,-67,2,-67,2,-66,3,-65,4,-66,3
3,-66,3,-106,62,-116,11,-113,25,-85,23,-64,7,-64,7,-72,6,-66,3,-117,21,-62,8,-67,8,-65,8,-67,2,-67,2,-66,3,-65,6,-66,3
4,-66,3,-187,62,-117,11,-113,25,-86,23,-64,7,-64,8,-72,6,-66,3,-119,21,-62,8,-68,9,-65,10,-67,2,-67,2,-66,3,-65,6,-66,3
5,-66,3,-194,62,-117,11,-113,25,-87,23,-84,10,-74,12,-72,6,-66,3,-136,21,-62,8,-95,9,-65,10,-67,2,-67,2,-66,3,-66,6,-66,3
6,-66,3,-198,62,-117,11,-113,25,-87,23,-88,10,-97,16,-72,6,-66,3,-156,21,-92,11,-95,9,-65,12,-67,2,-67,2,-66,3,-66,6,-66,3
7,-66,3,-262,62,-117,11,-113,25,-87,23,-88,10,-97,16,-72,6,-66,3,-179,21,-93,11,-95,9,-65,14,-67,2,-67,2,-66,3,-66,6,-66,3
8,-66,3,-262,62,-117,11,-113,25,-87,23,-88,10,-97,16,-72,6,-66,3,-263,21,-93,11,-95,9,-66,18,-67,3,-67,2,-66,3,-66,6,-66,3
9,-66,3,-270,64,-117,11,-113,25,-87,23,-88,10,-97,16,-72,6,-66,3,-280,21,-93,11,-95,9,-117,22,-67,5,-67,2,-66,4,-66,11,-66,3
10,-66,3,-270,64,-117,11,-113,25,-87,23,-88,10,-97,16,-72,6,-66,3,-326,22,-93,11,-95,9,-117,22,-67,5,-67,2,-66,4,-102,18,-66,3
11,-66,3,-281,64,-117,11,-119,25,-87,23,-88,10,-97,16,-72,6,-66,3,-386,22,-93,11,-95,9,-117,22,-69,7,-67,2,-66,4,-111,18,-66,3
