,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-69,3,-66,30,-67,6,-70,2,-70,4,-70,2,-67,5,-68,4,-69,15,-71,22,-63,28,-76,9,-66,6,-69,3,-65,7,-68,4,-70,2,-70,2,-69,6
1,-69,3,-86,38,-67,6,-70,2,-70,4,-70,2,-67,5,-68,4,-69,15,-71,22,-104,54,-76,9,-66,6,-69,3,-65,7,-68,4,-70,2,-70,2,-69,6
2,-69,3,-127,46,-67,6,-70,2,-70,4,-70,2,-67,5,-68,4,-69,15,-71,22,-140,64,-76,9,-66,6,-69,3,-65,7,-68,4,-70,2,-70,2,-69,6
3,-69,3,-146,51,-67,6,-70,2,-70,4,-70,2,-67,5,-68,4,-69,15,-71,23,-196,78,-76,9,-66,6,-69,3,-65,7,-68,4,-70,2,-70,2,-69,6
4,-69,3,-157,52,-67,6,-70,2,-70,4,-70,2,-67,5,-68,4,-70,15,-77,27,-261,85,-76,9,-66,6,-69,3,-65,7,-68,4,-70,2,-70,2,-69,6
5,-69,3,-180,54,-67,6,-70,2,-70,4,-70,2,-67,5,-68,4,-76,21,-95,32,-291,90,-76,9,-66,6,-69,3,-65,7,-68,4,-70,2,-70,2,-69,6
6,-69,3,-182,56,-67,6,-70,2,-70,4,-70,2,-67,5,-68,4,-89,33,-97,34,-353,90,-76,9,-66,6,-69,3,-65,7,-68,4,-70,2,-70,2,-69,6
7,-69,3,-211,58,-67,6,-70,2,-70,4,-70,2,-67,5,-68,4,-139,36,-108,34,-353,90,-76,9,-66,6,-69,3,-65,7,-68,4,-70,2,-70,2,-69,6
8,-69,3,-234,59,-67,6,-70,2,-70,4,-70,2,-67,5,-68,4,-139,36,-109,34,-419,92,-77,10,-66,6,-69,3,-65,7,-68,4,-70,2,-70,2,-69,6
9,-69,3,-266,59,-71,9,-70,2,-72,4,-70,2,-67,5,-68,4,-141,37,-121,36,-444,92,-79,10,-66,6,-69,3,-65,8,-71,4,-71,2,-70,2,-70,10
10,-69,3,-304,64,-78,15,-70,2,-72,4,-70,2,-67,5,-68,4,-141,37,-123,36,-465,94,-79,10,-66,6,-69,3,-74,9,-71,4,-71,2,-70,2,-71,13
11,-69,3,-365,65,-87,17,-70,2,-72,4,-70,2,-67,5,-69,4,-141,37,-125,36,-477,94,-79,10,-66,6,-69,3,-76,9,-71,4,-71,2,-70,2,-76,13
12,-69,3,-458,66,-87,17,-70,2,-72,4,-70,2,-67,5,-69,4,-141,37,-125,36,-478,94,-79,10,-66,6,-69,3,-76,9,-71,4,-71,2,-70,2,-76,13
13,-69,3,-505,76,-92,19,-70,2,-72,4,-70,2,-67,5,-69,4,-148,37,-129,36,-486,94,-80,10,-66,6,-71,5,-79,10,-71,5,-71,2,-70,2,-77,14
14,-69,3,-505,76,-93,20,-70,2,-72,5,-70,2,-67,5,-69,4,-158,37,-194,39,-487,94,-80,10,-66,6,-72,5,-79,10,-75,5,-71,2,-70,2,-83,16
15,-71,3,-505,76,-115,23,-70,2,-75,5,-70,2,-67,5,-78,4,-175,40,-194,39,-487,94,-87,12,-66,6,-73,5,-79,11,-75,6,-71,2,-70,2,-106,17
16,-71,3,-505,76,-127,25,-72,2,-76,5,-70,2,-67,5,-78,4,-208,41,-195,39,-487,94,-102,15,-66,6,-73,5,-91,14,-82,6,-71,2,-70,2,-109,17
17,-71,3,-505,76,-130,25,-72,2,-77,5,-70,2,-67,5,-78,4,-210,41,-223,39,-487,94,-154,15,-66,6,-73,5,-97,16,-82,6,-72,2,-70,2,-109,17
18,-71,3,-505,76,-130,25,-72,2,-79,5,-70,2,-67,5,-78,4,-216,42,-299,42,-487,94,-154,15,-66,6,-73,5,-103,16,-82,6,-72,2,-70,2,-110,17
19,-71,3,-505,76,-138,27,-72,2,-79,5,-70,2,-67,5,-78,4,-268,42,-331,43,-487,94,-154,15,-66,6,-73,5,-103,16,-82,6,-72,2,-70,2,-110,17
20,-71,3,-505,76,-152,27,-72,2,-79,5,-81,2,-67,5,-78,4,-286,42,-383,43,-487,94,-154,15,-66,6,-73,5,-103,16,-82,6,-72,2,-70,2,-110,17
21,-71,3,-505,76,-152,27,-72,2,-79,5,-81,2,-67,5,-78,4,-336,44,-398,44,-487,94,-154,15,-67,6,-73,5,-103,16,-82,6,-72,2,-72,2,-131,20
22,-71,3,-505,76,-152,27,-72,2,-79,5,-81,2,-82,6,-78,4,-403,45,-399,45,-487,94,-154,15,-73,8,-73,5,-103,16,-82,6,-72,2,-72,2,-132,20
23,-71,3,-505,76,-152,27,-72,2,-79,5,-81,2,-82,6,-78,4,-458,47,-413,45,-487,94,-154,15,-74,9,-78,5,-103,16,-82,6,-76,2,-72,2,-144,21
24,-71,3,-505,76,-152,27,-72,2,-79,5,-81,2,-87,11,-78,4,-512,47,-415,45,-487,94,-154,15,-103,9,-78,5,-103,16,-82,6,-76,2,-72,2,-144,21
25,-71,3,-505,76,-152,27,-72,2,-79,5,-81,2,-174,19,-78,4,-512,47,-415,45,-487,94,-154,15,-103,9,-78,5,-103,16,-82,6,-76,2,-72,2,-144,21
26,-71,3,-505,76,-159,28,-72,2,-79,5,-81,2,-200,27,-78,4,-520,53,-426,45,-487,94,-154,15,-103,9,-78,5,-129,17,-82,6,-76,2,-72,2,-145,21
27,-71,3,-505,76,-163,29,-72,2,-79,5,-81,2,-229,27,-78,4,-520,54,-485,46,-487,94,-154,15,-103,9,-78,5,-129,17,-82,6,-76,2,-72,2,-145,21
28,-71,3,-505,76,-176,33,-75,3,-79,5,-81,2,-231,27,-89,4,-525,54,-533,47,-487,94,-154,15,-103,9,-78,5,-131,18,-86,6,-76,2,-72,2,-145,21
29,-71,3,-505,76,-181,34,-75,3,-79,5,-81,2,-231,27,-89,4,-525,54,-533,47,-487,94,-154,15,-104,9,-78,5,-132,18,-86,6,-76,2,-72,2,-231,22
30,-74,3,-505,76,-251,38,-75,3,-79,7,-81,2,-244,27,-89,4,-525,54,-533,47,-487,94,-154,15,-104,9,-78,5,-132,18,-86,6,-76,2,-72,2,-234,22
31,-74,3,-505,76,-256,38,-76,3,-117,9,-81,2,-244,27,-89,4,-525,54,-533,47,-487,94,-194,18,-104,11,-81,5,-133,18,-86,6,-76,2,-72,2,-234,22
32,-74,3,-505,76,-256,38,-94,3,-121,9,-81,2,-251,27,-89,4,-525,54,-533,47,-487,94,-196,18,-163,16,-81,5,-133,18,-86,6,-76,2,-72,2,-234,22
33,-74,3,-505,76,-286,38,-94,3,-121,9,-81,2,-251,27,-89,4,-527,54,-534,47,-487,94,-196,18,-194,22,-88,5,-133,18,-86,6,-76,2,-72,2,-252,22
34,-74,3,-505,76,-289,38,-94,3,-130,9,-81,2,-251,27,-89,4,-527,54,-534,47,-487,94,-217,18,-218,24,-88,5,-165,21,-87,6,-76,2,-72,2,-252,22
35,-79,3,-505,76,-362,38,-94,3,-130,9,-81,2,-254,27,-89,4,-527,54,-534,47,-487,94,-217,18,-218,24,-88,5,-178,22,-87,6,-76,2,-72,2,-252,22
36,-79,3,-505,76,-445,39,-94,3,-130,9,-81,2,-254,27,-89,4,-527,54,-534,47,-487,94,-227,19,-218,24,-88,5,-178,22,-87,6,-76,2,-72,2,-252,22
37,-79,3,-505,76,-517,40,-94,3,-130,9,-81,2,-272,29,-89,4,-527,54,-534,47,-487,94,-227,19,-220,24,-88,5,-178,22,-87,6,-76,2,-72,2,-252,22
38,-79,3,-505,76,-539,40,-94,3,-130,9,-81,2,-309,33,-89,4,-527,54,-534,47,-487,94,-246,20,-220,24,-88,5,-190,22,-87,6,-76,2,-72,2,-252,22
39,-79,3,-505,76,-539,40,-94,3,-130,9,-81,2,-366,37,-89,4,-527,54,-534,47,-487,94,-280,20,-220,24,-88,5,-190,22,-87,6,-76,2,-72,2,-252,22
40,-79,3,-505,76,-539,40,-94,3,-130,9,-81,2,-461,37,-89,4,-527,54,-534,47,-487,94,-280,20,-220,24,-88,5,-190,22,-87,6,-76,2,-72,2,-252,22
41,-79,3,-505,76,-539,40,-94,3,-130,9,-81,2,-531,38,-89,4,-527,54,-534,47,-487,94,-299,20,-220,24,-88,5,-190,22,-92,6,-76,2,-72,2,-252,22
42,-79,3,-505,76,-539,40,-94,3,-130,9,-81,2,-540,38,-89,4,-527,54,-534,47,-487,94,-311,20,-220,24,-162,5,-190,22,-92,6,-76,2,-72,2,-252,22
43,-79,3,-505,76,-539,40,-94,3,-130,9,-81,2,-540,38,-89,4,-527,54,-534,47,-487,94,-311,20,-221,24,-162,5,-242,22,-92,6,-76,2,-72,2,-294,22
44,-80,3,-505,76,-539,40,-94,3,-137,10,-81,2,-540,38,-89,4,-527,54,-534,47,-487,94,-357,20,-258,24,-162,5,-242,22,-92,6,-77,2,-72,2,-296,22
45,-80,3,-505,76,-539,40,-94,3,-231,11,-81,2,-540,38,-89,4,-527,54,-534,47,-487,94,-357,20,-258,24,-162,5,-242,22,-92,6,-77,2,-72,2,-296,22
46,-80,3,-505,76,-539,40,-95,3,-231,11,-81,2,-541,38,-149,5,-527,54,-534,47,-487,94,-360,20,-258,24,-162,5,-242,22,-92,6,-77,2,-73,2,-324,22
47,-87,3,-505,76,-539,40,-95,3,-231,11,-81,2,-541,38,-149,5,-527,54,-534,47,-487,94,-360,20,-286,25,-163,5,-242,22,-93,6,-77,2,-73,2,-381,22
48,-87,3,-505,76,-539,40,-95,3,-231,11,-81,2,-541,38,-149,5,-527,54,-534,47,-487,94,-433,20,-298,25,-163,5,-252,22,-93,6,-77,2,-73,2,-381,22
49,-89,3,-505,76,-540,41,-100,3,-231,11,-82,2,-542,38,-149,5,-527,54,-534,47,-487,94,-446,20,-306,25,-163,5,-252,22,-120,7,-78,2,-74,2,-414,22
50,-106,3,-505,76,-540,41,-124,4,-231,11,-82,2,-542,38,-149,5,-527,54,-534,47,-487,94,-450,20,-309,25,-163,5,-289,22,-121,7,-78,2,-75,2,-421,22
51,-111,3,-505,76,-540,41,-165,4,-231,11,-82,2,-542,38,-150,5,-527,54,-534,47,-487,94,-454,20,-309,25,-163,5,-289,22,-121,7,-88,3,-82,2,-446,23
52,-111,3,-505,76,-540,41,-165,4,-231,11,-82,2,-542,38,-152,5,-527,54,-534,47,-487,94,-454,20,-315,25,-163,5,-289,22,-121,7,-119,3,-82,2,-502,23
53,-111,3,-505,76,-540,41,-165,4,-231,11,-82,2,-542,38,-152,5,-527,54,-534,47,-487,94,-454,20,-372,25,-163,5,-289,22,-121,7,-119,3,-85,2,-537,23
54,-120,6,-505,76,-540,41,-165,4,-233,11,-82,2,-542,38,-156,6,-527,54,-534,47,-487,94,-498,21,-395,25,-167,5,-289,22,-121,7,-119,3,-85,2,-541,23
55,-185,8,-505,76,-540,41,-165,4,-233,11,-82,2,-542,38,-156,6,-527,54,-534,47,-487,94,-517,21,-395,25,-167,5,-289,22,-121,7,-119,3,-94,2,-541,23
56,-192,8,-505,76,-540,41,-165,4,-233,11,-86,3,-542,38,-219,13,-527,54,-534,47,-487,94,-530,21,-395,25,-167,5,-289,22,-121,7,-119,3,-94,2,-541,23
57,-192,8,-505,76,-540,41,-165,4,-233,11,-97,8,-542,38,-284,27,-527,54,-534,47,-487,94,-530,21,-395,25,-167,5,-289,22,-121,7,-119,3,-94,2,-541,23
58,-192,8,-505,76,-540,41,-165,4,-233,11,-121,9,-542,38,-351,30,-527,54,-534,47,-487,94,-530,21,-395,25,-167,5,-289,22,-121,7,-119,3,-94,2,-541,23
59,-192,8,-505,76,-540,41,-165,4,-233,11,-133,10,-542,38,-432,31,-527,54,-534,47,-487,94,-530,21,-395,25,-167,5,-289,22,-121,7,-119,3,-94,2,-541,23
60,-192,8,-505,76,-540,41,-165,4,-233,11,-140,10,-542,38,-519,32,-527,54,-534,47,-487,94,-530,21,-395,25,-167,5,-289,22,-121,7,-119,3,-94,2,-541,23
61,-193,8,-505,76,-540,41,-168,4,-233,11,-151,10,-542,38,-549,32,-527,54,-534,47,-487,94,-537,21,-426,25,-167,5,-289,22,-121,7,-119,3,-94,2,-553,23
62,-235,8,-505,76,-540,41,-168,4,-240,12,-151,10,-542,38,-549,32,-527,54,-534,47,-487,94,-537,21,-426,25,-167,5,-289,22,-121,7,-119,3,-138,3,-553,23
