,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-61,5,-89,40,-61,5,-61,13,-53,13,-61,5,-59,8,-63,3,-64,2,-57,21,-59,9,-59,8,-61,8,-64,2,-62,4,-63,3,-62,4,-63,3
1,-61,5,-136,40,-61,5,-61,13,-53,13,-61,5,-59,8,-63,3,-64,2,-97,24,-59,9,-59,8,-61,8,-64,2,-62,4,-63,3,-62,4,-63,3
2,-61,5,-168,40,-61,5,-62,14,-53,13,-61,6,-59,15,-63,3,-64,2,-137,24,-59,10,-59,8,-62,13,-64,2,-63,4,-63,3,-62,4,-63,3
3,-61,6,-179,40,-61,7,-72,16,-54,15,-61,8,-61,17,-63,4,-64,2,-140,24,-67,10,-61,8,-98,16,-66,2,-63,4,-63,3,-62,4,-63,3
4,-61,7,-188,40,-61,7,-105,16,-54,15,-61,8,-81,17,-63,4,-64,2,-156,24,-67,10,-61,8,-98,16,-66,2,-63,4,-72,3,-62,6,-63,3
5,-62,7,-254,40,-61,8,-105,16,-54,16,-66,10,-81,17,-63,4,-64,2,-166,24,-69,10,-61,8,-98,16,-66,2,-63,4,-72,3,-64,6,-63,3
6,-66,9,-255,40,-61,9,-105,16,-60,17,-72,10,-81,17,-63,4,-64,2,-232,24,-69,10,-61,8,-98,16,-66,5,-63,4,-72,3,-64,6,-63,3
7,-70,9,-271,43,-63,11,-105,16,-63,17,-72,10,-81,17,-64,4,-64,2,-280,24,-69,10,-61,8,-98,16,-67,5,-72,4,-72,3,-65,6,-63,3
8,-70,9,-323,44,-63,11,-105,16,-69,18,-72,10,-81,17,-64,4,-64,2,-306,24,-73,10,-61,8,-98,16,-67,5,-72,4,-72,3,-65,6,-63,3
9,-70,9,-323,45,-63,11,-105,16,-69,20,-72,10,-81,17,-64,4,-64,2,-393,24,-73,10,-61,8,-98,16,-67,5,-72,4,-72,3,-65,6,-63,3
10,-70,9,-366,45,-63,11,-105,16,-73,20,-72,10,-81,17,-64,4,-64,2,-428,26,-73,10,-63,8,-98,16,-67,9,-72,4,-72,3,-65,6,-63,3
11,-70,9,-366,45,-63,11,-105,16,-73,20,-72,10,-81,17,-64,4,-64,2,-502,29,-86,10,-63,8,-98,16,-67,9,-72,4,-72,3,-65,6,-63,3
12,-70,9,-456,45,-63,11,-105,16,-73,20,-72,10,-81,17,-64,4,-64,2,-502,29,-86,10,-63,8,-98,16,-67,9,-72,4,-72,3,-65,6,-63,3
13,-70,9,-488,45,-63,11,-110,16,-73,20,-72,10,-81,17,-64,4,-64,2,-537,43,-86,10,-65,8,-98,16,-67,9,-72,6,-72,3,-65,6,-63,3
14,-70,9,-527,63,-65,11,-125,16,-73,20,-72,10,-81,17,-64,4,-64,2,-538,58,-86,10,-65,8,-98,16,-67,9,-72,6,-72,3,-65,6,-63,3
15,-70,9,-527,69,-65,11,-191,16,-84,20,-75,10,-82,17,-64,4,-64,2,-538,58,-86,10,-68,8,-98,16,-67,9,-72,6,-72,3,-65,6,-63,3
16,-70,9,-527,69,-65,11,-279,16,-84,20,-75,10,-82,17,-64,4,-64,2,-538,58,-86,10,-68,8,-98,17,-67,9,-72,6,-72,3,-66,6,-63,3
17,-70,9,-527,69,-65,11,-365,16,-84,20,-75,10,-82,17,-64,4,-64,2,-538,58,-89,10,-68,8,-99,17,-67,9,-72,6,-72,3,-66,6,-63,3
18,-70,10,-527,69,-67,12,-395,16,-84,20,-84,10,-82,17,-65,4,-64,2,-538,58,-89,10,-92,8,-99,17,-67,9,-86,6,-72,3,-66,6,-71,3
19,-70,10,-527,69,-91,12,-461,16,-84,20,-84,10,-82,17,-65,4,-64,2,-538,58,-89,10,-92,8,-99,17,-67,9,-86,6,-72,3,-66,6,-71,3
20,-73,10,-527,69,-91,12,-484,17,-84,20,-84,10,-83,17,-65,4,-64,2,-538,58,-138,23,-92,8,-99,17,-67,9,-86,6,-72,3,-66,6,-71,3
21,-73,10,-527,69,-91,12,-551,34,-84,20,-85,10,-84,17,-65,4,-64,2,-538,58,-138,23,-92,8,-103,17,-67,9,-86,6,-72,3,-66,6,-71,3
22,-75,17,-527,69,-91,12,-551,45,-85,20,-92,10,-119,17,-65,4,-66,2,-538,58,-138,23,-93,8,-127,17,-67,9,-86,6,-72,3,-66,6,-71,3
23,-111,71,-527,69,-91,12,-551,45,-85,20,-92,10,-119,17,-65,4,-66,2,-538,58,-138,23,-93,8,-127,17,-67,9,-86,6,-72,3,-66,6,-71,3
24,-201,71,-527,69,-91,12,-551,45,-85,20,-92,10,-119,17,-65,4,-66,2,-538,58,-138,23,-93,8,-127,17,-67,9,-86,6,-72,3,-66,6,-71,3
25,-290,72,-527,69,-91,12,-551,45,-85,20,-92,10,-119,17,-65,4,-66,2,-538,58,-138,23,-93,8,-127,17,-67,9,-86,6,-72,3,-66,6,-71,3
26,-380,72,-527,69,-91,12,-551,45,-85,20,-92,10,-119,17,-65,4,-66,2,-538,58,-138,23,-93,8,-127,17,-67,9,-86,6,-72,3,-66,6,-71,3
27,-470,72,-527,69,-91,12,-551,45,-85,20,-92,10,-119,17,-65,4,-66,2,-538,58,-138,23,-93,8,-127,17,-67,9,-86,6,-72,3,-66,6,-71,3
28,-524,72,-527,69,-91,12,-551,45,-85,20,-92,10,-119,17,-65,4,-76,2,-538,58,-138,23,-93,8,-131,17,-67,9,-86,6,-72,3,-66,9,-90,3
29,-524,72,-527,69,-91,12,-551,45,-85,20,-92,10,-119,17,-65,4,-76,2,-538,58,-138,23,-93,8,-170,17,-68,9,-86,6,-72,3,-114,11,-90,3
30,-524,72,-527,69,-91,12,-551,45,-85,20,-92,10,-119,17,-65,4,-76,2,-538,58,-138,23,-96,8,-227,17,-97,10,-86,6,-72,3,-114,11,-90,3
31,-524,72,-527,69,-91,12,-551,45,-87,21,-92,10,-119,17,-65,4,-76,2,-538,58,-138,23,-96,8,-309,17,-97,10,-86,6,-75,5,-114,11,-90,3
32,-524,72,-527,69,-91,12,-551,45,-87,21,-93,10,-122,17,-67,4,-76,2,-538,58,-138,23,-96,8,-370,17,-97,10,-86,6,-98,5,-114,11,-90,3
33,-524,72,-527,69,-92,12,-551,45,-89,21,-94,10,-125,17,-67,4,-76,2,-538,58,-138,23,-98,8,-450,18,-97,10,-86,6,-98,5,-114,11,-90,3
34,-524,72,-527,69,-92,12,-551,45,-89,21,-96,10,-135,17,-67,4,-76,2,-538,58,-140,23,-107,8,-517,18,-97,10,-86,6,-98,5,-114,11,-90,3
