,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-68,4,-73,11,-71,6,-85,5,-69,3,-75,3,-71,3,-67,5,-68,11,-66,9,-62,15,-75,4,-66,6,-71,5,-79,8,-70,6,-70,2,-71,2,-70,8
1,-74,4,-77,16,-72,6,-97,5,-71,3,-79,3,-71,3,-69,5,-76,17,-70,12,-68,18,-78,4,-71,6,-74,5,-88,9,-72,6,-71,2,-72,2,-73,9
2,-75,4,-84,24,-73,6,-115,5,-75,4,-79,3,-71,3,-71,5,-81,22,-77,15,-74,21,-79,4,-74,6,-76,5,-93,11,-75,6,-72,2,-72,2,-80,9
3,-81,5,-92,29,-80,6,-120,5,-83,5,-80,3,-71,3,-73,5,-86,23,-79,18,-87,26,-81,4,-74,7,-76,5,-97,11,-80,7,-73,2,-77,2,-82,10
4,-86,5,-98,33,-87,7,-129,5,-86,5,-81,3,-77,3,-76,5,-93,24,-81,19,-97,32,-84,4,-77,8,-77,5,-99,11,-85,7,-74,2,-77,2,-87,12
5,-98,5,-108,35,-90,8,-137,5,-86,5,-82,3,-79,4,-77,5,-102,26,-82,20,-102,35,-91,5,-78,8,-84,5,-99,11,-94,7,-77,2,-77,2,-92,12
6,-99,6,-113,41,-94,8,-141,5,-89,5,-84,3,-83,4,-81,5,-107,27,-84,22,-113,42,-94,5,-80,8,-84,5,-103,11,-103,7,-82,2,-82,2,-96,13
7,-104,7,-117,44,-102,9,-142,5,-94,5,-85,3,-84,5,-86,5,-116,28,-86,23,-118,45,-97,7,-84,8,-87,5,-106,12,-112,8,-83,2,-83,2,-106,13
8,-111,7,-118,44,-103,11,-146,5,-96,5,-97,3,-85,5,-94,6,-119,29,-94,23,-129,48,-100,7,-88,8,-91,5,-112,13,-117,8,-85,2,-84,2,-108,15
9,-115,7,-132,48,-107,13,-151,5,-99,5,-97,3,-85,6,-94,6,-127,30,-101,23,-136,50,-100,8,-90,9,-94,5,-125,13,-121,9,-86,2,-84,3,-114,15
10,-118,7,-134,51,-108,13,-165,5,-101,6,-101,3,-87,6,-95,7,-134,31,-103,24,-162,53,-100,8,-94,9,-96,5,-131,13,-126,9,-88,2,-84,3,-116,15
11,-119,7,-140,51,-114,13,-170,5,-103,6,-103,3,-88,6,-100,8,-139,32,-112,25,-172,56,-102,8,-97,9,-97,5,-138,14,-134,9,-92,2,-87,3,-124,15
12,-129,8,-146,52,-117,14,-179,5,-108,6,-108,3,-89,7,-105,8,-147,33,-114,27,-177,58,-105,9,-99,11,-99,5,-147,15,-134,9,-93,2,-88,3,-129,15
13,-136,9,-156,53,-121,16,-185,5,-115,6,-109,3,-94,7,-107,8,-155,34,-115,27,-188,59,-111,9,-101,13,-103,5,-153,16,-136,9,-94,2,-88,3,-132,15
14,-137,9,-159,53,-127,17,-187,5,-126,6,-109,3,-95,9,-110,8,-162,35,-116,28,-193,59,-117,9,-103,14,-111,5,-167,17,-143,9,-95,2,-89,3,-140,16
15,-146,9,-167,54,-132,19,-198,5,-132,6,-109,3,-95,10,-117,8,-170,38,-119,29,-198,59,-118,9,-104,14,-114,5,-171,17,-150,9,-99,2,-91,3,-143,16
16,-149,9,-174,55,-134,20,-200,5,-138,6,-114,3,-96,10,-125,8,-172,38,-122,29,-213,61,-121,10,-109,15,-115,5,-181,17,-156,9,-101,2,-94,3,-147,17
17,-154,9,-178,58,-139,20,-201,5,-141,6,-117,3,-96,12,-128,8,-178,38,-130,31,-221,61,-126,10,-113,15,-117,5,-200,18,-160,9,-105,2,-96,3,-148,17
18,-159,9,-183,58,-149,20,-205,5,-144,6,-127,3,-100,12,-134,8,-187,41,-136,32,-230,61,-130,10,-114,15,-122,5,-205,18,-163,9,-105,2,-97,3,-149,17
19,-163,9,-190,58,-149,20,-207,5,-147,6,-131,3,-108,12,-141,8,-197,42,-143,33,-235,63,-136,11,-118,15,-128,5,-208,18,-170,9,-109,2,-98,3,-151,17
20,-165,10,-195,59,-161,21,-210,5,-153,6,-133,3,-111,12,-147,8,-204,42,-151,34,-245,64,-138,11,-121,15,-130,5,-218,18,-172,9,-112,2,-99,3,-154,17
21,-168,10,-199,60,-165,21,-216,5,-157,6,-139,3,-111,12,-154,8,-211,43,-159,34,-254,67,-142,12,-129,16,-138,5,-220,18,-174,9,-113,2,-99,3,-157,19
22,-173,10,-199,60,-172,21,-218,5,-163,6,-143,4,-118,13,-175,8,-212,43,-163,34,-254,67,-148,12,-132,16,-141,5,-228,18,-186,10,-113,2,-99,3,-159,20
23,-176,10,-205,60,-178,22,-221,5,-168,6,-145,4,-122,13,-184,8,-218,44,-168,34,-259,69,-155,12,-136,16,-147,5,-237,19,-190,10,-113,2,-102,3,-162,20
24,-183,10,-210,61,-182,23,-223,5,-173,6,-148,4,-125,13,-192,8,-224,44,-172,34,-265,69,-164,12,-139,17,-152,5,-247,20,-198,10,-113,2,-102,3,-165,20
25,-191,10,-219,61,-187,23,-225,5,-183,6,-150,4,-128,16,-205,10,-227,44,-177,35,-267,69,-168,12,-144,18,-154,5,-251,21,-202,10,-113,2,-102,3,-171,20
