,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-20,9,-25,4,-29,24,-19,10,-20,15,-21,8
1,-20,9,-25,4,-29,24,-19,12,-43,20,-21,8
2,-20,9,-25,4,-29,24,-24,20,-59,21,-21,8
3,-20,9,-25,4,-39,40,-27,21,-59,21,-21,8
4,-20,9,-25,4,-52,52,-31,22,-59,21,-21,8
5,-20,9,-25,4,-58,60,-40,29,-59,21,-21,8
6,-20,9,-25,4,-74,68,-44,31,-59,21,-21,8
7,-20,9,-25,4,-81,82,-50,34,-59,21,-21,8
8,-20,9,-25,4,-88,95,-54,40,-59,21,-21,8
9,-20,9,-25,4,-98,101,-57,51,-59,21,-21,8
10,-20,9,-25,4,-105,111,-65,56,-59,21,-21,8
11,-20,9,-25,4,-121,120,-70,56,-59,21,-21,8
12,-20,9,-25,4,-127,134,-71,65,-59,21,-21,8
13,-20,9,-25,4,-138,145,-77,67,-59,21,-21,8
14,-20,9,-25,4,-150,159,-79,69,-59,21,-21,8
15,-20,9,-25,4,-156,178,-81,72,-59,21,-21,8
16,-20,9,-25,4,-165,185,-93,74,-59,21,-21,8
17,-20,9,-25,4,-170,188,-107,82,-59,21,-21,8
18,-20,9,-25,4,-187,198,-110,82,-59,21,-21,8
19,-20,9,-25,4,-189,205,-124,89,-59,21,-21,8
20,-20,9,-25,4,-205,212,-129,91,-59,21,-21,8
21,-20,9,-25,4,-224,223,-129,91,-59,21,-21,8
22,-20,9,-25,4,-244,230,-131,92,-59,21,-21,8
23,-20,9,-25,4,-248,232,-155,92,-59,21,-21,8
24,-20,9,-25,4,-275,235,-155,92,-59,21,-21,8
25,-23,13,-25,4,-277,237,-170,96,-59,21,-21,8
26,-36,29,-25,4,-277,237,-170,97,-59,21,-21,8
27,-54,41,-25,4,-277,237,-170,97,-59,21,-21,8
28,-71,54,-25,4,-277,237,-170,97,-59,21,-21,8
29,-90,65,-25,4,-277,237,-170,97,-59,21,-21,8
30,-105,80,-25,4,-277,237,-170,97,-59,21,-21,8
31,-126,89,-25,4,-277,237,-170,97,-59,21,-21,8
32,-143,102,-25,4,-277,237,-170,97,-59,21,-21,8
33,-165,110,-25,4,-277,237,-170,97,-59,21,-21,8
34,-187,118,-25,4,-277,237,-170,97,-59,21,-21,8
35,-210,125,-25,4,-277,237,-170,97,-59,21,-21,8
36,-234,131,-25,4,-277,237,-170,97,-59,21,-21,8
37,-254,141,-25,4,-277,237,-170,97,-59,21,-21,8
38,-278,147,-25,4,-277,237,-170,97,-59,21,-21,8
39,-304,151,-25,4,-277,237,-170,97,-59,21,-21,8
40,-333,152,-25,4,-277,237,-170,97,-59,21,-21,8
41,-363,152,-25,4,-277,237,-170,97,-59,21,-21,8
42,-379,152,-25,4,-284,239,-172,100,-59,21,-21,8
43,-380,152,-25,4,-286,239,-194,105,-59,21,-21,8
44,-382,152,-25,4,-294,240,-209,108,-59,22,-21,8
45,-382,152,-25,4,-294,240,-209,108,-85,26,-21,8
46,-382,152,-25,4,-294,240,-237,110,-85,26,-21,8
47,-382,152,-25,4,-294,240,-263,114,-85,26,-21,8
48,-382,152,-25,4,-294,240,-290,117,-85,26,-21,8
49,-382,152,-25,4,-294,240,-316,121,-85,26,-21,8
50,-382,152,-25,4,-294,240,-344,123,-85,26,-21,8
51,-382,152,-25,4,-294,240,-370,127,-85,26,-21,8
52,-382,152,-25,4,-294,240,-397,130,-85,26,-21,8
53,-382,152,-25,4,-294,240,-401,133,-97,37,-21,8
54,-382,152,-25,4,-294,240,-401,133,-109,55,-21,8
55,-382,152,-25,4,-294,240,-401,133,-122,72,-21,8
56,-382,152,-25,4,-294,240,-401,133,-135,89,-21,8
57,-382,152,-25,4,-294,240,-401,133,-157,97,-21,8
58,-382,152,-25,4,-294,240,-401,133,-182,102,-21,8
59,-382,152,-25,4,-294,240,-401,133,-206,108,-21,8
60,-382,152,-25,4,-294,240,-401,133,-229,115,-21,8
61,-382,152,-25,4,-294,240,-401,133,-254,120,-21,8
62,-382,152,-25,4,-294,240,-401,133,-278,126,-21,8
63,-382,152,-25,4,-294,240,-401,133,-302,132,-21,8
64,-382,152,-25,4,-294,240,-401,133,-329,135,-21,8
65,-382,152,-25,4,-294,240,-401,133,-357,137,-21,8
66,-382,152,-25,4,-294,240,-401,133,-379,145,-21,8
67,-382,152,-25,4,-294,240,-401,133,-383,151,-22,27
68,-382,152,-25,4,-294,240,-401,133,-383,151,-31,48
69,-382,152,-25,4,-294,240,-401,133,-383,151,-45,64
70,-382,152,-25,4,-294,240,-401,133,-383,151,-62,77
71,-382,152,-25,4,-294,240,-401,133,-383,151,-75,94
72,-382,152,-25,4,-294,240,-401,133,-383,151,-93,106
73,-382,152,-25,4,-294,240,-401,133,-383,151,-112,117
74,-382,152,-25,4,-294,240,-401,133,-383,151,-124,135
75,-382,152,-25,4,-294,240,-401,133,-383,151,-145,144
76,-382,152,-25,4,-294,240,-401,133,-383,151,-165,154
77,-382,152,-25,4,-294,240,-401,133,-383,151,-189,160
78,-382,152,-25,4,-294,240,-401,133,-383,151,-214,165
79,-382,152,-25,4,-294,240,-401,133,-383,151,-242,167
