,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-43,16,-22,7,-15,14,-22,7,-20,9,-16,13
1,-68,21,-22,7,-15,14,-22,7,-20,9,-16,13
2,-89,30,-22,7,-15,14,-22,7,-20,9,-16,13
3,-111,38,-22,7,-15,14,-22,7,-20,9,-16,13
4,-131,48,-22,7,-15,14,-22,7,-20,9,-16,13
5,-154,55,-22,7,-15,14,-22,7,-20,9,-16,13
6,-179,60,-22,7,-15,14,-22,7,-20,9,-16,13
7,-195,66,-28,9,-15,14,-22,7,-20,9,-16,13
8,-195,66,-49,18,-15,14,-22,7,-20,9,-16,13
9,-195,66,-70,27,-15,14,-22,7,-20,9,-16,13
10,-195,66,-94,33,-15,14,-22,7,-20,9,-16,13
11,-195,66,-119,38,-15,14,-22,7,-20,9,-16,13
12,-195,66,-141,46,-15,14,-22,7,-20,9,-16,13
13,-195,66,-162,55,-15,14,-22,7,-20,9,-16,13
14,-195,66,-187,60,-15,14,-22,7,-20,9,-16,13
15,-195,66,-195,64,-23,24,-22,7,-20,9,-16,13
16,-195,66,-195,64,-35,42,-22,7,-20,9,-16,13
17,-195,66,-195,64,-53,54,-22,7,-20,9,-16,13
18,-195,66,-195,64,-67,70,-22,7,-20,9,-16,13
19,-195,66,-195,64,-87,80,-22,7,-20,9,-16,13
20,-195,66,-195,64,-101,96,-22,7,-20,9,-16,13
21,-195,66,-195,64,-117,110,-22,7,-20,9,-16,13
22,-195,66,-195,64,-131,126,-22,7,-20,9,-16,13
23,-195,66,-195,64,-133,128,-38,17,-20,9,-16,13
24,-195,66,-195,64,-133,128,-56,29,-20,9,-16,13
25,-195,66,-195,64,-133,128,-79,36,-20,9,-16,13
26,-195,66,-195,64,-133,128,-103,42,-20,9,-16,13
27,-195,66,-195,64,-133,128,-122,53,-20,9,-16,13
28,-195,66,-195,64,-133,128,-145,60,-20,9,-16,13
29,-195,66,-195,64,-133,128,-162,73,-20,9,-16,13
30,-195,66,-195,64,-133,128,-183,80,-21,10,-16,13
31,-195,66,-195,64,-133,128,-183,80,-41,20,-16,13
32,-195,66,-195,64,-133,128,-183,80,-57,34,-16,13
33,-195,66,-195,64,-133,128,-183,80,-82,39,-16,13
34,-195,66,-195,64,-133,128,-183,80,-104,47,-16,13
35,-195,66,-195,64,-133,128,-183,80,-125,56,-16,13
36,-195,66,-195,64,-133,128,-183,80,-143,68,-16,13
37,-195,66,-195,64,-133,128,-183,80,-164,77,-16,13
38,-195,66,-195,64,-133,128,-183,80,-180,80,-23,17
39,-195,66,-195,64,-133,128,-183,80,-180,80,-46,24
40,-195,66,-195,64,-133,128,-183,80,-180,80,-69,31
41,-195,66,-195,64,-133,128,-183,80,-180,80,-92,38
42,-195,66,-195,64,-133,128,-183,80,-180,80,-113,47
43,-195,66,-195,64,-133,128,-183,80,-180,80,-134,56
44,-195,66,-195,64,-133,128,-183,80,-180,80,-154,66
45,-195,66,-195,64,-133,128,-183,80,-180,80,-175,75
46,-201,69,-205,65,-133,128,-183,80,-180,80,-182,78
47,-201,69,-205,65,-138,132,-190,81,-186,83,-185,79
48,-204,70,-208,66,-140,134,-192,83,-188,85,-193,81
49,-206,72,-211,68,-143,135,-196,84,-192,87,-197,83
50,-210,74,-215,69,-145,138,-197,87,-194,89,-201,85
51,-213,77,-218,71,-150,139,-202,87,-198,90,-204,85
52,-225,80,-223,73,-150,141,-203,87,-199,90,-206,87
53,-225,80,-232,74,-159,149,-205,88,-199,90,-206,87
54,-225,80,-232,74,-159,149,-217,90,-210,95,-206,87
55,-228,81,-233,77,-159,151,-218,91,-211,95,-219,91
56,-230,82,-238,78,-163,152,-223,92,-215,96,-222,93
57,-234,83,-241,78,-167,154,-227,93,-219,97,-224,97
58,-251,91,-242,78,-167,155,-227,94,-219,98,-225,97
59,-256,94,-259,83,-167,155,-227,94,-219,98,-225,97
60,-256,94,-266,84,-181,163,-227,94,-219,98,-225,97
61,-256,94,-266,84,-186,167,-245,97,-219,98,-225,97
62,-256,94,-266,84,-186,167,-253,100,-234,102,-225,97
63,-256,94,-266,84,-186,167,-253,100,-243,107,-236,102
64,-257,97,-268,85,-188,167,-255,100,-244,107,-248,108
65,-263,97,-272,86,-192,168,-258,102,-246,110,-250,110
66,-265,99,-279,87,-197,170,-261,106,-249,111,-250,110
67,-268,100,-282,88,-199,171,-263,106,-254,114,-256,113
68,-283,104,-283,88,-200,171,-266,107,-256,114,-258,114
69,-284,106,-303,90,-202,174,-266,107,-256,114,-258,114
70,-284,106,-303,90,-212,180,-277,110,-256,114,-258,114
71,-284,106,-303,90,-212,180,-282,112,-271,121,-259,114
72,-286,106,-303,91,-213,181,-284,112,-272,121,-273,122
73,-291,108,-308,91,-216,182,-287,113,-274,124,-275,125
74,-294,109,-310,94,-220,184,-292,113,-278,125,-278,127
75,-299,112,-317,94,-223,184,-296,113,-282,125,-279,130
76,-302,113,-317,96,-228,186,-300,114,-287,126,-282,133
77,-305,114,-319,98,-231,188,-306,114,-291,128,-284,136
78,-309,114,-325,100,-231,191,-308,115,-295,130,-287,139
79,-313,117,-326,103,-237,192,-314,115,-298,130,-289,140
